Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Trash Talk,Matt Fantastic,Andrea Pincumbe,N/A,N/A,N/A
1813: Napoleon's Nemesis,Stephen Pole,N/A,N/A,N/A,N/A
No Man's Land: Trench Warfare 1914-1918,Arnauld Della Siega,N/A,N/A,N/A,N/A
Everything Ever,Nathan Thornton,N/A,N/A,N/A,N/A
MedWar Sicily,Richard H. Berg,N/A,N/A,N/A,N/A
The Doomsday Project: Episode 1 – The Battle for Germany,Adam Starkweather,N/A,N/A,N/A,N/A
Bloody Ridge,Dean Essig,Michael Scott Smith,N/A,N/A,N/A
Gettysburg: High Tide of the Confederacy,Peter Bertram,N/A,N/A,N/A,N/A
Shipwrecked,Matthew Kirby,Mark Alan Osterhaus,N/A,N/A,N/A
Soccer 17,Jack Darwid,N/A,N/A,N/A,N/A
Dibs,Bill Tolany,Gin Tolany,N/A,N/A,N/A
Quickpick: Island of Monster Masks,Martino Chiacchiera,Benedetto Degli Innocenti,N/A,N/A,N/A
APBA Golf Game,(Uncredited),N/A,N/A,N/A,N/A
Deadlines,Julien Teilhet,N/A,N/A,N/A,N/A
"The Cossacks Are Coming!: The Tannenberg Campaign, 1914",David Bolt,N/A,N/A,N/A,N/A
Phase Line Smash,Frank Chadwick,N/A,N/A,N/A,N/A
A Famous Victory,Richard H. Berg,N/A,N/A,N/A,N/A
Chronopia: War in the Eternal Realm,Dave Jones (II),Bill King,Thom Talamini,N/A,N/A
Streetcar Suburb,Drew Edwards,N/A,N/A,N/A,N/A
Ripple Rush,Ken Gruhl,N/A,N/A,N/A,N/A
Legends of Wrestling,Tom Filsinger,N/A,N/A,N/A,N/A
Haslach 1805 / Elchingen 1805,Frédéric Bey,N/A,N/A,N/A,N/A
Colour Chess + Lure,Tom Norfolk,N/A,N/A,N/A,N/A
STRIKE!: The Game of Worker Rebellion,Brian Van Slyke,N/A,N/A,N/A,N/A
Caro,Annedore Krebs,N/A,N/A,N/A,N/A
This House Is Haunted,Gabriel Gomez,N/A,N/A,N/A,N/A
The Bogey,Katharine Turner,N/A,N/A,N/A,N/A
Battleship: Card Game,Dustin DePenning,N/A,N/A,N/A,N/A
Ingenious Extreme,Reiner Knizia,N/A,N/A,N/A,N/A
The Last Days of the Grande Armee: The Four Days of Waterloo,Kevin Zucker,N/A,N/A,N/A,N/A
Dan and Phil's Truth Bombs,Phil Lester,N/A,N/A,N/A,N/A
Destination: Neptune,Ian Brody,N/A,N/A,N/A,N/A
Quest Calendar: The Dragon Staff of Maladoria,Thomas A Bedran,N/A,N/A,N/A,N/A
Fox & Chicken,Michael Fox (II),N/A,N/A,N/A,N/A
Papertown,Rodrigo Rego,N/A,N/A,N/A,N/A
Germania,Joseph Miranda,N/A,N/A,N/A,N/A
Mentalis,Adam Godfroy,N/A,N/A,N/A,N/A
Omega Chess,Michael Escobar,Daniel Macdonald,N/A,N/A,N/A
Ten Suns,Dominic Michael Huang,N/A,N/A,N/A,N/A
TrollFest,Bruno Faidutti,Camille Mathieu,N/A,N/A,N/A
