Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
CONEX,Prospero Hall,N/A,N/A,N/A,N/A
Call My Bluff,Mark Goodson,Philip Hindin,N/A,N/A,N/A
PaiMiahhh,Beta Ma (馬國書),Chih-Fan Chen,N/A,N/A,N/A
Scan,Marco Fantini,Wolfram Janich,David Parlett,Alex Randolph,N/A
Penalties: Animal Cup,Paco Gómez,N/A,N/A,N/A,N/A
Jungle Race,Simone Luciani,N/A,N/A,N/A,N/A
Guadalcanal,Larry Pinsky,Lindsley Schutz,N/A,N/A,N/A
Honey,Stefan Kloß,Anna Oppolzer,N/A,N/A,N/A
Labyrinthos,Lindsey Rode,N/A,N/A,N/A,N/A
Latte Throwdown,Corey Keller,N/A,N/A,N/A,N/A
4 Seasons,David Parlett,N/A,N/A,N/A,N/A
Hellton Palace,Jean-Baptiste Pigneur,N/A,N/A,N/A,N/A
Star Trek HeroClix: Tactics,Seth Johnson,N/A,N/A,N/A,N/A
Bloody Buna,Bob Latter,N/A,N/A,N/A,N/A
"Little Bird, Big Hunger",Tim Rogasch,N/A,N/A,N/A,N/A
Bloody Big Battles!,Chris Pringle,N/A,N/A,N/A,N/A
Compatibility 15th Anniversary Edition,N/A,N/A,N/A,N/A,N/A
Alexander's Campaign,Alexander Boucharelis,Konstantinos Iovis,Lefteris Iroglidis (Λευτέρης Ηρωγλίδης),N/A,N/A
Timeline: Česko,Frédéric Henry,N/A,N/A,N/A,N/A
Suzerain,Thomas Lehmann,N/A,N/A,N/A,N/A
Odysseus,Dominique Ehrhard,N/A,N/A,N/A,N/A
Basketball Highlights: Crunch Time,Ian Sebastian Bach,Mike Fitzgerald,Richard Yaner,N/A,N/A
The Hand of Destiny,Joe Klipfel,N/A,N/A,N/A,N/A
Cortex Challenge 3,N/A,N/A,N/A,N/A,N/A
Find Your Seats,Mitchell Shipman,N/A,N/A,N/A,N/A
Greedy Dragons,Dan DeJager,N/A,N/A,N/A,N/A
Showdown,Rebecca Bleau,Nicholas Cravotta,N/A,N/A,N/A
Vietnam Solitaire,David Kershaw,N/A,N/A,N/A,N/A
Dice of Pirates,Sean Epperson,"Brander ""Badger"" Roullett",N/A,N/A,N/A
Age of Scheme: Routes to Riches,John Bohrer,N/A,N/A,N/A,N/A
Berridos,Paz Navarro Moreno,N/A,N/A,N/A,N/A
Peter's Two Sheep Dogs,しぶ (Shibu),N/A,N/A,N/A,N/A
Project Universe,Kentaro Yazawa (矢沢 賢太郎),N/A,N/A,N/A,N/A
What the Food?!,Peter Vaughan,N/A,N/A,N/A,N/A
Schönbrunn,Tommaso Bagnoli,N/A,N/A,N/A,N/A
Heraldica,AcA Milošević,N/A,N/A,N/A,N/A
Polders: Flip & Write,Alexander Kneepkens,Inge van Dasselaar,N/A,N/A,N/A
Tien Gow (Sky Nine),(Uncredited),N/A,N/A,N/A,N/A
The Alamo Remembered,George Barna,Alan Emrich,N/A,N/A,N/A
Europe at War,John Edwards,N/A,N/A,N/A,N/A
Kheops,Bruno Faidutti,Serge Laget,N/A,N/A,N/A
1849: Kingdom of the Two Sicilies,Scott Petersen,N/A,N/A,N/A,N/A
Card Goblins,Tiago Junges,N/A,N/A,N/A,N/A
Sergeants D-Day,Jeff Billings,N/A,N/A,N/A,N/A
Faeries & Magical Creatures,Glenn Drover,N/A,N/A,N/A,N/A
Astron,(Uncredited),N/A,N/A,N/A,N/A
Friday the 13th: Horror at Camp Crystal Lake,Sérgio Halaban,André Zatz,N/A,N/A,N/A
Arnhem '44: The Operation Market Garden Boardgame,Dirk Vergauwen,N/A,N/A,N/A,N/A
Snake: The Board Game,N/A,N/A,N/A,N/A,N/A
1631 Un Empire En Flammes,Jaakko Björklund,N/A,N/A,N/A,N/A
Santa's Bag,Ian Brody,N/A,N/A,N/A,N/A
Mokuru: Card Game,Jean-François Rochas,N/A,N/A,N/A,N/A
Dark Frontier,Alejandro del Valle,Patricio Martínez,N/A,N/A,N/A
Planet Rush,Reiner Knizia,N/A,N/A,N/A,N/A
DOUC IN DANGER,Noël Campana,N/A,N/A,N/A,N/A
Revenge of the Dictators,Bas Damoiseaux,Bart Latten,Alina Manzhelevska,N/A,N/A
Łotry,Grzegorz Pietras,N/A,N/A,N/A,N/A
"Oh No, There Goes Tokyo!",Garry Haggerty,Matthew Nadelhaft,N/A,N/A,N/A
Monkey Lab,Dan Manfredini,N/A,N/A,N/A,N/A
Deckchairs on the Titanic,Tom Holness,N/A,N/A,N/A,N/A
Politico,John Clowdus,N/A,N/A,N/A,N/A
Gonnect,João Pedro Neto,N/A,N/A,N/A,N/A
Sanctuary: The Keepers Era – Lands of Dawn,Leonardo Romano,N/A,N/A,N/A,N/A
Crash Canyon,Jim Keifer,N/A,N/A,N/A,N/A
Looting Atlantis,Nick Sauer,N/A,N/A,N/A,N/A
Star Blazers Fleet Battle System,Keith A. Johannsen,N/A,N/A,N/A,N/A
The American Civil War,Jim Dunnigan,N/A,N/A,N/A,N/A
Among Thieves,Floyd Pretz,N/A,N/A,N/A,N/A
Fortress Sevastopol,Christian Diedler,N/A,N/A,N/A,N/A
Sake & Samurai,Matteo Santus,N/A,N/A,N/A,N/A
Mystick Companion,Eric M. Lang,N/A,N/A,N/A,N/A
Fibonacci,Thomas Naylor,N/A,N/A,N/A,N/A
Urgency,Alex Coburn,N/A,N/A,N/A,N/A
Power On!,Yen-Lin Chen,Tao-Tao Chen,Yu-Xuan Su,An-Qi Zheng,N/A
Fairy Lights,Joan Dufour,N/A,N/A,N/A,N/A
Coast to Coast,Justin Schroeder,N/A,N/A,N/A,N/A
Four Elements,Robert Murelli,N/A,N/A,N/A,N/A
Marooned! A solo game of survival,Mark Tuck,N/A,N/A,N/A,N/A
Night Eternal: The Game,Rob Heinsoo,N/A,N/A,N/A,N/A
Super Dice Heroes,Joe Hout,N/A,N/A,N/A,N/A
The Current Number of the Beast,Kerry Breitenstein,Todd Breitenstein,N/A,N/A,N/A
Corner,Sid Sackson,N/A,N/A,N/A,N/A
Hasp,Dennis Kirps,Christian Kruchten,N/A,N/A,N/A
"The Lost Battalion: The Meuse-Argonne Offensive, 1918",John Desch,N/A,N/A,N/A,N/A
Julchen und die Monster,Marcel-André Casasola Merkle,N/A,N/A,N/A,N/A
Dizios,Nicholas Cravotta,N/A,N/A,N/A,N/A
Katana: Samurai Action Card Game,Tracy Alan,N/A,N/A,N/A,N/A
Hero's Crossing,Brian Sowers,N/A,N/A,N/A,N/A
Mycelia,J.J. Neville,N/A,N/A,N/A,N/A
Rapa Nui,Ingo Althöfer,Reinhold Wittig,N/A,N/A,N/A
Night of the Mummy,Peter C. Hayward,N/A,N/A,N/A,N/A
Hedgehog Haberdash,Felix Beukemann,N/A,N/A,N/A,N/A
Beer Money,Charlie Wiedman,N/A,N/A,N/A,N/A
Traitor Mechanic: The Traitor Mechanic Game,Christopher Badell,Peter C. Hayward,N/A,N/A,N/A
Think: Memo Crime,Max J. Kobbert,N/A,N/A,N/A,N/A
DIG,Julien Charbonnier,N/A,N/A,N/A,N/A
ILIOS,Eliot Hochberg,N/A,N/A,N/A,N/A
Bambuti,Hartmut Kommerell,N/A,N/A,N/A,N/A
Doctor Who: Exterminate! The Miniatures Game,Wayne P. Bollands,Ricard Fortun,Roger Gerrish,N/A,N/A
My Kind of Town,Chad Ellis,N/A,N/A,N/A,N/A
Doctor Who: Exterminate! The Miniatures Game,Wayne P. Bollands,Ricard Fortun,Roger Gerrish,N/A,N/A
My Kind of Town,Chad Ellis,N/A,N/A,N/A,N/A
Maha Yodha,Chandan Mohanty,Saar Shai,Sagar Shankar,N/A,N/A
Alleswisser,Jörg Ronninger,N/A,N/A,N/A,N/A
