Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Prize Property,(Uncredited),N/A,N/A,N/A,N/A
Exhaust,Hisashi Hayashi,N/A,N/A,N/A,N/A
"Alma: The First Battle, 20 September 1854",J. Matisse Enzer,N/A,N/A,N/A,N/A
Irány a Kincses Sziget!,Pierrot,N/A,N/A,N/A,N/A
King of Con,Mauro Chiabotto,Alessandro Chiabotto,N/A,N/A,N/A
The Bridge to Treasure Cave,Fréderic Moyersoen,N/A,N/A,N/A,N/A
"Hoorah! Six Bridges: The Battle of Pittsburgh, 1 October 1863",Ty Bomba,Robert G. Markham,N/A,N/A,N/A
Aquarena,Baptiste Le Corre,N/A,N/A,N/A,N/A
Line Up!,M. van Eupen,N/A,N/A,N/A,N/A
Maratón Clásico,Sergio Schaar Chabat,N/A,N/A,N/A,N/A
Gangs of Commorragh,N/A,N/A,N/A,N/A,N/A
Vollpfosten,Antony Proietti,N/A,N/A,N/A,N/A
L'Empereur,Florent Toscano,Frédéric Vuagnat,N/A,N/A,N/A
High Finance,Alberto Fontana,Mariano Maresca,N/A,N/A,N/A
"New York, New York",Wolfgang Kramer,N/A,N/A,N/A,N/A
Shadow Era,James Bowie,Sebastian Chedal,N/A,N/A,N/A
Vigo,Edith Grein-Böttcher,N/A,N/A,N/A,N/A
Antematter,N/A,N/A,N/A,N/A,N/A
Chef Cuckoo!,Christophe Raimbault,N/A,N/A,N/A,N/A
Der Hobbit: Smaugs Einöde,Andreas Schmidt,N/A,N/A,N/A,N/A
Schraube Locker,Christian Stöhr,Daniela Stöhr,N/A,N/A,N/A
All Hands on Deck!,Josh Fry,Chad Scott,N/A,N/A,N/A
Codename: Oracle,Andrew J. Clark,N/A,N/A,N/A,N/A
Cranium Super Showdown,(Uncredited),N/A,N/A,N/A,N/A
World Auto Racing,Ariel Adamson,N/A,N/A,N/A,N/A
Свинтус Зомби,Timofey Bokarev,N/A,N/A,N/A,N/A
Zwergen Ziehen,Philippe des Pallières,N/A,N/A,N/A,N/A
Snowstorm,Jim Deacove,N/A,N/A,N/A,N/A
LovePigs (Porcellini),Angelo Porazzi,N/A,N/A,N/A,N/A
SOS: Sheep in Trouble,Inka Brand,Markus Brand,N/A,N/A,N/A
Panzer Pranks,Steve Lortz,Kurt Lortz,N/A,N/A,N/A
Klondike,Tom Dalgliesh,Lance Gutteridge,N/A,N/A,N/A
Dark Force Incursion,Toby Lancaster,N/A,N/A,N/A,N/A
Multicity,Steve Brück,Jean-Claude Pellin,N/A,N/A,N/A
Final War,N/A,N/A,N/A,N/A,N/A
PS,Rudolf Ross,N/A,N/A,N/A,N/A
"World War IV: One World, One King",Brian Hunley,N/A,N/A,N/A,N/A
文絵のために (For Fumie),Seiji Kanai,N/A,N/A,N/A,N/A
Catapult Castle,N/A,N/A,N/A,N/A,N/A
Switchboard,Carlton B. Wilder,N/A,N/A,N/A,N/A
Kropki,(Uncredited),N/A,N/A,N/A,N/A
Quack a-doodle Moo!,N/A,N/A,N/A,N/A,N/A
COLORS,Matthew Hall,Simon Hall,Terry Shaw,Magdalene Vrijland,N/A
Island Dice,Jason Gough,N/A,N/A,N/A,N/A
Black Stories Stadt-Land-Tod,N/A,N/A,N/A,N/A,N/A
La Guerra Civil Española (1936),(Uncredited),N/A,N/A,N/A,N/A
Lexigo,N/A,N/A,N/A,N/A,N/A
Spider-Man,Christophe Boelinger,N/A,N/A,N/A,N/A
Stack & Attack,Jeremy Burnham,N/A,N/A,N/A,N/A
Hot Seat,N/A,N/A,N/A,N/A,N/A
A Fistful of Dinero,Charlie Theel,N/A,N/A,N/A,N/A
Mad Love,Darth Rimmer,N/A,N/A,N/A,N/A
Atta Ants,Richard de Rijk,N/A,N/A,N/A,N/A
Leipzig: Napoleon Encircled,Chris Perello,N/A,N/A,N/A,N/A
The Trojan War: The Game of Gods & Heroes,Glenn Rahman,N/A,N/A,N/A,N/A
