Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Tornado Ellie,Josep M. Allué,N/A,N/A,N/A,N/A
Campbell's Alphabet Dice Game,N/A,N/A,N/A,N/A,N/A
Trivial Pursuit: Disney for All,N/A,N/A,N/A,N/A,N/A
MindMaze,Dmitry Kibkalo,N/A,N/A,N/A,N/A
Twisted Farkel,N/A,N/A,N/A,N/A,N/A
Bad Bunnies,Jacques Zeimet,N/A,N/A,N/A,N/A
Forgotten Axis: The Finnish Campaign,Michael Bennighof,N/A,N/A,N/A,N/A
Daniel Tiger's Neighborhood: Welcome to Main Street Game,(Uncredited),N/A,N/A,N/A,N/A
Ashes to Ashes,Frank Turrini,N/A,N/A,N/A,N/A
Age of Soccer,Annis Araim,Saad Choudri,Zubbar Choudri,Dr. Michael Pambos,Dilwar Rahim
Blood of the Werewolf,Chih-Fan Chen,N/A,N/A,N/A,N/A
Zorro,Andreas Seyfarth,N/A,N/A,N/A,N/A
Pride and Prejudice: The Game,(Uncredited),N/A,N/A,N/A,N/A
Monopoly: Golf,(Uncredited),N/A,N/A,N/A,N/A
SPI Football,Richard H. Berg,Redmond A. Simonsen,N/A,N/A,N/A
Miskatonic School for Girls,Luke Peterschmidt,N/A,N/A,N/A,N/A
Magical Maze,Gilbert Lévy,N/A,N/A,N/A,N/A
Next!,Gil Druckman,Danny Hershkovits,N/A,N/A,N/A
Disruptus,N/A,N/A,N/A,N/A,N/A
Tears of the Dragon,"John R. Phythyon, Jr.",N/A,N/A,N/A,N/A
Politika,Gabriele Ausiello,Michele Quondam,N/A,N/A,N/A
Star Wars Miniatures: Starship Battles,Ryan Miller,Bill Slavicsek,Rob Watkins (Board Game) (I),N/A,N/A
F*ck This!,Greg Porter,N/A,N/A,N/A,N/A
Aapep,Paul A. DeStefano,N/A,N/A,N/A,N/A
Walk the Plank,Brian Hess,Evan Sass,N/A,N/A,N/A
Danger Noodle!,Anneka Quellhorst,N/A,N/A,N/A,N/A
The Real Ghostbusters Game,(Uncredited),N/A,N/A,N/A,N/A
Pergamemnon,Bernd Eisenstein,N/A,N/A,N/A,N/A
Pasapalabra,(Uncredited),N/A,N/A,N/A,N/A
Doctor! Doctor!,Robert Couch,N/A,N/A,N/A,N/A
Family Feud Strikeout Card Game,N/A,N/A,N/A,N/A,N/A
Orangino,(Uncredited),N/A,N/A,N/A,N/A
Fantastic Gymnastics,N/A,N/A,N/A,N/A,N/A
Knock Out,(Uncredited),N/A,N/A,N/A,N/A
Pinocchio,Dieter Gebhardt,N/A,N/A,N/A,N/A
ego: love,Ian Copple,N/A,N/A,N/A,N/A
Stranger Things: Attack of the Mind Flayer,Joey Vigour,N/A,N/A,N/A,N/A
Space Checkers,(Uncredited),N/A,N/A,N/A,N/A
Breaking Point,(Uncredited),N/A,N/A,N/A,N/A
Yum,Harvey Grinsell,N/A,N/A,N/A,N/A
Schraumen,Urs Hostettler,N/A,N/A,N/A,N/A
The Hole in One,Nabil J. Tabet,N/A,N/A,N/A,N/A
Pirackie Skarby,Łukasz Woźniak,N/A,N/A,N/A,N/A
Wall Street,Lasse Kronér,N/A,N/A,N/A,N/A
"The Battle for Cassino: Assaulting the Gustav Line, 1944",John Prados,N/A,N/A,N/A,N/A
Bag of Butts,Andreas Preiss,N/A,N/A,N/A,N/A
Serpent Stones,Robert Harrington,N/A,N/A,N/A,N/A
Adventurer: Card Game,K. R. Bourgoine,N/A,N/A,N/A,N/A
Toasted or Roasted,Jeff Johnston (II),N/A,N/A,N/A,N/A
Milestones,Christian Stöhr,Daniela Stöhr,N/A,N/A,N/A
Fractal,Mark Steere,N/A,N/A,N/A,N/A
Derby Days,Christian Raffeiner,Helmut Walch,N/A,N/A,N/A
Party Pooper,Garrett J. Donner,Brian S. Spence,Michael S. Steer,N/A,N/A
Quick,Günter Burkhardt,N/A,N/A,N/A,N/A
Star Wars: Destroy Death Star Game,(Uncredited),N/A,N/A,N/A,N/A
Casino Hot Dog,Wolfgang Dirscherl,N/A,N/A,N/A,N/A
Game for Fame,David McGranaghan,Julian Miller,Joseph Pitcher,N/A,N/A
Der Herr der Wichtel,Ralf Sandfuchs,N/A,N/A,N/A,N/A
The Banner Saga: Warbands,Brian Shotton,Kenny Sims,N/A,N/A,N/A
The Golden Girls: Any Way you Slice it,N/A,N/A,N/A,N/A,N/A
Bad Grandmas,Tony Boydell,N/A,N/A,N/A,N/A
Zoneplex,Shelby Cinca,Kenny Jakobsson,N/A,N/A,N/A
Stadens nyckel,Dan Glimne,N/A,N/A,N/A,N/A
Flickin' Chicken,P. Joseph Shumaker,N/A,N/A,N/A,N/A
Machu Picchu,Günter Burkhardt,N/A,N/A,N/A,N/A
Sanitarium,Aaron Belmer,N/A,N/A,N/A,N/A
Election USA,Martin Wallace,N/A,N/A,N/A,N/A
Destination London,Rachel Lowe,N/A,N/A,N/A,N/A
Zogar's Gaze,Jason Glover,N/A,N/A,N/A,N/A
Nectar,Xīn Mào,N/A,N/A,N/A,N/A
Last Letter,Joe Herbert,Dave Herbert,N/A,N/A,N/A
Amoeba,Greg Preslicka,Heidi Preslicka,N/A,N/A,N/A
Goldrush,(Uncredited),N/A,N/A,N/A,N/A
Élve fogd el,(Uncredited),N/A,N/A,N/A,N/A
Garden Party,William Grosselin,N/A,N/A,N/A,N/A
Loaded Questions: Adult Version,(Uncredited),N/A,N/A,N/A,N/A
Frenetic Village,Jorge Piñan,Ignacio Sánchez Usera,N/A,N/A,N/A
Zwickern,(Uncredited),N/A,N/A,N/A,N/A
Ciak! Il gioco di carte,Francesco Marcantonini,N/A,N/A,N/A,N/A
Trivial Pursuit for Kids,(Uncredited),N/A,N/A,N/A,N/A
Name Chase: Historical Figures Edition,(Uncredited),N/A,N/A,N/A,N/A
Perpetual Notion,(Uncredited),N/A,N/A,N/A,N/A
Clouds,Grégory Oliver,N/A,N/A,N/A,N/A
The Dukes of Hazzard Game,(Uncredited),N/A,N/A,N/A,N/A
MythBusters: The Game,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Gnomeland,Stefano Castelli,N/A,N/A,N/A,N/A
Disney Princess Pop-Up Magic Castle Game,(Uncredited),N/A,N/A,N/A,N/A
Battle for Basra,Frank Chadwick,Lester Smith,N/A,N/A,N/A
Apache: A Game of the Old West,S. Craig Taylor,N/A,N/A,N/A,N/A
Xena Warrior Princess: The Board Game,"George T. Henne, Jr.",C. Henry Schulte,Andrew Smith,N/A,N/A
Countdown,Armand Jammot,N/A,N/A,N/A,N/A
Damn the Torpedoes!,John Bohrer,N/A,N/A,N/A,N/A
Spanish Civil War Battles: Vol. 2 – Guadalajara & Penarroya,Perry Moore,N/A,N/A,N/A,N/A
Skip-Bo Junior,(Uncredited),N/A,N/A,N/A,N/A
Totem,N/A,N/A,N/A,N/A,N/A
Heuchel und Meuchel,Rudi Hoffmann,N/A,N/A,N/A,N/A
Ruddy Vikings,N/A,N/A,N/A,N/A,N/A
Crosstrack,Philip Shoptaugh,N/A,N/A,N/A,N/A
Nizza,Wolfgang Kramer,N/A,N/A,N/A,N/A
UNO: Disney Princess,Merle Robbins,N/A,N/A,N/A,N/A
