Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Nile Artifacts,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
A Fistful of TOWs 3: Miniature Wargame Rules – Modern Mechanized Warfare 1915-2015,Ty Beard,Paul Minson,N/A,N/A,N/A
Ancient Conquest,R. J. Hlavnicka,Dennis P. O'Leary,N/A,N/A,N/A
Stak Bots: Yellow Expansion,Tom Norfolk,N/A,N/A,N/A,N/A
Super Slopes,Ted Heidersdorf,N/A,N/A,N/A,N/A
The Garlic Vampires,Wolfgang Dirscherl,N/A,N/A,N/A,N/A
Owl About,Tom Matsuoka,N/A,N/A,N/A,N/A
Six Day War: 1967,Joseph Miranda,N/A,N/A,N/A,N/A
Pink Hijinks,Andrew Looney,N/A,N/A,N/A,N/A
Tri-Tactics,Hermance Edan,Harry Gibson,N/A,N/A,N/A
D-Day at Iwo Jima,Joe Youst,N/A,N/A,N/A,N/A
TRUT,Pascal Boucher,N/A,N/A,N/A,N/A
"Mafia, cosa di capo",Jesús Fuentes,N/A,N/A,N/A,N/A
Discovery,Bo Jakob Malm,Carl-Johan R. E. Nilsson,N/A,N/A,N/A
Aristo-Maze,BakaFire,N/A,N/A,N/A,N/A
Royalty,(Uncredited),N/A,N/A,N/A,N/A
Sunrise of Victory: The 1942 Campaign in Russia,Ty Bomba,N/A,N/A,N/A,N/A
BitterSweet,Matthew Hocker,N/A,N/A,N/A,N/A
Lunatix Loop,Matt Leacock,N/A,N/A,N/A,N/A
"The Battle of Austerlitz, December 2, 1805",David James Ritchie,N/A,N/A,N/A,N/A
"The Battle of Blenheim, 1704",Stephen Pole,N/A,N/A,N/A,N/A
Warplan: Dropshot II/III,Bruce Costello,N/A,N/A,N/A,N/A
Volcanic Isle,Andrea Mainini,Luciano Sopranzetti,N/A,N/A,N/A
Chinese Farm: Egyptian-Israeli Combat in the '73 War,Howard Barasch,N/A,N/A,N/A,N/A
"The Korean War: June 1950 – May 1951, Designer Signature Edition",Joseph M. Balkoski,N/A,N/A,N/A,N/A
Infinity Dungeon: Peril Without End,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Optimus Princeps: Les Guerres Daciques,Patrick Receveur,N/A,N/A,N/A,N/A
Fear and Faith,Andrea Sfiligoi,N/A,N/A,N/A,N/A
Magic: The Gathering – Duel Decks: Zendikar vs. Eldrazi,Chris Millar,Sam Stoddard,N/A,N/A,N/A
Miscellaneous Game Magazine,N/A,N/A,N/A,N/A,N/A
Claim Kingdoms,Scott Almes,N/A,N/A,N/A,N/A
Helios Expanse,Shawn Richard Macleod,N/A,N/A,N/A,N/A
Kingdom Maps,Martín Oddino,N/A,N/A,N/A,N/A
Ricochet Poker,James Ernest,N/A,N/A,N/A,N/A
Epic Solitaire Notebook Adventures,Scott Slomiany,N/A,N/A,N/A,N/A
Star Trek III,Greg Costikyan,John M. Ford,Doug Kaufman,Ken Rolston,N/A
Sardines,N/A,N/A,N/A,N/A,N/A
Albion 20,Alan Emrich,N/A,N/A,N/A,N/A
SCAPE,Francisco Gallego Arredondo,N/A,N/A,N/A,N/A
Tanuki Matsuri,Alexis Allard,N/A,N/A,N/A,N/A
Partners,Thomas Bisgaard,N/A,N/A,N/A,N/A
Monster! Monster!,Mads L. Brynnum,N/A,N/A,N/A,N/A
"Opération Husky, Sicile 1943",Laurent Martin,N/A,N/A,N/A,N/A
Fantasy Forest,Michael Gray,N/A,N/A,N/A,N/A
Code Triage,Brandon Young (II),N/A,N/A,N/A,N/A
Knights Poker,Reiner Knizia,N/A,N/A,N/A,N/A
Sarah's Vision,Anthony Howgego,N/A,N/A,N/A,N/A
Danmaku!!,Zachary Francks,Tim Landreth,N/A,N/A,N/A
Area 51: Top Secret,Stefan Alexander,N/A,N/A,N/A,N/A
Stichtag,Inka Brand,Markus Brand,Emely Brand,N/A,N/A
