Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Circus,Alexey Konnov,Alexey Paltsev,Anatoliy Shklyarov,N/A,N/A
Ninja Dojo Fight!,Allen Chang,Alannah Kearney,N/A,N/A,N/A
Justice League: Axis of Villains Strategy Game,Forrest-Pruzan Creative,Rob Stoddard,N/A,N/A,N/A
"Birds, Bugs and Beans",Stacey Merrill,N/A,N/A,N/A,N/A
Toppling the Reich: The Battles for the Westwall,John Prados,N/A,N/A,N/A,N/A
"Trust Me, I'm a Superhero",Hannah Ford Morgan,N/A,N/A,N/A,N/A
Politics as Usual,Dan Verssen,N/A,N/A,N/A,N/A
Million Dollar Script,Daniel Stamm,N/A,N/A,N/A,N/A
Werner: Volle Socke,(Uncredited),N/A,N/A,N/A,N/A
High School Election,Ayumu Kitazaki,N/A,N/A,N/A,N/A
Monopoly: Sailor Moon,N/A,N/A,N/A,N/A,N/A
Super Kitty Bug Slap,Samuel Mitschke,Randy Scheunemann,N/A,N/A,N/A
Nova Cry,Steven Lykowski,N/A,N/A,N/A,N/A
Activity professional!,Paul Catty,Ulrike Catty,Hans Führer,Maria Führer,Ernst Führer
EVL,Kevin Kane,N/A,N/A,N/A,N/A
Top Gun: Plot Twist Party Game,Ryan Miller,N/A,N/A,N/A,N/A
Chaotic,Brian David-Marshall,Sam Murakami,Martin Rauff,Matthew Wang,N/A
Trivial Pursuit: The 90s,N/A,N/A,N/A,N/A,N/A
Eyes on the Prize,Dominique Breton,Cédrick Chaboussit,N/A,N/A,N/A
Trivial Pursuit: Best of Genus,(Uncredited),N/A,N/A,N/A,N/A
Australian Menagerie,Pat Darlington,Dan Nicholls,N/A,N/A,N/A
Deuce,(Uncredited),N/A,N/A,N/A,N/A
Bejeweled,N/A,N/A,N/A,N/A,N/A
Nacho Loco,Hiram Johnson,Todd Kurtzer,N/A,N/A,N/A
Orphans & Ashes,"Ryan Costello, Jr.",N/A,N/A,N/A,N/A
Bounce-Off Rock 'N' Rollz!,N/A,N/A,N/A,N/A,N/A
Harry Potter Halls of Hogwarts,Jonathan Bedford,Brian Yu,N/A,N/A,N/A
Das Letzte Kamel,Tom Schoeps,N/A,N/A,N/A,N/A
Mistrz Słowa,Krzysztof Matusik,N/A,N/A,N/A,N/A
Space Fleet,Jervis Johnson,Andy Jones,N/A,N/A,N/A
Worm Party,Inka Brand,Markus Brand,N/A,N/A,N/A
Scene It? Disney,(Uncredited),N/A,N/A,N/A,N/A
Lützen,Johan Arve,Anders Fager,N/A,N/A,N/A
INTERACTION: No more boredom!,Reinhard Kern,Gertrude Kurzmann,Manfred Lamplmair,N/A,N/A
Monopoly Playmaster,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
Accordion,(Uncredited),N/A,N/A,N/A,N/A
Red Beach One: Tarawa,Mike Joslyn,N/A,N/A,N/A,N/A
Rhumb Line,Martin H. Samuel,N/A,N/A,N/A,N/A
ConeZILLA,Dominique Ehrhard,N/A,N/A,N/A,N/A
The Crocodile Hunter Game,(Uncredited),N/A,N/A,N/A,N/A
Wiggling Cow,Brigitte Pokornik,N/A,N/A,N/A,N/A
Verrat!,Tom Kremer,N/A,N/A,N/A,N/A
Movie Trailer,Andrea Chiarvesio,Pierluca Zizzi,N/A,N/A,N/A
Bayon,Wolfgang Werner,N/A,N/A,N/A,N/A
La Muse,Gaetano Foschini,N/A,N/A,N/A,N/A
Mission Command Land,(Uncredited),N/A,N/A,N/A,N/A
Button Up!,Bruno Cathala,N/A,N/A,N/A,N/A
"Pearl Harbor: The War Against Japan, 1941-1945",John Prados,N/A,N/A,N/A,N/A
Arlecchino,Bernard Tavitian,N/A,N/A,N/A,N/A
Monopoly: The Card Game,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
Ditto,Brian C. Larson,N/A,N/A,N/A,N/A
Harry Potter: Catch the Golden Snitch,N/A,N/A,N/A,N/A,N/A
UNO: Family Guy,Merle Robbins,N/A,N/A,N/A,N/A
Monopoly: Fallout Collector's Edition,(Uncredited),N/A,N/A,N/A,N/A
Shapes & Colors,(Uncredited),N/A,N/A,N/A,N/A
Hungry Hungry Hipsters,N/A,N/A,N/A,N/A,N/A
Teen Titans Collectible Card Game,(Uncredited),N/A,N/A,N/A,N/A
Mimikri,Brigitte Pokornik,N/A,N/A,N/A,N/A
Die Schule der magischen Tiere: Nicht zu fassen!,N/A,N/A,N/A,N/A,N/A
Motto,Reiner Knizia,N/A,N/A,N/A,N/A
Star Wars: Electronic Galactic Battle,(Uncredited),N/A,N/A,N/A,N/A
Blockbusters,Steve Ryan,N/A,N/A,N/A,N/A
Wurf & Weg,Andreas Schmidt,N/A,N/A,N/A,N/A
Chicken Wings,Silke Briedl,Manfred Reindl,N/A,N/A,N/A
Hoarders,Andy Niggles,N/A,N/A,N/A,N/A
Bethump'd with Words,Glenn M. Cahilly,N/A,N/A,N/A,N/A
Teenage Mutant Ninja Turtles Game,Justin Brinkmeyer,Gabe Gierosky,Craig Van Ness,N/A,N/A
Das Pferd von Troja,Alex Randolph,N/A,N/A,N/A,N/A
Sauschwer,Andrea Meyer,Martin Schlegel,N/A,N/A,N/A
Game of Knowledge,(Uncredited),N/A,N/A,N/A,N/A
Crazy Dancing,Xavier Duthillieux,Nicolas Thiou,N/A,N/A,N/A
Wojny Napoleonskie,Michal Rakowski,N/A,N/A,N/A,N/A
Blizzard of '77 Travel Game,C. P. Marino,N/A,N/A,N/A,N/A
Taboo Quick Draw,Amanda Birkinshaw,N/A,N/A,N/A,N/A
Tyle,N/A,N/A,N/A,N/A,N/A
Party & Co Disney,N/A,N/A,N/A,N/A,N/A
History's Mysteries Card Game,Mike Fitzgerald,N/A,N/A,N/A,N/A
Universal Fighting System: Penny Arcade,David Freeman,Ryan Miller,N/A,N/A,N/A
Lost In Jurassica,Samuel Milham,N/A,N/A,N/A,N/A
Spy Code: Break Free,N/A,N/A,N/A,N/A,N/A
Alien: Perfect Organism,Enrique Dueñas González,N/A,N/A,N/A,N/A
Alien Puppies,N/A,N/A,N/A,N/A,N/A
Air Alliance,Akio Nomura,N/A,N/A,N/A,N/A
Gotcha!,N/A,N/A,N/A,N/A,N/A
Chess Race,Alex Randolph,N/A,N/A,N/A,N/A
Lifeline,Michael Amundsen,Luis Bolaños Mures,N/A,N/A,N/A
Monopoly: Super Mario Celebration!,N/A,N/A,N/A,N/A,N/A
"Flying Circus: Tactical Aerial Combat, 1915-1918",Jim Dunnigan,N/A,N/A,N/A,N/A
Tower Siege,Nick Scott,N/A,N/A,N/A,N/A
Crocodile,Timofey Bokarev,Dmitry Kibkalo,Artem Zubov,N/A,N/A
Operation Rescue Kit,(Uncredited),N/A,N/A,N/A,N/A
AURUXXX: The Golden 12,Stefan Martin,N/A,N/A,N/A,N/A
Abagio,Michael D. Moore,Autumn Moore,N/A,N/A,N/A
Port of Piraeus,Andrey Alexandrov,N/A,N/A,N/A,N/A
Waz Baraz,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Esels-Rennen,Doris Matthäus,Frank Nestel,N/A,N/A,N/A
"I Say, Holmes! (Second Edition)",Alan Emrich,Roger Heyworth,N/A,N/A,N/A
Draco & Co,Bruno Faidutti,Michael Schacht,N/A,N/A,N/A
Wordrop,(Uncredited),N/A,N/A,N/A,N/A
Neuron,Reiner Knizia,N/A,N/A,N/A,N/A
