Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
UNDO: Curse from the Past,Michael Palm,Lukas Zach,N/A,N/A,N/A
The Hobbit: Enchanted Gold,Rüdiger Dorn,N/A,N/A,N/A,N/A
Horse-opoly,(Uncredited),N/A,N/A,N/A,N/A
Bloodsuckers,Justin De Witt,Anne-Marie De Witt,N/A,N/A,N/A
Connect 4: Card Game,Richard Heayes,N/A,N/A,N/A,N/A
Turista Mundial,N/A,N/A,N/A,N/A,N/A
Bionic Crisis,Paul J. Gruen,N/A,N/A,N/A,N/A
Hirelings: The Ascent,John Harris (I),William Sininger,N/A,N/A,N/A
Dingo,Haim Shafir,N/A,N/A,N/A,N/A
How to Human,Jordan W. Martin,Robert Noss,Luke Peterschmidt,Ali R Thome,N/A
Sushi Roll!,Mike Richie,N/A,N/A,N/A,N/A
TriBond Card Game,(Uncredited),N/A,N/A,N/A,N/A
Rhino Hero: Active Kids,Scott Frisco,Trio Kreativ,Steven Strumpf,N/A,N/A
Archimedes,Ole Jensen,N/A,N/A,N/A,N/A
Redstone,Mark Steere,N/A,N/A,N/A,N/A
Hunter's Guild: The Vampire Forest,Robb De Nicola,N/A,N/A,N/A,N/A
Höhlengrölen,Mark Sienholz,N/A,N/A,N/A,N/A
7 Deadly Sins,(Uncredited),N/A,N/A,N/A,N/A
Die Drachenbändiger von Zavandor,Hanno Girke,N/A,N/A,N/A,N/A
Marvel Trivia Game,(Uncredited),N/A,N/A,N/A,N/A
Wolsung: The Boardgame,"Artur ""Garnek"" Ganszyniec",Maciej Sabat,Michał Stachyra,Maciej Zasowski,N/A
The Singaporean Dream,Wai Mei Theresa Syn,N/A,N/A,N/A,N/A
Shanghai,Sid Sackson,N/A,N/A,N/A,N/A
Jungli-La,Hisashi Hayashi,N/A,N/A,N/A,N/A
Lemony Snicket's A Series of Unfortunate Events: The Catastrophic Card Game,Brian Yu,N/A,N/A,N/A,N/A
Logo Billionaire,(Uncredited),N/A,N/A,N/A,N/A
Monopoly: Deutschland,(Uncredited),N/A,N/A,N/A,N/A
