Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Die Schlacht um Thors Kliff,Timo Zett,N/A,N/A,N/A,N/A
No Stress Chess,Todd Kurtzer,John Zaruba,N/A,N/A,N/A
Qwinto: Das Kartenspiel,Bernhard Lach,Uwe Rapp,Reinhard Staupe,N/A,N/A
Opération Commando: Pegasus Bridge,P. O. Barome,Pascal Bernard,N/A,N/A,N/A
1955: The War of Espionage,Kevin G. Nunn,N/A,N/A,N/A,N/A
Wonderland Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Lucca Città,Alessandro Zucchini,N/A,N/A,N/A,N/A
Origins of World War II,Jim Dunnigan,Jim Dunnigan,Edi Birsan,Jim Dunnigan,Edi Birsan
King of the Valley,Hans van Tol,N/A,N/A,N/A,N/A
Horrified: Dungeons & Dragons,Peter Lee,N/A,N/A,N/A,N/A
Hoyuk,Pierre Canuel,N/A,N/A,N/A,N/A
12 Patrols,Scott Allen Czysz,N/A,N/A,N/A,N/A
Diavolo,Corentin Lebrat,Gilles Lehmann,N/A,N/A,N/A
Breakaway Football,Mark Burlet,Michael Caplan,Arthur Franz IV,Ben Jennings,N/A
Boxcars,R. S. Erickson,"Thomas F. Erickson, Jr.",Don Lowry,N/A,N/A
Heroica: Ilrion,Nicolas Assenbrunner,Cephas Howard,N/A,N/A,N/A
"Valley of Tears: The Yom Kippur War, 1973",Carl Fung,N/A,N/A,N/A,N/A
Waterloo: Napoleon's Last Battle,Alexander S. Berg,N/A,N/A,N/A,N/A
Sauria,Maximillian Dennis,N/A,N/A,N/A,N/A
"Ring of Fire: The Fourth Battle for Kharkov, August 1943",John Desch,N/A,N/A,N/A,N/A
EXIT: Das Spiel + Puzzle – Das Gold der Piraten,Inka Brand,Markus Brand,N/A,N/A,N/A
Campaign: Fall Blau,Martin Melbardis,N/A,N/A,N/A,N/A
Napoleon's Quagmire,Kevin Zucker,N/A,N/A,N/A,N/A
"Take The ""A"" Chord",Saashi,N/A,N/A,N/A,N/A
Splitz,Igor Ganzha,N/A,N/A,N/A,N/A
Back to the Future: The Card Game,Andrew Looney,N/A,N/A,N/A,N/A
Dragon Racer,Luke English,Myles O'Neill,N/A,N/A,N/A
Star Fleet Battles Silver Anniversary Master Rulebook,Stephen V. Cole,N/A,N/A,N/A,N/A
The Siblings Trouble,Andy Ashcraft,Eduardo Baraf,Kim Robinson,N/A,N/A
Farmerama,Uwe Rosenberg,N/A,N/A,N/A,N/A
Holiday Hijinks #4: The Cupid Crisis,Jonathan Chaffer,N/A,N/A,N/A,N/A
Le Roy des Ribauds,Erwann Ricord,N/A,N/A,N/A,N/A
Sellswords: Olympus,Cliff Kamarga,N/A,N/A,N/A,N/A
VIP RIP,Eugeni Castaño,Eloi Pujadas,N/A,N/A,N/A
Kings of War: Vanguard,Matt Gilbert,Ciaran Morris,N/A,N/A,N/A
Dixie: Gettysburg,Tom Dalgliesh,N/A,N/A,N/A,N/A
Quirks,Bill Eberle,"Edward Horn, Jr.",Jack Kittredge,Peter Olotka,N/A
Star Trek: Galactic Enterprises,Christophe Boelinger,N/A,N/A,N/A,N/A
