Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Word Whimsy,Ben Stoll,N/A,N/A,N/A,N/A
Storming the Reich: D-Day to the Ruhr,Ted Raicer,N/A,N/A,N/A,N/A
The Devil's to Pay! The First Day at Gettysburg,Hermann Luttmann,N/A,N/A,N/A,N/A
Amazonas,Paulo González,Claudio Soto,N/A,N/A,N/A
The Greatest Day: Utah Beach,Joe Chacon,Tom Holliday,Vincent Lefavrais,Adam Starkweather,N/A
Invasion of the Air-eaters,Keith Gross,N/A,N/A,N/A,N/A
Anatomy Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Dark December,Danny S. Parker,N/A,N/A,N/A,N/A
Thornwatch,Chad Brown,Jerry Holkins,Mike Krahulik,Mike Selinker,Rodney Thompson
Roll & Meow: The Cat Burglars,Radosław Ignatów,N/A,N/A,N/A,N/A
SPY x FAMILY: Mission for Peanuts,Anthony Thorp,N/A,N/A,N/A,N/A
Gorizia 1916: La sesta battaglia dell'Isonzo,Andrea Brusati,N/A,N/A,N/A,N/A
Dog Poker,宮野 華也 (Kaya Miyano),N/A,N/A,N/A,N/A
Elements of the Gods,Jay Vowles,N/A,N/A,N/A,N/A
Orconomics (Second Edition),Timofey Bokarev,Fedor Korzhenkov,N/A,N/A,N/A
Mozzaroller,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Key Enigma: Calling Card,N/A,N/A,N/A,N/A,N/A
The Longest Trench,Arno Maesen,Fréderic Moyersoen,N/A,N/A,N/A
Sneferu: Builders of the Pyramids,Adam Španěl,N/A,N/A,N/A,N/A
Nations at War: Stalin's Triumph,Sean Druelinger,N/A,N/A,N/A,N/A
Bubble Stories,Matthew Dunstan,N/A,N/A,N/A,N/A
Heroes Incorporated,Sam Clifford,Carl Forhan,N/A,N/A,N/A
How to Host a Dungeon,Tony Dowler,N/A,N/A,N/A,N/A
Manifest,Amanda Milne,Julia Schiller,N/A,N/A,N/A
Magic Realm Light 30,KK Su,N/A,N/A,N/A,N/A
13 Words,Romain Loussert,N/A,N/A,N/A,N/A
Warcrow Adventures,Alberto Abal,Jesús Fuster,Laura Castro Royo,Marcos Bello Soto,N/A
Railway Boom,Hisashi Hayashi,N/A,N/A,N/A,N/A
Slyville,Marek Daniluk,Dominika Gerasimiak,Justyna Leszczyńska,Mateusz Romach,N/A
Battlemist,Christian T. Petersen,N/A,N/A,N/A,N/A
GROW SKY,N/A,N/A,N/A,N/A,N/A
Anthelion: Conclave of Power,Daniel Solis,N/A,N/A,N/A,N/A
TowerBrix,Simon Thomas,N/A,N/A,N/A,N/A
HAMELN CAVE,Akiyama Koryo,Kozu Yusei,N/A,N/A,N/A
Opération Zèbre,Lenny Landau,N/A,N/A,N/A,N/A
Radiant,Randal Marsh,N/A,N/A,N/A,N/A
Featherlight,Sabrina von Contzen,Hanno von Contzen,N/A,N/A,N/A
Unlock!: Star Wars – Flucht von Hoth,Cyril Demaegd,N/A,N/A,N/A,N/A
Caty Mini,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Prairie Railroads,John Bohrer,N/A,N/A,N/A,N/A
Skybridge,Adam Ritchey,N/A,N/A,N/A,N/A
20 Questions,Scott A. Mednick,A. Robert Moog,N/A,N/A,N/A
Sneaky Bastard,Robert Brouwer,N/A,N/A,N/A,N/A
Ink It!,Romain Clément,Kevin Gauvin,N/A,N/A,N/A
Winston: Nineteen Eighty-Four,Perepau Llistosella,N/A,N/A,N/A,N/A
Vamp on the Batwalk,Jon Simantov,N/A,N/A,N/A,N/A
Clash Along the Psel: The Battle of Kursk 1943,Ray Tapio,N/A,N/A,N/A,N/A
Hannut: France 1940,Joe Youst,N/A,N/A,N/A,N/A
Ultimatch,Justin De Witt,Anne-Marie De Witt,N/A,N/A,N/A
Overload,Wolfgang Riedl,N/A,N/A,N/A,N/A
Sparkle*Kitty Nights,Manny Vega,N/A,N/A,N/A,N/A
Frag,Russell Godwin,Philip Reed,N/A,N/A,N/A
Cauldron Quest,Colt Tipaton-Johnson,Shanon Lyon,Marisa Peña,N/A,N/A
The Doomed,Christopher McDowall,N/A,N/A,N/A,N/A
Dynamite Nurse,Atsuo Yoshizawa,N/A,N/A,N/A,N/A
Just in Time,Günter Burkhardt,N/A,N/A,N/A,N/A
One-hour Wargames,Neil Thomas,N/A,N/A,N/A,N/A
America in Flames,Harry Rowland,N/A,N/A,N/A,N/A
Space Movers 2201,April Cox,Kevin Cox (I),N/A,N/A,N/A
Medina de Rioseco 1808,Frédéric Bey,N/A,N/A,N/A,N/A
One More Barrel,Michele Quondam,N/A,N/A,N/A,N/A
echoes: Das Orakel,Matthew Dunstan,Dave Neale,N/A,N/A,N/A
Combo Fighter: VS Pack 3,Asger Johansen,N/A,N/A,N/A,N/A
Semper Fi!,Dean Essig,Lee Forester,N/A,N/A,N/A
Playboss,Harald Riehle,N/A,N/A,N/A,N/A
GoTown,Morten Bonavent,Alexander Bonavent,N/A,N/A,N/A
Chitin: I,Howard Thompson,N/A,N/A,N/A,N/A
Bermuda Pirates,Jeppe Norsker,N/A,N/A,N/A,N/A
The Hardest Days,John H. Butterfield,N/A,N/A,N/A,N/A
Forest of Fate,Phil Hazelton,N/A,N/A,N/A,N/A
"Case White: The Invasion of Poland, 1939","Paul Richard ""Rich"" Banner",Frank Chadwick,Marc W. Miller,N/A,N/A
Gwent: The Legendary Card Game,CD Projekt,N/A,N/A,N/A,N/A
El Gran Capitán: Campaigns of the Italian Wars 1494-1530 – Vol.2,Nicola Contardi,N/A,N/A,N/A,N/A
Nice Buns,Liesbeth Bos,Anja Dreier-Brückner,N/A,N/A,N/A
DeathMaze: Heroic Adventure in the Corridors of Doom,Greg Costikyan,N/A,N/A,N/A,N/A
Domain,Claude Duvernay,N/A,N/A,N/A,N/A
