Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Le Grand Empire,François-Stanislas Thomas,N/A,N/A,N/A,N/A
One Hour World War II,Clint Warren-Davey,N/A,N/A,N/A,N/A
Ingenious Extreme,Reiner Knizia,N/A,N/A,N/A,N/A
Perfect Hotel,Hiroshi Kawamura (川村 有),N/A,N/A,N/A,N/A
Vegeterrors,N/A,N/A,N/A,N/A,N/A
Micons,Marine Faraguna,N/A,N/A,N/A,N/A
La Bataille de Vauchamps,Monte Mattson,James Soto,Dennis A. Spors,N/A,N/A
Cedar Mountain 1862,Pascal Toupy,Grant Wylie,N/A,N/A,N/A
Pyramidos,Kirsten Becker,Jens-Peter Schliemann,N/A,N/A,N/A
Raccoon Robbers,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Suleiman the Magnificent,Richard H. Berg,N/A,N/A,N/A,N/A
Wizards & Co.,Flaminia Brasini,Virginio Gigli,Stefano Luperto,Antonio Tinto,N/A
Fortune,Richard Fenwick,N. Lebon,N/A,N/A,N/A
Ju 87 Stuka Ace,Gottardo Zancani,N/A,N/A,N/A,N/A
Fictionary,(Uncredited),N/A,N/A,N/A,N/A
Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,(Uncredited),N/A,N/A,N/A,N/A
Farm & Furious,Luc Rémond,N/A,N/A,N/A,N/A
Victory at Sea: Battle for the Pacific,Matthew Sprange,N/A,N/A,N/A,N/A
For What Remains: Out of the Basement,Paul Low,David Thompson (I),Ricardo Manuel Luis Tomas,N/A,N/A
Teomachia,Tomasz Bylina,Adam Kwapiński,Jakub Wasilewski,N/A,N/A
Lucia,Kristian Karlberg,N/A,N/A,N/A,N/A
Yellowstone Park,Uwe Rosenberg,N/A,N/A,N/A,N/A
The Tigers Are Burning,Ty Bomba,N/A,N/A,N/A,N/A
The Villagers,Bryan Sloan,N/A,N/A,N/A,N/A
Volley & Bayonet,Frank Chadwick,Greg Novak (I),N/A,N/A,N/A
NATO: Operational Combat in Europe in the 1970's,Jim Dunnigan,Philip S. Kosnett,N/A,N/A,N/A
Necromunda: Ash Wastes,N/A,N/A,N/A,N/A,N/A
The Producer: 1940-1944,Manlio Zaninotti,N/A,N/A,N/A,N/A
Pax Expanse,Chris J Davis,N/A,N/A,N/A,N/A
Battlegame Book 4: World War II,Andrew McNeil,N/A,N/A,N/A,N/A
Necromunda Rulebook,Andy Hoare,N/A,N/A,N/A,N/A
Tattered Flags: Into the Whirlpool,Hermann Luttmann,N/A,N/A,N/A,N/A
A Call to Arms: Star Fleet,Matthew Sprange,N/A,N/A,N/A,N/A
Pick a Pen: Crypts,Reiner Knizia,N/A,N/A,N/A,N/A
Chronicles of Waral,Robin Keller,N/A,N/A,N/A,N/A
The King in the North,Jose Antonio Rivero,N/A,N/A,N/A,N/A
Danger Park,Jono Naito,Ben Sobine,N/A,N/A,N/A
Dino Dunk,Cody Stevens,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Starter Kit,Ralph Ferrari,David Heath,Jeff Lewis,N/A,N/A
Jumanji Stampede,Erica Bouyouris,Kyle Hussa-Lietz,N/A,N/A,N/A
The Cats of Mont Saint Michel,Tom Frank,Marco Pecota,N/A,N/A,N/A
Anno Domini: Gesundheit und Ernährung,Konrad Bochennek,Urs Hostettler,N/A,N/A,N/A
Qyshinsu: Mystery of the Way,R. A. Frederickson,N/A,N/A,N/A,N/A
忍のがっこう (Shinobi no Gakkō),Emi Kuji,N/A,N/A,N/A,N/A
Austerlitz 1805,Jose Antonio Luengo,N/A,N/A,N/A,N/A
Ben Hur,Jean du Poël,N/A,N/A,N/A,N/A
Grackles,Sarah Graybill,John Shulters,N/A,N/A,N/A
Red Dragon,Hegedűs Csaba,N/A,N/A,N/A,N/A
Bluey: Keepy Uppy,N/A,N/A,N/A,N/A,N/A
The Possession,Óscar Arévalo,N/A,N/A,N/A,N/A
Fil Rouge: Shadow of the Tiger,Tom Prothière,Julien Prothière,N/A,N/A,N/A
Operation Bøllebank,Nicola Saggini,N/A,N/A,N/A,N/A
And That's How I Died,Nikola R. Petrov,N/A,N/A,N/A,N/A
Velikiye Luki: Stalingrad of the North,Michael Taylor (I),N/A,N/A,N/A,N/A
Quest Calendar: The Dragon Staff of Maladoria,Thomas A Bedran,N/A,N/A,N/A,N/A
Laska,Emanuel Lasker,N/A,N/A,N/A,N/A
Orange Swan,Emanuele Santandrea,N/A,N/A,N/A,N/A
Alkemy,Allan Carrasco,Josselin Moreau,Jérémie Bonamant Teboul,N/A,N/A
Caldera,Kristin Looney,N/A,N/A,N/A,N/A
Yamma,Khanat Sadomwattana,N/A,N/A,N/A,N/A
Epoch: Early Inventors,Martyn F,N/A,N/A,N/A,N/A
Concluzio,Robert Kerr,N/A,N/A,N/A,N/A
The Peach Festival,Dario Massarenti,Francesco Testini,N/A,N/A,N/A
Sixteen Thirty Something,Martin Wallace,N/A,N/A,N/A,N/A
Papertown,Rodrigo Rego,N/A,N/A,N/A,N/A
Group of Soviet Forces Germany,Ty Bomba,N/A,N/A,N/A,N/A
Shadow Rivals,Halifa,N/A,N/A,N/A,N/A
Pletrix,Javi Janza,N/A,N/A,N/A,N/A
Pencil Park,Adam P. McIver,Daniel Solis,N/A,N/A,N/A
Caesar in Gallia: Conquest on the Ancient Frontier,Joseph Miranda,N/A,N/A,N/A,N/A
TANKS: The Modern Age – M1 vs T-64 Starter Set,Andrew Haught,Chris Townley,N/A,N/A,N/A
4Mation,Melanie Haumer,N/A,N/A,N/A,N/A
Hunted: Wode Ridge,Gabe Barrett,N/A,N/A,N/A,N/A
Munchkin Disney DuckTales,Steve Jackson (I),Kami Mandell,N/A,N/A,N/A
Arcole 1796,Frédéric Bey,N/A,N/A,N/A,N/A
Kings Progress,Steve Kingsbury,N/A,N/A,N/A,N/A
Winter Rabbit,William Thompson,N/A,N/A,N/A,N/A
Critters Below,Gergely Kruppa,N/A,N/A,N/A,N/A
Dice United,Gary Brown,N/A,N/A,N/A,N/A
Outer Earth,Paul Tseng,N/A,N/A,N/A,N/A
Vampire: The Masquerade – Blood Feud,Benjamin Kanelos,N/A,N/A,N/A,N/A
Clocks,Tim De Rycke,Sander Vernyns,N/A,N/A,N/A
Bridgetown Races,Carey Grayson,N/A,N/A,N/A,N/A
Robotech: Ace Pilot,Jeff Mechlinski,N/A,N/A,N/A,N/A
RIN RIN RAJA,Lucas O'Ryan,Miguel Suárez Olivares,N/A,N/A,N/A
DIE in the Dungeon!,Wesley Woodbury,N/A,N/A,N/A,N/A
Battle for Baghdad,Michael Anderson (I),Jon Compton,Joseph Miranda,N/A,N/A
Mare Mediterraneum,Jean du Poël,N/A,N/A,N/A,N/A
Black Stories 5,Holger Bösch,N/A,N/A,N/A,N/A
Beppo der Bock,Arthur Drescher,Peter Schackert,Klaus Zoch,N/A,N/A
Acornism,コトリ (Kotori),N/A,N/A,N/A,N/A
Janus,Rudi Hoffmann,N/A,N/A,N/A,N/A
Revelations,Vincent Bidault,N/A,N/A,N/A,N/A
Split,David Hoyt,N/A,N/A,N/A,N/A
Days of Battle: Golan Heights,Frank Chadwick,N/A,N/A,N/A,N/A
5150,Ed Teixeira,N/A,N/A,N/A,N/A
No Retreat 3: The French Front – May-June 1940,Carl Paradis,Carl Paradis,Alan Emrich,Carl Paradis,N/A
Warhammer Age Of Sigmar (Fourth Edition): Core Rules,N/A,N/A,N/A,N/A,N/A
1813: Napoleon's Nemesis,Stephen Pole,N/A,N/A,N/A,N/A
The Legend of the Wendigo,Christian Lemay,N/A,N/A,N/A,N/A
