Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Dorada,Rudi Hoffmann,N/A,N/A,N/A,N/A
Battlegroup: Kursk,Warwick Kinrade,N/A,N/A,N/A,N/A
Red Parachutes: Soviet Airborne Assault Across the Dnepr,Michael Bennighof,Brian L. Knipple,N/A,N/A,N/A
"La Bataille de France, 1940",Juan Carlos Cebrián,Nicolás Eskubi,N/A,N/A,N/A
Escape Room: The Game – 2 Players Horror,(Uncredited),N/A,N/A,N/A,N/A
The Three Days of Gettysburg (Second Edition),Richard H. Berg,N/A,N/A,N/A,N/A
Caravelas,Gil d'Orey,N/A,N/A,N/A,N/A
Workshop of the World,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
Tank on Tank: West Front,Peter Bogdasarian,N/A,N/A,N/A,N/A
Pisa,Günter Burkhardt,N/A,N/A,N/A,N/A
Pact,Bernd Eisenstein,N/A,N/A,N/A,N/A
Strand-Cup,Mark Sienholz,N/A,N/A,N/A,N/A
Flutter,Gustav Müller,Philip O'Neill,N/A,N/A,N/A
Get Off My Land!,Stephanie Kwok,Gordon Oscar,Liam Smith,N/A,N/A
Vs System 2PCG: The Alien Battles,Ben Cichoski,Daniel Mandel,N/A,N/A,N/A
Adventure Games: Die drei ??? – Das Geheimnis der Statue,Matthew Dunstan,Phil Walker-Harding,N/A,N/A,N/A
Outfoxed!,Joshua Mason,N/A,N/A,N/A,N/A
Fluxx: The Board Game,Andrew Looney,N/A,N/A,N/A,N/A
The Fields of Normandy 2: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
Dig Mars,Oliver Sihiveer,N/A,N/A,N/A,N/A
The Great British Baking Show Game,Frederica Scott Vollrath,N/A,N/A,N/A,N/A
Band of Brothers:  Old Breed South Pacific,Dean Halley,Jim Krohn,N/A,N/A,N/A
Unlock! Mythic Adventures: Around the world in 80 minutes,Jérémy Fraile,Yohan Servais,N/A,N/A,N/A
Kabuki Tricks,Geoffrey Chia,N/A,N/A,N/A,N/A
Ghosts of the Jungle: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
With It Or On It,Amabel Holland,N/A,N/A,N/A,N/A
Light in the Dark,Kai Starck,N/A,N/A,N/A,N/A
World at War: America Conquered,Mark H. Walker,N/A,N/A,N/A,N/A
L'Art de la Guerre,Hervé Caille,N/A,N/A,N/A,N/A
The Last Command,Ty McDonald,N/A,N/A,N/A,N/A
We Care: A Grizzled Game,Fabien Riffaud,Juan Rodriguez,N/A,N/A,N/A
RATS: High Tea at Sea,Joshua DeBonis,Eric Zimmerman,N/A,N/A,N/A
FBI,Wolfgang Kramer,Horst-Rainer Rösner,N/A,N/A,N/A
Gestrudis,Jaime López (II),J.A.M. Toribio,N/A,N/A,N/A
Phantom Fury: Second Edition,Laurent Closier,N/A,N/A,N/A,N/A
GYÜMI,Péter Szöllősi,N/A,N/A,N/A,N/A
Long Range Recon Patrol: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
Pocket Detective: Die Bombe tickt,Yury Yamshchikov,N/A,N/A,N/A,N/A
Wordthief,(Uncredited),N/A,N/A,N/A,N/A
C-Cross,Ludovic Gimet,N/A,N/A,N/A,N/A
Black Stories 4,Holger Bösch,N/A,N/A,N/A,N/A
"Dreadnought: Surface Combat in the Battleship Era, 1906-45",Irad B. Hardy,John Young,N/A,N/A,N/A
Starfire (3rd Edition),Marvin Lamb,David M. Weber,N/A,N/A,N/A
Burnside Takes Command,Ed Beach,Karl Laskas,N/A,N/A,N/A
Super Goal!,Marco Ippolito,Emanuele Pessi,N/A,N/A,N/A
"Marita-Merkur: The Campaign in the Balkans, 1940-41",John Astell,"Paul Richard ""Rich"" Banner",N/A,N/A,N/A
Toko Island,Marie Fort,Wilfried Fort,N/A,N/A,N/A
Shovel Knight: Dungeon Duels,Jonathan Phillips-Bradford,N/A,N/A,N/A,N/A
Manager,Burkhardt Münchhagen,Peter Pfeifer,Waltraud Pfeifer,N/A,N/A
Kradia: Wild Hunt Festival,MonS,Ramo,N/A,N/A,N/A
INWO SubGenius,Lynette R. F. Cowper,Steve Jackson (I),N/A,N/A,N/A
The Vote: Suffrage and Suppression in America,Amabel Holland,N/A,N/A,N/A,N/A
Pent-Up,Néstor Romeral Andrés,N/A,N/A,N/A,N/A
Lore,Josh Delgadillo,N/A,N/A,N/A,N/A
RoboRama,Dennis Kirps,Gérard Pierson,Patrick Zuidhof,N/A,N/A
"Druid: Boudicca's Rebellion, 61 A.D.",Richard H. Berg,N/A,N/A,N/A,N/A
Yura Yura Penguin Mini,Yabuchi Ryoko,N/A,N/A,N/A,N/A
Square Mile,Olaf Helmer,Reuben Klamer,N/A,N/A,N/A
Stonehenge,Reiner Knizia,N/A,N/A,N/A,N/A
Dungeon Solitaire: Labyrinth of Souls,Matthew Lowes,N/A,N/A,N/A,N/A
Across the Pacific,Michael Myers,N/A,N/A,N/A,N/A
