Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Warhammer: Battle For Skull Pass,Alessio Cavatore,Graham Davey,Dominic Murray,Gavin Thorpe,Jeremy Vetock
La Bataille de la Moscowa (Third Edition),Terry Doherty,N/A,N/A,N/A,N/A
Saboteur: The Lost Mines,Fréderic Moyersoen,N/A,N/A,N/A,N/A
2D6 Dungeon: A Dungeon Crawler,Toby Lancaster,N/A,N/A,N/A,N/A
Posthuman Saga,Gordon Calleja,N/A,N/A,N/A,N/A
Ars Alchimia,Kuro,N/A,N/A,N/A,N/A
Munchkin X-Men,Andrew Wolf,N/A,N/A,N/A,N/A
Dungeon Time,Carlo A. Rossi,N/A,N/A,N/A,N/A
The Dead Eye,Simon McGregor,N/A,N/A,N/A,N/A
SHH,Chris Handy (I),N/A,N/A,N/A,N/A
War Galley: Naval Warfare in the Ancient World,Richard H. Berg,Mark Herman,N/A,N/A,N/A
GOSU 2: Tactics,Kim Satô,N/A,N/A,N/A,N/A
Sergeants Miniatures Game: Day of Days,Jeff Billings,Mike Billings,N/A,N/A,N/A
Eternitium,Thomas Carlier,N/A,N/A,N/A,N/A
Wie ich die Welt sehe...,Urs Hostettler,N/A,N/A,N/A,N/A
Pocket Battles: Macedonians vs. Persians,Paolo Mori,Francesco Sirocchi,N/A,N/A,N/A
Ricochet: A la poursuite du Comte courant,Cyril Blondel,N/A,N/A,N/A,N/A
Siberia,Reiner Stockhausen,N/A,N/A,N/A,N/A
Epic PVP: Fantasy,Ryan Miller,Luke Peterschmidt,N/A,N/A,N/A
Schoko & Co.,Yves Hirschfeld,Gilles Monnet,Alan R. Moon,N/A,N/A
Purrrlock Holmes: Furriarty's Trail,Stephen Sauer,N/A,N/A,N/A,N/A
Ritual,Tomás Tarragón,N/A,N/A,N/A,N/A
Sky Tango,Johann Rüttinger,Jacques Zeimet,N/A,N/A,N/A
Starship Merchants,Joe Huber (I),Thomas Lehmann,N/A,N/A,N/A
Sorcery: Contested Realm,Rafael Novellino,Erik Olofsson,Nickolas Reynolds,N/A,N/A
Star Trek: The Dice Game,Carl White,N/A,N/A,N/A,N/A
Lee vs. Grant: The Wilderness Campaign of 1864,Joseph M. Balkoski,Joseph M. Balkoski,N/A,N/A,N/A
Boomerang,Dominique Ehrhard,Michel Lalet,N/A,N/A,N/A
18 India,Michael Carter,Anthony Fryer,John Harres,Nick Neylon,N/A
Dice Fishing: Roll and Catch,Satoru Nakamura (中村聡),N/A,N/A,N/A,N/A
Wiraqocha,Henri Kermarrec,N/A,N/A,N/A,N/A
Dungeon of Mandom VIII,Antoine Bauza,Masato Uesugi,N/A,N/A,N/A
Shaky Manor,Asger Harding Granerud,Daniel Skjold Pedersen,N/A,N/A,N/A
Beyond the Rhine: The Campaign for Northwest Europe,Roland LeBlanc,N/A,N/A,N/A,N/A
"I, Spy",C. Simon Reid,N/A,N/A,N/A,N/A
Malta Besieged: 1940-1942,Steve Carey,N/A,N/A,N/A,N/A
Storm Over Dien Bien Phu,Nick Richardson,Brian Youse,N/A,N/A,N/A
Schummel Hummel,Emely Brand,Lukas Brand,N/A,N/A,N/A
Checkpoint Charlie,José Antonio Abascal Acebo,N/A,N/A,N/A,N/A
Time's Up! Kids,Peter Sarrett,N/A,N/A,N/A,N/A
Picnic,David Amorin,Ramón Redondo,N/A,N/A,N/A
King's Gate,Reiner Knizia,N/A,N/A,N/A,N/A
Pirates of the 7 Seas,Oleksandr Nevskiy,Oleg Sidorenko,N/A,N/A,N/A
Relic Hunters,Jason Lee,N/A,N/A,N/A,N/A
Illusions of Glory: The Great War on the Eastern Front,Perry R. Silverman,N/A,N/A,N/A,N/A
Might & Magic Heroes,Marcin Tomczyk,N/A,N/A,N/A,N/A
For the Crown (Second Edition),Jeremy Lennert,N/A,N/A,N/A,N/A
Invaders,Mark Chaplin,N/A,N/A,N/A,N/A
Masters of the Universe: Battleground,Jacek Karpowicz,N/A,N/A,N/A,N/A
Agents of SMERSH: Epic Edition,Christopher Batarlis,Stephen Cooper,N/A,N/A,N/A
Crime Zoom: His Last Card,Stéphane Anquetil,N/A,N/A,N/A,N/A
Inflation!,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A,N/A
The Creature That Ate Sheboygan,Greg Costikyan,N/A,N/A,N/A,N/A
Ladybohn: Manche mögen's heiss!,Uwe Rosenberg,N/A,N/A,N/A,N/A
Urbania,Simone Luciani,N/A,N/A,N/A,N/A
Epic Spell Wars of the Battle Wizards: Panic at the Pleasure Palace,Matt Hyra,Cory Jones,N/A,N/A,N/A
Railway Rivals,David G. Watts,David Watts,N/A,N/A,N/A
Field of Glory: The Card Game,Martin Wallace,N/A,N/A,N/A,N/A
GOLDblivion,Jean-François Gauthier,N/A,N/A,N/A,N/A
Decktective: Nightmare in the Mirror,Martino Chiacchiera,Silvano Sorrentino,N/A,N/A,N/A
Maiden's Quest,"Kenneth C. Shannon, III",N/A,N/A,N/A,N/A
Tipp-Kick,Carl Mayer,N/A,N/A,N/A,N/A
Zen Master,Reiner Knizia,N/A,N/A,N/A,N/A
Bantam West,Ike Brunicardi,N/A,N/A,N/A,N/A
La Bête,Charlec Couronnaud,N/A,N/A,N/A,N/A
Star Trader,Nick Karp,N/A,N/A,N/A,N/A
Prey,Toru Ii,N/A,N/A,N/A,N/A
Human Punishment: The Beginning,Stefan Godot,N/A,N/A,N/A,N/A
M,Martin Schlegel,N/A,N/A,N/A,N/A
Space Invaders,Kane Klenko,N/A,N/A,N/A,N/A
Hordes of the Things,Philip C. Barker,Sue Laflin Barker,Richard Bodley Scott,N/A,N/A
Murder Mystery Party Case Files: Death in Antarctica,Georgij Shugol,Igor Korotky,Alexander Krys,N/A,N/A
