Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Star Wars: Unlimited,Jim Cartwright,Tyler Parrott,Daniel Schaefer,Jeremy Zwirn,N/A
Cuba Libre,Jeff Grossman,Volko Ruhnke,N/A,N/A,N/A
Paperback,Tim Fowers,N/A,N/A,N/A,N/A
The Colonists,Tim Puls,N/A,N/A,N/A,N/A
Coloretto,Michael Schacht,N/A,N/A,N/A,N/A
High Frontier 4 All,Phil Eklund,Justin Grey,Jon Manker,Dom Rougier,Phil Eklund
BattleCON: Devastation of Indines,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Three Sisters,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Struggle of Empires,Martin Wallace,N/A,N/A,N/A,N/A
First Rat,Gabriele Ausiello,Virginio Gigli,N/A,N/A,N/A
Automobile,Martin Wallace,N/A,N/A,N/A,N/A
Silver & Gold,Phil Walker-Harding,N/A,N/A,N/A,N/A
Mille Fiori,Reiner Knizia,N/A,N/A,N/A,N/A
Beer & Bread,Scott Almes,N/A,N/A,N/A,N/A
Francis Drake,Peter Hawes,N/A,N/A,N/A,N/A
Zombicide: Green Horde,Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult,N/A,N/A
Golem,Flaminia Brasini,Virginio Gigli,Simone Luciani,N/A,N/A
Whitehall Mystery,Gabriele Mari,Gianluca Santopietro,N/A,N/A,N/A
Brian Boru: High King of Ireland,Peer Sylvester,N/A,N/A,N/A,N/A
Thebes,Peter Prinz,N/A,N/A,N/A,N/A
Mosaic: A Story of Civilization,Glenn Drover,N/A,N/A,N/A,N/A
Zombicide,Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult,N/A,N/A
A Game of Thrones,Christian T. Petersen,Kevin Wilson,N/A,N/A,N/A
Yellow & Yangtze,Reiner Knizia,N/A,N/A,N/A,N/A
Carson City,Xavier Georges,N/A,N/A,N/A,N/A
The Battle of Five Armies,Roberto Di Meglio,Marco Maggi,Francesco Nepitello,N/A,N/A
Telestrations: 12 Player Party Pack,(Uncredited),N/A,N/A,N/A,N/A
Star Wars: The Clone Wars,Alexandar Ortloff-Tang,N/A,N/A,N/A,N/A
Flip 7,Eric Olsen,N/A,N/A,N/A,N/A
A Fake Artist Goes to New York,Jun Sasaki,N/A,N/A,N/A,N/A
Gears of War: The Board Game,Corey Konieczka,N/A,N/A,N/A,N/A
Evolution,Dominic Crapuchettes,Dmitry Knorre,Sergey Machin,N/A,N/A
Formula D,Laurent Lavaur,Eric Randall,N/A,N/A,N/A
Conan,Frédéric Henry,N/A,N/A,N/A,N/A
The Downfall of Pompeii,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Betrayal at House on the Hill,Bruce Glassco,N/A,N/A,N/A,N/A
Hammer of the Scots,Tom Dalgliesh,Jerry Taylor,N/A,N/A,N/A
Quantum,Eric Zimmerman,N/A,N/A,N/A,N/A
Living Forest,Aske Christiansen,N/A,N/A,N/A,N/A
Federation,Dimitri Perrier,Matthieu Verdier,N/A,N/A,N/A
La Granja: Deluxe Master Set,Michael Keller (II),Andreas Odendahl,N/A,N/A,N/A
Finspan,David Gordon (I),Michael O'Connell (II),N/A,N/A,N/A
Between Two Castles of Mad King Ludwig,Matthew O'Malley,Ben Rosset,N/A,N/A,N/A
Cribbage,Sir John Suckling,N/A,N/A,N/A,N/A
A Game of Thrones: The Card Game (Second Edition),Nate French,Eric M. Lang,N/A,N/A,N/A
Dominant Species: Marine,Chad Jensen,N/A,N/A,N/A,N/A
Time's Up!,Peter Sarrett,N/A,N/A,N/A,N/A
Kingdom Builder,Donald X. Vaccarino,N/A,N/A,N/A,N/A
Merv: The Heart of the Silk Road,Fabio Lopiano,N/A,N/A,N/A,N/A
Taluva,Marcel-André Casasola Merkle,N/A,N/A,N/A,N/A
Disney Villainous: Wicked to the Core,Aaron Donogh,Prospero Hall,Brian Kirk,N/A,N/A
Verdant,Molly Johnson,Robert Melvin,Aaron Mesburne,Kevin Russ,Shawn Stankewich
Cacao,Phil Walker-Harding,N/A,N/A,N/A,N/A
Star Wars: Destiny,Corey Konieczka,Lukas Litzsinger,N/A,N/A,N/A
Mare Nostrum: Empires,Serge Laget,N/A,N/A,N/A,N/A
Shikoku 1889,Yasutaka Ikeda,N/A,N/A,N/A,N/A
Bloodborne: The Board Game,Eric M. Lang,Michael Shinall,N/A,N/A,N/A
The 7th Citadel,Ludovic Roudy,Bruno Sautter,N/A,N/A,N/A
Civilization: A New Dawn,James Kniffen,N/A,N/A,N/A,N/A
Magic Maze,Kasper Lapp,N/A,N/A,N/A,N/A
Blood Bowl (2016 Edition),James M. Hewitt,Andy Hoare,Jervis Johnson,N/A,N/A
Lord of the Rings: The Confrontation,Reiner Knizia,N/A,N/A,N/A,N/A
Elder Sign,Richard Launius,Kevin Wilson,N/A,N/A,N/A
Photosynthesis,Hjalmar Hach,N/A,N/A,N/A,N/A
The Adventures of Robin Hood,Michael Menzel,N/A,N/A,N/A,N/A
