Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Greater East Asia War,Ty Bomba,Joseph Miranda,N/A,N/A,N/A
Battleship: Star Wars Advanced Mission,(Uncredited),N/A,N/A,N/A,N/A
Four Against the Titans,Nicholas Wright,N/A,N/A,N/A,N/A
Hero Hockey,Mikkel Bertelsen,Alexander Fuhrer,N/A,N/A,N/A
Moop's Monster Mashup,Steve Jackson (I),N/A,N/A,N/A,N/A
Age of Chivalry,Robert G. Markham,N/A,N/A,N/A,N/A
Orchard: Memo Game,Anneliese Farkaschovsky,N/A,N/A,N/A,N/A
Petits meurtres & faits divers: au tribunal,Hervé Marly,N/A,N/A,N/A,N/A
Der Taubertal-Express,Christoph Kraus,N/A,N/A,N/A,N/A
Geistesblitz,Stefanie Rohner,Christian Wolf,N/A,N/A,N/A
Politico,John Clowdus,N/A,N/A,N/A,N/A
Splurt!,Gene Mackles,N/A,N/A,N/A,N/A
Sounds Like a Plan,Joyce Johnson,Colleen McCarthy-Evans,N/A,N/A,N/A
Amigos and Insurrectos: The Philippine Insurrection 1899-1902,John Poniske,N/A,N/A,N/A,N/A
Stock Ticker,(Uncredited),N/A,N/A,N/A,N/A
All'avventura,Francesco Berardi,Andrea Cozzoni,Luca Palazzo,N/A,N/A
Flip 9,Chih-Fan Chen,N/A,N/A,N/A,N/A
Incantris,Heath Robinson,Seth Robinson,N/A,N/A,N/A
Desamparados: Stalingrado,Chilo Varela,Dany Varela,N/A,N/A,N/A
Sprouts,John Conway,Michael Stewart Paterson,N/A,N/A,N/A
Space Missions,Frank Mueller,N/A,N/A,N/A,N/A
Toothead,Wioleta Kucha,Łukasz Żukowski,N/A,N/A,N/A
Rebels & Redcoats: Volume III,Christopher Cummins,N/A,N/A,N/A,N/A
Dragon Ball Z TCG (2014 edition),Aik Tongtharadol,Richie Williams,N/A,N/A,N/A
"The Finnish Front, 1941-42",Ty Bomba,Joseph Miranda,N/A,N/A,N/A
Brazilian Checkers,N/A,N/A,N/A,N/A,N/A
First Punic War 264 to 241 BC,Joseph Miranda,N/A,N/A,N/A,N/A
Disney Tim Burton's The Nightmare Before Christmas: Merry Madness,N/A,N/A,N/A,N/A,N/A
Alien Petshop,Gregory Grimsby,N/A,N/A,N/A,N/A
Flip a Bird,Wilfried Lepuschitz,Arno Steinwender,N/A,N/A,N/A
Elementos,Sharon Katz,N/A,N/A,N/A,N/A
"Mirror, Mirror",Jacob Davenport,N/A,N/A,N/A,N/A
Ploc,Bernd Eisenstein,N/A,N/A,N/A,N/A
Sequence: States & Capitals,(Uncredited),N/A,N/A,N/A,N/A
FUBAR,Craig Cartmell,N/A,N/A,N/A,N/A
18Cuba,"Leonhard ""Lonny"" Orgler",N/A,N/A,N/A,N/A
Grove,David Georgiou,N/A,N/A,N/A,N/A
Airships: North Pole Quest,Max Pinucci,N/A,N/A,N/A,N/A
Assist,Marco Donadoni,Angelo Porazzi,N/A,N/A,N/A
Port Gdańsk,Viola Kijowska,Marcin Senior Ropka,N/A,N/A,N/A
If It Fits,Adrie Drent,N/A,N/A,N/A,N/A
Formissimo,Torsten Landsvogt,N/A,N/A,N/A,N/A
The New Yorker: Cartoon Caption Game,Eric Poses,N/A,N/A,N/A,N/A
Get to the Chopper!!!,Scott McChesney,N/A,N/A,N/A,N/A
Last One Alive,Ole Steiness,N/A,N/A,N/A,N/A
Kamasutra,Bruno Faidutti,N/A,N/A,N/A,N/A
Clue Express,Garrett J. Donner,Wendy L. Harris,Brian S. Spence,Michael S. Steer,N/A
Brightcast,N/A,N/A,N/A,N/A,N/A
StegegetS,Jon Manker,N/A,N/A,N/A,N/A
Xtronaut: The Game of Solar System Exploration,Dante Lauretta,N/A,N/A,N/A,N/A
Ultimate Voyage,Leonard To,N/A,N/A,N/A,N/A
"Bélisaire, la gloire de Byzance",Nicolas Stratigos,N/A,N/A,N/A,N/A
Battleship Live,N/A,N/A,N/A,N/A,N/A
Beggars and Thieves,(Uncredited),N/A,N/A,N/A,N/A
Da Yu: The Flood Conqueror,kidd hsu,N/A,N/A,N/A,N/A
Rogers' Rangers: America's First Commandos,Joseph Miranda,N/A,N/A,N/A,N/A
Zodiac Clash,Dustin DePenning,Jeb Havens,Peter C. Hayward,Nick Metzler,N/A
Sirocco,"David ""Zeb"" Cook",Douglas Niles,N/A,N/A,N/A
Beyond Humanity: Astrominers,Pawel 'Bloski' Suski,N/A,N/A,N/A,N/A
Bansan,Goh Choon Ean,N/A,N/A,N/A,N/A
Trivial Pursuit: Star Wars – The Black Series Edition,Sophie Horton-Jones,N/A,N/A,N/A,N/A
Chaturanga,(Uncredited),N/A,N/A,N/A,N/A
11 de Setembre. Setge 1714,Xavier Rubio Campillo,Xavier Hernàndez Cardona,N/A,N/A,N/A
Ruweisat Ridge: The First Battle of El Alamein,Douglas Niles,N/A,N/A,N/A,N/A
Girl Genius: The Works,James Ernest,Phil Foglio,N/A,N/A,N/A
Hinge of Fate,Ty Bomba,N/A,N/A,N/A,N/A
Clue:  Limited Gift Edition,Anthony E. Pratt,N/A,N/A,N/A,N/A
The Great Chili Cookoff,Dan Baden,N/A,N/A,N/A,N/A
Cucina Curiosa,Reiner Knizia,N/A,N/A,N/A,N/A
Muse: Renaissance,Jordan Sorenson,N/A,N/A,N/A,N/A
