Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Wordrop,(Uncredited),N/A,N/A,N/A,N/A
Neuron,Reiner Knizia,N/A,N/A,N/A,N/A
Die Sprache des Manitu,Jacques Zeimet,N/A,N/A,N/A,N/A
Café Race,Fran F G,N/A,N/A,N/A,N/A
NASCAR Champions,Craig Van Ness,N/A,N/A,N/A,N/A
Chaos,Larry Balsamo,Sandra Bergeson,N/A,N/A,N/A
Mount Pingo,Christoph Puhl,Arno Steinwender,N/A,N/A,N/A
Face-it,Gary Cowley,Roy Cowley,Wayne Hurley,N/A,N/A
Simsala Hopp,Inka Brand,Markus Brand,N/A,N/A,N/A
"Chè: Failed Revolution, Bolivia 1967",Dennis Bishop,Andrew Preziosi,N/A,N/A,N/A
Monopoly:  80th Anniversary Edition,N/A,N/A,N/A,N/A,N/A
House Flippers,Jonathan Bittner,Andrew Cedotal,N/A,N/A,N/A
Catch 22,(Uncredited),N/A,N/A,N/A,N/A
¡New Amici!,Daniel Landis,Lakki Patey,N/A,N/A,N/A
Math Dice Jr.,Sam Ritchie,N/A,N/A,N/A,N/A
Monopoly: Family Game Night Championship Edition,(Uncredited),N/A,N/A,N/A,N/A
Battle: The Game of Strategy,S. Craig Taylor,N/A,N/A,N/A,N/A
Mau Mau Extreme,N/A,N/A,N/A,N/A,N/A
Diceball!,Daniel Girard,N/A,N/A,N/A,N/A
Mucca Pazza,Iris Rossbach,N/A,N/A,N/A,N/A
Cinelinx: A Card Game For People Who Love Movies,Gabriel Barboza,Josh Dunford,Jordan Maison,N/A,N/A
Awesome Kingdom: The Tower of Hateskull,Kevin Wilson,N/A,N/A,N/A,N/A
The Italian Campaign: Sicily,John Schettler,N/A,N/A,N/A,N/A
Jenga Casino,(Uncredited),N/A,N/A,N/A,N/A
PsychoPet: Die durchgedrehte Haustierklinik,Christian Fiore,Knut Happel,N/A,N/A,N/A
Crazy Dancing,Xavier Duthillieux,Nicolas Thiou,N/A,N/A,N/A
The Godfather: Last Family Standing,Erica Bouyouris,N/A,N/A,N/A,N/A
Canopy Walk,Dennis Kirps,Gérard Pierson,N/A,N/A,N/A
Chelsea,John Ede,N/A,N/A,N/A,N/A
Triplica,Daniel Calkin,Jeanine Calkin,N/A,N/A,N/A
Invincible: The Dice Game,N/A,N/A,N/A,N/A,N/A
