Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
VivaJava: The Coffee Game,T. C. Petty III,N/A,N/A,N/A,N/A
Best Treehouse Ever,Scott Almes,N/A,N/A,N/A,N/A
Commands & Colors: Samurai Battles,Richard Borg,N/A,N/A,N/A,N/A
A Handful of Stars,Martin Wallace,N/A,N/A,N/A,N/A
Kuhhandel Master,Rüdiger Koltze,N/A,N/A,N/A,N/A
FYFE,Kosch,N/A,N/A,N/A,N/A
Key Market,David Brain,N/A,N/A,N/A,N/A
Axis & Allies: Europe,"Larry Harris, Jr.",N/A,N/A,N/A,N/A
Karvi,Torgeir Tjong,N/A,N/A,N/A,N/A
Tapple,NPD Partnership Ltd. (NPD Toys),N/A,N/A,N/A,N/A
Spire's End: Hildegard,Greg Favro,N/A,N/A,N/A,N/A
HEXplore It: The Forests of Adrimon,Kat Kimoundri,Nathan Loos,Jonathan Mariucci,N/A,N/A
Cursed Court,Andrew Hanson,N/A,N/A,N/A,N/A
Castle Itter: The Strangest Battle of WWII,David Thompson (I),N/A,N/A,N/A,N/A
Darkest Night: Second Edition,Jeremy Lennert,N/A,N/A,N/A,N/A
Traditional Card Games,(Uncredited),N/A,N/A,N/A,N/A
Longhorn,Bruno Cathala,N/A,N/A,N/A,N/A
Hoplomachus: Origins,Josh J. Carlson,Adam Carlson,N/A,N/A,N/A
Get Bit!,Dave Chalker,N/A,N/A,N/A,N/A
Surfosaurus MAX,Ikhwan Kwon,N/A,N/A,N/A,N/A
Medici: The Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
Joking Hazard,(Uncredited),N/A,N/A,N/A,N/A
The Fury of Dracula,Stephen Hand,N/A,N/A,N/A,N/A
Carcassonne: Safari,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
An Infamous Traffic,Cole Wehrle,N/A,N/A,N/A,N/A
Prussian Rails,John Bohrer,N/A,N/A,N/A,N/A
Dungeons & Dragons: Tomb of Annihilation Board Game,Kevin Wilson,N/A,N/A,N/A,N/A
Mord im Arosa,Alessandro Zucchini,N/A,N/A,N/A,N/A
Doom Machine,Nathan Meunier,N/A,N/A,N/A,N/A
Barbarians: The Invasion,Martino Chiacchiera,Marta Ciaccasassi,Pierluca Zizzi,N/A,N/A
The Whatnot Cabinet,Eduardo Baraf,Steve Finn,Keith Matejka,N/A,N/A
DC Deck-Building Game: Rivals – Batman vs The Joker,Matt Hyra,N/A,N/A,N/A,N/A
The Battle at Kemble's Cascade,Anders Tyrland,Olle Tyrland,N/A,N/A,N/A
TEAM3 GREEN,Alex Cutler,Matt Fantastic,N/A,N/A,N/A
Maori,Günter Burkhardt,N/A,N/A,N/A,N/A
Flourish,James A. Wilson,Clarissa A. Wilson,N/A,N/A,N/A
Trogdor!!: The Board Game,Matt Chapman,Mike Chapman,James Ernest,N/A,N/A
Entdecker: Exploring New Horizons,Klaus Teuber,N/A,N/A,N/A,N/A
D-Day at Tarawa,John H. Butterfield,N/A,N/A,N/A,N/A
Piraten Kapern,Haim Shafir,N/A,N/A,N/A,N/A
Raid on St. Nazaire,Robert G. Markham,Mark Seaman,Mark Seaman,Don Greenwood,Rex A. Martin
Kerala: The Way of the Elephant,Kirsten Hiese,N/A,N/A,N/A,N/A
Death Valley,Kevin Ellenburg,N/A,N/A,N/A,N/A
L.A.M.A. Party Edition,Reiner Knizia,N/A,N/A,N/A,N/A
Velonimo,Bruno Cathala,N/A,N/A,N/A,N/A
Queen's Necklace,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
Panda Spin,Carl Chudyk,N/A,N/A,N/A,N/A
TOKYO METRO,Jordan Draper,N/A,N/A,N/A,N/A
Nunatak: Temple of Ice,Kane Klenko,N/A,N/A,N/A,N/A
"Vijayanagara: The Deccan Empires of Medieval India, 1290-1398",Cory Graham,Mathieu Johnson,Aman Matthews,Saverio Spagnolie,N/A
Bazaar,Sid Sackson,N/A,N/A,N/A,N/A
Sequence,Doug Reuter,N/A,N/A,N/A,N/A
Monikers: The Shut Up & Sit Down Nonsense Box,Alex Hague,Justin Vickers,N/A,N/A,N/A
DropMix,N/A,N/A,N/A,N/A,N/A
Saloon Tycoon,Robert Couch,N/A,N/A,N/A,N/A
Marvel Dice Throne: Black Widow v. Doctor Strange,Gavan Brown,Nate Chatellier,Manny Trembley,N/A,N/A
Return of the Heroes,Lutz Stepponat,N/A,N/A,N/A,N/A
Terrors of London,Brad Pye,N/A,N/A,N/A,N/A
Vive le Roi!,Stefano Luperto,Jean-Michel Maman,N/A,N/A,N/A
Rising 5: Runes of Asteros,Gary Kim,Evan Song,N/A,N/A,N/A
Space Gate Odyssey,Cédric Lefebvre,N/A,N/A,N/A,N/A
The Plum Island Horror,Hermann Luttmann,N/A,N/A,N/A,N/A
Dungeon Raiders,Phil Walker-Harding,N/A,N/A,N/A,N/A
Speed Circuit,Thomas M. Divoll,John B. Reilly (I),Don Greenwood,Brien Martin,Brien Martin
Sheepy Time,Neil Kimball,N/A,N/A,N/A,N/A
Escape: Zombie City,Kristian Amundsen Østby,N/A,N/A,N/A,N/A
Africana,Michael Schacht,N/A,N/A,N/A,N/A
Cascadia: Rolling Hills,Randy Flynn,N/A,N/A,N/A,N/A
Pax Emancipation,Phil Eklund,N/A,N/A,N/A,N/A
Othello,John W. Mollett,Lewis Waterman,Goro Hasegawa,N/A,N/A
Cavern Tavern,Vojkan Krstevski,Ivana Krstevski,Maja Matovska,Toni Toshevski,N/A
Doggerland,Laurent Guilbert,Jérôme Daniel Snowrchoff,N/A,N/A,N/A
Nobody Is Perfect,Bertram Kaes,N/A,N/A,N/A,N/A
Homeworlds,John Cooper,N/A,N/A,N/A,N/A
Ubongo: Duel,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Beowulf: The Legend,Reiner Knizia,N/A,N/A,N/A,N/A
The Capitals,Thiago Boaventura,N/A,N/A,N/A,N/A
Heroes Wanted,Travis R. Chance,Nick Little (I),N/A,N/A,N/A
Cruel Necessity: The English Civil Wars 1640-1653,John Welch,N/A,N/A,N/A,N/A
Cave Evil,Mat Brinkman,Jochen Hartmann,Nate Hayden,N/A,N/A
Scrawl,(Uncredited),N/A,N/A,N/A,N/A
Kill Doctor Lucky,James Ernest,N/A,N/A,N/A,N/A
Vietnam 1965-1975,Nick Karp,N/A,N/A,N/A,N/A
World Championship Russian Roulette,Anthony Burch,N/A,N/A,N/A,N/A
Ships,Martin Wallace,N/A,N/A,N/A,N/A
Hybris: Disordered Cosmos,Damien Chauveau,N/A,N/A,N/A,N/A
Lifeboat,Jeff Siadek,N/A,N/A,N/A,N/A
Cyberpunk 2077: Gangs of Night City,Andrea Chiarvesio,Eric M. Lang,Alexio Schneeberger,Francesco Rugerfred Sedda,N/A
Panzergruppe Guderian,Jim Dunnigan,Brett G. Murrell,N/A,N/A,N/A
Buffy the Vampire Slayer: The Game,Rob Daviau,Bill Sabram,Craig Van Ness,N/A,N/A
Steam Works,Alex Churchill,N/A,N/A,N/A,N/A
Sherlock: Last Call,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
Medici vs Strozzi,Reiner Knizia,N/A,N/A,N/A,N/A
Camp Grizzly,Jason Topolski,N/A,N/A,N/A,N/A
Linq,Andrea Meyer,Erik Nielsen,N/A,N/A,N/A
Pacific War: The Struggle Against Japan 1941-1945,Mark Herman,Mark Herman,N/A,N/A,N/A
Mus,(Uncredited),N/A,N/A,N/A,N/A
Rivet Wars: Eastern Front,Bill Podurgiel,Ted Terranova,N/A,N/A,N/A
Pinochle,(Uncredited),N/A,N/A,N/A,N/A
Avalon: Big Box,Don Eskridge,N/A,N/A,N/A,N/A
