Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Hippocrates,Alain Orban,N/A,N/A,N/A,N/A
Ultimate Warriorz,Guillaume Blossier,N/A,N/A,N/A,N/A
Who Goes There?,Anthony Coffey,Jesse Labbe,N/A,N/A,N/A
12 Days,James Ernest,Mike Selinker,N/A,N/A,N/A
Astro Knights: Eternity,Sydney Engelstein,Nick Little (I),Will Sobel,N/A,N/A
Ascension X: War of Shadows,Gary Arant,Justin Gary,N/A,N/A,N/A
Masters of the Universe: The Board Game – Clash for Eternia,Leo Almeida,Michael Shinall,N/A,N/A,N/A
Super Dungeon Explore: Forgotten King,Chris Birkenhagen,John Cadice,Deke Stella,N/A,N/A
Wordsy,Gil Hova,N/A,N/A,N/A,N/A
Herbaceous Sprouts,Eduardo Baraf,Steve Finn,N/A,N/A,N/A
Roll for Adventure,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Pergola,Michał Gołąb Gołębiowski,Przemek Wojtkowiak,N/A,N/A,N/A
Romi Rami,Antoine Lefebvre,N/A,N/A,N/A,N/A
Grand Cru,Ulrich Blum,N/A,N/A,N/A,N/A
Shadows of Kilforth: A Fantasy Quest Game,Tristan Hall,N/A,N/A,N/A,N/A
Leader 1,Christophe Leclercq,Alain Ollier,N/A,N/A,N/A
Garden Dice,Doug Bass,N/A,N/A,N/A,N/A
The Manhattan Project: Chain Reaction,James Mathe,N/A,N/A,N/A,N/A
Duel in the Dark,Friedemann de Pedro,N/A,N/A,N/A,N/A
Unlock!: Extraordinary Adventures,Mathieu Casnin,Renaud Chaillat,Jack Gitz,N/A,N/A
Thief's Market,Dave Chalker,N/A,N/A,N/A,N/A
Black Friday,Friedemann Friese,N/A,N/A,N/A,N/A
Age of Napoleon,Renaud Verlaque,N/A,N/A,N/A,N/A
SpaceShipped,Lucas Gentry,N/A,N/A,N/A,N/A
King of 12,Rita Modl,N/A,N/A,N/A,N/A
Rum & Pirates,Stefan Feld,Stefan Feld,N/A,N/A,N/A
Ukraine '43: The Soviet Summer Offensive Against Army Group South,Tony Curtis,Mark Simonitch,N/A,N/A,N/A
Mystery Rummy: Jekyll & Hyde,Mike Fitzgerald,N/A,N/A,N/A,N/A
13 Clues,Andrés J. Voicu,N/A,N/A,N/A,N/A
TIME Stories Revolution: The Hadal Project,Kevin Delp,Melissa Delp,Manuel Rozoy,N/A,N/A
Topoum,Perepau Llistosella,N/A,N/A,N/A,N/A
Oriflamme: Ablaze,Adrien Hesling,Axel Hesling,N/A,N/A,N/A
Pairs,James Ernest,Paul Peterson,N/A,N/A,N/A
Kobayakawa,Jun Sasaki,N/A,N/A,N/A,N/A
A Brief History of the World,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
Senji,Bruno Cathala,Serge Laget,N/A,N/A,N/A
18AL,Mark Derrick,N/A,N/A,N/A,N/A
Starship Samurai,Isaac Vega,N/A,N/A,N/A,N/A
Astra,Patrik Porkoláb,Frigyes Schőberl,N/A,N/A,N/A
Spooky Stairs,Michelle Schanen,N/A,N/A,N/A,N/A
The Pillars of the Earth: Builders Duel,Stefan Feld,N/A,N/A,N/A,N/A
Metal Gear Solid: The Board Game,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Space Hulk (Second Edition),Dean Bass,Andy Chambers,Chris Colston,Richard Halliwell,N/A
Yokohama Duel,Hisashi Hayashi,N/A,N/A,N/A,N/A
Ethnos: 2nd Edition,Paolo Mori,N/A,N/A,N/A,N/A
Adventure Games: The Grand Hotel Abaddon,Matthew Dunstan,Phil Walker-Harding,Ute Wielandt,N/A,N/A
Murder Mystery Party Case Files: Fire in Adlerstein,Georgij Shugol,Christoph Kossendey,Alexander Krys,N/A,N/A
Star Trek: Five-Year Mission,David E. Whitcher,N/A,N/A,N/A,N/A
WildLife,Wolfgang Kramer,N/A,N/A,N/A,N/A
KLASK 4,Mikkel Bertelsen,N/A,N/A,N/A,N/A
Great War Commander,Roger Nord,Pascal Toupy,N/A,N/A,N/A
Hanafuda,(Uncredited),N/A,N/A,N/A,N/A
Unlock!: Escape Adventures – The Elite,(Uncredited),N/A,N/A,N/A,N/A
Noobs in Space,Johannes Krenner,Markus Slawitscheck,N/A,N/A,N/A
Dungeon Roll,Chris Darden,N/A,N/A,N/A,N/A
