Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Swinging Jivecat Voodoo Lounge,Seth Roback,N/A,N/A,N/A,N/A
Atlantic Wall: The Invasion of Europe June 1944,Joseph M. Balkoski,Joe Youst,N/A,N/A,N/A
Combi-Nations,Peter Joustra,Corné van Moorsel,N/A,N/A,N/A
Roll In One,Randy O'Connor,N/A,N/A,N/A,N/A
Gangsters,Don Greenwood,Gérard Mathieu,Craig Sandercock,N/A,N/A
Winter Queen,Yuri Zhuravljov,N/A,N/A,N/A,N/A
Fast Drive Football,Al Wilson,N/A,N/A,N/A,N/A
Relicblade: Adventure Battle Game,Sean Sutter,N/A,N/A,N/A,N/A
Second World War at Sea: Midway,Michael Bennighof,Brian L. Knipple,N/A,N/A,N/A
RONE: Invasion,Štěpán Štefaník,N/A,N/A,N/A,N/A
Pirate Den,Richard James,Boyan Radakovich,N/A,N/A,N/A
Sheep 'n' Sheep,Hisashi Hayashi,N/A,N/A,N/A,N/A
Warhammer: The Old World,N/A,N/A,N/A,N/A,N/A
La Bataille d'Espagnol-Talavera,Monte Mattson,Dennis A. Spors,Ed Wimble,N/A,N/A
San Francisco,Thorsten Löpmann,Andreas Wetter,N/A,N/A,N/A
Monsterpocalypse Miniatures Game,N/A,N/A,N/A,N/A,N/A
Sonic Super Teams,Max Gerchambeau,N/A,N/A,N/A,N/A
Stress Botics,Fernando Barbanoj,N/A,N/A,N/A,N/A
Dungeons & Dragons: Dungeon Scrawlers – Heroes of Undermountain,Vangelis Bagiartakis,Konstantinos Karagiannis,N/A,N/A,N/A
The X-Files,Kevin Wilson,N/A,N/A,N/A,N/A
1854,"Leonhard ""Lonny"" Orgler",N/A,N/A,N/A,N/A
Victoriana,Benjamin Gailey,Brad Lawrence,N/A,N/A,N/A
Cangaceiros,Roberto Pestrin,N/A,N/A,N/A,N/A
Soldiers: Tactical Combat in 1914-15,Lenny Glynn,David C. Isby,N/A,N/A,N/A
Blend Coffee Lab.,Saashi,N/A,N/A,N/A,N/A
Hold the Line:  Frederick's War,Sean Chick,N/A,N/A,N/A,N/A
Dragon Parade,Reiner Knizia,N/A,N/A,N/A,N/A
Koinobori,David Bernal,N/A,N/A,N/A,N/A
WWE Legends Royal Rumble Card Game,Steve Warner,N/A,N/A,N/A,N/A
Risorgimento 1859: the Second Italian War of Independence,Richard H. Berg,Peter Perla,N/A,N/A,N/A
Porto Carthago,Bernd Eisenstein,N/A,N/A,N/A,N/A
The Far Seas,Martin Anderson,N/A,N/A,N/A,N/A
The Gilded Realms,Ivan Hruszecky,Dale Hruszecky,Michael Karageorges,N/A,N/A
Pelican Bay,Jacques Zeimet,N/A,N/A,N/A,N/A
Soulfall,John Clowdus,N/A,N/A,N/A,N/A
"Battle for Kursk: The Tigers Are Burning, 1943",Trevor Bender,N/A,N/A,N/A,N/A
Santa Cookie Elf Candy Snowman,Dave Campbell (II),N/A,N/A,N/A,N/A
Blitzkrieg,Larry Pinsky,Thomas N. Shaw,Lawrence Pinsky,Tom Shaw,Don Greenwood
Batik,Kris Burm,N/A,N/A,N/A,N/A
Brilliant,Ralf zur Linde,N/A,N/A,N/A,N/A
Cuisine a la Card,Dani Demarest,N/A,N/A,N/A,N/A
Qwirkle Cards,Susan McKinley Ross,N/A,N/A,N/A,N/A
Speechless,Mike Elliott,N/A,N/A,N/A,N/A
Hacker: Deluxe Edition,Steve Jackson (I),N/A,N/A,N/A,N/A
Monster Trap,Markus Brand,Inka Brand,N/A,N/A,N/A
Crescent City Cargo,Jason Dinger,N/A,N/A,N/A,N/A
Sherlock: Ensayos Fabianos,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
Q-less,Tom Sturdevant,N/A,N/A,N/A,N/A
Battle of Britain,Richard Borg,"David ""Zeb"" Cook",Tom Hoffman,Ken Sommerfield,N/A
Ghost Fightin' Treasure Hunters: Anniversary Edition,Brian Yu,N/A,N/A,N/A,N/A
Masters of Crime: Shadows,Lukas Setzke,Martin Student,Verena Wiechens,N/A,N/A
FUBA,Hannu Uusitalo,N/A,N/A,N/A,N/A
Zombie Tower 3D,Ryo Kawakami,宮野 華也 (Kaya Miyano),N/A,N/A,N/A
King's Court,Christopher Wroth,N/A,N/A,N/A,N/A
Ski Tour: Biathlon,Tobias Olsson,N/A,N/A,N/A,N/A
Iberian Railways,John Bohrer,N/A,N/A,N/A,N/A
Imperios Milenarios,Juan Carballal,N/A,N/A,N/A,N/A
Spectral Rails,Morgan Dontanville,N/A,N/A,N/A,N/A
Armorica,Eric B. Vogel,N/A,N/A,N/A,N/A
Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,Richard H. Berg,N/A,N/A,N/A,N/A
Escape: Roll & Write,Sebastian Schwarz,N/A,N/A,N/A,N/A
Fuentes de Onoro 1811,Frédéric Bey,N/A,N/A,N/A,N/A
Crossroads of Heroes,Pat Piper,N/A,N/A,N/A,N/A
Dawn's Early Light: The War of 1812,David McDonough,N/A,N/A,N/A,N/A
Hornet Leader II,Dan Verssen,N/A,N/A,N/A,N/A
A Winter War,Gary Stagliano,N/A,N/A,N/A,N/A
"Last Battle: Ie Shima, 1945",Michael Rinella,N/A,N/A,N/A,N/A
1918/1919: Storm in the West,Ted Raicer,N/A,N/A,N/A,N/A
Materia Prima: The Alchemists Guild,Florian Pfab,N/A,N/A,N/A,N/A
Cavern Shuffle: Maze of the Minotaur,Ryan Dawson,N/A,N/A,N/A,N/A
TTMC 2: Tu Te Re-Mets Combien?,N/A,N/A,N/A,N/A,N/A
Anomaly,Thomas Dagenais-Lespérance,N/A,N/A,N/A,N/A
Winter Court,Thomas Lehmann,N/A,N/A,N/A,N/A
Mea Culpa,Rüdiger Kopf,Klaus Zoch,N/A,N/A,N/A
Listography: The Game,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Exceed: Seventh Cross – Guardians vs. Myths Box,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
HeroQuest: First Light,Stephen Baker,Doug Hopkins,N/A,N/A,N/A
"Munchkin Warhammer 40,000",Andrew Hackard,N/A,N/A,N/A,N/A
Triad,Klaus Nehren,N/A,N/A,N/A,N/A
War of Honor,Bryan Reese,N/A,N/A,N/A,N/A
Guardians,Keith Parkinson,Luke Peterschmidt,N/A,N/A,N/A
Hunt A Killer: Nancy Drew – Mystery at Magnolia Gardens,K.C. Chaney,N/A,N/A,N/A,N/A
Far East War 1592,Allen Wang,N/A,N/A,N/A,N/A
StarFall,Scott Almes,N/A,N/A,N/A,N/A
Timeline: Canada,Frédéric Henry,N/A,N/A,N/A,N/A
Sherwood,Buxeria,Martin Krauel,N/A,N/A,N/A
Grind House,Jon Cohn,N/A,N/A,N/A,N/A
"Napoleon at Bay: Defend the Gates of Paris, 1814",Kevin Zucker,N/A,N/A,N/A,N/A
Guess the Mess!,Jack Degnan,N/A,N/A,N/A,N/A
Sunrise Sunset,Tomoki Motohashi,N/A,N/A,N/A,N/A
Dicium,Joachim Thôme,N/A,N/A,N/A,N/A
Lungarno,Michele Mura,N/A,N/A,N/A,N/A
Steamopolis,Gerhard Hecht,N/A,N/A,N/A,N/A
Hexemonia,Fabio Attoli,N/A,N/A,N/A,N/A
Coin & Crown,Steven Aramini,Janice Baker,N/A,N/A,N/A
Medieval Academy,Nicolas Poncin,N/A,N/A,N/A,N/A
Hidden Games Tatort: Ein perfekter Plan,N/A,N/A,N/A,N/A,N/A
The Walking Dead Board Game: The Best Defense,Matt Hyra,N/A,N/A,N/A,N/A
Farm Club,Alexandros Kapidakis,N/A,N/A,N/A,N/A
Rummikub Six Player,(Uncredited),N/A,N/A,N/A,N/A
