Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Gangster Dice,Adrian Marrs,Jonathan Ruland,N/A,N/A,N/A
Stimmvieh,Andrea Meyer,N/A,N/A,N/A,N/A
Catfé,Paula Bugueño,N/A,N/A,N/A,N/A
The Age of Eagles,Wilbur E. Gray,N/A,N/A,N/A,N/A
Colpevole!,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Arboria,Christophe Boelinger,N/A,N/A,N/A,N/A
Knaves,(Uncredited),N/A,N/A,N/A,N/A
Upwords Deluxe,Elliot Rudell,N/A,N/A,N/A,N/A
Tsushima,Jack Greene,N/A,N/A,N/A,N/A
War Along the Chesapeake,Mike Wylie,Grant Wylie,N/A,N/A,N/A
Tripolo,Maureen Hiron,N/A,N/A,N/A,N/A
Double Seven,Michael Schacht,N/A,N/A,N/A,N/A
Stratego Tournament,(Uncredited),N/A,N/A,N/A,N/A
IRK,Chris Handy (I),N/A,N/A,N/A,N/A
Something Wild! Toy Story,Funko Games,N/A,N/A,N/A,N/A
RPGQuest: A Jornada do Herói,Marcelo Del Debbio,N/A,N/A,N/A,N/A
Vault,Néstor Romeral Andrés,N/A,N/A,N/A,N/A
Movie Clichés: Complete Edition,Joscha Sauer,N/A,N/A,N/A,N/A
The Final Light-Year,Jason Greeno,N/A,N/A,N/A,N/A
Postcard Dungeons,Joseph Limbaugh,N/A,N/A,N/A,N/A
Tiny Polka Dot,Katherine Cook (I),Dan Finkel,N/A,N/A,N/A
Apocalypse au Zoo de Carson City,Alexandre Droit,Florent Toscano,N/A,N/A,N/A
Déclic!? Family,Julien Sentis,N/A,N/A,N/A,N/A
"Panzers East Solitaire: Army Group Center, June-August 1941",Ty Bomba,N/A,N/A,N/A,N/A
Molotov's War,John Desch,N/A,N/A,N/A,N/A
Fuzzy Tiger,Shao-Ying Chen,N/A,N/A,N/A,N/A
Abu Simbel,Manuel J. Garcia,N/A,N/A,N/A,N/A
Oversiege,Andy Bergmann,N/A,N/A,N/A,N/A
Winston,Christoph Cantzler,Anja Wrede,N/A,N/A,N/A
Klimato,Yoann Brogol,N/A,N/A,N/A,N/A
A Very Civil Whist,Fred Serval,N/A,N/A,N/A,N/A
Acre: The Third Crusade Opens,Chris Perello,N/A,N/A,N/A,N/A
Rocroi 1643,Nicolas Stratigos,N/A,N/A,N/A,N/A
Doktor Schlüsselbart,Jürgen Then,N/A,N/A,N/A,N/A
Chocobo Party Up!,Yoshihiro Oneda,N/A,N/A,N/A,N/A
Austerlitz: The Battle of the 3 Emperors,Marco Donadoni,N/A,N/A,N/A,N/A
75 Gnom' Street,Charles Bossart,Sébastien Darras,N/A,N/A,N/A
New York Pizza Delivery,Ron Rich,N/A,N/A,N/A,N/A
World of Draghan: Once Upon a Dragon,Erlend Van Der Haegen,N/A,N/A,N/A,N/A
Aachen: First to Fall,Eric R. Harvey,David James Ritchie,N/A,N/A,N/A
Saipan: Conquest of the Marianas,Eric R. Harvey,N/A,N/A,N/A,N/A
Attacktix  Battle Figure Game: Marvel,Brett M. Seymour,Brian Wilk,N/A,N/A,N/A
Takla,Roland Preuß,N/A,N/A,N/A,N/A
Fragments,Jonathan Favre-Godal,Théo Rivière,N/A,N/A,N/A
"Fredericksburg: The Union Repulsed, Dec. 13, 1862",Joe Angiolillo,N/A,N/A,N/A,N/A
Welfen und Staufer,Gerhard H. Kuhlmann,N/A,N/A,N/A,N/A
Bitte nicht füttern!,Heinz Meister,N/A,N/A,N/A,N/A
For the Quest,J. M. Pimentel,Jefferson Pimentel,Bruno Sathler,N/A,N/A
Napoleon's Imperium,Andrew Rowland,N/A,N/A,N/A,N/A
Fire When Ready,Michael Barnhart,N/A,N/A,N/A,N/A
Artline: Hermitage,Till F. Teenck,N/A,N/A,N/A,N/A
Fruit Picking,Jun-ichi Shinde,N/A,N/A,N/A,N/A
Them's Fightin' Words!,Anxietydecending,N/A,N/A,N/A,N/A
ZnajZnak,Karol Madaj,N/A,N/A,N/A,N/A
Taco Loco,Treo Game Designers,N/A,N/A,N/A,N/A
The Pyramid of Khufu,Steve Cluer,N/A,N/A,N/A,N/A
Sumo Gnomes,Robbie Munn,N/A,N/A,N/A,N/A
Castle Danger,Matt Worden,N/A,N/A,N/A,N/A
Moguli,Reinhold Wittig,N/A,N/A,N/A,N/A
Anime Saga,Michael Alves,N/A,N/A,N/A,N/A
Inca Empire: The Card Game,Alan D. Ernstein,N/A,N/A,N/A,N/A
Space Empires,Neil Zimmerer,N/A,N/A,N/A,N/A
Kensington,Cielo d'Oro,N/A,N/A,N/A,N/A
Make 'n' Break: Party,Wilfried Lepuschitz,Arno Steinwender,N/A,N/A,N/A
Phoenix Command,Barry Nakazono,N/A,N/A,N/A,N/A
Lunch Money,John Nephew,Charlie Wiedman,N/A,N/A,N/A
Spaceopoly,(Uncredited),N/A,N/A,N/A,N/A
Pete the Pirate,Wolfgang Kramer,N/A,N/A,N/A,N/A
Miss Lupun…und das Geheimnis der Zahlen,Ralf-Peter Gebhardt,Thomas Sing,N/A,N/A,N/A
Packen Wir's!,Karl-Heinz Schmiel,N/A,N/A,N/A,N/A
O'NO 99,(Uncredited),N/A,N/A,N/A,N/A
Priceless,Tom Kremer,Phil Orbanes Sr.,N/A,N/A,N/A
"Operation Konrad: The SS Drive to the Danube, January 1945",Perry Moore,N/A,N/A,N/A,N/A
Primate Fear,Peter Hansson,N/A,N/A,N/A,N/A
Waterloo: Enemy Mistakes,Aldo Ghetti,Paris Poli,N/A,N/A,N/A
Godsfire,Lynn Willis,N/A,N/A,N/A,N/A
Flip Freighters,Wayne D Koenig,N/A,N/A,N/A,N/A
Pathfinder Revolution!,Philip duBarry,N/A,N/A,N/A,N/A
Barbarossa 1941,Jean-Claude Besida,N/A,N/A,N/A,N/A
Troke,James Brunot,Arpad Rosti,N/A,N/A,N/A
Villannex (2nd Edition + expansions),Takahiro Amioka,N/A,N/A,N/A,N/A
Elemental Rift,John Clowdus,N/A,N/A,N/A,N/A
Cat Days,Gareth Edwards,N/A,N/A,N/A,N/A
Golem,Brandon Freels,Christina Freels,N/A,N/A,N/A
Crazy Creatures of Dr. Gloom,Michael Schacht,N/A,N/A,N/A,N/A
Golden Animals,佐藤 雄介 (Yusuke Sato),N/A,N/A,N/A,N/A
Forsaken,Travis R. Chance,Michael Mihealsick,N/A,N/A,N/A
Trollfjord,Kristian Amundsen Østby,Eilif Svensson,N/A,N/A,N/A
Round-Up,Jim Deacove,N/A,N/A,N/A,N/A
"Bitter Victory:  The Invasion of Sicily, 1943",Brian L. Knipple,N/A,N/A,N/A,N/A
Rory's Story Cubes: Astro,Rory O'Connor,N/A,N/A,N/A,N/A
Raffi Raffzahn,Gunter Baars,N/A,N/A,N/A,N/A
Mapominoes: Africa,(Uncredited),N/A,N/A,N/A,N/A
Il Cucco,(Uncredited),N/A,N/A,N/A,N/A
Bremen,S. Ando,N/A,N/A,N/A,N/A
Darwinauts,Chris Bryan,N/A,N/A,N/A,N/A
Oodles of Doodles,Garrett J. Donner,Brian S. Spence,Michael S. Steer,N/A,N/A
Texas Revolution,Dan Mings,N/A,N/A,N/A,N/A
Bingolino,Günter Burkhardt,Elisabeth Burkhardt,N/A,N/A,N/A
Hordes of Grimoor,John Clowdus,N/A,N/A,N/A,N/A
