Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Something Wild! Marvel Infinity Saga: Iron Man,Funko Games,N/A,N/A,N/A,N/A
The Battle of Seattle,Brian Train,N/A,N/A,N/A,N/A
Assault on Leningrad,Andy Bagley,Perry Moore,N/A,N/A,N/A
Der Garten des Sonnenkönigs,Günter Cornett,N/A,N/A,N/A,N/A
Something Wild! Disney The Little Mermaid,Funko Games,N/A,N/A,N/A,N/A
Air Flix,Robert Butler,Garry Thompson,N/A,N/A,N/A
March on the Drina,Vukašin Nišavić,Janko Nišavić,N/A,N/A,N/A
L'été des Boxers,Franck Yeghicheyan,N/A,N/A,N/A,N/A
Roco Ranger,Martin van Rossum,N/A,N/A,N/A,N/A
El Dorado Canyon,Ben Weemes,N/A,N/A,N/A,N/A
Quest Master,(Uncredited),N/A,N/A,N/A,N/A
"The Franco-Prussian War: August 1 to September 2, 1870",Jim Dunnigan,Phil Orbanes Sr.,Redmond A. Simonsen,N/A,N/A
Nomids,Andrew Looney,N/A,N/A,N/A,N/A
Harry Hopper,Florian Nadler,N/A,N/A,N/A,N/A
Atoll,Mark Steere,N/A,N/A,N/A,N/A
Natural Chaos,Rusty Lumpkin,N/A,N/A,N/A,N/A
Wicked Apples,Robert Fowler,N/A,N/A,N/A,N/A
Draco Mundis,Christophe Boelinger,N/A,N/A,N/A,N/A
Cortex Challenge GEO,Johan Benvenuto,Nicolas Bourgoin,N/A,N/A,N/A
Digit,Gerhard E. Kodys,N/A,N/A,N/A,N/A
I Spy Dig In,N/A,N/A,N/A,N/A,N/A
UNO: Cars,Merle Robbins,N/A,N/A,N/A,N/A
Disney Apples to Apples,Matthew Kirby,N/A,N/A,N/A,N/A
Yōkai Quest,Nicolás Díaz,Alejandro Pineda,N/A,N/A,N/A
Hanna Honeybee,Tim Rogasch,N/A,N/A,N/A,N/A
Battle of the Scheldt: The Devil's Moat,Eric R. Harvey,David March,N/A,N/A,N/A
Judge Domino,Tsukii Yosuke (つきい　ようすけ),N/A,N/A,N/A,N/A
Fox Matters,Jacek Gołębiowski,N/A,N/A,N/A,N/A
Towers of Am'harb,Chu-Lan Kao,N/A,N/A,N/A,N/A
Gounki,Christophe Malavasi,N/A,N/A,N/A,N/A
Berserk: Tactical Card Game – War of Realms,Maxim Istomin,Ivan Popov,N/A,N/A,N/A
Mille Grazie,Dirk Hillebrecht,N/A,N/A,N/A,N/A
Grim Reaper Preschool,かぶきけんいち (Kenichi Kabuki),N/A,N/A,N/A,N/A
Prairie Aflame!,Mark Woloshen,N/A,N/A,N/A,N/A
Hamburger Hill,Ty Bomba,James Meldrum,Chris Perello,N/A,N/A
Ben Hurt,James Ernest,N/A,N/A,N/A,N/A
NORAD,Dana Lombardy,Harry M. Mishler,Greg Thill,N/A,N/A
Pax Viking Junior,Jon Manker,N/A,N/A,N/A,N/A
Sonic the Hedgehog: Dice Rush,Jonathan Ying,N/A,N/A,N/A,N/A
Whales Destroying The World,Jindřich Pavlásek,Petr Vojtěch,N/A,N/A,N/A
The Cookie,Igor Videnkov,N/A,N/A,N/A,N/A
Malarky,David Feldman,N/A,N/A,N/A,N/A
Misch Masch,Bettina Katzenberger,N/A,N/A,N/A,N/A
Miksi juuri Mäntsälä...?,Bernhard Lach,Uwe Rapp,N/A,N/A,N/A
Top Secret,Alex Randolph,N/A,N/A,N/A,N/A
UEFA Champions League: Officially Licensed Board Game,Alfredo Genovese,N/A,N/A,N/A,N/A
Turbo Rally Card Racing: Thunder Track,Alex Ramsey,N/A,N/A,N/A,N/A
Cursed Empire: Heroes of Thargos,Chris Loizou,Bryan Steele,N/A,N/A,N/A
Counter-Attack! Arras,Michael Rinella,N/A,N/A,N/A,N/A
Void Halls,Kalogeratos Gerasimos,N/A,N/A,N/A,N/A
Chatuchak,Corné van Moorsel,N/A,N/A,N/A,N/A
18 Holes: Course Architect,Ryan Boucher,N/A,N/A,N/A,N/A
Monumental Duel: Espionage,Matthew Dunstan,N/A,N/A,N/A,N/A
Hush 'N Rush,Danna Banki,N/A,N/A,N/A,N/A
Hemloch: Vault of Darkness,John Clowdus,N/A,N/A,N/A,N/A
AGES,N/A,N/A,N/A,N/A,N/A
The Final Frontier,Kerry Anderson,N/A,N/A,N/A,N/A
Marlborough: War of the Spanish Succession,Joseph Miranda,Joseph Miranda,N/A,N/A,N/A
Night-Night Kisses,Babayaga,N/A,N/A,N/A,N/A
Gormenghast: The Board Game,Philip Cooke,N/A,N/A,N/A,N/A
Hawaiki,Lionel Borg,N/A,N/A,N/A,N/A
Welt der Abenteuer,Wolfgang Dirscherl,Markus Nikisch,N/A,N/A,N/A
Cubo,Johannes Berger,Julien Gupta,N/A,N/A,N/A
Crashland,Todd Sanders,N/A,N/A,N/A,N/A
The Princess and the Goblin,Dennis Hoyle,N/A,N/A,N/A,N/A
Legion: The Siberian Story,David František Wagner,N/A,N/A,N/A,N/A
UNO: Minecraft,N/A,N/A,N/A,N/A,N/A
Tic Talk,Dave Yearick,N/A,N/A,N/A,N/A
Anagram: The Ingenious Game of Juggling Words,Sara Finch,Leslie Scott,N/A,N/A,N/A
Strata 5,(Uncredited),N/A,N/A,N/A,N/A
Majolica Painting,Yu Wang,N/A,N/A,N/A,N/A
CAV: Combat Assault Vehicle,Ed Pugh,Jon Walker,N/A,N/A,N/A
Wanted!,(Uncredited),N/A,N/A,N/A,N/A
Day of the Dead,Evan Raisner,N/A,N/A,N/A,N/A
Holmes,Lloyd Krassner,N/A,N/A,N/A,N/A
StarGate: The Final Space Battle for Galactic Freedom,John H. Butterfield,N/A,N/A,N/A,N/A
Yu-ca-tan,Carlo Emanuele Lanzavecchia,N/A,N/A,N/A,N/A
Namaste,Bernhard Lach,Uwe Rapp,N/A,N/A,N/A
Math Rush: Addition & Subtraction,John Coveyou,Steve Schlepphorst,N/A,N/A,N/A
Best Candy on the Block: Rewrapped,Jon Barron,N/A,N/A,N/A,N/A
Schlafmütze,Markus Nikisch,N/A,N/A,N/A,N/A
Das große Fressen,Michael Schacht,N/A,N/A,N/A,N/A
Foosketball,N/A,N/A,N/A,N/A,N/A
Garden Gnomes: Violent Vendetta,Morten Nørgaard,N/A,N/A,N/A,N/A
Vulkan!,Heinrich Glumpler,N/A,N/A,N/A,N/A
Clustered,Scotty Hardwick,N/A,N/A,N/A,N/A
Stock Market Guru,Stuart K. Tucker,N/A,N/A,N/A,N/A
"Fallujah, 2004: City Fighting in Iraq",Joseph Miranda,N/A,N/A,N/A,N/A
Eastern Front 2,Philip Sabin,N/A,N/A,N/A,N/A
Silly Street,N/A,N/A,N/A,N/A,N/A
Shinobi: El Juego del Asesino,Michel Fischman,N/A,N/A,N/A,N/A
Teamwork: Urlaub,Michael Andersch,N/A,N/A,N/A,N/A
Neverland's Legacy,Josh Derksen,Thomas M. Gofton,Dan Hoang,Cameron Parkinson,Nat Sanderson
Galactic Sabacc,N/A,N/A,N/A,N/A,N/A
Blood of the Northmen,Carl Chudyk,N/A,N/A,N/A,N/A
Schnapp die Möpse,David Rimbach,N/A,N/A,N/A,N/A
Sprint!,Sébastien Decad,N/A,N/A,N/A,N/A
Nimbee,Nick Case,N/A,N/A,N/A,N/A
Wu Wei: Journey of the Changing Path,Justin Waggle,N/A,N/A,N/A,N/A
The Haunted Clock Tower,Heinz Meister,N/A,N/A,N/A,N/A
