Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Crosshairs,Stephen Tavener,N/A,N/A,N/A,N/A
Demonworld,Dirk Kias,Ingo Martin,Hermann Mlitz,N/A,N/A
NoteQuest,Tiago Junges,N/A,N/A,N/A,N/A
ICECOOL Wizards,Brian Gomez,N/A,N/A,N/A,N/A
Deterrence 2X62,Paulo Santoro,N/A,N/A,N/A,N/A
Hunters of Arcfall,Tony Go,N/A,N/A,N/A,N/A
Warp & Weft,Cami Muñoz Villar,N/A,N/A,N/A,N/A
Tricks and Treats,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Knights Poker,Reiner Knizia,N/A,N/A,N/A,N/A
Dirt & Dust,Petr Čáslava,N/A,N/A,N/A,N/A
Four Clans Conflict,中村 泰之 (Yasuyuki Nakamura),N/A,N/A,N/A,N/A
Ghosts Love Candy Too Roll and Fright,Danny Devine,N/A,N/A,N/A,N/A
Magic: The Gathering – Duel Decks: Merfolk Vs. Goblins,Chris Millar,Adam Prosak,Sam Stoddard,N/A,N/A
Chocoly,Steffen Mühlhäuser,N/A,N/A,N/A,N/A
1812!: War on the Great Lakes Frontier,Ken Repel,N/A,N/A,N/A,N/A
Wild Cards,Ferdinand Schnitzler,N/A,N/A,N/A,N/A
The Terrifying Girl Disorder,Kuro,N/A,N/A,N/A,N/A
Doubt Is Our Product,Amabel Holland,N/A,N/A,N/A,N/A
Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,Walter Jon Williams,N/A,N/A,N/A,N/A
Flagship: Prometheus Unchained,Dan Verssen,N/A,N/A,N/A,N/A
Splut!,Tommy De Coninck,N/A,N/A,N/A,N/A
My Hero Academia Collectible Card Game,Jeremy Ray,N/A,N/A,N/A,N/A
Zaibatsu,Froylan Rutiaga,N/A,N/A,N/A,N/A
Ligny: The Incomplete Victory,Jay A. Nelson,Kevin Zucker,N/A,N/A,N/A
Potato Pirates: Enter the Spudnet,Aditya Batura,Lim Jia Xuan,N/A,N/A,N/A
Sideshow Swap,Phillip James (II),Adam Stevenson,N/A,N/A,N/A
Terra,Bruno Faidutti,N/A,N/A,N/A,N/A
Catan Junior Madagascar,Klaus Teuber,N/A,N/A,N/A,N/A
Furry Foodies,Dave Gage,Kylie Latham,N/A,N/A,N/A
"Die Welt: Singapur, wo liegt das nur?",Günter Burkhardt,N/A,N/A,N/A,N/A
OPPIDUM,Buxeria,Martin Krauel,N/A,N/A,N/A
1862,Helmut Ohley,N/A,N/A,N/A,N/A
Mangaka: The Fast & Furious Game of Drawing Comics,Jason Thompson,N/A,N/A,N/A,N/A
The Mother Road: Route 66,Sid Sackson,Rick Soued,N/A,N/A,N/A
Deux Années de Gloire,Frédéric Bey,N/A,N/A,N/A,N/A
Nova Lux,Max Robbins,N/A,N/A,N/A,N/A
Xenofera,Liz Gattra,N/A,N/A,N/A,N/A
Rommel's War,Derek Croxton,N/A,N/A,N/A,N/A
Ucho Króla,Konrad Perzyna,N/A,N/A,N/A,N/A
SPY,Chris Handy (I),N/A,N/A,N/A,N/A
Video Game High School,Isaac Vega,N/A,N/A,N/A,N/A
Star Trek Red Alert!,Matthew Colville,Darrell Hardy,Christian Moore,Christian T. Petersen,N/A
Chinagold,Günter Cornett,N/A,N/A,N/A,N/A
End of the Iron Dream,Ty Bomba,N/A,N/A,N/A,N/A
The King Commands,Magnus Esko,N/A,N/A,N/A,N/A
