Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Carcata,Roberto Fraga,N/A,N/A,N/A,N/A
Sandbag,Ted Alspach,N/A,N/A,N/A,N/A
Star Trek: Voyager Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
TENTRICKS,Andrés Saldeño,N/A,N/A,N/A,N/A
The Fellowship of the Ring,Coleman Charlton,Bruce Neidlinger,N/A,N/A,N/A
"Thunder At Dawn: The Battle of Wilson's Creek (August 10, 1861)",Claude Whalen,N/A,N/A,N/A,N/A
Kneipenquiz: Family & Friends Spezial,Heinrich Glumpler,Darren Grundorf,Marco Teubner,Tom Zimmermann,N/A
Boogeyman: The Board Game,Antonio Ferrara,N/A,N/A,N/A,N/A
Favoriten,Walter Müller,N/A,N/A,N/A,N/A
La Bérézina 1812,Frédéric Bey,N/A,N/A,N/A,N/A
Fire Team,Jon Southard,N/A,N/A,N/A,N/A
The Cubes of Europe,Ben Huntley,N/A,N/A,N/A,N/A
Pandánte,David Sirlin,N/A,N/A,N/A,N/A
Infinity: Operation Red Veil,N/A,N/A,N/A,N/A,N/A
Hitster: 100% Franco,Marcus Carleson,N/A,N/A,N/A,N/A
Busy Beaks,Phil Walker-Harding,N/A,N/A,N/A,N/A
The Godfather: A New Don,Jay Cormier,Sen-Foong Lim,N/A,N/A,N/A
Rory's Story Cubes: Medic,Rory O'Connor,N/A,N/A,N/A,N/A
Nautilus Island,Johannes Goupy,Théo Rivière,N/A,N/A,N/A
"Arcola: The Battle for Italy, 1796",Tom Walczyk,Kevin Zucker,Rex A. Martin,N/A,N/A
Raising Chicago,Matt Wolfe,N/A,N/A,N/A,N/A
Tasty Humans,Ryan Langewisch,N/A,N/A,N/A,N/A
Carreau,Gavin Birnbaum,N/A,N/A,N/A,N/A
Snowbirds,Brian Garthwaite,N/A,N/A,N/A,N/A
The Return of the Stainless Steel Rat,Greg Costikyan,N/A,N/A,N/A,N/A
Ahoy! Kitten,Yoshiteru Shinohara,N/A,N/A,N/A,N/A
Grave Robbers from Outer Space,Stephen Tassie,N/A,N/A,N/A,N/A
Römisch Pokern,Johannes Krenner,David Parlett,N/A,N/A,N/A
Café International: Das Kartenspiel,Rudi Hoffmann,Roland Siegers,N/A,N/A,N/A
IceDice,Andrew Looney,N/A,N/A,N/A,N/A
Kanal,Uwe Rosenberg,N/A,N/A,N/A,N/A
Midway,S. Craig Taylor,S. Craig Taylor,N/A,N/A,N/A
Co-Mix,Lorenzo Silva,N/A,N/A,N/A,N/A
For One: Schwarze Rosen,Reiner Knizia,N/A,N/A,N/A,N/A
Ausbrecher AG,Hajo Bücken,N/A,N/A,N/A,N/A
Animals Gathering,DuGuWei,N/A,N/A,N/A,N/A
Fortress Berlin,John Prados,N/A,N/A,N/A,N/A
Kunst Stücke,Karl-Heinz Schmiel,N/A,N/A,N/A,N/A
Combat Infantry: WestFront 1944-45,Leonard Coufal,Tom Dalgliesh,Grant Dalgliesh,N/A,N/A
Family Plot,Josh Cherry,JT Dekker,Roman Bryan White,N/A,N/A
Fast Food Fear!,Dario Dordoni,N/A,N/A,N/A,N/A
CLUE: World of Harry Potter,Patrick Otley,N/A,N/A,N/A,N/A
Attacktix Battle Figure Game: Star Wars,Brett M. Seymour,Brian Wilk,N/A,N/A,N/A
The Phantom: The Card Game,Mikael Lyck,N/A,N/A,N/A,N/A
Black Rose Wars: Duel – Void,Andrea Colletti,Marco Montanaro,N/A,N/A,N/A
Trick & Snipers,宮野 華也 (Kaya Miyano),N/A,N/A,N/A,N/A
Decision At Kasserine: Rommel's Last Chance,Vance von Borries,N/A,N/A,N/A,N/A
Kaiju Siege,zombie homer,N/A,N/A,N/A,N/A
The Gig,Jamie Gray,Dann May,Lewis Shaw,Robb Smigielski,N/A
Britain Stands Alone,Jim Werbaneth,N/A,N/A,N/A,N/A
The Shining,Prospero Hall,Dexter Stevens,N/A,N/A,N/A
The North: Provenance,John Clowdus,N/A,N/A,N/A,N/A
Whale Street,Lee Ju-Hwa,Giung Kim,N/A,N/A,N/A
Diceland: Space,James Ernest,Falko Goettsch,N/A,N/A,N/A
Bauer,Rasmus Karlsson,Robin Karlsson,Tobias Nordin,N/A,N/A
Dragon Punch,Koen Hendrix,N/A,N/A,N/A,N/A
Little Circuses,Kevin Wilson,N/A,N/A,N/A,N/A
Night of Man,Mark H. Walker,N/A,N/A,N/A,N/A
Kido Butai: Japan's Carriers at Midway,Benjamin Richter,N/A,N/A,N/A,N/A
Fou Fou Fou!,Corentin Lebrat,Théo Rivière,N/A,N/A,N/A
Los Tesoros del Rey Pirata,Pablo Céspedes,Víctor Hugo Cisternas,N/A,N/A,N/A
The Badger Deck,Dennis Bennett,N/A,N/A,N/A,N/A
Sniper!,Jim Dunnigan,Philip S. Kosnett,N/A,N/A,N/A
Mutant Chronicles Collectible Miniatures Game,Nate French,Eric M. Lang,Christian T. Petersen,N/A,N/A
Hard Vacuum,Darrell Hayhurst,Neal Sofge,N/A,N/A,N/A
Hawken: Real-Time Card Game,Matt Hyra,N/A,N/A,N/A,N/A
Skyway Robbery,Philip duBarry,N/A,N/A,N/A,N/A
Cosmos,Diego de Moraes,N/A,N/A,N/A,N/A
Catchphrase,(Uncredited),N/A,N/A,N/A,N/A
Deities,Gary Kim,N/A,N/A,N/A,N/A
Captain Silver,Wolfgang Dirscherl,Manfred Reindl,N/A,N/A,N/A
Off the Dead: Chapitre 1 – Morts à Venice Beach,Sylvain Dépré,N/A,N/A,N/A,N/A
Hell's Gate,Philip Sabin,N/A,N/A,N/A,N/A
Western Legends: Showdown,Erwann Ricord,N/A,N/A,N/A,N/A
Faza,Benjamin Farahmand,N/A,N/A,N/A,N/A
Planepita,Eisuke Fujinawa (藤縄英佑),Kazunori Hori (堀和紀),N/A,N/A,N/A
Ars Universalis,Manuel D. Cruz Díaz,Antonio J. Dionisio,N/A,N/A,N/A
Highway to the Kremlin: Napoleon's March on Moscow,Kevin Zucker,N/A,N/A,N/A,N/A
Heuschrecken Poker,Jacques Zeimet,N/A,N/A,N/A,N/A
SUMO,kota konno,N/A,N/A,N/A,N/A
Ivion: The Knight & The Lady,Aislyn Hall,Aaron Shaw,N/A,N/A,N/A
Tien Len,(Uncredited),N/A,N/A,N/A,N/A
Who Would Win,Jeff Siadek,N/A,N/A,N/A,N/A
Neue Welten,Urs Hostettler,N/A,N/A,N/A,N/A
Barons,Thomas Colthurst,N/A,N/A,N/A,N/A
Haunted Lands,Leonardo Romano,N/A,N/A,N/A,N/A
Go First Dice,Eric Harshbarger,N/A,N/A,N/A,N/A
A Pragmatic War: The War of the Austrian Succession 1741 – 1748,John B. Firer,N/A,N/A,N/A,N/A
Wild Assent,Robert Mc Connell,N/A,N/A,N/A,N/A
Tadmor,Gianluca Piacentini,N/A,N/A,N/A,N/A
Nine Worlds,Richard Denning,N/A,N/A,N/A,N/A
Чёрная книга (Black Book: The Board Game),Andrey Kolupaev,Ivan Lashin,N/A,N/A,N/A
Around the World in 80 Days,Eloi Pujadas,Àlex M. Sanguino,N/A,N/A,N/A
Invasion: Norway,Kevin Boylan,N/A,N/A,N/A,N/A
Starlink,Markus Slawitscheck,Arno Steinwender,N/A,N/A,N/A
Immortal 8,Emmanuel Beltrando,N/A,N/A,N/A,N/A
"Air & Armor: Würzburg, Tactical Armored Warfare in Europe – Designer Signature Edition",Bruce S. Maxwell,N/A,N/A,N/A,N/A
Moonlight Castle,Wilfried Fort,Marie Fort,N/A,N/A,N/A
Masmorra de DADOS,Daniel Alves,Patrick Matheus,Eurico Cunha Neto,N/A,N/A
"Wendy, Grow Up",Yutaka Kohno,N/A,N/A,N/A,N/A
