Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Murder of Crows,Eduardo Baraf,Thomas Denmark,N/A,N/A,N/A
Elevenses for One,David Harding (II),N/A,N/A,N/A,N/A
Helsinki,Asger Harding Granerud,Daniel Skjold Pedersen,N/A,N/A,N/A
Talat,Bruce Whitehill,N/A,N/A,N/A,N/A
AEGIS: Combining Robot Strategy Game,Cassandra Clark,Sarah Como,Breeze Grigas,Zach Kettell,N/A
Spy Guy,Mariusz Majchrowski,N/A,N/A,N/A,N/A
Riddle of the Ring,John Califf III,William A. Walker,N/A,N/A,N/A
Montélimar: Anvil of Fate,Adam Starkweather,N/A,N/A,N/A,N/A
Just Desserts,Andrew Looney,N/A,N/A,N/A,N/A
Lost Legacy: Binbo Tantei to Inbo no Shiro,Hisashi Hayashi,Seiji Kanai,Hayato Kisaragi,N/A,N/A
Jenga,Leslie Scott,N/A,N/A,N/A,N/A
Contract Rummy,(Uncredited),N/A,N/A,N/A,N/A
IDF (Israeli Defense Force),James M. Day,N/A,N/A,N/A,N/A
Zitternix,Heinz Meister,N/A,N/A,N/A,N/A
Arnhem: Defiant Stand,Kurt Martin,Ray Tapio,N/A,N/A,N/A
Dark Deeds,Andy Chambers,Ryan Miller,N/A,N/A,N/A
Battle for Germany: Deluxe Edition,Jim Dunnigan,N/A,N/A,N/A,N/A
"Omertà, el poder de la mafia",Rodrigo González,N/A,N/A,N/A,N/A
Turbo Kidz,Emmanuel Gauvain,N/A,N/A,N/A,N/A
Cryptic Explorers,Maher Sagrillo,N/A,N/A,N/A,N/A
Speedy Words,Treo Game Designers,N/A,N/A,N/A,N/A
Kushi Express,Yohan Goh,N/A,N/A,N/A,N/A
Bad Medicine,Gil Hova,N/A,N/A,N/A,N/A
Pathfinder,Mark Berger,Edith Grein-Böttcher,N/A,N/A,N/A
Trapper Keeper Game,Prospero Hall,Dexter Stevens,Stephanie Straw,N/A,N/A
Holiday Hijinks #3: The Pumpkin Problem,Jonathan Chaffer,N/A,N/A,N/A,N/A
Dungeon Pages: Year-Long Adventure Set,Jason Greeno,Jason Tagmire,N/A,N/A,N/A
Rainbow Pirates,Brian Sweet,N/A,N/A,N/A,N/A
Panzer Grenadier: Desert Rats,Michael Bennighof,N/A,N/A,N/A,N/A
The War for the Union,Rob Beyma,N/A,N/A,N/A,N/A
24/7: The Game,Carey Grayson,N/A,N/A,N/A,N/A
Mobster Metropolis,Carl Berglind,Joel Ibson,Karl Nord,N/A,N/A
Zombie Dawn,Pere Valero,Ramón Vargas,N/A,N/A,N/A
Flip Circus,Julien Gerard,N/A,N/A,N/A,N/A
Shadows Over the Empire,Babis Giannios,N/A,N/A,N/A,N/A
Tag City,Robin David,N/A,N/A,N/A,N/A
An den Ufern des Nils,Hanno Kuhn,Wilfried Kuhn,N/A,N/A,N/A
Crazy Taco,Jesus Alvarez,N/A,N/A,N/A,N/A
Warehouse 13: The Board Game,Michael Aldridge,Russ Rupe,"M. Shawn Smith, II",N/A,N/A
Horus Heresy (1993),Jervis Johnson,N/A,N/A,N/A,N/A
"Barbarian, Kingdom & Empire",Erik Wilson,N/A,N/A,N/A,N/A
Newtown,Don Hanle,Mark Miklos,N/A,N/A,N/A
Ghosts Love Candy,Danny Devine,N/A,N/A,N/A,N/A
Ostium,Marek Buczyński,Wojciech Szewczuk,N/A,N/A,N/A
Anno Domini: Frauen,Urs Hostettler,N/A,N/A,N/A,N/A
Soldier Kings: The Seven Years War Worldwide,Robert G. Markham,N/A,N/A,N/A,N/A
Chez Geek,Jon Darbro,N/A,N/A,N/A,N/A
Less: Like Chess but Less!,Aleksandr Starovojtov,N/A,N/A,N/A,N/A
Lost Woods,Brian Fouts,Danny Johnson,N/A,N/A,N/A
Arcane Legions,Tyler Bielman,Jonathon Loucks,Ethan Pasternack,Jordan Weisman,N/A
The Deadly Woods: The Battle of the Bulge,Ted Raicer,N/A,N/A,N/A,N/A
Nine Tiles Extreme,Jens Merkl,Jean-Claude Pellin,N/A,N/A,N/A
A Billion Suns: Interstellar Fleet Battles,Mike Hutchinson,N/A,N/A,N/A,N/A
Dark Empire: Revolution,Daniel Danzer,N/A,N/A,N/A,N/A
The Hobbit: The Desolation of Smaug,Reiner Knizia,N/A,N/A,N/A,N/A
Dungeon Guilds,Desnet Amane,N/A,N/A,N/A,N/A
Warfare: Modern Tactical Combat,Carlo Amaddeo,Paolo Ciarlo,N/A,N/A,N/A
HiFi,André Teruya,N/A,N/A,N/A,N/A
Cronberg,Tobias Goslar,Roland Goslar,N/A,N/A,N/A
1%: A Game of Strategic Chance,Luke Melia,N/A,N/A,N/A,N/A
Legions of Steel,Clark Browning,Marco Pecota,Derrick Villeneuve,N/A,N/A
Hubworld: Aidalon,Michael Boggs,Cory DeVore,N/A,N/A,N/A
