Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Quirk!,Emma May,N/A,N/A,N/A,N/A
"DMZ: The Battle for South Korea, late 1970s",Joseph M. Balkoski,N/A,N/A,N/A,N/A
On Fire!!!,N/A,N/A,N/A,N/A,N/A
Jask,Shaun Delaney,N/A,N/A,N/A,N/A
Bunker Hill,William Marsh,N/A,N/A,N/A,N/A
Defeat Into Victory: The Final Campaigns in Burma,Paul Rohrbaugh,Lembit Tohver,N/A,N/A,N/A
America's Cup,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Kumbu: Dubbelzijdig Kaartspel,Kees Meis,Dennis Merkx,N/A,N/A,N/A
Mückenstich,Martin Osteroth,Harald Schroeter,N/A,N/A,N/A
Dice & Dragons,Elad Goldsteen,N/A,N/A,N/A,N/A
Sabotage,Robert Abbott,N/A,N/A,N/A,N/A
Modern Society,Jussi Autio,N/A,N/A,N/A,N/A
EXIT Kids: Code Breaker,N/A,N/A,N/A,N/A,N/A
"Battle of the Wilderness: Gaining the Initiative, May 5-6, 1864",Linda Mosca,N/A,N/A,N/A,N/A
Einfach tierisch,Michael Rieneck,N/A,N/A,N/A,N/A
Aviation Tycoon,Ted Cheatham,N/A,N/A,N/A,N/A
Compact Bowling,N/A,N/A,N/A,N/A,N/A
Machi,Loïc Billiau,N/A,N/A,N/A,N/A
FrogFlip,Jason Kotarski,Claire Kotarski,N/A,N/A,N/A
National Parks Get Wild,N/A,N/A,N/A,N/A,N/A
Blood & Steel,Paul Rohrbaugh,N/A,N/A,N/A,N/A
Korruptivity,Gábor Lőrincz,N/A,N/A,N/A,N/A
Agora,Nicolas Halpern-Herla,N/A,N/A,N/A,N/A
Shabadabada,Sylvie Barc,N/A,N/A,N/A,N/A
Thrill,Jürgen P. Grunau,Wolfgang Kramer,Hans Raggan,N/A,N/A
Catalogue,Youichirou Kawaguchi,N/A,N/A,N/A,N/A
WrestAngel,Angelo Porazzi,N/A,N/A,N/A,N/A
"Marengo: Morning Defeat, Afternoon Victory",Chris Perello,N/A,N/A,N/A,N/A
The Golfing Dead,N/A,N/A,N/A,N/A,N/A
LEGO Soccer,(Uncredited),N/A,N/A,N/A,N/A
Maunz Maunz,Anja Wrede,N/A,N/A,N/A,N/A
Battleship Shots,N/A,N/A,N/A,N/A,N/A
Lucky Sock Dip: The Card Game,Michael Schacht,N/A,N/A,N/A,N/A
Homeworld Fleet Command,Chris Birch,Nick Fallon,N/A,N/A,N/A
Terrene Odyssey,Chris Solis,N/A,N/A,N/A,N/A
Dungeons Of Draggmar,Chris Backe,The Moongrel,N/A,N/A,N/A
That's It!,N/A,N/A,N/A,N/A,N/A
Dreams for Rebel Girls,Simone Luciani,N/A,N/A,N/A,N/A
Chartbuster,(Uncredited),N/A,N/A,N/A,N/A
Western Front,Tom Lee,N/A,N/A,N/A,N/A
Millennium: The Era of Invasion,Giovanni Ingellis,Alessandro Vallega,N/A,N/A,N/A
Bearicades,Todd Walsh,N/A,N/A,N/A,N/A
Black Stories Investigation,Liesbeth Bos,N/A,N/A,N/A,N/A
Compañeros,Steffen Brückner,N/A,N/A,N/A,N/A
Crazier Eights: Camelot,James Wallace Gray,N/A,N/A,N/A,N/A
City of Sorcerers,Alan Paull,N/A,N/A,N/A,N/A
Giant UNO,N/A,N/A,N/A,N/A,N/A
Dawn on Titan,Björn Ekenberg,N/A,N/A,N/A,N/A
Kitsunedo,Michael Armstrong,Beth Mateo,N/A,N/A,N/A
Dino Duel,N/A,N/A,N/A,N/A,N/A
DemLoc,Davide Boccardo,Alberto Ricossa,N/A,N/A,N/A
