Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Green Box of Games,Jørgen Brunborg-Næss,N/A,N/A,N/A,N/A
Rollway Station,Kendall McKenzie,N/A,N/A,N/A,N/A
Symbioz,François Bachelart,Christophe Pinard,N/A,N/A,N/A
Nightmare,Phillip Tanner,N/A,N/A,N/A,N/A
SOW,Chris Handy (I),N/A,N/A,N/A,N/A
Starfire II,Stephen V. Cole,Barry Jacobs,N/A,N/A,N/A
Rabbit Rally,Sylvain Ménager,N/A,N/A,N/A,N/A
"Battle of Issy, 1815",Frédéric Bey,N/A,N/A,N/A,N/A
RisiKo! Prestige,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Domus Domini,Heinz-Georg Thiemann,N/A,N/A,N/A,N/A
Into the Bastards!: First tank battle,Nicolas Rident,N/A,N/A,N/A,N/A
Feeling Lucky?,Jens Merkl,N/A,N/A,N/A,N/A
What's Up,Dennis Kirps,Jean-Claude Pellin,N/A,N/A,N/A
Magic: The Gathering – Game Night 2019,Corey Bowen,N/A,N/A,N/A,N/A
Dead of Night,Simon Spearing,N/A,N/A,N/A,N/A
Way of the Fighter: Super,Benjamin Yamada,N/A,N/A,N/A,N/A
Faeries & Magical Creatures,Glenn Drover,N/A,N/A,N/A,N/A
Radetzky's March: The Hundred Hours Campaign,Sergio Schiavi,N/A,N/A,N/A,N/A
Chili Mafia,Krisztina Felmery,Tamas Leidal,N/A,N/A,N/A
Dicey Peaks,Scott Almes,N/A,N/A,N/A,N/A
The Two Heirs,Ondra Cigánek,Ivan Dostál,Olda Rejl,N/A,N/A
Dominate & Delegate,Thomas Denkmeier,N/A,N/A,N/A,N/A
The d6 Shooters,Eric Herman Endres,N/A,N/A,N/A,N/A
Deranged,German Tikhomirov,N/A,N/A,N/A,N/A
The Price of Freedom: The American Civil War 1861-1865,Renaud Verlaque,Renaud Verlaque's,N/A,N/A,N/A
Ultimate Outburst,Brian Hersch,N/A,N/A,N/A,N/A
Rancho,Michał Stajszczak,N/A,N/A,N/A,N/A
Sabobatage,Eric Chen (I),N/A,N/A,N/A,N/A
Elixir Mixer,Wouter van Strien,N/A,N/A,N/A,N/A
Ming Dynasty,Robert F. Watson,N/A,N/A,N/A,N/A
Napoleon's Eagles: Storm in the East – The Battles of Borodino and Leipzig,Christopher Moeller,N/A,N/A,N/A,N/A
D-Day (3rd Edition),Charles S. Roberts,James Stahler,Charles Roberts,Larry Pinsky,James Stahler
Noble Treachery: The Last Alliance,Jay Meyer,N/A,N/A,N/A,N/A
Tales & Games: Aladdin & the Magic Lamp,Tiago Damey,N/A,N/A,N/A,N/A
Marrakesh,Manfred Ludwig,N/A,N/A,N/A,N/A
Twilight of the Gods: Age of Revelation,Chris Kluwe,Greg Kluwe,Chris Morgan,Justin Nouget,N/A
Pirate 21,Jeremy Commandeur,Franklin H. J. Kenter,N/A,N/A,N/A
Race to Adventure: The Spirit of the Century Exploration Game,Evan Denbaum,E. K. Lytle,Chris Ruggiero,N/A,N/A
Brothers at War: 1862,Christopher Moeller,N/A,N/A,N/A,N/A
The Silver Bayonet: A Wargame of Napoleonic Gothic Horror,Joseph McCullough,N/A,N/A,N/A,N/A
Hunters from the Sky,Dean Essig,Wig Graves,N/A,N/A,N/A
"Festung Europa: The Campaign for Western Europe, 1943-1945",Michael Rinella,N/A,N/A,N/A,N/A
A Spoiled Victory: Dunkirk 1940,Paul Fish,Hermann Luttmann,N/A,N/A,N/A
Lost Treasure,(Uncredited),N/A,N/A,N/A,N/A
Atmosfear: The Harbingers,(Uncredited),N/A,N/A,N/A,N/A
The Blue Lion,Bruno Cathala,Sylvain Duchêne,N/A,N/A,N/A
Trepanation,Robin David,N/A,N/A,N/A,N/A
Urbify,Kalle Malmioja,N/A,N/A,N/A,N/A
NINE,Gary Kim,N/A,N/A,N/A,N/A
Rise of Cthulhu,Chuck D. Yager,N/A,N/A,N/A,N/A
Munchkin Axe Cop,Steve Jackson (I),N/A,N/A,N/A,N/A
"To Unlimited, and Beyond",Chikasuzu (ちかすず),N/A,N/A,N/A,N/A
Nur Peanuts!,Heinz Meister,N/A,N/A,N/A,N/A
Heropath: Dragon Roar,Izik Nevo,N/A,N/A,N/A,N/A
X-Code,Kasper Lapp,N/A,N/A,N/A,N/A
Black Seas: Rulebook,Gabrio Tolentino,N/A,N/A,N/A,N/A
Drones VS Goélands,Léo Blandin,Delphine Robert,N/A,N/A,N/A
Zürich 1799,Frédéric Bey,Pascal Da Silva,N/A,N/A,N/A
Honey Moon,Moritz Dressler,N/A,N/A,N/A,N/A
Triggs,Karin Hetling,N/A,N/A,N/A,N/A
Rivales: Capítulo 1 – Justicia,Martín Carini,N/A,N/A,N/A,N/A
Rainforest City,Daryl Chow,N/A,N/A,N/A,N/A
Monopoly Millionaire Deal Card Game,(Uncredited),N/A,N/A,N/A,N/A
Agents of Mayhem: Pride of Babylon,Gunter Eickert,N/A,N/A,N/A,N/A
Flames of War: Open Fire!,Phil Yates,N/A,N/A,N/A,N/A
4 Seasons,team SAIEN,N/A,N/A,N/A,N/A
Bluff,Henri Sala,N/A,N/A,N/A,N/A
Tornado Rex,(Uncredited),N/A,N/A,N/A,N/A
Get Packing,N/A,N/A,N/A,N/A,N/A
Gondor: The Siege of Minas Tirith,Richard H. Berg,Linda Mosca,N/A,N/A,N/A
The Headlines Game,(Uncredited),N/A,N/A,N/A,N/A
Flash 10,Wolfgang Kramer,N/A,N/A,N/A,N/A
Chez Greek,Jon Darbro,Steve Jackson (I),N/A,N/A,N/A
Gang Rush Breakout,Galladur,Henri Pym,N/A,N/A,N/A
Kraby,Adam Kałuża,N/A,N/A,N/A,N/A
Dragonlance: Warriors of Krynn,Stephen Baker,Rob Daviau,Ray Winninger,N/A,N/A
Napoleon at Eylau,Ken Broadhurst,Colin Wheeler,N/A,N/A,N/A
"Crusader: The 8th Army's Winter Victory, Nov-Dec 1941",Dean Essig,N/A,N/A,N/A,N/A
Verona Twist,József Dorsonczky,N/A,N/A,N/A,N/A
Maki Stack,Jeff Lai,N/A,N/A,N/A,N/A
Barony: Royal Edition,Marc André,N/A,N/A,N/A,N/A
Tanuki Market,Alexis Allard,N/A,N/A,N/A,N/A
Berlin: Red Victory,Kurt Martin,Ray Tapio,N/A,N/A,N/A
oddball Äeronauts,Nigel Pyne,N/A,N/A,N/A,N/A
echoes: Draculas Erbe,Matthew Dunstan,Dave Neale,N/A,N/A,N/A
Flanx,Andreas Schleicher,N/A,N/A,N/A,N/A
Semper Fidelis: Bitwa o Lwów 1918-1919,Łukasz Wrona,N/A,N/A,N/A,N/A
異世界ギルドマスターズ (Isekai Guild Masters),hatituki (蜂月),N/A,N/A,N/A,N/A
Keys to the Castle,Michael Adams,William Foster,Eric Foster,Alex Foster,N/A
Airfix Battles: The Introductory Wargame,Chris Birch,Nick Fallon,Alan Paull,N/A,N/A
Axon Protocol,Jan Roth (II),N/A,N/A,N/A,N/A
Burning Mountains 1916,Andrea Brusati,N/A,N/A,N/A,N/A
Keep,John Clowdus,N/A,N/A,N/A,N/A
The Detective Society: The Disappearance of Claire Makova,Joe Mills (I),Tristan Rogers,N/A,N/A,N/A
Tasso Banana,Junghee Choi,Philippe Proux,N/A,N/A,N/A
Rapidough,(Uncredited),N/A,N/A,N/A,N/A
Mask of Moai,Takashi Hamada,N/A,N/A,N/A,N/A
Marimic: The Musical Time Machine,Mariano Di Martino,N/A,N/A,N/A,N/A
"North Africa: Afrika Korps vs Desert Rats, 1940-42",Dean Essig,N/A,N/A,N/A,N/A
Jumble Jam,Xabier Huici Roda,N/A,N/A,N/A,N/A
