Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
"Detective Stories: Demo ""Gattardo""",N/A,N/A,N/A,N/A,N/A
Sherlock: Zimmer 208,Núria Casellas,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A
Exodus: A Z War One Game,Robert Butler,N/A,N/A,N/A,N/A
Rebis,Gaetano Cavallaro,N/A,N/A,N/A,N/A
The Great War in the Near East,Ted Raicer,N/A,N/A,N/A,N/A
Weapon Wars,Carlos David Perez Tovar,N/A,N/A,N/A,N/A
Vanished Planet,Samuel Blanchard,Kelly Blanchard,Craig Oliver,Jennifer Oliver,N/A
Magical Friends and How to Summon Them,Klemens Luger,N/A,N/A,N/A,N/A
Conflict of Alliances: Warring States,Sun Wei,N/A,N/A,N/A,N/A
I Am Spartacus!,Mike Markowitz,N/A,N/A,N/A,N/A
Polite Society: The Jane Austen Board Game,Katharine Turner,N/A,N/A,N/A,N/A
Connect 4 Launchers,Craig Van Ness,N/A,N/A,N/A,N/A
Beaches for the Brave: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
La Garde Avance!,Frédéric Bey,N/A,N/A,N/A,N/A
Robots,Reinhard Staupe,N/A,N/A,N/A,N/A
Trapper,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
"Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1946+",Peter Jones (I),N/A,N/A,N/A,N/A
Backpacks & Blisters (Second Edition),Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
Kharkov Battles: Before & After Fall Blau,Greg Blanchett,N/A,N/A,N/A,N/A
Patton in Flames,Harry Rowland,N/A,N/A,N/A,N/A
Ligretto Dice,Inka Brand,Markus Brand,N/A,N/A,N/A
Dracula: Walpurgis Night,Alberto Cano,N/A,N/A,N/A,N/A
1914: Glory's End,Ted Raicer,N/A,N/A,N/A,N/A
Dino Trix: Tarot Adventures,Daniel Kenel,N/A,N/A,N/A,N/A
Exoworld Survival,Juan Pablo Vargas Seguel,N/A,N/A,N/A,N/A
Geisterwäldchen,Michelle Schanen,N/A,N/A,N/A,N/A
Chaparral,Marcos Macri,N/A,N/A,N/A,N/A
Southern Rails,John Bohrer,N/A,N/A,N/A,N/A
GHQ,Kurt Vonnegut,N/A,N/A,N/A,N/A
Misfits: The Tactical Stacking Game,Alexander Neumann,N/A,N/A,N/A,N/A
Marengo 1800,Frédéric Bey,N/A,N/A,N/A,N/A
Sebastian Fitzek Killercruise: Das Würfelspiel,Marco Teubner,N/A,N/A,N/A,N/A
All Quiet on the Western Front,Ted Raicer,N/A,N/A,N/A,N/A
Corteo,C.UnS.A.,Massimo Casa,Giulio De Petra,Alvaro Lojacono,N/A
Wraith & The Giants,Scott Almes,N/A,N/A,N/A,N/A
Rukshuk,Malcolm Bisiker,N/A,N/A,N/A,N/A
Experiment,Tim De Rycke,Sander Vernyns,N/A,N/A,N/A
Omaha Beachhead: Battle for the Bocage,Joseph M. Balkoski,N/A,N/A,N/A,N/A
FREAKFACE!!!,Mat Brinkman,Charlie Fogel,Jochen Hartmann,Nate Hayden,N/A
Up And Down,Gunter Baars,N/A,N/A,N/A,N/A
Metal Adventures,Lionel Borg,N/A,N/A,N/A,N/A
Kaiju Incorporated,Chris Ruggiero,Eric B. Vogel,N/A,N/A,N/A
Ignis,Dominique Breton,N/A,N/A,N/A,N/A
Clonk!,Michael Xuereb,N/A,N/A,N/A,N/A
Sweet Nose,Jason Lin,Frank Liu,N/A,N/A,N/A
Tiki,Nicolas Sato,N/A,N/A,N/A,N/A
KAITŌ,Inon Kohn,N/A,N/A,N/A,N/A
Volle Hütte,Stefan Dorra,N/A,N/A,N/A,N/A
Crazy Lab,Jordi Gené,Gregorio Morales,N/A,N/A,N/A
Lifeboats: Plank of Carneades,Ronald Wettering,N/A,N/A,N/A,N/A
Disaster on Everest,Tom Decker,N/A,N/A,N/A,N/A
Catch the Match,Reinhard Staupe,N/A,N/A,N/A,N/A
Disposable Heroes and Coffin For Seven Brothers: Infantry and Vehicle Small Unit Skirmish Wargaming in WWII,Chalfant Conley,Keith Stine,N/A,N/A,N/A
13 Sheep,Moritz Dressler,N/A,N/A,N/A,N/A
The Last Crusade,John R. Hopler,N/A,N/A,N/A,N/A
Kapadokya,Alberto Millán,N/A,N/A,N/A,N/A
Clans of Midgard,Alara Cameron,Travis R. Chance,N/A,N/A,N/A
Fish Eat Fish,Reiner Knizia,N/A,N/A,N/A,N/A
Anno Domini: Kunst,Urs Hostettler,N/A,N/A,N/A,N/A
Eldfall Chronicles,Tjaša Gaber,Žiga Gantar,N/A,N/A,N/A
Multiplayer Pentago,Pål Keller Carlquist,Tomas Flodén,N/A,N/A,N/A
Dawn: Rise of the Occulites,Ben Boersma,N/A,N/A,N/A,N/A
48th Panzer Korps: Battles on the River Chir,Jim Zoldak,N/A,N/A,N/A,N/A
Dampfross 2,David G. Watts,N/A,N/A,N/A,N/A
The Ninth World: A Skillbuilding Game for Numenera,Paul Peterson,Boyan Radakovich,Mike Selinker,N/A,N/A
Cabale,Roland Siegers,N/A,N/A,N/A,N/A
They Shall Not Pass: The Battle of Verdun 1916,Michael Bennighof,Doug McNair,William Sariego,N/A,N/A
Star Trek: Attack Wing – Federation vs. Klingons Starter Set,N/A,N/A,N/A,N/A,N/A
Archaeology,Phil Walker-Harding,N/A,N/A,N/A,N/A
Wild Life: The Card Game,Adrian Alamo Borja,Mich Camacho,Leo Cordoba,N/A,N/A
Scare It!,Adrian Dinu,N/A,N/A,N/A,N/A
Mission Impractical,Hilko Drude,N/A,N/A,N/A,N/A
Glenn Drover's Empires: Galactic Rebellion,Don Beyer,Glenn Drover,N/A,N/A,N/A
CATastrophe: A Game of 9 Lives,Josh Lee Norris,N/A,N/A,N/A,N/A
Drang Nach Osten!,"Paul Richard ""Rich"" Banner",Frank Chadwick,Tom Wham,N/A,N/A
Fragile,Czarnè,N/A,N/A,N/A,N/A
Sevilla 1503,Christian V. Tunn Cabrera,J. A. Ramírez,N/A,N/A,N/A
Kbernestich,Hayato Sato,N/A,N/A,N/A,N/A
Pathogenesis (Second Edition),Loren Cunningham,Jamie Cunningham,N/A,N/A,N/A
Command at Sea: 4th Edition – War at Sea 1926-1955,Larry Bond,Chris Carlson,Ed Kettler,Ed Tambunan,N/A
18Africa,Jeff Edmunds (II),N/A,N/A,N/A,N/A
Bezzerwizzer Timeline,Bezzerwizzer studio,Frédéric Henry,N/A,N/A,N/A
Kaleidos Junior,Spartaco Albertarelli,N/A,N/A,N/A,N/A
New York Central,Hanno Kuhn,Wilfried Kuhn,N/A,N/A,N/A
