Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Deep Shelf,Richard Keene,N/A,N/A,N/A,N/A
Race to the Treasure!,Gina Manola,N/A,N/A,N/A,N/A
Nouvelle-France,Jacques-Dominique Landry,N/A,N/A,N/A,N/A
Piles! A Fast-Paced Free-For-All,KC Schrimpl,N/A,N/A,N/A,N/A
Terra Pyramides,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Go-Moku,(Uncredited),N/A,N/A,N/A,N/A
The HellGame,Anders Fager,Lars Johansson,N/A,N/A,N/A
Star Trek Customizable Card Game (Second Edition),Brad Defruiter,Evan Lorentz,N/A,N/A,N/A
Amygdala,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Duck,Johannes Krenner,N/A,N/A,N/A,N/A
Pala,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Crows Overkill,Roy Nambu,N/A,N/A,N/A,N/A
Unrest,Brendan Hansen,N/A,N/A,N/A,N/A
Surrealist Dinner Party,Mary Flanagan,Emma Hobday,Max Seidman,N/A,N/A
King Philip's War,John Poniske,N/A,N/A,N/A,N/A
Wongar,Richard Borg,Alan R. Moon,N/A,N/A,N/A
Heads of State,Peter Hawes,N/A,N/A,N/A,N/A
Floristry,David Gordon (I),TAM,N/A,N/A,N/A
Suzume-Jong,Koji Malta,Takahiro Shinozaki (篠崎　高広),N/A,N/A,N/A
Ubongo: 3-D Family,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Brides & Bribes,Andrea Gallazzi,Elisa Lenardi,Pietro Navarotto,N/A,N/A
Archduke,Ryan Tibbitts,N/A,N/A,N/A,N/A
Villages,Jaron Frost,N/A,N/A,N/A,N/A
Breakthrough: Cambrai,Michael Rinella,N/A,N/A,N/A,N/A
L'Ordre de Veiel: Deckbuilding Tactique,Alexandre Rousseau,David Rousseau,N/A,N/A,N/A
FantasyForm,Lucas Gentry,N/A,N/A,N/A,N/A
Dog Tag Trick,おーつぼじゅうじん (Jyujin Ohtsubo),N/A,N/A,N/A,N/A
Karesansui,Joseph Kisenwether,N/A,N/A,N/A,N/A
Easter Island,Roberto Fraga,Odet L'Homer,N/A,N/A,N/A
"Kolin: Frederick's First Defeat – June 18, 1757",P. Boinske,Paul Dangel,N/A,N/A,N/A
Ghost Chase,Kai Haferkamp,N/A,N/A,N/A,N/A
Teenage Mutant Ninja Turtles Dice Masters: Heroes in a Half Shell,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
Expedition: The Roleplaying Card Game,Scott Martin (III),Todd Medema,N/A,N/A,N/A
Halo: Flashpoint,N/A,N/A,N/A,N/A,N/A
Scream: The Game,Aaron Donogh,Funko Games,Prospero Hall,N/A,N/A
Savage Bowl,URiO,N/A,N/A,N/A,N/A
Roll n Cook,Benjamin Gauthier,N/A,N/A,N/A,N/A
Cutterland,Nikolay Zolotarev,N/A,N/A,N/A,N/A
Spank the Monkey,Peter Hansson,N/A,N/A,N/A,N/A
The Pirate Republic,Tom Butler,N/A,N/A,N/A,N/A
Rory's Story Cubes: Fantasia,Rory O'Connor,N/A,N/A,N/A,N/A
Worm Up!,Alex Randolph,N/A,N/A,N/A,N/A
