Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Above and Below,Ryan Laukat,N/A,N/A,N/A,N/A
Merchants & Marauders,Kasper Aagaard,Christian Marcussen,N/A,N/A,N/A
Neuroshima Hex,Michał Oracz,N/A,N/A,N/A,N/A
Furnace,Ivan Lashin,N/A,N/A,N/A,N/A
Mindbug: First Contact,Skaff Elias,Richard Garfield,Marvin Hegen,Christian Kudahl,N/A
Dead of Winter: The Long Night,Jonathan Gilmour-Long,Isaac Vega,N/A,N/A,N/A
Bärenpark,Phil Walker-Harding,N/A,N/A,N/A,N/A
Antiquity,Jeroen Doumen,Joris Wiersinga,N/A,N/A,N/A
Sid Meier's Civilization: The Board Game,Kevin Wilson,N/A,N/A,N/A,N/A
Mission: Red Planet (Second/Third Edition),Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
Gizmos,Phil Walker-Harding,N/A,N/A,N/A,N/A
Arboretum,Dan Cassar,N/A,N/A,N/A,N/A
Dixit,Jean-Louis Roubira,N/A,N/A,N/A,N/A
Letters from Whitechapel,Gabriele Mari,Gianluca Santopietro,N/A,N/A,N/A
"Air, Land, & Sea",Jon Perry,N/A,N/A,N/A,N/A
Ginkgopolis,Xavier Georges,N/A,N/A,N/A,N/A
Keep the Heroes Out!,Luís Brueh,N/A,N/A,N/A,N/A
Tekhenu: Obelisk of the Sun,Daniele Tascini,Dávid Turczi,N/A,N/A,N/A
Unmatched: Robin Hood vs. Bigfoot,Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
Dungeon Lords,Vlaada Chvátil,N/A,N/A,N/A,N/A
Harry Potter: Hogwarts Battle,Sean Fletcher,Forrest-Pruzan Creative,Kami Mandell,Andrew Wolf,N/A
Schotten Totten,Reiner Knizia,N/A,N/A,N/A,N/A
Maria,Richard Sivél,N/A,N/A,N/A,N/A
Takenoko,Antoine Bauza,N/A,N/A,N/A,N/A
BattleLore: Second Edition,Richard Borg,Robert A. Kouba,N/A,N/A,N/A
Abyss,Bruno Cathala,Charles Chevallier,N/A,N/A,N/A
Mysterium,Oleksandr Nevskiy,Oleg Sidorenko,N/A,N/A,N/A
San Juan,Andreas Seyfarth,N/A,N/A,N/A,N/A
Carpe Diem,Stefan Feld,N/A,N/A,N/A,N/A
Ghost Stories,Antoine Bauza,N/A,N/A,N/A,N/A
Blood Bowl: Team Manager – The Card Game,Jay Little,N/A,N/A,N/A,N/A
The Resistance,Don Eskridge,N/A,N/A,N/A,N/A
Smartphone Inc.,Ivan Lashin,N/A,N/A,N/A,N/A
Agricola: All Creatures Big and Small,Uwe Rosenberg,N/A,N/A,N/A,N/A
Ready Set Bet,John D. Clair,N/A,N/A,N/A,N/A
Star Wars: Armada,James Kniffen,Christian T. Petersen,N/A,N/A,N/A
