Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Five Seals of Magic,Thorsten Reichwein,N/A,N/A,N/A,N/A
Expedite,Brent Douthit,Travis Koldus,Vaughn Paxton,N/A,N/A
Times,Uwe Rosenberg,N/A,N/A,N/A,N/A
Bossin' Space,Jindřich Pavlásek,Petr Vojtěch,N/A,N/A,N/A
Ace of Aces: Jet Eagles,Alfred Leonardi,N/A,N/A,N/A,N/A
Sixis,Chris Cieslik,N/A,N/A,N/A,N/A
Castle Von Loghan,Paul Toderas,N/A,N/A,N/A,N/A
Aliens: Hadley's Hope,Jorge Daniel Jimenez Martin,N/A,N/A,N/A,N/A
Pyramid: Home Game,Jean-Loup Druon,Delphine Druon,Anne Malbrel,Bob Stewart,N/A
Ada Lovelace: Legacy of the Analytical Engine,Robin David,N/A,N/A,N/A,N/A
Fight in the Skies,Mike Carr,Harold Totten,Don Lowry,N/A,N/A
BARPIG,Jonathan L Franklin,Phillip Melchers,N/A,N/A,N/A
Silver Fang,Ted Alspach,N/A,N/A,N/A,N/A
Fairy Lights,Joan Dufour,N/A,N/A,N/A,N/A
Downsize,Lewis Shaw,N/A,N/A,N/A,N/A
The Grand Campaign,David Schroeder,N/A,N/A,N/A,N/A
Jump Gate,Matt Worden,N/A,N/A,N/A,N/A
Overworld,Nemo Rathwald,N/A,N/A,N/A,N/A
APBA Professional Golf,(Uncredited),N/A,N/A,N/A,N/A
Junkyard Races,John Yianni,N/A,N/A,N/A,N/A
Cold War Battles: Budapest '56 & Angola '87,Joseph Miranda,Joseph Miranda,N/A,N/A,N/A
El Switcher,Maldón,N/A,N/A,N/A,N/A
Tomb Raider Collectible Card Game,David Hewitt,N/A,N/A,N/A,N/A
How to Host a Murder: The Last Train from Paris,Robert R. Johnson,Anne L. Johnson,N/A,N/A,N/A
Dawn of Battle,Mike Nagel,N/A,N/A,N/A,N/A
Ancients II,William L. Banks,N/A,N/A,N/A,N/A
Ardennes II,Dean Essig,N/A,N/A,N/A,N/A
Ripple Rush,Ken Gruhl,N/A,N/A,N/A,N/A
Footmania,Stéphane Bonnelalbay,Serge Prual,N/A,N/A,N/A
A Mighty Fortress,Rudolph W. Heinze,N/A,N/A,N/A,N/A
Desert Fox Deluxe,Richard H. Berg,Chris Perello,N/A,N/A,N/A
The Fulda Gap: The Battle for the Center,Adam Starkweather,N/A,N/A,N/A,N/A
Paper App Dungeon,Tom Brinton,N/A,N/A,N/A,N/A
Holdfast: Pacific 1941-45,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Forest Guardians,"CHEN,JHAO-RU",LEE WEI HSUAN,Hsien Pu Jan,Chi Wei Lin,N/A
3 of a Kind,Tim Eisner,N/A,N/A,N/A,N/A
Shiba Inu House,Aza Chen,N/A,N/A,N/A,N/A
