Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Glik,Adam Kałuża,N/A,N/A,N/A,N/A
"""Scratch One Flat Top!""",Peter Bertram,N/A,N/A,N/A,N/A
Subway Squeeze,N/A,N/A,N/A,N/A,N/A
Monkey Business,Julien Sentis,N/A,N/A,N/A,N/A
Syncro,Thomas Favrelière,N/A,N/A,N/A,N/A
Pegs and Jokers,(Uncredited),N/A,N/A,N/A,N/A
Cat & Chocolate,Ryo Kawakami,N/A,N/A,N/A,N/A
Zura,Inon Kohn,N/A,N/A,N/A,N/A
Diam,Alain Couchot,Bernard Klein,N/A,N/A,N/A
Battlefold,Dave Choi,Yohan Goh,N/A,N/A,N/A
Sherlock Fantasy: Felices para siempre,Martí Lucas Feliu,Sergi Piñol,Josep Izquierdo Sánchez,N/A,N/A
Piratas!,Pedro Sales,Renato Simões,N/A,N/A,N/A
Start Player Express,Ted Alspach,N/A,N/A,N/A,N/A
Sweetlandia,Ryan Sutherland,N/A,N/A,N/A,N/A
Random Encounters,Jordan Basaldua,Joshua Garrett,N/A,N/A,N/A
FlickFleet: Xeno Wars,Jackson Pope,Paul Willcox,N/A,N/A,N/A
Feralis: Obscure Land,Luca Vincitore,N/A,N/A,N/A,N/A
Across the Potomac,Ben Knight,N/A,N/A,N/A,N/A
Shogun Triumphant,Richard H. Berg,N/A,N/A,N/A,N/A
Dig Down Dwarf (Second Edition),Jason Glover,N/A,N/A,N/A,N/A
Battles in the East 1: Sandomierz Offensive and Bagration Stopped,Antony Birkett,N/A,N/A,N/A,N/A
Shadow Ninjas,Kedric Winks,N/A,N/A,N/A,N/A
Carcosa,Nigel Kennington,N/A,N/A,N/A,N/A
Khyber Rifles: Britannia in Afghanistan,Joseph Miranda,N/A,N/A,N/A,N/A
"Defending America: Intercepting the Amerika Bombers, 1947-48",Gregory M. Smith,N/A,N/A,N/A,N/A
'85 Afghanistan: Graveyard of Empires,Mark H. Walker,N/A,N/A,N/A,N/A
South Mountain,Richard H. Berg,Jon Southard,N/A,N/A,N/A
