Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Shoot for the Stars,Darrell Cannon,N/A,N/A,N/A,N/A
The King of Frontier,Shun Taguchi,N/A,N/A,N/A,N/A
Give Me the Brain!,James Ernest,N/A,N/A,N/A,N/A
Littoral Commander: Indo-Pacific,Sebastian J. Bae,N/A,N/A,N/A,N/A
Absolute War! The Russian Front 1941-45,Carl Paradis,N/A,N/A,N/A,N/A
Victory: World War II,Tom Dalgliesh,Grant Dalgliesh,N/A,N/A,N/A
Swords & Sorcery: Quest and Conquest in the Age of Magic,Greg Costikyan,N/A,N/A,N/A,N/A
Verflixxt! kompakt,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Whale Riders: The Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
Leningrad,Dick Rustin,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Heroes of the Pacific,David Heath,Jeff Lewis,N/A,N/A,N/A
Trophies,Travis Hancock,Holly Hancock,N/A,N/A,N/A
NATO: The Cold War Goes Hot – Designer Signature Edition,Bruce S. Maxwell,N/A,N/A,N/A,N/A
Anno Domini 1666,Konrad Sosiński,Rafał Szwelicki,N/A,N/A,N/A
Stone Garden,Koota Yamada,N/A,N/A,N/A,N/A
Shinobi WAT-AAH!,Théo Rivière,N/A,N/A,N/A,N/A
Carcassonne für 2,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Gorkamorka,Andy Chambers,Rick Priestley,Gavin Thorpe,N/A,N/A
La Bataille de Lützen,Monte Mattson,Ed Wimble,N/A,N/A,N/A
Dragon Rampant: Fantasy Wargaming Rules,Daniel Mersey,N/A,N/A,N/A,N/A
Magic: The Gathering – Explorers of Ixalan,Bryan Hawley,Peter Lee,Yoni Skolnik,Gavin Verhey,N/A
Oranges & Lemons,Richard Denning,N/A,N/A,N/A,N/A
Fluttering Souls,Joel Lewis,N/A,N/A,N/A,N/A
Tyler Sigman's Crows,David Gerrard,Tyler Sigman,N/A,N/A,N/A
A4 Quest,Michał Jagodziński,Paweł Niziołek,Jarosław Wajs,N/A,N/A
Anno Domini: Deutschland,Urs Hostettler,N/A,N/A,N/A,N/A
Army of the Dead: A Zombicide Game,Fel Barros,Fabio Tola,N/A,N/A,N/A
Napoleon's War:  The 100 Days,Mike Wylie,Grant Wylie,N/A,N/A,N/A
Napoleon's Battles,Robert Coggins,S. Craig Taylor,S. Craig Taylor,N/A,N/A
Blue Max: World War I Air Combat,Phil Hall,John Harshman,N/A,N/A,N/A
Helionox: The Last Sunset,Taran Lewis Kratz,N/A,N/A,N/A,N/A
The Coming Storm: Quadrigame of the Fourth Coalition October 1806 - June 1807,Kevin Zucker,N/A,N/A,N/A,N/A
Le Plateau,Dr. Steven Brown,Raymond Gallardo,N/A,N/A,N/A
Stratego,N/A,N/A,N/A,N/A,N/A
Adventure Time Card Wars: Finn vs. Jake,Matt Hyra,Cory Jones,N/A,N/A,N/A
Farmageddon,Grant Rodiek,N/A,N/A,N/A,N/A
ScandalOh!,Ron Gonzalo García,N/A,N/A,N/A,N/A
The Brigade,Ben Hoban,Alex Wynnter,N/A,N/A,N/A
"Minuit, Meurtre en Mer",Alain Luttringer,N/A,N/A,N/A,N/A
Old Town,Stephan Riedel,N/A,N/A,N/A,N/A
Jena 20,Alan Emrich,Rodger B. MacGowan,Joseph Miranda,N/A,N/A
18 Holes,Ryan Boucher,N/A,N/A,N/A,N/A
Shazamm!,François Bruel,Philippe des Pallières,N/A,N/A,N/A
Colossus,Ÿøssef Fårhi,N/A,N/A,N/A,N/A
Munchkin Fu,Steve Jackson (I),Steve Jackson (I),N/A,N/A,N/A
Traitors Aboard,Jean-Xia Chou,N/A,N/A,N/A,N/A
1829,Francis Tresham,N/A,N/A,N/A,N/A
Dark Horse,Don Lloyd,N/A,N/A,N/A,N/A
King Arthur: The Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
Axis Empires: Ultimate Edition,Alan Emrich,Thomas Prowell,N/A,N/A,N/A
Ninja Dice,Rocco Privetera,N/A,N/A,N/A,N/A
"Bloody April, 1917: Air War Over Arras, France",Terry Simo,N/A,N/A,N/A,N/A
Walls of York,"Emiliano ""Wentu"" Venturini",N/A,N/A,N/A,N/A
The Finest Fish,Nathan Jenne,Jake Jenne,N/A,N/A,N/A
Unlock!: Escape Adventures – Temple of Ra,Cyril Demaegd,N/A,N/A,N/A,N/A
Harry's Grand Slam Baseball Game,Harry Obst,N/A,N/A,N/A,N/A
The Thing,Mark Chaplin,N/A,N/A,N/A,N/A
Trickster: Champions of Time,Daniel Solis,N/A,N/A,N/A,N/A
Ultimate Werewolf: Extreme,Ted Alspach,Aaron Newman,N/A,N/A,N/A
Great War at Sea: The Mediterranean,Michael Bennighof,Brian L. Knipple,N/A,N/A,N/A
Monster Match,Ken Gruhl,Quentin Weir,N/A,N/A,N/A
BEEEEES!,Marcus Ross,Cara Ryan,N/A,N/A,N/A
Alibis,佐藤 雄介 (Yusuke Sato),N/A,N/A,N/A,N/A
Kansas Pacific,John Bohrer,N/A,N/A,N/A,N/A
Pool Party,Heinz Meister,N/A,N/A,N/A,N/A
Présages,Maxime Rambourg,N/A,N/A,N/A,N/A
BrilliAnts,Maxime Tardif,N/A,N/A,N/A,N/A
Streets of Stalingrad (Third Edition),Dana Lombardy,Art Lupinacci,N/A,N/A,N/A
Battle for Biternia,Chris Faulkenberry,N/A,N/A,N/A,N/A
Bowl Bound,David S. Neft,Dr. Thomas Nicely,Dr. Nicely,Dr. Thomas Nicely,N/A
Durak,(Uncredited),N/A,N/A,N/A,N/A
Winter War: The Russo-Finnish Conflict,James F. Goff,Harold Totten,N/A,N/A,N/A
Travel Blog,Vlaada Chvátil,N/A,N/A,N/A,N/A
Pandemain: Traditional Farmers' Bread,Javier Fuentes,Rafael Oliva,N/A,N/A,N/A
Title Bout,James Trunzo,Tom Trunzo,Jim Trunzo,N/A,N/A
Crash Tackle Rugby Board Game,Marco Fuini,N/A,N/A,N/A,N/A
Romolo o Remo?,Michele Quondam,N/A,N/A,N/A,N/A
Cthulhu: A Deck Building Game,Philip Loyer,N/A,N/A,N/A,N/A
Dark Horse,Lee Ju-Hwa,N/A,N/A,N/A,N/A
Lobositz: First Battle of the Seven Years War,Paul Dangel,N/A,N/A,N/A,N/A
Cappuccino,Charles Chevallier,N/A,N/A,N/A,N/A
Test of Fire: Bull Run 1861,Martin Wallace,Pascal Toupy,N/A,N/A,N/A
Chants for the Old Ones,Bernat Buxaus,N/A,N/A,N/A,N/A
Catan Dice Game,Klaus Teuber,N/A,N/A,N/A,N/A
Einfach Genial 3D,Reiner Knizia,N/A,N/A,N/A,N/A
Boxtop Pinball: Haunted House,Zachary Connelly,Alex Cutler,N/A,N/A,N/A
The Mirroring of Mary King,Jenna Felli,N/A,N/A,N/A,N/A
The Treasure of Isla Tortuga,Leandro Félix,N/A,N/A,N/A,N/A
Gangster,Thorsten Gimmler,N/A,N/A,N/A,N/A
Dice Heist,Trevor Benjamin,Brett J. Gilbert,N/A,N/A,N/A
Aegean Sea,Carl Chudyk,N/A,N/A,N/A,N/A
Web of Spies,Cole Medeiros,N/A,N/A,N/A,N/A
Havannah,Christian Freeling,N/A,N/A,N/A,N/A
Kings Cribbage,Gary Cowley,N/A,N/A,N/A,N/A
Einauge sei wachsam!,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Don Quixote,Reinhard Staupe,N/A,N/A,N/A,N/A
In their Quiet Fields II,Dean Essig,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Heroes of the Nam,Jeff Lewis,N/A,N/A,N/A,N/A
Monopoly Gamer: Mario Kart,Joe Bradford,N/A,N/A,N/A,N/A
18VA,David G. D. Hecht,N/A,N/A,N/A,N/A
