Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Earth,Maxime Tardif,N/A,N/A,N/A,N/A
Star Wars: Outer Rim,Corey Konieczka,N/A,N/A,N/A,N/A
Welcome to the Moon,Alexis Allard,Benoit Turpin,N/A,N/A,N/A
Dune,Bill Eberle,Jack Kittredge,Peter Olotka,N/A,N/A
Great Western Trail: Argentina,Alexander Pfister,N/A,N/A,N/A,N/A
This War of Mine: The Board Game,Michał Oracz,Jakub Wiśniewski,N/A,N/A,N/A
Chaos in the Old World,Eric M. Lang,N/A,N/A,N/A,N/A
War of the Ring,Roberto Di Meglio,Marco Maggi,Francesco Nepitello,N/A,N/A
Meadow,Klemens Kalicki,N/A,N/A,N/A,N/A
Memoir '44,Richard Borg,Richard Borg,Richard Borg,N/A,N/A
7 Wonders (Second Edition),Antoine Bauza,N/A,N/A,N/A,N/A
The Red Cathedral,Isra C.,Shei S.,N/A,N/A,N/A
Descent: Journeys in the Dark (Second Edition),Daniel Clark (I),Corey Konieczka,Adam Sadler,Kevin Wilson,N/A
Sagrada,Adrian Adamescu,Daryl Andrews,N/A,N/A,N/A
Modern Art,Reiner Knizia,N/A,N/A,N/A,N/A
Sekigahara: The Unification of Japan,Matt Calkins,N/A,N/A,N/A,N/A
Cosmic Encounter,Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka,Kevin Wilson
Space Base,John D. Clair,N/A,N/A,N/A,N/A
Castles of Mad King Ludwig,Ted Alspach,N/A,N/A,N/A,N/A
Star Wars: The Deckbuilding Game,Caleb Grace,N/A,N/A,N/A,N/A
John Company: Second Edition,Cole Wehrle,N/A,N/A,N/A,N/A
The Resistance: Avalon,Don Eskridge,N/A,N/A,N/A,N/A
Paleo,Peter Rustemeyer,N/A,N/A,N/A,N/A
Go,(Uncredited),N/A,N/A,N/A,N/A
Railways of the World,Glenn Drover,Martin Wallace,N/A,N/A,N/A
A Game of Thrones: The Board Game (Second Edition),Christian T. Petersen,N/A,N/A,N/A,N/A
Azul: Summer Pavilion,Michael Kiesling,N/A,N/A,N/A,N/A
Horrified,Prospero Hall,Peter Lee,N/A,N/A,N/A
Clash of Cultures: Monumental Edition,Christian Marcussen,N/A,N/A,N/A,N/A
Ticket to Ride: Nordic Countries,Alan R. Moon,N/A,N/A,N/A,N/A
Ora et Labora,Uwe Rosenberg,N/A,N/A,N/A,N/A
Return to Dark Tower,Tim Burrell-Saward,Isaac Childres,Noah Cohen,Rob Daviau,N/A
Carcassonne,Klaus-Jürgen Wrede,Doris Matthäus,N/A,N/A,N/A
Captain Sonar,Roberto Fraga,Yohan Lemonnier,N/A,N/A,N/A
Splendor,Marc André,N/A,N/A,N/A,N/A
Commands & Colors: Ancients,Richard Borg,N/A,N/A,N/A,N/A
Suburbia,Ted Alspach,N/A,N/A,N/A,N/A
Village,Inka Brand,Markus Brand,N/A,N/A,N/A
Ankh: Gods of Egypt,Eric M. Lang,N/A,N/A,N/A,N/A
Aeon's End: Legacy,Jenny Iglesias,Nick Little (I),Kevin Riley,N/A,N/A
Dead of Winter: A Crossroads Game,Jonathan Gilmour-Long,Isaac Vega,N/A,N/A,N/A
Tichu,Urs Hostettler,N/A,N/A,N/A,N/A
Andromeda's Edge,Luke Laurie,Maximus Laurie,N/A,N/A,N/A
The Taverns of Tiefenthal,Wolfgang Warsch,N/A,N/A,N/A,N/A
Nidavellir,Serge Laget,N/A,N/A,N/A,N/A
Star Realms: Colony Wars,Robert Dougherty,Darwin Kastle,N/A,N/A,N/A
YINSH,Kris Burm,N/A,N/A,N/A,N/A
Ticket to Ride,Alan R. Moon,Alan R. Moon,N/A,N/A,N/A
Paths of Glory,Ted Raicer,Ted Raicer,N/A,N/A,N/A
Coimbra,Flaminia Brasini,Virginio Gigli,N/A,N/A,N/A
Under Falling Skies,Tomáš Uhlíř,N/A,N/A,N/A,N/A
KLASK,Mikkel Bertelsen,N/A,N/A,N/A,N/A
Calico,Kevin Russ,N/A,N/A,N/A,N/A
My City,Reiner Knizia,N/A,N/A,N/A,N/A
Secret Hitler,Mike Boxleiter,Tommy Maranges,Max Temkin,N/A,N/A
Nations,Rustan Håkansson,Nina Håkansson,Einar Rosén,Robert Rosén,N/A
Near and Far,Ryan Laukat,N/A,N/A,N/A,N/A
Camel Up (Second Edition),Steffen Bogen,N/A,N/A,N/A,N/A
Cyclades,Bruno Cathala,Ludovic Maublanc,N/A,N/A,N/A
Combat Commander: Europe,Chad Jensen,N/A,N/A,N/A,N/A
Dinosaur Island,Jonathan Gilmour-Long,Brian Lewis,N/A,N/A,N/A
Fantasy Realms,Bruce Glassco,N/A,N/A,N/A,N/A
Codenames: Duet,Vlaada Chvátil,Scot Eaton,N/A,N/A,N/A
La Granja,Michael Keller (II),Andreas Odendahl,N/A,N/A,N/A
Thunder Road: Vendetta,Dave Chalker,Brett Myers,N/A,N/A,N/A
Century: Golem Edition,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Legendary: A Marvel Deck Building Game,Devin Low,N/A,N/A,N/A,N/A
Hanamikoji,Kota Nakayama (中山 宏太),N/A,N/A,N/A,N/A
Deception: Murder in Hong Kong,Tobey Ho,N/A,N/A,N/A,N/A
Faraway,Johannes Goupy,Corentin Lebrat,N/A,N/A,N/A
"Unmatched: Battle of Legends, Volume One",Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
MicroMacro: Crime City,Johannes Sich,N/A,N/A,N/A,N/A
Sushi Go Party!,Phil Walker-Harding,N/A,N/A,N/A,N/A
Zombicide: Black Plague,Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult,N/A,N/A
Western Legends,Hervé Lemaître,N/A,N/A,N/A,N/A
Samurai,Reiner Knizia,Reiner Knizia,N/A,N/A,N/A
Flamme Rouge,Asger Harding Granerud,N/A,N/A,N/A,N/A
Bomb Busters,Hisashi Hayashi,N/A,N/A,N/A,N/A
Isle of Skye: From Chieftain to King,Andreas Pelikan,Alexander Pfister,N/A,N/A,N/A
Vindication,Marc Neidlinger,N/A,N/A,N/A,N/A
Glory to Rome,Ed Carter (III),Carl Chudyk,N/A,N/A,N/A
Roll Player,Keith Matejka,N/A,N/A,N/A,N/A
The Princes of Florence,Wolfgang Kramer,Richard Ulrich,Jens Christopher Ulrich,N/A,N/A
Hallertau,Uwe Rosenberg,N/A,N/A,N/A,N/A
Tapestry,Jamey Stegmaier,N/A,N/A,N/A,N/A
So Clover!,François Romain,N/A,N/A,N/A,N/A
Sea Salt & Paper,Bruno Cathala,Théo Rivière,N/A,N/A,N/A
Pulsar 2849,Vladimír Suchý,N/A,N/A,N/A,N/A
Hero Realms,Robert Dougherty,Darwin Kastle,N/A,N/A,N/A
