Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
1572: The Lost Expedition,Mike Heiman,N/A,N/A,N/A,N/A
Rolling Village,D. Di Maggio,N/A,N/A,N/A,N/A
Black Stories 3,Holger Bösch,N/A,N/A,N/A,N/A
Warhammer Ancient Battles,Jervis Johnson,Alan Perry,Michael Perry,Rick Priestley,N/A
Stalk Exchange,Christopher Ryan Chan,N/A,N/A,N/A,N/A
DerrocAr: The Week of Five Presidents,Bruss Brussco,N/A,N/A,N/A,N/A
Castello Methoni,Leo Colovini,N/A,N/A,N/A,N/A
Diceland: Deep White Sea,James Ernest,Toivo Rovainen,N/A,N/A,N/A
Vintage,Gil d'Orey,N/A,N/A,N/A,N/A
Trinidad,Michele Quondam,N/A,N/A,N/A,N/A
GYM,Chris Handy (I),N/A,N/A,N/A,N/A
Tales & Games: The Pied Piper,Agnès Largeaud,N/A,N/A,N/A,N/A
The African Campaign: Designer Signature Edition,John Edwards,N/A,N/A,N/A,N/A
Animix,Mathieu Bossu,N/A,N/A,N/A,N/A
EXIT: The Game – Advent Calendar: The Intergalactic Race,Inka Brand,Markus Brand,N/A,N/A,N/A
On the Edge,John Nephew,Jonathan Tweet,N/A,N/A,N/A
Imagine Famille,Vincent Bonnard,藤田 真吾 (Shingo Fujita),Shotaro Nakashima,大木基至 (Motoyuki Ohki),Hiromi Oikawa
Grimdark Future,Gaetano Ferrara,OnePageAnon,N/A,N/A,N/A
Pocket Cats,Alexandre Aguilar,Romaric Galonnier,N/A,N/A,N/A
"Houston, We Have a Dolphin!",Andreas Wilde,N/A,N/A,N/A,N/A
Troia,Eloi Pujadas,N/A,N/A,N/A,N/A
Anima: Beyond Good and Evil,Anima Studio,Carlos B. García Aparício,N/A,N/A,N/A
Fairy,ましう (Mashiu),N/A,N/A,N/A,N/A
Jarnac,Émile Lombard,N/A,N/A,N/A,N/A
Doctor Who: Solitaire Story Game (Second Edition),Simon Cogan,N/A,N/A,N/A,N/A
Starbase Jeff,James Ernest,Jim Geldmacher,N/A,N/A,N/A
Battle of the Bards,David Gerrard,N/A,N/A,N/A,N/A
Lock 'n Load Tactical: Heroes of the Falklands,Jeff Lewis,N/A,N/A,N/A,N/A
Briscola Chiamata,N/A,N/A,N/A,N/A,N/A
Z War One: Damnation,Robert Butler,N/A,N/A,N/A,N/A
Scoundrel Society,Travis R. Chance,Nick Little (I),N/A,N/A,N/A
Red Storm Rising,Douglas Niles,N/A,N/A,N/A,N/A
Overparked,Daryl Chow,N/A,N/A,N/A,N/A
Fall of Magic,Ross Cowman,N/A,N/A,N/A,N/A
Beda Fomm,Frank Chadwick,N/A,N/A,N/A,N/A
Kings of War (Third Edition),Matthew James,Chris Morris (III),N/A,N/A,N/A
Second World War at Sea: Bismarck,Brian L. Knipple,N/A,N/A,N/A,N/A
Miller Zoo,Thomas Dagenais-Lespérance,N/A,N/A,N/A,N/A
1837: Rail Building in the Austro-Hungarian Empire,"Leonhard ""Lonny"" Orgler",N/A,N/A,N/A,N/A
Wandering Galaxy: A Crossroads Game,Jerry Hawthorne,N/A,N/A,N/A,N/A
"Unmatched: Battle of Legends, Volume Three",Noah Cohen,Rob Daviau,Brad Dilley,Justin D. Jacobson,N/A
Bangkok Klongs,Martin Schlegel,N/A,N/A,N/A,N/A
SilenZe: Zombie City,David Vaquero,N/A,N/A,N/A,N/A
Murus Gallicus,Phil Leduc,N/A,N/A,N/A,N/A
Sherlock: La copia,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
Damage Report,Alex Barbieri,N/A,N/A,N/A,N/A
War in the Desert,John Astell,N/A,N/A,N/A,N/A
Atlas Lost: Rise of the New Sovereigns,Totsuca Chuo,N/A,N/A,N/A,N/A
City Council,Elad Goldsteen,N/A,N/A,N/A,N/A
Hokito,Claude Leroy,N/A,N/A,N/A,N/A
Holding On: The Troubled Life of Billy Kerr,Michael Fox (II),Rory O'Connor,N/A,N/A,N/A
Odyseja,Przemek Dmytruszynski,Adam Kałuża,N/A,N/A,N/A
Amoeba Wars,Willis P. Carpenter,Garrett J. Donner,Michael S. Steer,N/A,N/A
Akros,Emanuele Briano,N/A,N/A,N/A,N/A
