Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
How to Host a Mystery: Star Trek – The Next Generation,(Uncredited),N/A,N/A,N/A,N/A
Pussy Cat,Christophe Boelinger,N/A,N/A,N/A,N/A
Click Clack,Birgit Hähnle,N/A,N/A,N/A,N/A
Space Bowl,Stéphane Brachet,N/A,N/A,N/A,N/A
UNO Spin,Janice Ritter,N/A,N/A,N/A,N/A
Monopoly: Game of Thrones,N/A,N/A,N/A,N/A,N/A
Unlocked: The Mansion of Mana,Sean Howard,N/A,N/A,N/A,N/A
Go: The International Travel Game,(Uncredited),N/A,N/A,N/A,N/A
Dwar7s Duel,Luís Brueh,N/A,N/A,N/A,N/A
Animal Express,Reiner Knizia,N/A,N/A,N/A,N/A
Kings Under Mountains,Alexey Konnov,Alexey Paltsev,Anatoliy Shklyarov,Trehgrannik,N/A
Czółko,N/A,N/A,N/A,N/A,N/A
Espada Negra: Juego de Mesa – Edición Dormenia,N/A,N/A,N/A,N/A,N/A
Mystery! Motive for Murder,Bruce Glassco,N/A,N/A,N/A,N/A
Play Hit,Ben (II),JB,N/A,N/A,N/A
Fliptricks,Isra C.,Shei S.,N/A,N/A,N/A
Trash War,Larry Nybo,N/A,N/A,N/A,N/A
Corks,(Uncredited),N/A,N/A,N/A,N/A
Rycerze i Zamki,Grzegorz Nawara,N/A,N/A,N/A,N/A
Would I Lie to You?,(Uncredited),N/A,N/A,N/A,N/A
Quizmysteriet,Jesper Bülow,N/A,N/A,N/A,N/A
Trivial Pursuit: Genus Edition – Bite Size,(Uncredited),N/A,N/A,N/A,N/A
Ponder,Isabel Holmberg,N/A,N/A,N/A,N/A
Exago,Mark Forsyth,N/A,N/A,N/A,N/A
Crystal Faire,Alan D. Ernstein,N/A,N/A,N/A,N/A
I Want My Teeth Back,Elan Lee,N/A,N/A,N/A,N/A
Whack a Catgirl,Chris Cieslik,N/A,N/A,N/A,N/A
Cirondo,Angus Wright,N/A,N/A,N/A,N/A
Open Fire: Solitaire Tank Combat in WWII,Gerard Christopher Klug,N/A,N/A,N/A,N/A
Treasures and Trapdoors,Mary Danby,N/A,N/A,N/A,N/A
Ligretto Probe-Version,Michael Michaels,N/A,N/A,N/A,N/A
Pit Stop,(Uncredited),N/A,N/A,N/A,N/A
Stick to Colours,Ilya Proshin,N/A,N/A,N/A,N/A
Evil Corp,Alfie Dennen,Allix Harrison,N/A,N/A,N/A
In or Out,Alfonzo Smith Jr.,Bruce Whitehill,N/A,N/A,N/A
Monkey Butt,Chris Marley,Anthony Wood,N/A,N/A,N/A
Squillo Time Travels: Satiri e Baccanti,Immanuel Casto,N/A,N/A,N/A,N/A
Slow Race!,Stefan Kloß,Anna Oppolzer,N/A,N/A,N/A
TF22 Mine,Rainer Knöbel,N/A,N/A,N/A,N/A
Dr. Hrubec,Štěpán Peterka,N/A,N/A,N/A,N/A
G.Nome,James Dickinson,N/A,N/A,N/A,N/A
Eurooppa Tietopeli,(Uncredited),N/A,N/A,N/A,N/A
MBL Pocket Pro Tour,Alara Cameron,N/A,N/A,N/A,N/A
Mistigri,N/A,N/A,N/A,N/A,N/A
The Plot to Assassinate Hitler,Jim Dunnigan,N/A,N/A,N/A,N/A
A Game For Good Christians,N/A,N/A,N/A,N/A,N/A
Il pranzo è servito,(Uncredited),N/A,N/A,N/A,N/A
Monsters of the Midway,Gali Sanchez,N/A,N/A,N/A,N/A
Miau!,Kai Haferkamp,N/A,N/A,N/A,N/A
STAKD,(Uncredited),N/A,N/A,N/A,N/A
Project KGB: The Double Agent,Earl Doherty,N/A,N/A,N/A,N/A
