Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
El Caballero,Wolfgang Kramer,Richard Ulrich,N/A,N/A,N/A
The Korean War: June 1950-May 1951,Joseph M. Balkoski,N/A,N/A,N/A,N/A
Age of Rail: South Africa,John Bohrer,N/A,N/A,N/A,N/A
Word Domination,Jeff Beck (II),N/A,N/A,N/A,N/A
Rebuilding Seattle,Quinn Brander,N/A,N/A,N/A,N/A
Entdecker,Klaus Teuber,N/A,N/A,N/A,N/A
Lone Wolves,中村 泰之 (Yasuyuki Nakamura),Anthony Perone,N/A,N/A,N/A
Night Parade of a Hundred Yokai,Luís Brueh,N/A,N/A,N/A,N/A
"Sun, Sea & Sand",Corné van Moorsel,N/A,N/A,N/A,N/A
Arcane Academy,Eric M. Lang,Kevin Wilson,N/A,N/A,N/A
Cartagena,Leo Colovini,N/A,N/A,N/A,N/A
Zany Penguins,Bruno Cathala,Matthieu Lanvin,N/A,N/A,N/A
Nocturne,David Iezzi,N/A,N/A,N/A,N/A
Boomerang: Europe,Scott Almes,N/A,N/A,N/A,N/A
Papà Paolo,Fabrice Vandenbogaerde,N/A,N/A,N/A,N/A
Histrio,Bruno Cathala,Christian Martinez,N/A,N/A,N/A
Frostgrave: Second Edition,Joseph McCullough,N/A,N/A,N/A,N/A
Shipwrights of the North Sea,Shem Phillips,N/A,N/A,N/A,N/A
Couture,佐藤 雄介 (Yusuke Sato),N/A,N/A,N/A,N/A
Santa Fe Rails,Alan R. Moon,Alan R. Moon,N/A,N/A,N/A
DOG,(Uncredited),N/A,N/A,N/A,N/A
Disney Animated,Matt Christianson,Prospero Hall,Ashwin Kamath,Chris Rowlands,N/A
Tanto Cuore: Expanding the House,Masayuki Kudou,N/A,N/A,N/A,N/A
"Downtown: Air War Over Hanoi, 1965-1972",Lee Brimmicombe-Wood,N/A,N/A,N/A,N/A
Old West Empresario,Stan Kordonskiy,N/A,N/A,N/A,N/A
Guildhall Fantasy: Fellowship,Hope S. Hwang,N/A,N/A,N/A,N/A
Icaion,Martino Chiacchiera,Marta Ciaccasassi,N/A,N/A,N/A
Uchronia,Carl Chudyk,N/A,N/A,N/A,N/A
11 nimmt!,Wolfgang Kramer,N/A,N/A,N/A,N/A
Fürstenfeld,Friedemann Friese,N/A,N/A,N/A,N/A
Yomi (Second Edition),David Sirlin,N/A,N/A,N/A,N/A
For Science!,R. Eric Reuss,N/A,N/A,N/A,N/A
Where There Is Discord: War in the South Atlantic,Daniel Hodges (I),N/A,N/A,N/A,N/A
Cockroach Salad,Jacques Zeimet,N/A,N/A,N/A,N/A
BATTALIA: The Creation,Alexandar Guerov,Ledha Guerova,N/A,N/A,N/A
American Bookshop,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A,N/A
Welcome to Centerville,Chad Jensen,N/A,N/A,N/A,N/A
The Hunters A.D. 2114,Mateusz Albricht,N/A,N/A,N/A,N/A
Pylos,David G. Royffe,N/A,N/A,N/A,N/A
Battleship Galaxies,Colby Dauch,Dustin DePenning,Jerry Hawthorne,Craig Van Ness,N/A
Rolling Ranch,Jordy Adan,N/A,N/A,N/A,N/A
Titans,Łukasz Woźniak,N/A,N/A,N/A,N/A
Pioneer Rails,Jeffrey D. Allers,Matthew Dunstan,N/A,N/A,N/A
Disney Sorcerer's Arena: Epic Alliances Core Set,Sean Fletcher,N/A,N/A,N/A,N/A
Silent War,Brien J. Miller,N/A,N/A,N/A,N/A
Verdun 1916: Steel Inferno,Walter Vejdovsky,N/A,N/A,N/A,N/A
Malifaux (Second Edition),Matt Anderson,Nathan Caroland,Redd Cohen,Aaron Darland,N/A
Star Wars: Shatterpoint,Will Shick,N/A,N/A,N/A,N/A
Tidal Blades: Banner Festival,J.B. Howell,Michael Mihealsick,N/A,N/A,N/A
War of 1812,Tom Dalgliesh,Lance Gutteridge,N/A,N/A,N/A
Level 10,Hisashi Hayashi,N/A,N/A,N/A,N/A
Mystery Rummy: Al Capone and the Chicago Underworld,Mike Fitzgerald,Nick Sauer,N/A,N/A,N/A
Bureau of Investigation: Investigations in Arkham & Elsewhere,Grégory Privat,N/A,N/A,N/A,N/A
BattleCON: Trials of Indines,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Old London Bridge,Gabriele Bubola,Leo Colovini,N/A,N/A,N/A
Subdivision,Lucas Hedgren,N/A,N/A,N/A,N/A
Federation Commander: Klingon Border,Stephen V. Cole,N/A,N/A,N/A,N/A
Good & Bad Ghosts,Alex Randolph,N/A,N/A,N/A,N/A
VektoRace,Spartaco Albertarelli,Davide Ghelfi,N/A,N/A,N/A
Star Fleet Battles: Captain's Edition Basic Set,Stephen V. Cole,N/A,N/A,N/A,N/A
Quiddler,Marsha J. Falco,N/A,N/A,N/A,N/A
Small Star Empires,Milan Tasevski,N/A,N/A,N/A,N/A
Attack on Titan: Deck-Building Game,Matt Hyra,N/A,N/A,N/A,N/A
Fast & Furious: Highway Heist,Aaron Donogh,Prospero Hall,N/A,N/A,N/A
Solarius Mission,Michael Keller (II),Andreas Odendahl,N/A,N/A,N/A
Big Top,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A,N/A
Roll For It!,Chris Leder,N/A,N/A,N/A,N/A
Queenz: To Bee or Not to Bee,Bruno Cathala,Johannes Goupy,N/A,N/A,N/A
Donning the Purple,Petter Schanke Olsen,N/A,N/A,N/A,N/A
Kingdom Defenders,Germán P. Millán,N/A,N/A,N/A,N/A
Dive,Romain Caterdjian,Anthony Perone,N/A,N/A,N/A
Goldbräu,Franz-Benno Delonge,N/A,N/A,N/A,N/A
Overseers,Guan Chih Huang,N/A,N/A,N/A,N/A
Nuclear War,Douglas Malewicki,Don Lowry,N/A,N/A,N/A
Combat! Volume 1,Ross Mortell,Ross Mortell,N/A,N/A,N/A
Dschunke,Michael Schacht,N/A,N/A,N/A,N/A
Starship Troopers,Randall C. Reed,Randall Reed,Philip S. Kosnett,Richard Hamblen,Richard Hamblen
Hoplomachus: Rise of Rome,Josh J. Carlson,Adam Carlson,N/A,N/A,N/A
Mal Trago,José Manuel Fernández Aguilera,N/A,N/A,N/A,N/A
Ascension: Gift of the Elements,Gary Arant,Justin Gary,N/A,N/A,N/A
"Smash Up: Oops, You Did It Again",Paul Peterson,N/A,N/A,N/A,N/A
Among Cultists: A Social Deduction Thriller,Stefan Godot,N/A,N/A,N/A,N/A
Judge Dredd: Helter Skelter,Martin Wallace,N/A,N/A,N/A,N/A
Exploding Kittens: Recipes for Disaster,Matthew Inman,Elan Lee,N/A,N/A,N/A
Neuroshima: Convoy,Ignacy Trzewiczek,N/A,N/A,N/A,N/A
Pixel Tactics 3,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Flock Together,Matt Mundy,N/A,N/A,N/A,N/A
Wacky Wacky West,Klaus Teuber,N/A,N/A,N/A,N/A
Marrying Mr. Darcy,Erika Svanoe,N/A,N/A,N/A,N/A
Tavarua,Cody Miller,N/A,N/A,N/A,N/A
Zombicide: Gear Up,Jordy Adan,Marco Portugal,N/A,N/A,N/A
Tribes: Dawn of Humanity,Rustan Håkansson,N/A,N/A,N/A,N/A
Subatomic: An Atom Building Game,John Coveyou,N/A,N/A,N/A,N/A
Cuzco,Stefan Feld,N/A,N/A,N/A,N/A
Senators,Haig Tahta,N/A,N/A,N/A,N/A
Apex Theropod Deck-Building Game,Herschel Hoffmeyer,N/A,N/A,N/A,N/A
Sunrise City,Isaias Vallejo,N/A,N/A,N/A,N/A
Dungeons & Dragons Basic Game,Jonathan Tweet,N/A,N/A,N/A,N/A
Steam over Holland,Bart Van Dijk,N/A,N/A,N/A,N/A
Polarity,Douglas Seaton,N/A,N/A,N/A,N/A
