Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
HUTAN: Life in the Rainforest,Asger Harding Granerud,Daniel Skjold Pedersen,N/A,N/A,N/A
India Rails,Larry Roznai,N/A,N/A,N/A,N/A
North Wind,Klaus Teuber,N/A,N/A,N/A,N/A
Panda Royale,Nathan Jenne,Jake Jenne,N/A,N/A,N/A
Cthulhu Fluxx,Keith Baker,N/A,N/A,N/A,N/A
Advanced Third Reich,Bruce Harper,Bruce Harper,Bruce Harper,N/A,N/A
Asia Engulfed,Jesse Evans,Rick Young,N/A,N/A,N/A
Ur,Paolo Mori,N/A,N/A,N/A,N/A
Techno Bowl: Arcade Football Unplugged,Brent Spivey,N/A,N/A,N/A,N/A
Sheep & Thief,Yuichi Sakashita,N/A,N/A,N/A,N/A
Munchkin Apocalypse,Steve Jackson (I),N/A,N/A,N/A,N/A
Godtear,David Carl,Alex Hall,Steve Margetson,N/A,N/A
The Faceless,Guido Albini,Martino Chiacchiera,N/A,N/A,N/A
Hex,Piet Hein,John Nash,Piet Hein,John Nash,N/A
Hearts and Minds: Vietnam 1965-1975 (Third Edition),John Poniske,N/A,N/A,N/A,N/A
Origami,Christian Giove,N/A,N/A,N/A,N/A
Catherine: The Cities of the Tsarina,Johannes Schmidauer-König,N/A,N/A,N/A,N/A
Friese's Landlord,Friedemann Friese,N/A,N/A,N/A,N/A
Kodachi,Adam West,N/A,N/A,N/A,N/A
Crescent Moon,Steven Mathers,N/A,N/A,N/A,N/A
Push It,Leeson George,N/A,N/A,N/A,N/A
Mechanica,Mary Flanagan,Emma Hobday,Max Seidman,N/A,N/A
Infiltraitors,John Kean,Liam Kean,N/A,N/A,N/A
Maladum: Dungeons of Enveron,Stewart Gibbs,Colin Young,N/A,N/A,N/A
Junk Drawer,David Smith,N/A,N/A,N/A,N/A
Mystery of the Temples,Wei-Min Ling,N/A,N/A,N/A,N/A
Tea for 2,Cédrick Chaboussit,N/A,N/A,N/A,N/A
"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",Gene Billingsley,Mitchell Land,N/A,N/A,N/A
Warpgate,Artyom Nichipurov,N/A,N/A,N/A,N/A
Reichbusters: Projekt Vril,Jake Thornton,N/A,N/A,N/A,N/A
Valley of the Mammoths,Bruno Faidutti,N/A,N/A,N/A,N/A
Age of Mythology: The Boardgame,Glenn Drover,N/A,N/A,N/A,N/A
City of Gears,Chris Leder,N/A,N/A,N/A,N/A
Horizons,Levi Mote,N/A,N/A,N/A,N/A
Full Thrust,Jon M. Tuffley,N/A,N/A,N/A,N/A
Triumvirate,Travis Worthington,N/A,N/A,N/A,N/A
Melee,Steve Jackson (I),N/A,N/A,N/A,N/A
Junta: Viva el Presidente!,Christoph Reiser,Sebastian Resl,N/A,N/A,N/A
Top Ten 18+,Aurélien Picolet,N/A,N/A,N/A,N/A
Dark Domains,William Baldwin (I),Jeff Horger,Carla Horger,Joseph Roush,N/A
Skoventyr,Morten Monrad Pedersen,N/A,N/A,N/A,N/A
Micro Mutants: Evolution,Marco Maggi,Francesco Nepitello,N/A,N/A,N/A
Fallout: Wasteland Warfare,James Sheahan,N/A,N/A,N/A,N/A
KeyForge: Dark Tidings,Brad Andres,Richard Garfield,Aaron Haltom,N/A,N/A
Sand,Ariel Di Costanzo,Javier Pelizzari,N/A,N/A,N/A
Close Action: The Age of Fighting Sail Vol. 1,Mark A. Campbell,N/A,N/A,N/A,N/A
Dungeoneer: Tomb of the Lich Lord,Thomas Denmark,N/A,N/A,N/A,N/A
Fist of Dragonstones,Bruno Faidutti,Michael Schacht,N/A,N/A,N/A
