Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
King's Pouch,5.595,6.66,199,N/A,2014,2.79,2,4,60,60,10,N/A,N/A
The Lord of the Rings: The Mines of Moria,5.595,6.93,157,N/A,2005,2.89,2,2,30,30,12,Wargames,N/A
7 Steps,5.595,6.16,353,N/A,2014,1.74,2,4,30,30,10,Abstract,N/A
Lost Legacy: Hyakunen Senso to Ryu no Miko,5.595,7.15,129,N/A,2013,1.14,2,4,10,10,10,N/A,N/A
Cannon,5.595,6.93,154,N/A,2003,2.71,2,2,20,20,12,Abstract,N/A
Hold the Line:  Frederick's War,5.595,7.67,104,N/A,2013,1.88,1,2,60,60,10,Wargames,N/A
Flash Point,5.595,6.91,150,N/A,2010,2.14,1,6,30,30,12,N/A,N/A
"The Battle of Wakefield: Yorkshire, England 30 December 1460",5.595,7.31,115,N/A,2017,3.00,2,2,60,120,14,Wargames,N/A
Hacker: Deluxe Edition,5.595,6.31,330,N/A,2001,2.73,2,6,60,60,10,Thematic,N/A
DrunkQuest,5.595,6.24,403,N/A,2013,1.89,3,6,20,20,21,Party,N/A
Rush Out!,5.595,6.6,208,N/A,2021,1.33,3,5,20,30,8,N/A,N/A
"Warhammer 40,000: Codex",5.595,7.03,136,N/A,1994,3.40,2,2,120,120,10,Wargames,N/A
Halloween,5.595,8.13,83,N/A,2023,2.00,2,4,30,60,14,N/A,N/A
Bloom,5.595,6.38,257,N/A,2008,2.20,2,5,60,60,8,Family,Strategy
Misty,5.595,6.23,379,N/A,2019,1.08,2,5,15,15,6,N/A,N/A
Omen: Fires in the East,5.595,7.49,99,N/A,2019,0.00,2,2,30,30,12,N/A,N/A
Exit: The Game – The Secret of the Premiere,5.595,6.62,199,N/A,2016,1.00,1,6,20,45,12,N/A,N/A
Kiwi Chow Down,5.595,7.75,119,N/A,2023,2.43,1,4,50,50,14,N/A,N/A
Patronize,5.595,6.1,384,27.35,2013,2.14,3,5,20,20,14,N/A,N/A
Vampire,5.595,5.92,630,N/A,2000,1.34,3,5,30,30,10,Family,N/A
Microworld,5.595,6.31,279,N/A,2016,2.00,2,2,15,20,10,N/A,N/A
Warzone,5.595,6.83,169,N/A,1996,3.41,2,8,180,180,12,Wargames,N/A
Heckmeck am Karteneck,5.595,6.91,142,N/A,2021,1.40,2,6,20,20,8,N/A,N/A
Nehemiah,5.595,6.78,176,N/A,2014,2.57,2,4,45,45,10,Family,Strategy
Funkoverse Strategy Game: Harry Potter 102,5.595,7.06,146,39.95,2020,2.00,2,4,20,60,10,N/A,N/A
Armorica,5.595,6.48,225,N/A,2010,2.20,2,4,30,30,12,Strategy,N/A
Fluff,5.595,6.62,204,N/A,2018,1.25,2,4,20,30,8,N/A,N/A
Greater East Asia Co-Prosperity Sphere: War in Asia and the Pacific,5.595,7.65,101,N/A,2017,2.60,2,2,90,90,12,Wargames,N/A
"Wilson's Creek: The West's First Fight, August 10, 1861",5.595,6.61,205,N/A,1980,3.32,2,2,300,300,12,Wargames,N/A
Kernstown,5.595,8.23,90,N/A,2019,3.33,1,2,120,480,13,Wargames,N/A
"88: A Tactical Game of Armored Combat on the North African Front, 1940-1942",5.595,7.34,133,N/A,1980,3.42,2,10,60,60,12,Wargames,N/A
Broadside,5.595,6.16,427,N/A,1962,1.78,2,2,45,45,10,Wargames,N/A
Caretos,5.595,7.09,154,N/A,2020,2.20,2,4,45,60,8,Family,N/A
Bar-Lev: The Yom-Kippur War of 1973,5.595,7.39,116,N/A,1974,3.05,2,5,360,360,16,Wargames,N/A
Adigma,5.595,7.47,133,N/A,2001,1.56,2,10,90,90,14,N/A,N/A
North American Rails,5.595,6.78,178,N/A,1992,2.59,2,6,120,120,12,Strategy,N/A
Koalition,5.595,6.47,230,N/A,1992,2.29,4,10,90,90,12,Strategy,N/A
Volltreffer,5.595,6.79,154,N/A,1999,1.80,3,5,30,30,10,N/A,N/A
Wildtails: A Pirate Legacy,5.595,6.72,185,N/A,2022,1.89,1,2,30,30,12,N/A,N/A
Tag City,5.595,6.78,181,N/A,2018,1.67,2,4,20,30,8,N/A,N/A
The Same Game,5.595,7.03,134,N/A,2023,1.00,3,6,30,45,10,N/A,N/A
Porto Carthago,5.595,6.33,259,N/A,2010,3.13,3,5,90,90,12,Strategy,N/A
Animix,5.595,6.42,252,N/A,2020,1.60,2,6,10,10,8,N/A,N/A
Diner,5.595,6.07,389,N/A,2014,1.24,2,4,15,15,13,Family,N/A
Treasure Lair,5.595,6.57,211,N/A,2016,1.75,2,4,30,30,14,N/A,N/A
Stratego: Star Wars,5.595,6.09,479,N/A,2002,1.71,2,2,30,30,8,Family,Strategy
Scott Pilgrim's Precious Little Card Game,5.595,6.11,484,49.99,2017,2.64,1,4,45,60,13,N/A,N/A
Toddles-Bobbles,5.595,6.56,302,N/A,2010,1.00,2,6,15,15,4,N/A,N/A
Hunting Party,5.595,6.17,356,40.00,2005,2.44,2,5,90,90,13,N/A,N/A
Munchkin Gloom,5.595,6.27,307,N/A,2015,1.86,2,5,60,60,13,N/A,N/A
Chainsaw Warrior,5.595,5.92,748,N/A,1987,1.92,1,1,60,60,10,Thematic,N/A
FUBA,5.595,7.39,121,N/A,2013,2.64,2,2,90,90,12,Strategy,N/A
Blocky Mountains,5.595,6.99,139,N/A,2014,1.75,1,7,30,30,8,Family,N/A
Hornet Leader II,5.595,7.33,115,N/A,2005,2.06,1,1,60,60,12,Wargames,N/A
Red Poppies Campaigns: The Battles for Ypres,5.595,7.81,94,N/A,2016,2.91,2,2,120,1440,N/A,Wargames,N/A
Mint Knight,5.595,7.65,99,N/A,2022,3.25,1,1,60,90,12,N/A,N/A
DC Deck-Building Game: Injustice,5.594,7.88,100,N/A,2023,2.00,2,4,60,90,15,N/A,N/A
Berserk: War of the Realms,5.594,6.28,360,N/A,2013,2.72,2,4,40,60,13,Customizable,Strategy
The Supershow,5.594,8.24,321,N/A,2014,1.71,2,6,5,10,8,Thematic,N/A
La Belle Époque,5.594,8.07,92,N/A,2021,3.00,1,4,90,180,12,Strategy,Wargames
Blockbuster Returns,5.594,6.8,163,N/A,2020,2.00,4,10,N/A,N/A,N/A,Party,N/A
Amerika Bomber: Evil Queen of the Skies,5.594,7.84,121,N/A,2020,2.00,1,1,10,480,18,Wargames,N/A
Sandwich,5.594,6.31,323,N/A,2010,1.00,3,6,15,15,6,Party,N/A
18GL,5.594,7.27,111,N/A,2005,4.21,2,6,300,300,14,Strategy,N/A
The Romans,5.594,7.09,124,N/A,2019,3.00,1,4,90,150,14,Strategy,N/A
Gunrunners,5.594,6.4,262,27.95,2013,1.18,2,4,30,30,10,N/A,N/A
Twin Palms,5.594,6.46,279,N/A,2022,1.20,2,5,30,60,10,N/A,N/A
2GM Pacific,5.594,8.16,114,N/A,2020,2.83,1,4,30,90,12,Wargames,N/A
A Wayfarer's Tale,5.594,7.7,107,N/A,2022,1.67,1,4,15,45,10,N/A,N/A
Imperial Tide: The Great War 1914-1918,5.594,8.01,88,N/A,2022,2.27,1,2,180,240,14,Wargames,N/A
Musketeers,5.594,6.06,422,N/A,1991,1.11,2,4,20,40,8,Family,N/A
Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,5.594,6.78,166,N/A,2000,2.76,2,2,360,360,14,Wargames,N/A
Schweinebande,5.594,6.0,455,N/A,2010,1.57,2,5,30,30,8,Family,N/A
Las Vegas: The Card Game,5.594,6.3,274,N/A,2016,1.50,2,5,15,30,8,N/A,N/A
Totopoly,5.594,6.09,487,N/A,1938,1.93,2,6,90,90,8,Family,Strategy
Spectral Rails,5.594,6.32,267,32.99,2011,2.50,3,4,60,60,12,Family,Strategy
Cartagena: Die Meuterei,5.594,6.44,231,N/A,2009,2.11,2,4,45,45,10,Family,N/A
Approaching Dawn: The Witching Hour,5.594,7.31,153,25.99,2017,3.20,3,6,120,120,12,N/A,N/A
Awkward Guests 2: The Berwick Cases,5.594,8.08,90,N/A,2023,2.75,2,2,30,40,12,N/A,N/A
Panic Island!,5.594,6.42,238,N/A,2017,1.00,1,8,2,2,8,N/A,N/A
Murus Gallicus,5.594,7.01,150,N/A,2009,2.92,2,2,20,20,10,Abstract,N/A
Warehouse 13: The Board Game,5.594,7.15,155,N/A,2019,3.10,2,5,120,150,14,Thematic,N/A
The Mysteries of Peking,5.594,5.8,1314,N/A,1987,1.32,2,6,30,30,8,Children's,Family
Globalissimo,5.594,6.61,183,N/A,2008,1.44,2,6,50,50,12,N/A,N/A
Spartacus: Crisis in the Roman Republic  80-71 B.C.,5.594,6.76,188,N/A,2008,3.26,2,2,300,300,12,Wargames,N/A
Deadwood Studios USA,5.594,5.89,862,22.95,1999,1.50,2,8,60,60,12,Family,N/A
Maniacal,5.594,7.51,112,N/A,2019,2.58,2,5,60,120,8,N/A,N/A
Fliegen klatschen,5.594,5.98,607,N/A,2004,1.05,2,8,15,15,6,Children's,Party
Guardians,5.594,6.42,288,N/A,1995,2.67,2,4,45,45,12,Customizable,N/A
Curling Table Game,5.594,6.7,179,N/A,2008,1.11,2,8,5,5,12,N/A,N/A
Dino Dude Ranch,5.594,7.17,158,N/A,2016,1.50,2,5,20,40,8,Family,N/A
Dou Dizhu,5.594,6.95,157,N/A,N/A,2.23,3,4,30,30,N/A,Family,N/A
The X-Files,5.594,6.3,322,N/A,2015,2.10,2,5,60,90,13,N/A,N/A
The War of the Worlds: England,5.594,7.3,119,N/A,2018,2.39,1,1,60,60,N/A,Wargames,N/A
Zombie Tower 3D,5.594,6.63,205,N/A,2015,1.75,3,4,45,60,10,N/A,N/A
StarFall,5.594,6.25,315,33.33,2016,1.70,2,4,30,30,13,Abstract,Family
Star Fleet Battles (Commander's Edition),5.594,7.89,100,N/A,1983,4.33,2,2,180,180,12,Wargames,N/A
Jungle Speed: Safari,5.594,6.11,395,N/A,2013,1.06,2,6,15,15,5,Family,N/A
Heckmeck Junior,5.594,6.09,372,N/A,2010,1.17,2,5,20,20,5,Children's,N/A
Cloomba,5.594,6.97,168,N/A,2018,1.80,2,4,15,30,8,N/A,N/A
The Uncanny X-Men Alert Adventure Game,5.594,6.17,462,N/A,1992,1.58,2,4,60,60,9,Thematic,N/A
1837: Rail Building in the Austro-Hungarian Empire,5.594,7.4,101,N/A,1994,4.17,3,7,360,360,12,Strategy,N/A
Hoax (Second Edition),5.594,5.9,792,75.00,2016,1.71,3,6,10,20,14,Party,N/A
Black Stories 3,5.594,6.06,532,N/A,2006,1.25,2,15,45,45,14,Party,N/A
Train Heist,5.594,6.44,257,N/A,2013,2.17,2,4,30,60,12,Family,N/A
Chariots of Rome,5.594,7.19,135,N/A,2017,2.20,2,8,45,120,13,N/A,N/A
Gothic Invasion,5.594,7.18,139,N/A,2014,2.30,2,5,90,90,12,Wargames,N/A
Cuisine a la Card,5.594,6.89,165,N/A,2015,2.00,2,4,15,45,13,Family,N/A
5ive Straight,5.594,6.3,311,37.50,1958,1.68,2,9,20,20,7,Family,N/A
"The Lost Cause: The American Civil War, 1861-1865",5.594,7.29,130,N/A,2010,2.57,1,1,60,90,14,Wargames,N/A
Gloom in Space,5.593,6.74,198,25.25,2017,2.00,2,5,60,60,13,N/A,N/A
Tuareg,5.593,6.46,228,N/A,2011,1.57,2,5,30,30,10,Family,N/A
All Manor of Evil,5.593,6.58,215,N/A,2019,2.33,1,5,30,45,14,N/A,N/A
Blank,5.593,6.2,330,N/A,2017,1.20,2,6,10,15,6,Party,N/A
Magnifico,5.593,6.31,290,59.95,2008,2.63,3,5,90,90,12,Thematic,Wargames
Mini WWII,5.593,7.18,134,N/A,2018,2.29,2,4,60,120,10,Wargames,N/A
Exceed: Seventh Cross – Guardians vs. Myths Box,5.593,8.2,80,N/A,2018,3.00,2,2,5,30,10,N/A,N/A
"Last Battle: Ie Shima, 1945",5.593,7.27,130,21.99,2015,2.18,1,2,120,120,12,Wargames,N/A
The Penguin Book of Card Games,5.593,8.29,72,N/A,1979,2.00,2,2,5,5,12,N/A,N/A
Zeppelin Raider: Imperial German Naval Airships,5.593,7.65,122,N/A,2019,2.65,1,1,90,300,12,Wargames,N/A
Savannah,5.593,6.91,148,N/A,2005,2.85,2,3,240,240,12,Wargames,N/A
La Bataille de Dresde,5.593,8.84,85,170.95,2015,4.33,2,8,720,720,12,Wargames,N/A
"Warhammer 40,000 (Tenth Edition)",5.593,7.81,87,N/A,2023,4.25,2,6,60,240,12,Thematic,Wargames
Insecta: The Ladies of Entomology,5.593,6.98,149,N/A,2022,2.14,2,4,45,60,10,N/A,N/A
Atlantic Wall: D-Day to Falaise,5.593,8.23,89,199.99,2014,4.73,2,6,120,14400,16,Wargames,N/A
"Houston, We Have a Dolphin!",5.593,6.93,191,N/A,2020,2.58,3,5,20,40,12,N/A,N/A
TOKYO SIDEKICK,5.593,7.44,137,N/A,2018,2.67,2,4,45,60,12,N/A,N/A
新幕 桜降る代に決闘を 基本セット (A Duel for Falling Cherry Blossoms: New Act – Basic Set),5.593,8.29,84,N/A,2018,3.43,2,2,20,20,N/A,N/A,N/A
Cantaloop: Book 2 – A Hack of a Plan,5.593,6.32,263,N/A,2021,2.25,1,4,360,720,16,N/A,N/A
Die Firmenfeier: Das letzte Fest des Oliver Borgmann,5.593,8.28,70,N/A,2021,2.40,1,6,240,300,14,N/A,N/A
Focus,5.593,7.11,127,N/A,2023,1.20,2,2,15,15,10,N/A,N/A
Dadaocheng (Second Edition),5.593,6.83,150,N/A,2019,2.78,1,4,45,60,10,N/A,N/A
What Next?,5.593,6.63,226,N/A,2021,1.67,1,4,30,60,10,N/A,N/A
Anomaly,5.593,7.04,149,60.00,2019,2.67,2,4,45,60,14,N/A,N/A
The Warlock of Firetop Mountain,5.593,5.95,729,N/A,1986,1.86,2,6,120,120,10,Thematic,N/A
Isaribi,5.593,6.27,277,35.99,2014,2.38,3,5,45,45,10,N/A,N/A
Legions of Darkness,5.593,6.75,167,N/A,2011,2.11,1,1,30,30,10,Thematic,Wargames
Death Note: Confrontation,5.593,7.09,138,N/A,2018,2.50,2,2,30,30,16,N/A,N/A
Ya Blew It!,5.593,6.32,291,N/A,2018,1.56,3,6,20,20,8,N/A,N/A
Dog Tag Trick,5.593,7.09,125,N/A,2020,1.67,3,5,20,30,8,N/A,N/A
Oath of the Brotherhood,5.593,6.37,274,20.95,2015,2.11,2,5,60,60,12,N/A,N/A
Quicksand,5.593,6.73,170,21.99,2023,1.33,1,7,15,15,8,N/A,N/A
"Napoleon at Bay: Defend the Gates of Paris, 1814",5.593,7.66,102,N/A,1997,3.45,2,2,180,180,N/A,Wargames,N/A
Rush Hour Scramble,5.593,6.53,195,N/A,2011,1.29,2,4,20,20,8,N/A,N/A
Ringmaster: Welcome to the Big Top,5.593,6.31,348,N/A,2019,1.10,2,4,5,15,N/A,N/A,N/A
Imperial Stars II,5.593,7.19,124,120.00,2014,2.50,1,2,60,60,13,Wargames,N/A
Pensacola,5.593,7.47,111,N/A,2010,3.30,2,2,360,360,N/A,Wargames,N/A
Sheep 'n' Sheep,5.593,6.81,150,N/A,2017,2.17,2,4,20,30,8,N/A,N/A
Selfish: Space Edition,5.593,6.38,317,N/A,2018,1.00,2,5,20,20,7,N/A,N/A
Soda Smugglers,5.593,6.61,187,N/A,2022,1.36,3,8,20,20,8,Party,N/A
Aetherya,5.593,6.95,151,N/A,2022,1.75,1,4,20,20,10,N/A,N/A
Mage Noir,5.593,7.4,207,N/A,2022,2.78,2,2,15,30,14,N/A,N/A
Zephyr: Winds of Change,5.593,7.0,197,N/A,2017,3.00,1,4,20,270,13,Thematic,N/A
Aeronautica Imperialis: Wings of Vengeance,5.593,7.71,103,N/A,2019,2.00,2,2,45,90,14,Wargames,N/A
Breitenfeld,5.592,6.48,218,N/A,1976,2.09,1,2,90,90,12,Wargames,N/A
Pirate Den,5.592,6.4,269,18.49,2015,1.22,3,5,30,30,14,N/A,N/A
Sides,5.592,7.12,142,N/A,2023,1.33,2,9,30,60,10,N/A,N/A
No Return,5.592,6.73,163,N/A,2019,2.00,2,4,30,30,8,N/A,N/A
Twisty Little Passages,5.592,7.32,115,N/A,2020,2.50,1,1,30,60,12,N/A,N/A
Harald,5.592,6.27,286,14.95,2015,2.00,2,4,30,30,10,N/A,N/A
War of Honor,5.592,6.64,196,79.99,2011,3.35,2,4,60,60,12,Customizable,N/A
Help Arrives!,5.592,7.9,101,N/A,2021,3.50,1,2,120,120,N/A,Wargames,N/A
Nobel Run,5.592,6.64,209,N/A,2022,1.82,1,4,30,30,10,N/A,N/A
Fantasy Fluxx,5.592,7.03,153,20.00,2021,1.50,2,6,10,40,8,N/A,N/A
Pulp Alley,5.592,8.24,83,N/A,2012,2.33,1,4,60,120,N/A,Thematic,Wargames
National Economy,5.592,6.72,178,N/A,2015,2.40,1,4,30,45,12,N/A,N/A
Gangsters,5.592,6.28,303,N/A,1992,2.49,2,5,120,120,12,Strategy,N/A
Adventure Island,5.592,6.02,538,N/A,2018,2.13,2,5,45,90,10,Thematic,N/A
Heroica: Waldurk,5.592,5.97,547,N/A,2011,1.32,2,3,15,15,8,Children's,Family
Smart10: Harry Potter,5.592,7.05,132,N/A,2021,1.00,2,8,15,30,12,N/A,N/A
When Eagles Fight,5.592,6.65,180,N/A,1993,2.73,2,2,240,240,12,Wargames,N/A
Coin & Crown,5.592,6.6,191,N/A,2018,2.00,1,4,45,60,12,N/A,N/A
Pillars of Eternity: Lords of the Eastern Reach,5.592,6.42,309,N/A,2016,2.50,1,4,60,120,14,N/A,N/A
Master Builder,5.592,6.08,457,N/A,2008,2.05,2,4,60,60,10,Strategy,N/A
Fief 2,5.592,6.85,156,N/A,1989,2.91,3,6,120,120,10,Strategy,N/A
The Legends of Andor: The Eternal Frost,5.592,7.6,98,38.99,2023,2.50,2,4,60,90,10,N/A,N/A
Arnhem: Defiant Stand,5.592,7.63,110,N/A,2003,3.84,2,6,90,90,12,Wargames,N/A
