Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Dungeons & Dragons: Bedlam in Neverwinter,5.556,7.52,83,N/A,2023,1.56,2,6,90,270,12,N/A,N/A
Blade Rondo,5.556,6.99,90,N/A,2018,2.14,1,2,10,20,8,N/A,N/A
Dwarf King's Hold: Dead Rising,5.556,6.72,111,N/A,2011,2.69,2,2,45,45,10,Thematic,N/A
Marquis,5.556,6.24,171,N/A,2005,2.00,2,4,45,45,10,N/A,N/A
Magic Hill,5.556,5.95,341,N/A,2001,1.56,2,5,30,30,8,Children's,N/A
Gamer Over! A Game Fair Murder Mystery,5.556,7.44,61,N/A,2017,0.00,7,8,120,180,12,N/A,N/A
Roulette-Taking Game,5.556,7.32,66,N/A,2022,0.00,2,4,20,40,12,N/A,N/A
Crisis: Korea 1995,5.556,6.93,89,N/A,1992,4.33,2,4,360,360,12,Wargames,N/A
Wurst Case Scenario,5.556,6.36,157,N/A,2018,1.25,2,6,10,15,8,Family,Party
Pompiers!,5.556,6.98,76,N/A,2019,2.00,3,5,30,50,10,N/A,N/A
Cowboy Bebop: Boardgame Boogie,5.556,6.51,126,N/A,2019,2.50,1,4,60,90,14,N/A,N/A
Dexikon,5.556,6.29,163,N/A,2015,2.00,1,5,45,45,8,N/A,N/A
The Wilson Wolfe Affair,5.556,7.86,58,N/A,2017,3.00,1,10,N/A,N/A,13,N/A,N/A
Cornish Smuggler,5.556,5.9,543,N/A,2013,3.20,2,5,120,120,13,Strategy,Thematic
Wild Vikings,5.556,6.09,241,N/A,2008,1.25,2,5,15,15,6,Children's,N/A
Hangtown,5.556,7.23,78,N/A,2015,3.55,2,6,60,90,13,N/A,N/A
Doom Realm,5.556,6.99,94,N/A,2017,2.78,1,1,30,45,12,N/A,N/A
Lumis: Der Pfad des Feuers,5.556,6.42,141,N/A,2015,1.86,2,4,30,30,10,Abstract,N/A
Ahoy Treasures!,5.556,6.61,112,N/A,2006,1.10,2,4,20,20,5,Children's,N/A
"Druid: Boudicca's Rebellion, 61 A.D.",5.556,6.8,104,N/A,1984,2.69,2,2,120,240,12,Wargames,N/A
Pajarracos,5.556,6.33,183,N/A,2018,1.00,3,6,5,10,6,N/A,N/A
Moonlight Castle,5.556,7.34,68,39.11,2021,1.50,2,4,30,30,5,Children's,N/A
Legends of Novus,5.556,7.2,120,N/A,2019,1.78,1,5,45,90,12,N/A,N/A
Barbarian Vince,5.556,6.93,106,N/A,2012,1.50,1,1,N/A,N/A,N/A,N/A,N/A
Star Wars Death Star Perplexus,5.556,7.27,65,N/A,2015,1.67,1,1,N/A,N/A,8,N/A,N/A
Legends,5.556,6.42,134,N/A,2016,2.14,2,4,40,60,9,N/A,N/A
Envyra,5.556,6.91,103,N/A,2018,1.92,2,4,15,25,8,N/A,N/A
Julian: Triumph Before the Storm,5.556,7.27,67,N/A,2010,2.60,1,2,240,240,12,Wargames,N/A
Badass Riders,5.556,6.57,190,N/A,2017,1.67,2,8,20,40,12,N/A,N/A
Workshop of the World,5.556,6.44,126,N/A,2010,2.61,3,5,90,90,14,N/A,N/A
Betwixt and Between,5.556,7.24,71,N/A,2021,2.60,1,4,90,120,14,N/A,N/A
Jerusalem! Tactical Game of the 1948 War,5.556,7.02,76,N/A,1975,2.50,2,2,180,180,12,Wargames,N/A
Eight Epics,5.556,5.81,463,N/A,2015,2.00,1,8,30,30,14,Strategy,N/A
Encantados (Second/Third Edition),5.556,7.81,66,N/A,2018,1.17,2,4,20,45,10,N/A,N/A
Tornio '44,5.556,7.61,63,N/A,2015,3.00,1,2,360,600,12,Wargames,N/A
Diaballik,5.556,6.44,142,N/A,2004,2.08,2,2,20,20,8,Abstract,N/A
Molly House,5.556,8.04,46,N/A,2024,0.00,1,5,45,90,14,N/A,N/A
Heuschrecken Poker,5.556,6.57,102,N/A,2021,1.20,2,4,20,20,8,N/A,N/A
Herdeiros do Khan,5.556,7.94,54,N/A,2021,2.90,2,5,60,120,12,N/A,N/A
Word Basket,5.556,6.1,206,N/A,2002,1.10,2,8,10,10,10,N/A,N/A
Risk: Black Ops,5.556,6.84,94,N/A,2008,2.77,3,5,60,60,12,Thematic,N/A
Stratopolis,5.556,6.81,111,N/A,2012,1.82,2,2,10,20,8,Abstract,N/A
ChronoCops: Einstein's Relativity Crisis,5.556,7.26,72,N/A,2022,1.00,1,6,90,120,12,N/A,N/A
Heroes for Sale,5.556,7.44,68,N/A,2023,1.80,2,2,20,20,10,N/A,N/A
Monopoly: The Mega Edition,5.556,6.01,557,35.06,2006,2.03,2,8,90,90,8,Family,N/A
By Fire and Sword,5.556,8.03,60,N/A,2009,3.00,2,2,60,60,10,Wargames,N/A
DUOS,5.556,7.03,89,N/A,2022,1.50,2,6,15,45,8,N/A,N/A
"Aspern-Essling: Napoleon on the Danube, 1809",5.556,6.73,110,N/A,1999,3.39,1,2,60,900,N/A,Wargames,N/A
From the Moon,5.556,7.6,69,N/A,2024,3.40,1,4,90,90,14,N/A,N/A
"Oh, Pharaoh!",5.556,5.84,447,N/A,2004,1.48,2,4,40,40,10,N/A,N/A
Great Scott!,5.556,6.65,111,N/A,2016,1.00,3,5,20,45,11,N/A,N/A
Ascari: African Battles of the Italian Army 1890-1895,5.556,7.47,60,N/A,2012,2.45,2,2,60,60,10,Wargames,N/A
Crack List,5.556,6.64,109,N/A,2022,1.33,2,8,20,40,14,N/A,N/A
Parts Unknown,5.556,6.02,237,N/A,1999,1.90,4,10,90,90,10,Strategy,Thematic
Power,5.556,6.09,283,N/A,1981,2.62,2,4,30,30,10,Abstract,Wargames
Trapper,5.556,6.14,208,N/A,2007,2.05,2,4,30,60,10,Family,N/A
Funkoverse Strategy Game: Universal Monsters 100,5.556,7.48,58,20.96,2022,2.00,2,4,20,60,10,N/A,N/A
Kavango,5.556,8.78,60,N/A,2024,2.50,1,5,40,60,10,N/A,N/A
Car Wars (Fifth Edition),5.556,6.12,229,N/A,2002,2.45,2,2,60,60,12,Thematic,Wargames
Dungeon Saga Origins,5.556,8.6,60,N/A,2023,2.33,1,5,60,120,10,N/A,N/A
Isles of Terror,5.556,6.82,104,N/A,2020,2.80,1,4,30,120,12,N/A,N/A
Pacific Fleet,5.556,7.83,58,N/A,1983,4.00,2,2,360,360,12,Wargames,N/A
Greedy Kingdoms,5.556,6.57,115,N/A,2009,1.67,2,2,20,20,10,N/A,N/A
DREIst!,5.556,6.22,173,N/A,2016,1.60,1,4,10,20,8,N/A,N/A
Palace,5.556,5.95,322,N/A,N/A,1.09,2,6,20,20,8,Family,N/A
"Highway to the Reich: The Allied Airborne Invasion of Holland, 1944 (Third Edition)",5.556,7.3,79,N/A,2008,4.29,1,5,180,1440,N/A,Wargames,N/A
Bataan!,5.556,7.6,67,N/A,2010,3.88,1,2,120,1200,12,Wargames,N/A
Monstrous,5.556,5.94,323,N/A,2016,1.38,2,10,15,30,10,N/A,N/A
Shell Shock!,5.556,6.38,168,N/A,1990,3.18,2,4,240,240,12,Wargames,N/A
