Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Transformers Deck-Building Game,5.733,6.99,472,28.08,2021,2.71,1,5,45,90,13,N/A,N/A
Air Baron,5.733,6.41,780,N/A,1996,2.55,2,6,120,120,10,Strategy,N/A
Warrior Knights,5.733,6.64,583,N/A,1985,3.22,2,6,180,180,10,Strategy,Thematic
Rise of the Necromancers,5.733,7.26,401,N/A,2018,2.29,2,5,45,120,13,Strategy,Thematic
Dogs,5.733,6.89,455,N/A,2013,2.38,2,4,60,60,10,Family,N/A
Epic Resort,5.733,6.43,709,N/A,2014,2.52,2,4,60,120,12,Strategy,N/A
The Little Flower Shop,5.733,6.76,483,N/A,2018,1.42,1,4,20,20,10,Family,N/A
Lucidity: Six-Sided Nightmares,5.733,6.33,967,28.09,2018,1.88,1,4,20,30,14,Thematic,N/A
Numbsters,5.732,7.38,289,N/A,2023,1.14,1,1,10,10,8,N/A,N/A
Nations at War: White Star Rising,5.732,7.38,320,N/A,2010,2.60,2,2,45,240,16,Wargames,N/A
"The Good, the Bad, and the Munchkin",5.732,6.18,1433,69.99,2007,1.96,3,6,90,90,10,Thematic,N/A
Vom Kap bis Kairo,5.732,6.28,862,N/A,2001,1.80,2,4,30,30,10,Family,N/A
The Champion of the Wild,5.732,6.87,426,N/A,2018,1.17,3,8,20,35,8,Party,N/A
Boże Igrzysko,5.732,7.61,276,N/A,2010,3.57,3,4,120,120,12,Strategy,N/A
Dracula's Feast,5.732,6.84,474,N/A,2017,1.38,4,8,10,15,10,N/A,N/A
Space Marine Adventures: Labyrinth of the Necrons,5.732,6.84,500,23.67,2018,1.78,1,4,30,30,8,N/A,N/A
Source of the Nile,5.732,6.52,618,N/A,1978,2.95,1,6,180,180,12,Strategy,Thematic
Richard Scarry's Busytown: Eye found it! Game,5.732,6.52,629,N/A,2009,1.20,2,4,20,20,3,Children's,N/A
Gobblet Gobblers,5.732,6.32,980,N/A,2003,1.30,2,2,5,5,5,Children's,N/A
Infamy,5.732,6.82,460,N/A,2013,2.85,3,4,60,60,13,Strategy,N/A
Minerals,5.731,7.18,369,N/A,2019,1.84,2,5,30,45,8,N/A,N/A
Kingswood,5.731,6.78,486,69.99,2020,1.33,1,5,15,45,10,Family,N/A
The Key: Sabotage at Lucky Llama Land,5.731,7.2,327,29.99,2020,1.71,1,4,20,45,8,N/A,N/A
Forbidden Jungle,5.731,7.39,297,N/A,2023,2.29,2,5,45,45,10,N/A,N/A
Dawn of Peacemakers,5.731,7.18,361,N/A,2018,2.93,1,4,60,120,14,Thematic,Wargames
Castellan,5.731,6.22,1001,N/A,2013,1.44,2,2,30,45,10,Abstract,Family
Viktory II,5.731,6.88,447,N/A,2006,2.41,2,8,60,60,10,Strategy,Wargames
Relationship Tightrope,5.731,6.16,1076,N/A,1999,1.34,3,5,30,30,8,Family,N/A
Ancient Realm,5.731,7.31,296,N/A,2023,2.33,1,1,15,15,8,N/A,N/A
Garum,5.731,7.47,317,N/A,2019,1.67,2,4,30,40,8,Family,N/A
Dreamwell,5.731,6.5,691,23.88,2016,2.29,2,4,45,45,14,Abstract,N/A
The Spoils,5.731,6.94,526,N/A,2006,2.77,2,6,40,40,13,Customizable,N/A
Monsters Menace America,5.731,5.98,2310,199.99,2005,1.84,2,4,90,90,12,Thematic,N/A
"The Peloponnesian War, 431-404 BC",5.731,6.78,474,N/A,1991,3.13,1,2,120,120,12,Wargames,N/A
The Cousins' War (Second Edition),5.731,7.19,320,N/A,2018,2.08,2,2,30,30,12,Wargames,N/A
South Pacific: Breaking the Bismarck Barrier 1942-1943,5.731,7.85,230,N/A,2016,4.15,2,2,90,120,12,Wargames,N/A
History Maker Baseball,5.73,8.27,223,N/A,2013,2.23,1,2,30,30,N/A,Thematic,N/A
Fairytale Gloom,5.73,6.48,716,N/A,2015,1.56,2,5,30,60,13,Thematic,N/A
Advanced Squad Leader: Starter Kit #4 – Pacific Theater of Operations,5.73,8.67,182,N/A,2019,4.33,2,2,180,180,12,Wargames,N/A
Clash of Rage,5.73,7.34,378,N/A,2018,2.32,1,4,45,90,14,Wargames,N/A
Conquest of the Empire,5.73,6.29,1056,N/A,1984,2.53,2,6,180,240,10,Wargames,N/A
Knights of Charlemagne,5.73,6.38,718,30.00,1995,1.42,2,4,30,30,8,Family,N/A
Saltlands,5.73,6.79,522,N/A,2016,2.75,1,6,90,120,12,Thematic,N/A
Epic Armageddon,5.73,7.63,283,N/A,2003,3.10,2,8,120,120,12,Thematic,Wargames
Blox,5.73,6.55,579,N/A,2008,2.08,2,4,45,45,10,Abstract,Family
Car Wars Compendium,5.73,7.17,338,N/A,1989,3.28,2,8,45,45,10,Thematic,N/A
Confrontation,5.73,7.09,397,N/A,2000,3.42,2,2,120,120,10,Customizable,Wargames
Cartaventura: Vinland,5.73,6.34,867,10.34,2021,1.13,1,6,45,45,10,Thematic,N/A
Enemy at the Gates,5.73,7.64,276,N/A,1994,4.40,1,4,240,6000,12,Wargames,N/A
Celebrities,5.729,7.24,303,N/A,N/A,1.19,4,30,90,90,N/A,Party,N/A
Paku Paku,5.729,6.4,725,N/A,2017,1.00,2,8,10,10,8,Party,N/A
Untamed: Feral Factions,5.729,7.39,367,N/A,2019,2.30,2,3,20,30,10,N/A,N/A
Corsair Leader,5.729,7.66,287,N/A,2005,2.42,1,1,45,120,12,Wargames,N/A
Revolver Noir,5.729,7.27,318,N/A,2021,1.50,2,2,15,15,10,N/A,N/A
Hitler's Reich: WW2 in Europe,5.729,6.79,489,N/A,2018,3.13,1,2,120,120,14,Wargames,N/A
BattleTech: Beginner Box,5.729,7.88,250,N/A,2019,2.40,1,2,120,120,N/A,N/A,N/A
Five Three Five,5.729,7.11,336,N/A,2020,1.71,2,6,15,30,8,N/A,N/A
Almadi,5.729,6.74,455,N/A,2021,2.08,2,5,30,45,10,N/A,N/A
Sweden Fights On,5.729,7.69,234,N/A,2003,3.57,2,2,240,240,12,Wargames,N/A
Aquarius,5.729,6.06,1848,22.58,1998,1.14,2,5,10,30,6,Family,N/A
Wings of Glory: WW2 Starter Set,5.729,7.42,313,N/A,2012,2.62,2,4,45,45,8,Wargames,N/A
Robber Knights,5.729,6.1,1354,20.93,2005,2.01,2,4,45,45,8,Family,N/A
Targui,5.729,6.39,768,N/A,1988,2.38,2,4,120,120,12,Strategy,Wargames
Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,5.729,8.58,202,N/A,2014,3.82,2,2,360,720,N/A,Wargames,N/A
Freedom!,5.728,7.76,263,N/A,2020,2.82,2,2,90,120,12,Wargames,N/A
Scarab Lords,5.728,6.02,1645,N/A,2002,1.91,2,2,20,40,12,Strategy,N/A
Ancient Civilizations of the Inner Sea,5.728,6.61,595,73.97,2019,2.48,1,6,120,300,14,Strategy,Wargames
SiegeStorm: SiegeMode,5.728,7.53,344,N/A,2019,2.63,1,4,20,30,14,N/A,N/A
HerStory,5.728,6.8,424,39.95,2022,1.33,2,5,30,60,8,Family,N/A
Side Effects,5.728,6.81,576,N/A,2017,1.20,2,8,10,30,13,N/A,N/A
Paradox,5.728,6.99,412,N/A,2016,2.44,2,4,40,120,10,Strategy,N/A
Whistling Death,5.728,8.24,275,N/A,2003,4.34,1,4,240,240,14,Wargames,N/A
ONUS! Rome Vs Carthage,5.728,7.65,324,N/A,2014,2.81,1,4,60,60,12,Wargames,N/A
BuyWord,5.728,6.24,934,N/A,2004,1.81,1,4,45,45,8,Family,N/A
Gettysburg (125th Anniversary Edition),5.728,6.63,578,N/A,1988,2.00,2,2,90,90,12,Wargames,N/A
Mazescape: Labýrinthos,5.727,6.73,510,N/A,2021,1.00,1,1,5,90,8,N/A,N/A
Pit Crew,5.727,6.42,655,N/A,2017,1.20,2,9,15,30,8,Family,Party
Deja Vu: Fragments of Memory,5.727,7.07,347,N/A,2018,2.67,2,4,45,90,14,Strategy,N/A
Bretagne,5.727,6.69,493,N/A,2015,3.40,2,4,90,120,14,Strategy,N/A
Shephy,5.727,6.74,458,36.00,2013,1.43,1,1,15,15,12,N/A,N/A
Waterloo,5.727,6.89,405,N/A,2009,3.25,2,2,180,180,13,Wargames,N/A
Fish Cook,5.727,6.96,390,14.68,2012,1.86,2,6,45,45,12,Thematic,N/A
Caesar: Conquest of Gaul,5.727,7.3,309,N/A,1998,3.54,2,4,240,240,12,Wargames,N/A
Railroad Rivals,5.727,6.49,655,46.45,2018,2.06,1,5,30,60,8,N/A,N/A
Ninja Academy,5.727,6.65,519,9.99,2019,1.00,3,5,20,20,8,N/A,N/A
Chang Cheng,5.727,6.16,1120,54.99,2007,2.29,2,4,60,60,12,Strategy,N/A
The Road,5.727,8.02,228,N/A,2021,2.18,1,1,30,45,10,N/A,N/A
Hoplite,5.727,7.75,240,N/A,2014,3.48,1,4,60,480,13,Wargames,N/A
Ace of Aces: Handy Rotary Deluxe Edition,5.727,7.14,343,N/A,1986,1.84,2,2,20,20,12,Wargames,N/A
Teenage Mutant Ninja Turtles Dice Masters,5.727,7.08,360,N/A,2016,2.33,2,4,30,30,14,N/A,N/A
Sherlock: Paradero Desconocido,5.726,6.83,423,N/A,2018,1.89,1,8,60,60,8,N/A,N/A
30 Rails,5.726,6.54,605,N/A,2016,1.76,1,8,20,30,10,Family,N/A
Canasta Caliente,5.726,6.33,860,69.98,2000,1.72,2,6,60,60,7,Family,N/A
Ninja: Legend of the Scorpion Clan,5.726,6.48,639,39.90,2011,2.65,2,4,45,45,12,Strategy,Thematic
Trans-Siberian Railroad,5.726,7.14,317,30.00,2015,3.08,3,5,45,90,N/A,Strategy,N/A
Gettysburg,5.726,7.16,316,N/A,2010,2.84,2,2,180,180,13,Wargames,N/A
Black Spy,5.726,6.34,742,11.90,1981,1.40,3,6,45,45,14,Family,N/A
Hidden Games Crime Scene: Green Poison,5.726,8.11,198,N/A,2020,2.22,1,6,90,180,14,N/A,N/A
Wings of War: Fire from the Sky,5.726,7.18,342,N/A,2009,2.03,2,6,30,30,13,Customizable,Wargames
Babylon 5 Collectible Card Game,5.726,6.75,526,N/A,1997,3.12,2,10,60,60,10,Customizable,N/A
Codenames: Marvel,5.726,6.2,1117,39.93,2017,1.17,2,8,15,15,8,N/A,N/A
A Touch of Evil: 10 Year Anniversary Edition,5.726,8.32,203,N/A,2020,2.43,1,8,60,120,12,N/A,N/A
Federation Commander: Romulan Border,5.726,7.72,259,99.95,2006,3.51,2,8,60,60,10,Thematic,Wargames
Braggart,5.726,6.31,926,N/A,2010,1.22,2,6,30,30,10,Family,Party
Star Wars: Shatterpoint,5.725,8.16,237,101.25,2023,3.30,2,2,90,120,N/A,N/A,N/A
Rattus Cartus,5.725,6.49,599,N/A,2012,2.16,2,5,30,45,10,Family,Strategy
Würfelland,5.725,6.5,582,N/A,2018,1.07,2,4,20,20,8,N/A,N/A
Battlestar Galactica: Starship Battles – Starter Set,5.725,7.85,284,44.95,2018,3.21,2,4,30,60,8,Wargames,N/A
Amazons,5.725,7.18,329,N/A,1992,2.84,2,2,30,30,12,Abstract,N/A
Quietville,5.725,6.2,996,N/A,2006,1.42,3,5,30,30,8,Family,N/A
Take It to the Limit!,5.725,6.82,438,N/A,2006,2.05,1,6,45,45,10,Abstract,N/A
Quixo,5.725,6.23,969,N/A,1995,1.61,2,4,15,15,8,Abstract,N/A
Blue vs. Gray,5.725,6.74,468,N/A,1999,2.80,2,4,120,120,12,Wargames,N/A
Archmage,5.725,6.63,574,N/A,2018,3.25,1,4,60,120,14,Strategy,N/A
My Happy Farm,5.725,6.37,755,N/A,2011,1.68,2,4,45,45,8,Family,N/A
DIG,5.725,6.33,780,N/A,2017,1.24,2,4,10,10,10,Family,N/A
Linkee!,5.725,6.36,811,N/A,2012,1.13,2,30,30,30,14,N/A,N/A
Battlestations: Second Edition,5.725,7.88,278,74.95,2017,3.70,2,9,60,180,13,Thematic,N/A
Empires of the Ancient World,5.725,6.63,541,N/A,2000,2.98,3,5,120,180,12,Strategy,N/A
Ensemble,5.725,6.89,408,N/A,2021,1.05,2,10,15,30,8,Party,N/A
Lobotomy 2: Manhunt,5.725,8.27,217,N/A,2022,3.09,1,5,60,120,14,N/A,N/A
Herbalism,5.725,6.56,598,N/A,2017,2.00,3,4,15,30,8,Family,N/A
Mogul,5.725,6.46,602,N/A,2002,1.93,3,6,45,45,13,Strategy,N/A
Trudvang Legends,5.725,6.97,525,97.79,2022,2.46,1,4,60,60,14,Thematic,N/A
Core Space: First Born,5.724,8.34,228,73.55,2021,3.73,1,6,45,180,14,Thematic,N/A
"Agricola, Master of Britain",5.724,7.1,348,N/A,2016,2.54,1,1,60,90,14,Wargames,N/A
Exodus Fleet,5.724,7.19,336,49.29,2017,2.95,2,5,60,120,13,Strategy,N/A
1000 Blank White Cards,5.724,6.69,533,N/A,1996,1.38,3,99,60,60,5,Party,N/A
Fractal: Beyond the Void,5.724,8.0,268,N/A,2023,3.36,1,4,60,180,13,Strategy,Wargames
The Barbarossa Campaign,5.724,7.82,231,N/A,2010,3.07,1,1,40,40,14,Wargames,N/A
Roads to Leningrad,5.724,7.5,275,N/A,2004,3.38,1,2,180,180,12,Wargames,N/A
Alien vs Predator: The Hunt Begins,5.723,6.9,572,N/A,2015,3.48,1,3,60,120,12,Thematic,Wargames
"Brazen Chariots: Battles for Tobruk, 1941",5.723,8.45,190,N/A,2019,3.62,1,4,N/A,N/A,N/A,Wargames,N/A
3000 Scoundrels,5.723,6.53,635,47.90,2022,2.14,2,4,60,90,12,Family,Strategy
Skylands,5.723,6.72,472,59.07,2018,2.14,2,4,30,45,8,N/A,N/A
The Menace Among Us,5.723,7.11,357,N/A,2019,1.75,4,8,40,60,14,Party,N/A
Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1,5.723,7.7,249,N/A,2010,4.07,1,1,60,9000,12,Wargames,N/A
Mystery House: Adventures in a Box,5.723,6.29,830,N/A,2019,2.14,1,5,60,60,14,Thematic,N/A
Jurassic World: The Legacy of Isla Nublar,5.723,7.24,355,96.02,2022,3.18,1,4,90,150,10,N/A,N/A
Longstreet Attacks: The Second Day at Gettysburg,5.723,8.56,180,65.49,2018,3.42,1,4,90,720,12,Wargames,N/A
Blitz Bowl: Ultimate Edition,5.723,8.29,196,N/A,2022,2.38,2,2,30,45,12,N/A,N/A
Shitenno,5.722,6.72,444,N/A,2011,2.72,2,4,60,60,12,Strategy,N/A
Crimson Skies,5.722,7.16,389,N/A,1998,2.93,2,2,180,180,12,Wargames,N/A
Hybrid,5.722,7.35,332,N/A,2003,3.16,2,2,120,120,12,Thematic,N/A
The Ming Voyages,5.722,6.99,384,N/A,2020,2.50,1,2,30,30,12,Strategy,Wargames
Die Fiesen 7,5.722,6.4,785,N/A,2015,1.07,2,6,15,25,8,Party,N/A
Oz Fluxx,5.722,6.29,921,16.80,2012,1.51,2,6,10,40,8,Family,Party
Giro d'Italia: The Game,5.722,7.13,330,N/A,2009,2.54,2,10,45,120,14,Strategy,N/A
Dragon Farkle,5.722,6.38,721,29.99,2015,1.56,2,5,30,30,13,Family,Party
Penny Papers Adventures: The Valley of Wiraqocha,5.722,6.55,557,N/A,2018,1.91,1,99,20,20,9,N/A,N/A
Anno Domini: Flopps,5.722,6.8,424,N/A,2001,1.39,2,8,30,30,10,Family,Party
Sounds Fishy,5.722,6.94,420,19.82,2022,1.00,4,10,30,30,10,Party,N/A
Chain of Command,5.722,8.35,206,N/A,2013,3.23,2,4,120,120,14,Wargames,N/A
TSCHAK!,5.722,6.31,782,N/A,2011,1.56,2,4,40,40,13,Family,N/A
Saboteur: The Duel,5.722,6.01,2040,11.30,2014,1.25,1,2,30,30,8,Family,N/A
Guild Master,5.722,7.34,312,N/A,2020,2.89,2,4,60,120,13,N/A,N/A
Old School Tactical: Volume 1 – Fighting on the Eastern Front 1941/42,5.721,8.19,227,N/A,2016,2.76,2,2,60,60,N/A,Wargames,N/A
Rossio,5.721,7.07,363,N/A,2020,1.81,1,4,30,45,8,Family,N/A
Nemeton,5.721,6.91,408,N/A,2018,2.49,2,4,75,75,12,N/A,N/A
Blood & Roses,5.721,7.51,256,49.95,2014,2.86,2,2,120,120,N/A,Wargames,N/A
Eminent Domain: Battlecruisers,5.721,6.32,756,24.95,2016,2.00,3,5,20,30,13,N/A,N/A
Pocket Civ,5.721,6.62,534,N/A,2005,2.76,1,2,30,30,12,Strategy,N/A
Samurai,5.721,7.06,350,N/A,1996,3.49,2,2,180,180,12,Wargames,N/A
Ligny 1815: Last Eagles,5.721,8.24,210,N/A,2017,3.38,1,4,60,600,14,Wargames,N/A
Vineta,5.721,6.19,1074,69.99,2008,2.01,2,6,45,45,10,Family,Strategy
Blackbeard: The Golden Age of Piracy,5.721,6.12,1211,39.95,2008,3.34,1,5,120,120,12,Thematic,Wargames
MOB: Big Apple,5.721,7.05,353,N/A,2022,2.08,2,2,30,45,14,N/A,N/A
Hoot Owl Hoot!,5.721,6.42,757,18.99,2010,1.05,2,4,15,15,4,Children's,N/A
Last Chance for Victory: The Battle of Gettysburg,5.721,8.8,167,N/A,2014,4.07,2,2,60,60,15,Wargames,N/A
"Mrs Thatcher's War: The Falklands, 1982",5.721,7.95,224,N/A,2017,2.76,1,1,100,250,12,Wargames,N/A
Ebbe & Flut,5.72,6.48,581,N/A,2000,1.89,1,2,30,45,10,Abstract,N/A
Wishland,5.72,7.18,352,N/A,2021,2.57,1,4,60,90,14,Family,Strategy
Munchkin Dungeon,5.72,6.66,588,69.99,2020,2.13,2,5,60,90,14,N/A,N/A
The Arab-Israeli Wars: Tank Battles in the Mideast,5.72,6.43,727,N/A,1977,3.22,2,2,240,240,14,Wargames,N/A
Relics of Rajavihara,5.72,7.23,335,49.99,2021,1.56,1,1,15,60,12,N/A,N/A
