Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
King of Chicago,5.566,6.56,180,N/A,2005,2.57,2,6,120,120,14,N/A,N/A
Mysthea: The Fall,5.566,7.99,65,N/A,2020,3.67,2,5,90,120,14,N/A,N/A
General Quarters,5.566,7.28,81,N/A,1975,2.30,N/A,N/A,90,240,12,Wargames,N/A
"Sinai: The Arab-Israeli Wars – '56, '67 and '73",5.566,6.19,239,N/A,1973,2.61,2,2,210,210,12,Wargames,N/A
The Sinking of the Titanic,5.566,6.19,286,N/A,1975,1.33,2,4,60,60,8,Children's,Family
Nur Peanuts!,5.565,6.11,256,N/A,2001,1.70,2,6,45,45,8,Family,N/A
Highlanders,5.565,6.19,220,N/A,1993,2.05,3,5,90,90,12,Wargames,N/A
Cangaceiros,5.565,7.24,91,55.00,2023,3.33,2,5,60,120,13,N/A,N/A
Lost Cities: Auf Schatzsuche,5.565,6.49,136,N/A,2019,1.38,2,4,20,20,10,Family,N/A
"Run, Ghost, Run!",5.565,6.58,138,N/A,2021,1.50,2,4,30,45,8,N/A,N/A
New York 1776,5.565,6.96,102,N/A,2014,2.30,2,2,120,120,13,Wargames,N/A
X-Men: Mutant Revolution,5.565,6.23,226,44.99,2015,3.22,3,4,120,180,14,N/A,N/A
Napoleon at the Crossroads,5.565,7.35,88,N/A,2006,3.50,2,4,180,180,12,Wargames,N/A
Buy the Vote!,5.565,7.17,118,N/A,2020,2.00,2,5,15,15,9,N/A,N/A
Aurelian: Restorer of the World,5.565,7.59,69,N/A,2020,2.25,1,1,60,60,N/A,Wargames,N/A
Pirates vs. Dinosaurs,5.565,6.08,261,N/A,2013,2.13,2,6,60,90,10,Thematic,N/A
Archduke,5.565,7.67,102,N/A,2020,1.50,2,6,15,25,12,N/A,N/A
Go West!,5.565,5.75,752,N/A,2005,2.25,2,4,45,45,12,Family,Strategy
Shadowstar Corsairs,5.565,7.05,108,N/A,2016,3.25,2,5,90,150,13,Strategy,N/A
Realm of Wonder,5.565,6.0,493,N/A,2014,2.18,2,6,45,45,10,Family,N/A
Nexum Galaxy,5.565,7.89,135,N/A,2021,2.30,1,4,25,55,12,Strategy,N/A
Dance Card!,5.565,7.69,81,N/A,2021,1.67,1,4,30,60,10,N/A,N/A
Arkham Noir: Collector Case #1 – The Real Leeds,5.565,7.22,76,N/A,2017,2.33,1,1,30,30,14,N/A,N/A
Nautilus,5.565,6.09,268,N/A,2012,1.60,2,2,25,25,10,N/A,N/A
Union vs. Central,5.565,6.8,110,N/A,1999,3.75,2,2,360,360,12,Strategy,N/A
Moeraki: Kemu,5.565,7.19,78,N/A,2011,2.80,2,2,25,25,8,Abstract,N/A
Kunterpunkt: Das wuselige Würfelspiel,5.565,7.36,106,N/A,2022,2.33,1,6,30,40,9,Strategy,N/A
Outburst Remix!,5.565,6.52,145,58.95,2004,1.14,2,99,30,30,18,Party,N/A
Cat Tower,5.565,5.77,992,21.09,2015,1.04,2,6,15,20,6,Family,N/A
Way of the Fighter: Super,5.565,7.43,100,N/A,2018,3.64,2,4,20,50,12,N/A,N/A
Karate Tomate,5.565,6.22,199,N/A,2018,1.25,3,10,20,20,8,Family,N/A
Le Retour de l'Empereur,5.565,7.87,66,N/A,2011,3.43,2,8,180,720,N/A,Wargames,N/A
Portal of Morth,5.565,6.65,139,N/A,2015,3.13,1,4,90,180,12,N/A,N/A
D6 Shooter,5.565,6.6,187,N/A,2016,1.25,2,4,30,60,8,N/A,N/A
ぬくみ温泉繁盛記 (Nukumi Onsen Hanjouki),5.565,7.28,77,N/A,2020,2.00,1,4,20,60,12,N/A,N/A
Warstones,5.565,6.98,126,N/A,2017,1.80,2,4,30,30,12,N/A,N/A
Road to the White House,5.565,6.16,265,N/A,1992,3.53,3,6,240,240,12,Strategy,Thematic
Pac-Man: The Board Game,5.565,6.08,321,15.60,2019,1.00,2,5,N/A,N/A,10,N/A,N/A
Korsun Pocket: Little Stalingrad on the Dnepr,5.565,7.89,60,N/A,1979,4.54,2,6,360,6000,12,Wargames,N/A
Hellweg westfalicus,5.565,6.46,148,N/A,2014,2.44,2,4,30,60,10,N/A,N/A
Leonardo da Vinci's Codex Leicester,5.565,7.92,79,N/A,2023,3.11,1,5,30,150,14,N/A,N/A
Breaking Bad: The Board Game,5.565,6.77,297,59.99,2017,2.55,3,8,60,120,18,N/A,N/A
Hyperspace,5.565,7.27,86,N/A,2023,3.00,2,6,30,150,14,N/A,N/A
Napoleon on the Danube,5.565,7.37,79,N/A,1992,2.46,2,2,240,600,N/A,Wargames,N/A
Around the World in 80 Days,5.565,6.0,334,N/A,1986,1.65,2,6,60,60,10,Family,N/A
Five Leagues From The Borderlands: 3rd Edition,5.565,8.41,68,N/A,2022,3.50,1,2,30,120,13,Wargames,N/A
Zagor: Odissea Americana,5.565,7.62,81,N/A,2016,3.00,2,5,60,90,14,Strategy,Thematic
Reiner Knizia's Amazing Flea Circus,5.565,5.8,622,N/A,2003,1.06,2,6,10,10,6,Family,N/A
Arriala: Canal de Garonne,5.565,6.33,189,N/A,2010,2.33,2,4,30,30,8,N/A,N/A
Vidrasso,5.565,7.07,83,N/A,2021,2.00,2,2,20,40,12,N/A,N/A
"Festung Europa: The Campaign for Western Europe, 1943-1945",5.565,6.88,102,N/A,2016,3.00,2,2,240,240,12,Wargames,N/A
Risk: Halo Legendary Edition,5.565,6.32,232,199.99,2012,2.42,2,5,45,90,10,Wargames,N/A
Mix It,5.565,6.18,233,N/A,2015,1.09,2,6,5,15,5,N/A,N/A
The Stifling Dark,5.565,8.28,59,N/A,2023,3.00,2,5,60,120,14,Strategy,N/A
É Top!?: Variedades,5.565,7.47,79,N/A,2021,1.00,2,10,20,30,14,N/A,N/A
The Last Garden,5.565,6.97,110,N/A,2017,2.33,2,4,30,45,13,N/A,N/A
Kinoko,5.565,6.54,132,N/A,2022,1.00,2,4,20,20,8,N/A,N/A
The Vandermist Dossier,5.565,8.62,47,N/A,2022,2.33,1,5,120,210,14,N/A,N/A
Embark,5.565,6.91,116,N/A,2018,2.17,2,5,30,60,14,N/A,N/A
Heart of Darkness: An Adventure Game of African Exploration,5.565,7.23,91,N/A,2021,2.91,1,5,240,420,10,Wargames,N/A
Ulti,5.565,7.93,65,N/A,N/A,3.29,3,3,N/A,N/A,8,N/A,N/A
Table Golf Association,5.565,7.35,84,N/A,2022,1.50,1,8,30,120,10,N/A,N/A
Mint Condition Comics,5.565,7.25,84,N/A,2019,1.50,2,6,20,60,7,N/A,N/A
DC Comics Dice Masters: Justice Campaign Box,5.565,7.84,63,N/A,2019,0.00,2,2,30,30,13,N/A,N/A
Perplexus Rookie,5.565,6.92,92,N/A,2011,1.80,1,1,10,10,4,N/A,N/A
Eternal Dynasty,5.565,7.0,101,N/A,2015,3.00,2,5,60,150,13,Strategy,N/A
Holiday Hijinks #2: The Independence Incident,5.565,7.67,67,N/A,2021,0.00,1,4,30,60,N/A,N/A,N/A
Olé Guacamole,5.565,6.45,167,12.99,2021,1.25,2,8,15,15,10,Party,N/A
50 Clues: Dead or Alive,5.565,6.73,115,16.99,2021,2.00,1,5,90,90,16,N/A,N/A
18 Los Angeles,5.565,6.58,122,N/A,2020,3.50,2,5,180,240,N/A,N/A,N/A
Crime Zoom: A Deadly Writer,5.565,6.84,100,N/A,2020,1.00,1,6,60,60,14,N/A,N/A
Dam It!,5.565,6.58,137,N/A,2018,1.14,2,4,20,20,8,N/A,N/A
Wakening Lair,5.565,6.81,120,N/A,2018,2.00,2,6,30,40,14,N/A,N/A
Inspector Moss: House Arrest,5.564,7.24,83,N/A,2011,1.85,1,1,30,30,10,N/A,N/A
Cthulhu Wars: Duel – Extinction,5.564,7.21,81,N/A,2022,2.50,2,2,20,30,8,N/A,N/A
Montmirail & Vauchamps 1814,5.564,8.25,53,N/A,2014,3.00,2,2,240,240,N/A,Wargames,N/A
Maki Stack,5.564,6.06,309,N/A,2018,1.00,2,6,10,15,7,N/A,N/A
Cityfight: Modern Combat in the Urban Environment,5.564,6.81,122,N/A,1979,4.27,2,3,360,360,12,Wargames,N/A
Sitting Ducks Deluxe,5.564,6.1,242,N/A,2009,1.36,3,6,40,40,10,N/A,N/A
Aldabas: Doors of Cartagena,5.564,6.76,125,23.77,2022,2.17,1,4,30,45,13,N/A,N/A
Tornado Rex,5.564,6.82,155,N/A,1991,1.15,2,4,30,30,6,Children's,N/A
Armchair Cricket,5.564,6.55,166,N/A,1981,1.91,2,4,60,60,8,N/A,N/A
Mask of Moai,5.564,6.91,107,N/A,2017,1.00,2,6,30,60,10,N/A,N/A
Convert,5.564,6.89,117,N/A,2014,2.14,1,2,10,10,6,Abstract,N/A
冷たい彼女が目覚める前に (Embalming Girl),5.564,6.99,100,N/A,2020,1.67,3,6,10,10,14,Thematic,N/A
Tanto Monta: The Rise of Ferdinand and Isabella,5.564,9.05,44,N/A,2024,4.45,4,4,240,360,14,Wargames,N/A
Picassimo,5.564,6.37,172,N/A,2016,1.25,3,6,30,30,8,Family,Party
La Révolution française: La patrie en danger 1791-1795,5.564,7.24,78,N/A,1995,3.77,4,6,180,180,10,Strategy,Wargames
Pocket Pharma,5.564,6.46,165,N/A,2018,1.75,2,5,15,30,8,N/A,N/A
Genpei,5.564,7.51,74,N/A,2023,2.33,1,4,40,45,14,N/A,N/A
Soldiers: Man-to-Man Combat in World War II,5.564,6.85,107,N/A,1987,2.95,2,2,90,90,12,Wargames,N/A
Islet,5.564,7.18,93,N/A,2023,1.75,1,4,20,40,8,N/A,N/A
Sword and Sail,5.564,6.73,134,N/A,2004,1.85,2,5,30,30,12,Strategy,Wargames
Rummikub Six Player,5.564,6.64,131,N/A,1992,1.00,2,6,60,60,6,Abstract,N/A
Builders of Blankenburg,5.564,7.05,168,39.99,2016,2.70,2,5,60,90,13,Strategy,N/A
Dodelido Extreme,5.564,6.7,120,N/A,2020,1.25,2,6,20,20,8,N/A,N/A
4 Player Chess,5.564,5.99,471,49.99,1881,2.94,2,4,45,45,8,Abstract,N/A
Abstract Academy,5.564,6.86,113,N/A,2022,2.00,2,4,20,40,8,N/A,N/A
Sidibaba,5.564,5.85,494,46.98,2008,2.12,3,7,45,45,14,Family,N/A
Curse of the Dark,5.564,8.39,70,N/A,2022,2.50,1,6,120,240,14,N/A,N/A
Big Money,5.563,6.15,251,N/A,2018,1.00,2,5,30,30,8,N/A,N/A
Swing States 2012,5.563,6.93,108,N/A,2012,2.27,1,1,40,40,12,Strategy,N/A
Emboscados,5.563,7.51,77,N/A,2020,1.67,2,5,15,25,14,N/A,N/A
SOW,5.563,6.02,294,N/A,2017,1.89,2,4,15,25,10,Family,N/A
Tanuki Market,5.563,6.93,98,N/A,2019,1.40,1,5,20,20,8,N/A,N/A
Valiant Wars,5.563,7.62,80,N/A,2021,2.00,2,5,30,60,12,N/A,N/A
Ta-Da!,5.563,6.15,227,N/A,2016,1.00,2,6,10,15,N/A,N/A,N/A
Knot Dice,5.563,6.67,123,N/A,2016,1.25,1,4,10,20,5,Abstract,N/A
