Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Mini Funny Bunny,5.496,5.41,78,N/A,2004,1.00,2,4,10,10,4,Children's,N/A
Famous Forehand: The World's Smallest Tennis Game,5.496,5.29,75,N/A,2012,1.13,2,2,30,30,13,N/A,N/A
Farting Frenchies,5.496,5.4,38,N/A,2020,0.00,2,12,15,45,6,N/A,N/A
Geist,5.496,5.79,66,N/A,2004,2.50,2,5,60,60,10,N/A,N/A
Skoki Narciarskie,5.496,5.17,39,N/A,2008,1.00,1,8,20,20,N/A,N/A,N/A
UNO Blitzo,5.496,5.4,33,N/A,2000,1.00,2,4,20,20,7,N/A,N/A
Bonaparte,5.496,5.44,33,N/A,2006,3.88,2,6,180,180,12,Wargames,N/A
Dino Dice,5.496,5.42,84,N/A,1993,1.20,2,6,10,10,8,Family,N/A
Crazy Diamond & Karatino,5.496,5.37,46,N/A,2006,1.71,2,6,60,60,8,N/A,N/A
Sea Kings,5.496,5.37,38,N/A,2015,1.11,2,6,45,45,10,N/A,N/A
kNOW!,5.496,5.42,97,N/A,2018,1.00,3,6,N/A,N/A,10,N/A,N/A
Khyber Rifles,5.496,5.52,45,N/A,1984,3.00,2,2,120,120,12,Wargames,N/A
Distant Seas: The Merchant Marine Game,5.496,5.37,38,N/A,1992,1.80,2,4,120,120,12,N/A,N/A
Lamborghini: The Official Race Game,5.496,5.46,41,N/A,2011,1.50,2,5,45,45,10,N/A,N/A
Moby Pick,5.496,5.54,65,N/A,2004,1.00,3,8,15,15,7,N/A,N/A
Harry Potter Quiz,5.496,5.25,34,N/A,2019,1.00,2,4,30,30,10,N/A,N/A
Trivial Pursuit: Genus Editie,5.496,5.35,36,N/A,1984,1.67,2,36,60,60,15,N/A,N/A
Cthulhu Mash,5.496,5.47,37,N/A,2003,2.75,1,4,60,60,12,N/A,N/A
DiceBot MegaFun,5.496,5.58,75,10.59,2017,1.00,2,4,30,30,14,N/A,N/A
Daemon Dice,5.496,5.37,31,N/A,2013,1.00,2,8,20,20,10,N/A,N/A
3 SPOT game,5.496,5.29,31,N/A,1996,1.50,2,2,10,10,6,Abstract,N/A
B.S.: The Game of Being Sneaky,5.496,5.52,33,N/A,1986,1.17,2,6,30,30,12,N/A,N/A
Monopoly: Dragon Ball Z,5.496,5.71,33,N/A,2017,1.00,2,6,60,120,8,N/A,N/A
Clue: Lost in Vegas,5.496,5.38,33,N/A,2018,1.00,2,6,15,15,12,N/A,N/A
"Game, Set, Match!",5.496,5.03,30,N/A,1999,1.00,2,8,10,10,5,Children's,N/A
For Fame & Fortune,5.496,5.36,43,N/A,2011,1.38,2,6,20,20,14,N/A,N/A
Barbarians: 70 BC - 260 AD,5.496,5.51,99,N/A,1994,2.92,1,2,240,240,12,Wargames,N/A
Flame War,5.496,5.49,79,N/A,2012,2.00,2,6,15,15,10,N/A,N/A
Sloop,5.496,5.33,52,N/A,2012,1.50,2,6,30,30,8,N/A,N/A
Rail Raiders Infinite,5.496,5.54,370,49.99,2017,1.36,2,4,30,30,14,N/A,N/A
Dallas: A Game of the Ewing Family,5.496,5.57,92,N/A,1980,1.83,2,7,120,120,12,N/A,N/A
High Stakes Drifter,5.496,5.49,111,N/A,2005,2.05,2,8,30,90,8,Customizable,N/A
Super Tock 6,5.496,5.44,54,N/A,N/A,1.50,2,6,45,45,N/A,N/A,N/A
J'te Gage Que...,5.496,5.52,510,N/A,2006,1.03,4,50,120,120,12,Party,N/A
Die grosse Auktion,5.496,5.43,47,N/A,1959,1.44,3,8,60,60,12,N/A,N/A
Monopoly: CityVille,5.496,5.6,51,N/A,2012,1.00,2,4,75,75,8,N/A,N/A
Apples to Apples: Bible Edition,5.496,5.46,168,N/A,2006,1.33,4,10,30,30,9,Party,N/A
No Bluff!,5.496,5.33,113,N/A,1997,1.33,2,6,15,30,10,N/A,N/A
Barbie Queen of the Prom Game,5.496,5.49,57,N/A,1960,1.00,2,4,20,20,6,Children's,N/A
Hold Your Breath!,5.495,5.52,197,N/A,2014,1.40,2,4,20,20,6,N/A,N/A
My Little Pony Rainbow Magic Game,5.495,5.4,38,N/A,2014,1.00,2,4,N/A,N/A,3,N/A,N/A
Youtopia: The World of Imagination,5.495,5.95,36,N/A,2015,1.00,3,8,20,20,6,N/A,N/A
Die Schule der magischen Tiere: Nicht zu fassen!,5.495,5.21,30,N/A,2018,0.00,1,4,20,20,6,N/A,N/A
The Indian Mutiny,5.495,5.47,99,N/A,1988,2.60,2,2,300,300,12,Wargames,N/A
Ace of Spies,5.495,5.57,89,N/A,2012,1.60,2,5,30,30,10,N/A,N/A
The Perilous Parlor Game,5.495,5.56,228,N/A,2002,1.75,2,4,30,30,8,Children's,N/A
Rock Jocks,5.495,5.58,41,N/A,1994,1.00,2,2,10,10,6,N/A,N/A
Take Off,5.495,5.41,100,N/A,1999,1.57,2,4,30,30,10,N/A,N/A
Master Quiz,5.495,5.25,53,N/A,N/A,1.43,2,6,90,90,N/A,N/A,N/A
"Sun, Moon, & Stars",5.495,5.42,101,N/A,2016,1.25,2,4,5,15,8,N/A,N/A
Three Little Pigs,5.495,5.37,60,N/A,2010,1.00,2,4,N/A,N/A,3,N/A,N/A
Fantasyland,5.495,5.37,69,N/A,2000,1.13,2,4,30,30,6,N/A,N/A
Cleopatra's Caboose,5.495,5.48,210,29.95,2010,2.33,3,5,90,120,10,Strategy,N/A
Dry Gulch,5.495,5.34,65,N/A,1999,1.88,3,6,150,150,10,N/A,N/A
The Livestock Market,5.495,5.56,44,N/A,2009,1.00,2,4,20,20,7,N/A,N/A
Bilekuosi,5.495,5.26,37,N/A,2008,2.43,2,6,60,60,N/A,N/A,N/A
Foreclosed!,5.495,5.54,100,17.98,2012,2.00,2,6,30,30,13,N/A,N/A
Tutankhamen's Revenge,5.495,5.47,147,N/A,1990,1.35,2,6,30,30,8,Children's,N/A
Gobbit Angry Birds,5.495,5.46,53,N/A,2016,1.00,2,8,15,15,6,N/A,N/A
Monopoly: Las Vegas,5.495,5.81,57,N/A,2000,1.75,2,6,120,120,8,N/A,N/A
Asterix & Obelix,5.495,5.49,117,N/A,2006,1.13,2,2,20,20,8,N/A,N/A
M.I.G. (Mobile Intelligence Games),5.495,5.33,51,N/A,2001,1.00,2,6,15,15,11,N/A,N/A
Dragon Whisperer,5.495,5.58,108,N/A,2013,1.56,3,6,30,30,10,N/A,N/A
UNO: UNOcorns,5.495,5.31,40,N/A,2017,1.00,2,10,N/A,N/A,7,N/A,N/A
Master and Commander: The Far Side of the World,5.495,5.52,87,N/A,2003,1.92,2,8,60,60,8,Children's,N/A
The Lords of Rock: Mosh Pit,5.495,5.67,40,N/A,2016,1.00,2,6,5,10,8,N/A,N/A
Bim Bum Bam,5.495,5.23,33,N/A,2014,1.00,2,99,5,5,8,N/A,N/A
Fish Fish,5.495,5.53,65,N/A,2013,1.20,2,8,20,20,8,N/A,N/A
Word Sweep!,5.495,5.27,30,N/A,2006,1.00,2,4,N/A,N/A,10,N/A,N/A
"Teufel, Teufel!",5.495,5.32,46,N/A,1992,2.00,2,6,60,60,10,N/A,N/A
Monopoly: Here & Now World Edition,5.495,5.31,69,N/A,2015,1.00,2,4,15,60,8,N/A,N/A
Gladiatori,5.495,5.82,76,122.31,2012,3.68,1,4,90,90,14,Strategy,N/A
Pointless: The Travel Game,5.495,5.18,39,N/A,2012,1.00,2,4,N/A,N/A,10,N/A,N/A
Cowpoker,5.495,5.45,276,N/A,2006,1.52,2,4,30,30,10,N/A,N/A
Go: The International Travel Game,5.495,5.77,159,N/A,1961,1.72,2,6,60,60,N/A,N/A,N/A
OMG,5.495,5.58,106,N/A,2015,1.20,2,6,10,20,8,N/A,N/A
Chipleader,5.495,5.6,51,N/A,2012,1.86,2,4,45,45,12,N/A,N/A
Bedlam,5.495,5.35,30,N/A,2014,0.00,2,4,30,90,13,N/A,N/A
"Therapy, The Second Session",5.495,5.3,48,N/A,1996,1.17,3,6,90,90,16,N/A,N/A
Hot Spot,5.495,5.39,84,N/A,1979,1.63,2,2,60,60,10,Wargames,N/A
Gremlins: Gizmo's Great Escape,5.495,5.21,40,N/A,2010,1.00,2,2,10,10,14,N/A,N/A
Thinking Man's Football,5.495,5.56,65,N/A,1966,2.30,2,2,90,90,N/A,N/A,N/A
Gotta Go!,5.495,5.18,30,N/A,2012,1.00,3,10,15,15,8,N/A,N/A
Bücherwurm,5.495,5.36,66,N/A,2016,1.00,2,8,10,30,8,N/A,N/A
Final Boss: The card game,5.495,5.91,65,N/A,2016,2.00,1,6,20,60,12,N/A,N/A
X Marks the Spot,5.495,5.34,52,22.94,2011,1.50,2,4,30,30,10,N/A,N/A
Carré,5.495,5.28,42,N/A,2011,1.00,2,4,30,30,8,N/A,N/A
Narnia Risk Junior,5.495,5.49,119,N/A,2006,1.95,2,4,90,90,8,Children's,Wargames
Stare! Junior Edition,5.495,5.4,45,N/A,2002,1.00,2,10,60,60,6,Children's,N/A
Henchling,5.495,5.57,34,N/A,2016,1.50,2,4,30,30,10,N/A,N/A
Cinelinx: A Card Game For People Who Love Movies,5.495,5.59,132,N/A,2014,1.60,2,6,30,60,13,Party,N/A
Ultimate Combat!,5.495,5.41,60,N/A,1995,1.83,2,2,30,30,10,Customizable,N/A
Suds,5.495,5.23,35,N/A,1997,1.00,2,4,10,10,6,N/A,N/A
Bad Hollywood,5.495,5.21,32,N/A,2004,1.75,2,4,50,50,10,Family,N/A
Great Western,5.495,5.39,80,N/A,2011,1.69,2,4,40,40,10,N/A,N/A
Monsta,5.495,5.41,66,N/A,2011,1.33,3,5,30,30,8,N/A,N/A
Sau-Bande!,5.495,5.33,63,N/A,2014,1.00,2,4,15,15,4,N/A,N/A
Um Kopf und Kragen,5.495,5.24,30,N/A,1996,1.00,3,7,30,30,10,N/A,N/A
ElfQuest Adventure Game,5.495,5.45,58,N/A,2015,1.33,1,4,60,60,12,N/A,N/A
Tor,5.495,5.35,54,N/A,1995,1.17,2,2,20,20,8,Family,N/A
Suds,5.495,5.23,35,N/A,1997,1.00,2,4,10,10,6,N/A,N/A
Bad Hollywood,5.495,5.21,32,N/A,2004,1.75,2,4,50,50,10,Family,N/A
Great Western,5.495,5.39,80,N/A,2011,1.69,2,4,40,40,10,N/A,N/A
Monsta,5.495,5.41,66,N/A,2011,1.33,3,5,30,30,8,N/A,N/A
Sau-Bande!,5.495,5.33,63,N/A,2014,1.00,2,4,15,15,4,N/A,N/A
Um Kopf und Kragen,5.495,5.24,30,N/A,1996,1.00,3,7,30,30,10,N/A,N/A
ElfQuest Adventure Game,5.495,5.45,58,N/A,2015,1.33,1,4,60,60,12,N/A,N/A
Tor,5.495,5.35,54,N/A,1995,1.17,2,2,20,20,8,Family,N/A
Press Here,5.495,5.31,34,N/A,2014,1.00,2,6,N/A,N/A,3,N/A,N/A
My First Triominos,5.495,5.3,51,N/A,N/A,1.00,2,4,30,30,4,N/A,N/A
Pie Rats of the Carob Bean Farm,5.495,5.93,40,N/A,2016,1.00,2,6,30,45,10,N/A,N/A
Mafia,5.495,5.58,359,N/A,2007,1.29,7,22,30,30,N/A,Party,N/A
Mine Deeper,5.495,5.91,43,N/A,2019,1.00,2,2,15,15,6,N/A,N/A
Blurt! Card Game,5.495,5.34,38,N/A,2000,1.50,3,5,20,20,8,N/A,N/A
To the Far Shore,5.495,5.4,40,N/A,1994,2.88,2,2,240,240,12,Wargames,N/A
Ninja Catfoot and the Covert Action,5.495,5.24,37,N/A,2020,1.00,1,4,15,25,7,N/A,N/A
Kivi,5.495,5.43,123,N/A,2016,1.00,2,4,30,30,8,N/A,N/A
Dilbert: The Board Game,5.495,5.55,192,N/A,2006,1.73,3,6,90,90,14,Thematic,N/A
Battlesuit,5.495,5.5,143,N/A,1983,2.38,2,2,60,60,10,Wargames,N/A
