Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Ocean Labyrinth,5.563,6.59,133,30.49,2015,1.14,2,4,20,30,7,N/A,N/A
The Red Dragon Inn: Gambling? I'm In!,5.563,6.22,275,N/A,2010,2.00,2,10,5,5,13,N/A,N/A
Tumbleweed,5.563,7.5,103,N/A,2020,2.33,2,2,2,200,2,Abstract,N/A
"Warhammer 40,000 Collectible Card Game",5.563,6.12,291,N/A,2001,2.50,2,2,45,45,10,Customizable,N/A
Fruit Spy,5.563,5.8,593,N/A,2005,1.26,3,5,15,20,8,Family,N/A
Panzer Grenadier: Airborne – Introductory Edition,5.563,6.38,169,N/A,2006,2.73,2,2,30,60,12,Wargames,N/A
Waka Tanka,5.563,6.19,230,18.00,2016,1.00,3,6,20,30,8,Family,N/A
SHIBUYA,5.563,6.54,128,N/A,2017,2.25,2,4,30,40,8,N/A,N/A
The Ghosts Betwixt,5.563,7.76,82,N/A,2021,3.00,1,4,90,180,10,N/A,N/A
Hacker,5.563,5.94,440,N/A,1992,2.23,2,6,120,120,14,Thematic,N/A
ATS Stalingrad: Dzerhezinsky Tractor Works 1942,5.563,7.4,66,N/A,2004,3.60,2,2,120,120,12,Wargames,N/A
Mageling,5.563,7.28,96,N/A,2019,2.67,1,4,30,90,12,N/A,N/A
Ravage: Dungeons of Plunder,5.563,7.27,87,N/A,2018,2.00,1,5,30,90,14,N/A,N/A
Kauri,5.563,7.77,73,N/A,2023,2.25,2,4,40,60,10,N/A,N/A
1888-N,5.563,7.54,62,N/A,2022,3.67,2,6,150,200,12,N/A,N/A
Pirate 21,5.563,6.24,243,N/A,2017,1.25,2,6,15,15,14,N/A,N/A
Healing Blade: Defenders of Soma,5.563,7.37,73,N/A,2016,2.50,1,2,45,45,14,N/A,N/A
Faces,5.563,6.03,305,N/A,2003,1.11,3,8,30,30,10,Party,N/A
1750: Britain vs. France,5.563,6.74,128,67.99,2017,2.00,2,2,60,60,13,Wargames,N/A
12 Days of Christmas,5.563,6.01,349,N/A,2015,1.24,3,8,20,30,8,N/A,N/A
Summer Storm: The Battle of Gettysburg,5.563,7.24,87,N/A,1998,4.10,2,2,480,480,12,Wargames,N/A
No Time For Heroes,5.563,6.79,147,N/A,2016,2.14,1,4,25,45,8,N/A,N/A
Big Money,5.563,6.15,253,N/A,2018,1.00,2,5,30,30,8,N/A,N/A
Tharos,5.563,6.5,138,N/A,2021,3.13,2,4,75,120,12,N/A,N/A
Swing States 2012,5.563,6.93,108,N/A,2012,2.27,1,1,40,40,12,Strategy,N/A
Emboscados,5.563,7.51,77,N/A,2020,1.67,2,5,15,25,14,N/A,N/A
Schüttel's,5.563,6.25,193,N/A,2017,1.33,2,6,30,30,8,N/A,N/A
Tanuki Market,5.563,6.93,98,N/A,2019,1.40,1,5,20,20,8,N/A,N/A
Ta-Da!,5.563,6.15,227,N/A,2016,1.00,2,6,10,15,N/A,N/A,N/A
German Whist,5.563,6.42,149,N/A,N/A,2.00,2,2,20,20,8,N/A,N/A
Find the Source,5.563,7.39,106,N/A,2023,2.56,1,3,10,30,10,N/A,N/A
Knot Dice,5.563,6.67,123,N/A,2016,1.25,1,4,10,20,5,Abstract,N/A
My Little Pony: Collectible Card Game,5.563,6.11,295,N/A,2013,2.72,2,2,20,20,10,Customizable,N/A
VIP RIP,5.563,6.96,113,N/A,2022,1.00,3,8,20,30,10,N/A,N/A
Dungeon Crawler,5.563,6.68,160,N/A,2010,2.60,1,6,60,60,13,Customizable,N/A
San Ta Si,5.563,6.21,203,N/A,2005,1.78,2,2,15,15,10,Abstract,N/A
Fish Tank,5.563,7.1,97,N/A,2022,1.40,2,6,15,60,7,N/A,N/A
San Guo Sha: Kingdom Wars,5.563,7.22,92,N/A,2012,2.38,2,12,30,30,8,N/A,N/A
Dameo,5.563,7.6,66,N/A,2000,2.50,2,2,40,40,8,Abstract,N/A
Strife: Shadows & Steam,5.563,6.5,138,N/A,2016,2.33,2,2,30,60,13,N/A,N/A
Hundred Days 20,5.563,7.75,60,N/A,2015,2.57,2,2,60,60,13,Wargames,N/A
Ringo,5.563,7.23,79,N/A,2018,1.00,2,2,15,15,9,Abstract,N/A
Schnipp & Weg,5.563,7.74,59,N/A,2012,1.00,2,2,10,15,6,Party,N/A
Ivion: The Knight & The Lady,5.563,7.96,53,N/A,2021,2.50,2,4,15,30,13,N/A,N/A
The Flowers of the Forest,5.563,7.76,58,N/A,1995,2.64,2,2,120,120,12,Wargames,N/A
Star Wars: Starfighter Battle Book,5.563,6.57,132,N/A,1989,1.65,2,2,10,10,10,Wargames,N/A
"Jackson at the Crossroads: Cross Keys & Port Republic, June 8-9, 1862",5.563,7.59,67,N/A,1981,3.75,1,2,240,240,12,Wargames,N/A
Omaha: The Bloody Beach,5.562,7.12,101,N/A,1991,4.20,1,2,480,3600,12,Wargames,N/A
Neuroriders,5.562,8.42,101,N/A,2024,2.86,2,4,20,40,10,Abstract,Strategy
Cartoon Network Crossover Crisis: Animation Annihilation Deck-Building Game,5.562,7.03,86,N/A,2017,2.00,2,4,30,45,12,N/A,N/A
Mickey and Friends: Food Fight,5.562,6.73,117,N/A,2021,1.00,3,5,10,20,6,N/A,N/A
Table Golf Association,5.562,7.28,85,N/A,2022,1.50,1,8,30,120,10,N/A,N/A
"Tara, Seat of Kings",5.562,6.28,178,N/A,2006,2.54,2,4,45,45,10,Abstract,N/A
ScrumBrawl,5.562,6.54,154,N/A,2011,2.20,2,4,50,50,13,Family,N/A
2Can,5.562,6.68,124,N/A,2020,1.00,2,6,15,15,8,N/A,N/A
Hot Tin Roof,5.562,6.08,275,43.95,2014,1.93,3,4,30,60,10,Family,N/A
The Opulent,5.562,7.03,94,N/A,2016,2.00,1,4,30,90,16,Strategy,Thematic
Eter,5.562,6.89,120,N/A,2022,1.29,2,2,10,30,7,N/A,N/A
"Thunder At Dawn: The Battle of Wilson's Creek (August 10, 1861)",5.562,8.32,52,N/A,2021,3.00,1,2,240,480,11,Wargames,N/A
Fiesta Mexicana,5.562,6.73,118,N/A,2020,2.33,2,4,30,30,8,N/A,N/A
Otrio,5.562,6.04,455,N/A,2015,1.38,2,4,20,30,8,Abstract,N/A
The Invasion of Russia (1812),5.562,7.37,77,N/A,2014,2.78,2,2,960,960,N/A,Wargames,N/A
