Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
The Veil,5.527,7.61,45,N/A,2018,2.00,1,5,30,60,13,N/A,N/A
Eagles of the Empire: Friedland,5.527,6.67,59,N/A,1995,3.00,1,2,180,180,12,Wargames,N/A
La Résistance,5.527,7.0,50,N/A,2020,2.17,3,5,N/A,N/A,N/A,Wargames,N/A
Battle Leader Tactics,5.527,6.86,48,N/A,2007,2.11,2,2,30,30,N/A,Wargames,N/A
Dojo,5.527,6.4,65,N/A,2011,1.00,3,5,15,15,8,N/A,N/A
Something Wild!,5.527,6.8,59,N/A,2020,1.33,2,4,15,15,6,N/A,N/A
Mr. Card Game,5.527,5.97,168,N/A,2014,2.56,2,5,60,60,13,Strategy,Thematic
Hexenflug,5.527,6.0,124,N/A,2010,2.00,2,5,30,30,8,Family,N/A
Pentaquest,5.527,7.13,43,N/A,2022,1.00,1,8,10,20,4,N/A,N/A
Clash of the Eagles: Borodino & Friedland,5.527,6.57,55,N/A,1999,2.33,2,2,N/A,N/A,12,Wargames,N/A
Trench War,5.527,7.67,31,N/A,2021,2.33,2,2,45,45,14,Wargames,N/A
"In Flanders Fields: The Second Battle of Ypres, 1915",5.527,6.72,50,N/A,1999,3.09,1,2,180,360,12,Wargames,N/A
Voice of the Mummy,5.527,7.73,48,N/A,1971,1.25,2,4,30,30,7,N/A,N/A
Zoned Out,5.527,6.21,81,21.95,2020,2.00,2,4,30,45,10,N/A,N/A
Fast Food!,5.527,6.51,59,N/A,2018,1.00,2,10,15,15,4,N/A,N/A
Sherlock Holmes: The Beginning,5.527,6.99,42,N/A,2013,2.00,1,1,N/A,N/A,10,N/A,N/A
Toppo,5.527,5.79,199,N/A,2006,1.19,2,4,10,10,10,Family,N/A
Snake Pit,5.527,6.15,89,N/A,2002,1.20,2,4,30,30,8,N/A,N/A
Quintillions,5.527,6.99,35,N/A,1980,2.75,1,4,30,30,N/A,Abstract,N/A
Jakub Wędrowycz: Dziki Samogon,5.527,6.52,70,N/A,2022,2.00,2,4,45,45,14,N/A,N/A
Pink Hijinks,5.527,5.99,143,N/A,2012,1.88,2,2,5,5,14,N/A,N/A
A Fatal Attraction: The Gallipoli Campaign,5.527,6.55,69,N/A,2007,2.86,2,2,360,360,12,Wargames,N/A
Guild Stack,5.527,7.01,37,N/A,2013,3.00,2,4,60,60,12,N/A,N/A
Nordwind 1945,5.527,6.8,43,N/A,2011,2.00,2,2,120,120,N/A,Wargames,N/A
Pitch Deck,5.527,6.66,67,N/A,2017,2.00,4,12,20,60,17,N/A,N/A
Green Beret: Vietnam,5.527,7.08,33,N/A,2015,2.17,1,1,N/A,N/A,N/A,Wargames,N/A
Defenders of the Realm: Battlefields,5.527,5.93,162,34.90,2012,2.17,2,4,30,30,13,N/A,N/A
Bella Blümchen,5.527,6.0,121,N/A,2011,1.00,2,4,10,10,3,N/A,N/A
The Lord of the Rings: The Battle for Middle-Earth,5.527,5.8,428,N/A,2012,1.19,2,4,30,30,8,N/A,N/A
The Real Truth,5.527,6.89,56,20.49,2022,2.50,2,5,N/A,N/A,14,N/A,N/A
My Fair Princess,5.527,6.57,49,N/A,2015,2.86,3,4,100,100,10,N/A,N/A
Invers,5.527,6.02,116,N/A,1991,1.70,2,2,20,20,7,Abstract,N/A
Les Fils de Samarande,5.527,6.17,98,N/A,2005,2.00,2,5,60,60,10,Family,N/A
Valley Of The Four Winds,5.527,6.04,114,N/A,1980,3.25,2,2,60,60,12,Wargames,N/A
