Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Planet,6.322,6.67,5334,34.03,2018,1.58,2,4,30,45,8,Family,N/A
Oltréé,6.321,7.5,1561,N/A,2021,2.32,2,4,60,60,10,Thematic,N/A
After the Virus,6.319,7.29,1961,N/A,2017,2.35,1,3,30,90,10,Thematic,N/A
Dice Throne: Season Two – Gunslinger v. Samurai,6.319,7.56,1432,29.99,2018,2.10,2,2,20,40,8,N/A,N/A
Spots,6.319,7.15,2154,24.99,2022,1.37,1,4,25,30,10,Family,N/A
Indian Summer,6.317,6.76,3937,N/A,2017,2.14,1,4,15,60,10,Family,N/A
I'm the Boss!,6.317,6.77,3865,74.77,1994,1.97,3,6,60,60,12,Family,Strategy
Masmorra: Dungeons of Arcadia,6.317,7.03,2825,79.98,2017,2.24,1,5,60,90,14,Family,Thematic
Endangered,6.316,7.51,1442,48.08,2020,2.57,1,5,60,90,10,Strategy,N/A
Marvel Zombies: A Zombicide Game,6.316,7.89,1302,100.00,2023,2.32,1,6,60,60,14,Thematic,N/A
Blood Bowl: Second Season Edition,6.316,8.5,835,N/A,2020,3.77,2,2,60,180,12,Strategy,N/A
Age of Civilization,6.316,7.06,2472,17.99,2019,2.27,1,4,30,60,10,Strategy,N/A
Dungeons & Dragons: Temple of Elemental Evil Board Game,6.316,7.37,1992,50.04,2015,2.45,1,5,60,60,14,Strategy,Thematic
Land vs Sea,6.315,7.15,2066,29.99,2021,1.73,2,4,40,40,14,Abstract,Family
Yomi,6.315,6.94,2962,199.95,2011,2.36,2,2,30,30,10,Strategy,N/A
Renegade,6.315,7.7,1265,N/A,2018,3.67,1,5,90,90,14,Strategy,N/A
RAF: The Battle of Britain 1940,6.314,8.04,1056,N/A,2009,3.27,1,2,120,900,N/A,Wargames,N/A
Havana,6.314,6.84,3142,76.99,2009,2.21,2,4,30,45,10,Family,Strategy
Kingdoms,6.314,6.66,4977,N/A,1994,1.84,2,4,45,45,9,Abstract,Strategy
The Great Dalmuti,6.313,6.58,7942,14.99,1995,1.29,4,8,60,60,8,Party,N/A
Empire Builder,6.312,6.95,3000,N/A,1982,2.63,2,6,180,180,12,Strategy,N/A
Starship Captains,6.312,7.19,1949,N/A,2022,2.35,1,4,40,100,12,Strategy,N/A
In the Shadow of the Emperor,6.312,6.87,2943,N/A,2004,3.39,2,4,90,90,12,Strategy,N/A
Neanderthal,6.312,7.3,1768,55.99,2015,3.74,1,3,60,120,14,Thematic,N/A
Pixel Tactics,6.312,6.84,3437,14.99,2012,2.62,2,2,30,30,12,Strategy,N/A
Cryo,6.311,7.28,1773,45.23,2021,2.78,2,4,60,90,13,Strategy,N/A
Warhammer Quest: Blackstone Fortress,6.311,7.84,1376,144.50,2018,2.88,1,5,120,180,12,Thematic,N/A
Patchistory,6.311,7.08,2159,N/A,2013,3.76,2,4,60,120,12,Strategy,N/A
Mü & More,6.31,7.16,1953,N/A,1995,2.56,2,8,60,60,11,Strategy,N/A
Burgle Bros 2: The Casino Capers,6.31,7.37,1595,N/A,2021,2.49,1,4,45,70,10,Thematic,N/A
Chocolate Factory,6.31,7.1,2094,52.99,2019,2.87,1,4,45,90,10,Family,Strategy
"Sword of Rome: Conquest of Italy, 362-272 BC",6.31,7.32,1645,N/A,2004,3.33,2,5,360,360,12,Wargames,N/A
Exit: The Game – The Forbidden Castle,6.309,6.81,3239,14.95,2017,3.28,1,4,45,90,12,Thematic,N/A
The Bottle Imp,6.309,6.74,3819,21.59,1995,1.87,2,4,30,30,10,Family,Strategy
CV,6.308,6.58,6420,N/A,2013,1.85,2,4,60,60,10,Family,N/A
Get on Board: New York & London,6.307,7.0,2400,32.14,2022,1.91,2,5,30,30,8,Family,N/A
Pharaon,6.307,7.42,1550,N/A,2019,2.73,1,5,30,75,12,Strategy,N/A
Power Grid: The First Sparks,6.307,6.77,3566,41.81,2011,2.71,2,6,60,60,12,Strategy,N/A
1817,6.307,8.62,709,N/A,2010,4.77,3,7,360,540,16,Strategy,N/A
Guards of Atlantis II,6.307,8.53,842,N/A,2022,3.29,4,10,90,120,14,N/A,N/A
Welcome Back to the Dungeon,6.307,6.72,4372,14.28,2016,1.32,2,4,30,30,10,Family,N/A
