Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Rallyman: DIRT,5.971,7.65,628,51.10,2022,2.33,1,6,45,60,14,Thematic,N/A
City of Remnants,5.971,6.78,1243,82.16,2013,3.14,2,4,90,90,13,Thematic,N/A
DC Deck-Building Game: Rivals – Batman vs The Joker,5.971,7.01,1007,21.49,2014,1.87,2,2,30,30,15,Thematic,N/A
MonsDRAWsity,5.971,7.14,890,23.41,2020,1.09,3,8,5,30,8,Party,N/A
DreadBall: The Futuristic Sports Game,5.971,7.3,826,49.95,2012,2.87,2,2,90,90,14,Strategy,N/A
Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage Board Game,5.97,7.68,726,69.29,2019,2.40,1,5,60,60,14,Strategy,N/A
Trias,5.97,6.43,2062,N/A,2002,2.39,2,5,45,45,12,Strategy,N/A
Quodd Heroes,5.97,7.19,894,N/A,2019,3.16,1,6,30,90,14,Strategy,N/A
Strozzi,5.97,6.72,1251,39.95,2008,2.24,3,6,60,60,10,Strategy,N/A
Lizard Wizard,5.97,7.05,949,49.50,2021,2.22,2,6,90,120,10,Strategy,N/A
Black Gold,5.97,6.8,1177,69.99,2011,2.59,2,5,120,120,13,Strategy,N/A
Voll verplant,5.969,7.16,787,N/A,2021,1.58,1,6,20,20,8,Family,N/A
Cavum,5.969,6.67,1386,N/A,2008,3.58,2,4,120,120,12,Strategy,N/A
Tortuga 2199,5.969,7.13,958,49.99,2020,2.60,2,4,60,90,12,Strategy,N/A
Mutant Chronicles: Siege of the Citadel,5.969,7.01,1079,N/A,1993,2.23,2,5,120,120,10,Thematic,N/A
Monikers: Serious Nonsense,5.969,8.27,411,N/A,2019,1.00,4,20,60,60,18,N/A,N/A
"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",5.969,7.95,497,N/A,2012,2.93,2,2,20,720,12,Wargames,N/A
Terrors of London,5.968,7.07,1016,N/A,2019,2.25,2,2,20,40,14,N/A,N/A
Ticket to Ride: San Francisco,5.968,7.25,783,24.99,2022,1.71,2,4,10,15,8,Family,N/A
Robot Quest Arena,5.968,7.85,593,59.95,2023,2.00,2,4,30,60,N/A,N/A,N/A
Assault on Doomrock,5.968,6.96,957,N/A,2014,3.14,1,4,150,150,10,Thematic,N/A
Cupcake Empire,5.967,7.08,881,N/A,2018,2.82,2,4,45,60,10,Strategy,N/A
W1815,5.967,7.37,700,N/A,2015,1.52,2,2,15,20,14,Wargames,N/A
Fliptown,5.967,7.85,537,N/A,2023,2.35,1,4,30,30,12,N/A,N/A
Pax Emancipation,5.967,7.57,601,42.47,2018,4.65,1,3,60,120,14,Strategy,N/A
Unlock!: Secret Adventures – Tombstone Express,5.967,6.69,1257,N/A,2018,2.15,1,6,60,60,10,Thematic,N/A
Exploding Kittens: NSFW Deck,5.967,6.24,9857,16.44,2015,1.07,2,5,10,20,18,Party,N/A
Bumúntú,5.967,6.97,970,45.15,2019,1.80,2,5,20,40,8,Family,N/A
Expedition,5.967,6.78,1174,N/A,1996,1.98,2,6,90,90,10,Family,N/A
TEAM3 GREEN,5.967,6.95,1011,19.99,2019,1.15,3,6,30,30,14,Party,N/A
Iliad,5.967,6.51,1866,N/A,2006,2.09,2,6,45,45,10,Strategy,N/A
Shinkansen: Zero Kei,5.967,7.06,855,29.99,2021,2.67,1,4,60,60,12,Strategy,N/A
Nightfall: Martial Law,5.967,7.01,910,19.99,2011,2.74,2,5,45,45,12,Strategy,N/A
Noria,5.966,6.48,2020,38.97,2017,3.61,2,4,70,120,12,Strategy,N/A
Lincoln,5.966,6.92,1003,N/A,2018,2.44,2,2,90,120,14,Wargames,N/A
Karmaka,5.966,6.54,2053,59.99,2016,1.94,2,4,25,60,13,Thematic,N/A
Get Bit!,5.965,6.13,6561,19.99,2007,1.12,3,6,20,20,7,Family,N/A
A Tale of Pirates,5.965,7.06,942,N/A,2017,1.83,2,4,30,30,8,Family,N/A
Welcome to Dino World,5.965,6.76,1187,N/A,2017,2.37,2,75,40,70,12,N/A,N/A
Lifeboat,5.965,6.31,3230,N/A,2002,1.74,4,6,60,60,13,Party,N/A
Archer: Once You Go Blackmail...,5.964,7.1,885,N/A,2016,1.26,2,4,20,30,10,N/A,N/A
Cataclysm: A Second World War,5.964,7.56,687,94.95,2018,3.93,2,5,90,600,14,Wargames,N/A
D.E.I.: Divide et Impera,5.963,7.54,710,N/A,2022,3.14,2,4,60,90,14,Strategy,Thematic
"Warhammer 40,000 (Third Edition)",5.963,6.52,2350,N/A,1998,3.50,2,6,30,120,17,Wargames,N/A
Monikers: The Shut Up & Sit Down Nonsense Box,5.963,8.08,433,N/A,2017,1.00,4,20,30,60,18,N/A,N/A
Walk the Plank!,5.963,6.53,1845,N/A,2013,1.25,3,5,20,20,6,Family,N/A
Summit: The Board Game,5.963,7.13,978,67.40,2017,2.35,1,6,40,180,14,Thematic,N/A
Small City,5.963,7.41,643,N/A,2015,3.95,1,4,60,120,12,Strategy,N/A
Dark Ages: Holy Roman Empire,5.963,7.86,529,N/A,2021,3.42,1,4,120,180,14,Strategy,N/A
Medici vs Strozzi,5.962,6.51,1702,N/A,2006,2.45,2,2,30,30,10,Strategy,N/A
Linq,5.962,6.86,1043,N/A,2004,1.41,4,8,45,45,10,Party,N/A
TOKYO METRO,5.962,7.28,702,40.16,2018,3.31,1,5,60,90,14,N/A,N/A
1st & Goal,5.962,6.55,1706,29.99,2011,1.81,2,4,120,150,13,Family,Thematic
Blood Bound,5.962,6.59,1648,N/A,2013,1.64,6,12,30,30,14,Party,N/A
Tiwanaku,5.962,7.21,759,33.84,2022,2.21,1,4,30,60,14,Abstract,N/A
King Up!,5.961,6.41,2266,N/A,2004,1.21,3,6,30,30,8,Family,N/A
Marvel Zombies: Heroes' Resistance,5.961,7.87,560,34.63,2022,2.25,1,4,60,60,14,N/A,N/A
Crash Octopus,5.961,6.98,944,N/A,2021,1.30,1,5,20,30,7,Party,N/A
Throw Throw Burrito,5.961,6.35,3544,24.99,2019,1.09,2,6,15,15,7,Party,N/A
Warhammer Underworlds: Beastgrave,5.961,7.98,530,N/A,2019,3.26,2,4,30,30,12,N/A,N/A
Dark Souls: The Board Game,5.961,6.46,4267,155.99,2017,3.14,1,4,90,120,14,Strategy,Thematic
The Cave,5.961,6.48,1858,N/A,2012,2.52,2,5,60,60,10,Family,Thematic
Monikers: More Monikers,5.96,8.28,393,N/A,2018,1.00,4,20,60,60,18,N/A,N/A
The Dwarves,5.96,6.86,1115,193.53,2012,2.54,2,5,60,90,10,Thematic,N/A
Gheos,5.96,6.49,1772,N/A,2006,2.46,2,4,45,60,10,Strategy,N/A
Cosmogenesis,5.96,7.33,724,N/A,2017,2.61,2,4,60,60,12,Strategy,N/A
Carcassonne: Safari,5.96,7.04,950,69.99,2018,1.86,2,5,35,35,7,Family,N/A
Yokai Septet,5.96,7.31,685,N/A,2018,1.77,3,4,30,45,10,N/A,N/A
Shadows in Kyoto,5.959,6.84,1121,N/A,2017,2.08,2,2,15,30,10,Abstract,Strategy
FAB: The Bulge,5.958,7.35,673,N/A,2008,3.07,2,2,240,240,12,Wargames,N/A
Blue Max,5.958,7.17,840,N/A,1983,2.27,2,6,60,60,13,Wargames,N/A
The Road to Canterbury,5.958,6.85,1041,N/A,2011,2.25,2,3,60,60,10,Strategy,Thematic
Santa Cruz,5.958,6.67,1325,N/A,2012,2.21,2,4,45,45,8,Family,Strategy
Witchcraft!,5.958,7.92,490,N/A,2023,2.38,1,1,20,40,N/A,N/A,N/A
CrossTalk,5.958,6.91,974,35.90,2017,1.17,4,8,20,30,10,Party,N/A
Beowulf: The Legend,5.957,6.37,2356,N/A,2005,2.25,2,5,60,60,12,Strategy,N/A
Isle of Trains: All Aboard,5.957,7.08,852,N/A,2023,2.15,1,4,45,45,10,N/A,N/A
Trogdor!!: The Board Game,5.957,6.9,1141,46.99,2019,1.86,1,6,30,60,14,Family,Thematic
Space Gate Odyssey,5.957,6.96,982,38.99,2019,2.75,2,4,90,90,12,Strategy,N/A
Detroit-Cleveland Grand Prix,5.956,6.78,1125,N/A,1996,1.71,2,6,60,60,8,Family,N/A
Disney: The Haunted Mansion – Call of the Spirits Game,5.956,7.07,990,N/A,2020,1.81,2,6,30,30,9,Family,N/A
Turning Point: Stalingrad,5.956,7.27,749,N/A,1989,3.29,1,2,120,1800,10,Wargames,N/A
Space Dealer,5.956,6.52,1657,N/A,2006,2.41,3,4,30,30,10,Strategy,N/A
Serenissima (Second Edition),5.956,6.91,992,N/A,2012,2.94,2,4,90,90,13,Strategy,N/A
Norenberc,5.956,6.78,1097,N/A,2010,3.01,2,5,90,90,12,Strategy,N/A
D100 Dungeon,5.956,7.78,710,N/A,2017,2.79,1,1,5,90,10,Thematic,N/A
Applejack,5.956,6.83,1130,50.99,2022,1.92,1,4,30,60,8,Family,N/A
PanzerBlitz,5.956,6.59,1835,N/A,1970,3.04,2,2,90,90,12,Wargames,N/A
The Whatnot Cabinet,5.956,7.23,742,30.26,2021,1.77,1,4,20,30,8,Family,N/A
