Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Town Center,5.655,6.37,469,N/A,2012,2.89,2,4,30,30,12,Abstract,Strategy
Play Nine,5.655,6.36,557,N/A,2004,1.20,2,6,45,45,8,Family,N/A
Watch,5.655,7.02,236,N/A,2021,2.75,1,4,45,60,14,N/A,N/A
30 Monedas,5.655,7.57,185,N/A,2021,3.05,1,2,30,30,16,N/A,N/A
Unspeakable Words: Deluxe Edition,5.655,6.48,400,N/A,2015,1.14,2,8,30,30,10,N/A,N/A
Thrash'n Roll,5.655,6.68,318,N/A,2015,3.08,2,4,45,90,12,Strategy,N/A
MBT,5.655,6.66,374,N/A,1989,3.79,2,6,60,240,10,Wargames,N/A
Star Scrappers: Orbital,5.655,6.49,453,N/A,2021,2.07,1,5,30,90,10,N/A,N/A
Homeworlds,5.655,7.57,183,22.00,2020,3.31,2,2,30,60,8,Abstract,N/A
Omen: Edge of the Aegean,5.655,7.4,176,N/A,2016,2.00,2,2,20,30,N/A,N/A,N/A
None But Heroes,5.655,8.21,150,N/A,2011,3.75,2,2,60,60,15,Wargames,N/A
The White Tribe: Rhodesia's War 1966-1980,5.655,8.1,145,N/A,2018,3.19,1,1,120,180,12,Wargames,N/A
Dungeoneer: Haunted Woods of Malthorin,5.655,6.27,554,N/A,2004,2.22,2,2,45,45,13,Thematic,N/A
Cerebria: The Card Game,5.654,6.41,491,75.08,2018,2.14,2,5,15,30,14,N/A,N/A
Le Donjon de Naheulbeuk,5.654,6.62,372,N/A,2010,1.79,3,6,60,60,10,Party,Thematic
"Stalingrad: Advance to the Volga, 1942",5.654,7.84,178,N/A,2023,1.95,1,1,120,300,14,Wargames,N/A
Deduce or Die,5.654,7.14,209,N/A,2003,3.10,3,6,90,90,9,Abstract,Strategy
Achtung: Spitfire!,5.654,7.43,221,N/A,1995,4.09,1,10,240,240,12,Wargames,N/A
The Rival Networks,5.654,6.84,259,45.00,2021,2.25,2,2,30,45,14,N/A,N/A
Speakeasy Blues,5.654,6.91,256,30.07,2018,3.00,2,4,45,45,14,N/A,N/A
Football Strategy,5.654,6.43,439,N/A,1959,1.55,2,4,150,150,10,Strategy,N/A
Pingo Pingo,5.654,6.35,477,32.49,2015,1.33,2,5,15,15,6,Children's,N/A
Target Earth,5.654,6.62,334,129.99,2010,3.06,1,4,90,90,12,Strategy,Thematic
[redacted],5.654,6.15,714,N/A,2014,2.93,2,6,45,45,12,Strategy,Thematic
1914: Glory's End / When Eagles Fight,5.654,7.39,195,N/A,2014,2.62,2,2,180,240,N/A,Wargames,N/A
"Cedar Mountain: Prelude to Bull Run, August 9, 1862",5.654,7.09,225,N/A,1981,3.10,2,2,360,360,12,Wargames,N/A
Tower of Madness,5.654,6.43,485,59.99,2018,1.75,3,5,30,45,14,N/A,N/A
Fangs,5.654,7.09,237,N/A,2021,1.80,5,8,30,30,10,N/A,N/A
North Africa '41,5.654,8.58,134,43.95,2023,3.38,1,2,180,720,14,Wargames,N/A
Exceed: Street Fighter – Chun-Li Box,5.653,8.36,117,N/A,2019,3.00,2,2,15,25,10,N/A,N/A
Of Dreams & Shadows,5.653,7.17,309,55.26,2016,2.73,2,6,120,180,14,Thematic,N/A
Richthofen's War,5.653,6.12,918,N/A,1972,2.41,1,6,60,60,12,Wargames,N/A
Card City XL,5.653,6.3,478,N/A,2017,2.90,1,4,20,60,12,Strategy,N/A
Circus Imperium,5.653,6.79,304,N/A,1988,2.05,2,12,120,120,12,Thematic,N/A
"Aye, Dark Overlord! The Red Box",5.653,5.85,3069,N/A,2005,1.28,4,16,30,30,13,Party,N/A
Xe Queo!,5.653,6.51,372,N/A,1998,1.50,2,2,20,20,8,Abstract,N/A
Wok and Roll,5.653,7.0,244,N/A,2020,1.75,1,5,30,45,10,N/A,N/A
RUMBLESLAM,5.653,8.03,175,N/A,2016,2.75,2,4,30,90,12,N/A,N/A
Favelas,5.653,6.35,484,34.99,2017,1.71,2,4,30,45,14,N/A,N/A
Crazy Circus,5.653,6.23,528,N/A,2002,1.49,1,10,20,20,8,Family,N/A
Shinobi WAT-AAH!,5.653,6.34,496,N/A,2014,1.88,2,4,20,45,10,N/A,N/A
"The Legend Begins: North Africa, 1940-42",5.653,7.78,154,N/A,1991,3.22,2,2,240,480,12,Wargames,N/A
Panzer Battles: 11th Panzer on the Chir River,5.653,7.52,189,N/A,2016,2.78,2,4,120,600,12,Wargames,N/A
Statis Pro Football,5.653,6.6,414,N/A,1973,2.55,1,2,120,120,12,Strategy,Thematic
Facecards,5.653,6.55,342,N/A,2017,1.00,3,7,20,20,10,Party,N/A
"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",5.653,6.91,248,N/A,2010,2.41,2,2,240,240,12,Wargames,N/A
Dungeoneer: Realm of the Ice Witch,5.653,6.33,509,N/A,2005,2.07,2,4,60,60,12,Thematic,N/A
Gem Rush,5.653,6.67,328,N/A,2013,1.77,1,6,45,45,13,N/A,N/A
Unstable Unicorns: NSFW Base Game,5.653,6.57,501,N/A,2019,1.80,2,8,30,45,21,N/A,N/A
The Great City of Rome,5.653,6.35,446,N/A,2018,2.25,2,4,60,60,10,N/A,N/A
Power & Weakness,5.652,6.72,276,N/A,2007,3.03,2,2,45,45,12,Strategy,N/A
Emerge,5.652,6.94,256,49.95,2023,2.10,2,4,75,75,14,N/A,N/A
Yu-Gi-Oh! Dice Masters,5.652,6.8,284,N/A,2015,2.00,2,2,60,60,14,Customizable,N/A
Virulence: An Infectious Card Game,5.652,6.69,328,21.99,2016,1.63,2,5,10,20,8,Family,N/A
Kribbeln,5.652,6.43,396,N/A,2016,1.09,2,5,20,20,8,N/A,N/A
Delve: The Dice Game,5.652,6.42,469,N/A,2009,1.26,1,1,20,20,N/A,Thematic,N/A
Souvlaki Wars,5.652,6.44,477,N/A,2011,1.54,2,4,30,30,10,Family,N/A
"Supply Lines of the American Revolution: The Northern Theater, 1775-1777",5.652,7.43,187,N/A,2017,2.71,2,2,150,180,N/A,Wargames,N/A
Alicematic Heroes,5.652,6.85,264,N/A,2017,2.67,3,5,60,80,12,Strategy,N/A
Kanzume Goddess,5.652,6.56,403,N/A,2012,2.30,2,6,45,45,10,Customizable,N/A
Check Your 6!,5.652,7.83,146,N/A,2007,2.70,2,12,120,120,12,Wargames,N/A
Inventions: Evolution of Ideas,5.652,8.0,148,N/A,2024,4.66,1,4,60,150,14,N/A,N/A
Swashbuckler: A Game of Swordplay and Derring-do,5.652,6.9,267,N/A,1980,2.46,2,6,90,90,12,Thematic,Wargames
Rory's Story Cubes: Enchanted,5.652,6.56,349,N/A,2013,1.09,1,12,15,15,8,N/A,N/A
Manitoba,5.652,6.46,422,N/A,2018,2.65,2,4,60,75,12,Strategy,N/A
Dark Dealings,5.652,6.36,433,N/A,2016,1.79,1,6,15,20,12,N/A,N/A
Dead Panic,5.652,5.96,1201,N/A,2013,2.28,2,6,90,90,13,Family,N/A
Terra Prime,5.652,6.28,485,N/A,2009,2.58,2,5,60,60,10,Strategy,N/A
Trumpet,5.652,6.2,600,N/A,1990,1.44,2,6,45,45,9,Family,N/A
Schatz der Drachen,5.652,6.75,300,N/A,2003,1.17,2,5,20,20,5,Children's,N/A
Colorful,5.652,7.03,223,32.56,2019,1.00,2,6,15,15,14,N/A,N/A
Rummy,5.652,5.86,1922,N/A,1887,1.42,2,6,60,60,8,Family,N/A
SPELL,5.652,7.67,187,N/A,2020,2.43,2,2,15,25,8,Abstract,N/A
Vietnam: 1965-1975 (2nd edition),5.652,8.8,118,N/A,2022,4.63,2,2,120,6000,12,Wargames,N/A
Samurai: The Card Game,5.652,6.3,487,55.99,2009,2.03,2,4,60,60,12,Strategy,N/A
Minute Realms,5.652,6.41,420,N/A,2017,1.89,2,5,15,30,10,Family,N/A
Struggle for the Galactic Empire,5.651,6.85,269,54.00,2009,2.98,1,1,240,240,14,Wargames,N/A
Shikoku,5.651,6.6,349,N/A,2018,1.75,3,8,30,40,8,N/A,N/A
Hero of Weehawken,5.651,7.5,167,N/A,2011,2.16,1,1,45,45,13,Thematic,N/A
Viva Pamplona!,5.651,6.35,437,N/A,1992,1.38,2,6,45,45,8,Family,N/A
18FL,5.651,7.1,202,N/A,2006,3.62,2,4,150,150,12,Strategy,N/A
Dustbiters,5.651,7.43,186,N/A,2021,1.50,2,2,10,15,9,N/A,N/A
Samurai: Game of Politics and Warfare in Feudal Japan,5.651,6.45,448,N/A,1979,2.63,2,8,180,180,12,Wargames,N/A
Black Sheep,5.651,5.93,1240,N/A,2008,1.42,2,4,30,30,8,Family,N/A
Shadows of Brimstone: Swamps of Death (Revised Edition),5.651,8.52,131,105.78,2020,3.67,1,4,90,180,12,N/A,N/A
Coralia,5.651,6.52,371,N/A,2019,2.00,2,4,30,35,10,Family,N/A
Gold!,5.651,6.36,467,N/A,2011,1.50,2,3,20,20,8,Family,N/A
Wing Leader: Victories 1940-1942 (Second Edition),5.651,8.23,128,N/A,2019,3.77,2,2,60,180,14,Wargames,N/A
Bacon,5.651,7.48,162,N/A,2023,1.60,3,6,30,90,8,N/A,N/A
Shy Monsters,5.651,6.7,315,N/A,2019,1.22,2,2,10,15,10,N/A,N/A
"Bloody April, 1917: Air War Over Arras, France",5.651,7.25,224,N/A,2012,4.10,1,2,120,120,N/A,Wargames,N/A
Drawn to Adventure,5.651,6.78,287,N/A,2021,2.09,1,4,30,90,14,N/A,N/A
Lion Rampant: Medieval Wargaming Rules,5.651,7.86,156,N/A,2014,2.30,2,2,60,240,14,Wargames,N/A
Gudetama: The Tricky Egg Card Game,5.651,6.37,461,15.99,2020,1.11,2,7,20,20,7,N/A,N/A
"Empires in America: The French and Indian War, 1754-1763 (Second Edition)",5.651,7.57,183,N/A,2016,2.85,1,1,50,50,13,Wargames,N/A
Vivarium,5.65,7.08,235,24.99,2022,1.83,2,4,30,30,10,N/A,N/A
An Otter Won,5.65,6.96,231,N/A,2020,1.55,2,2,5,15,6,N/A,N/A
Axiom,5.65,6.96,241,N/A,1988,2.88,2,2,15,15,9,Abstract,N/A
Warlords of Europe,5.65,6.82,298,299.95,2010,2.65,2,4,180,240,12,Thematic,Wargames
Mission Catastrophe,5.65,7.46,193,N/A,2022,2.00,1,6,30,60,10,N/A,N/A
Kingmaker,5.65,7.84,164,N/A,2023,3.00,1,6,120,300,12,Strategy,Wargames
"Plantagenet: Cousins' War for England, 1459 - 1485",5.65,8.64,121,N/A,2023,3.27,1,2,60,900,N/A,Wargames,N/A
That's Pretty Clever! Kids,5.65,6.85,260,N/A,2022,1.17,2,4,15,15,5,N/A,N/A
Levee En Masse,5.65,6.96,309,N/A,2010,1.78,1,1,30,30,13,Wargames,N/A
The Jaws of Victory: Battle of Korsun-Cherkassy Pocket – January/February 1944,5.65,8.58,122,N/A,2020,3.93,2,5,360,3000,16,Wargames,N/A
Jekyll & Hyde vs Scotland Yard,5.65,7.57,167,N/A,2023,2.40,2,2,20,20,10,N/A,N/A
Affentennis,5.65,7.1,207,N/A,2006,1.57,2,2,60,60,N/A,N/A,N/A
SAGA Rulebook (2nd Edition),5.65,8.22,139,N/A,2018,2.60,2,6,40,320,12,Wargames,N/A
Unlock!: Short Adventures – The Flight of the Angel,5.65,7.29,181,N/A,2022,2.00,1,6,N/A,N/A,N/A,N/A,N/A
The Border,5.65,6.57,352,N/A,2022,1.00,2,4,30,30,8,N/A,N/A
Santa Fe,5.65,6.95,240,N/A,1992,2.21,2,5,70,70,10,Strategy,N/A
Wazabi,5.65,5.92,1581,N/A,2008,1.09,2,6,20,20,8,Party,N/A
Chabyrinthe,5.65,6.05,960,N/A,2007,1.26,2,4,15,15,6,Family,N/A
Israeli Air Force Leader,5.65,8.06,149,81.97,2017,2.43,1,1,60,60,12,Wargames,N/A
Sherlock: El mayordomo,5.65,6.84,252,N/A,2019,1.83,1,8,60,60,10,N/A,N/A
Miscellaneous Game Accessory,5.65,7.06,230,N/A,N/A,3.22,N/A,N/A,N/A,N/A,N/A,Strategy,Wargames
Carnac,5.65,6.94,267,N/A,2014,2.25,2,2,20,20,8,Abstract,N/A
Deep Vents,5.65,6.41,426,29.44,2020,2.63,2,4,40,60,13,N/A,N/A
BattleCON: Wanderers of Indines,5.65,8.4,115,N/A,2020,3.33,2,2,25,25,9,N/A,N/A
Blöde Kuh,5.649,6.49,394,N/A,2018,1.15,3,6,15,25,8,N/A,N/A
Die Siedler von Catan: Junior,5.649,6.32,508,27.99,2007,1.55,3,4,30,30,6,Children's,N/A
Colorado,5.649,7.0,234,N/A,2023,1.83,2,4,25,50,12,N/A,N/A
1829,5.649,7.0,245,N/A,1974,3.76,3,9,360,360,12,Strategy,N/A
Recto Verso,5.649,6.87,249,N/A,2021,1.00,2,6,30,30,8,N/A,N/A
Romolo o Remo?,5.649,6.6,360,21.95,2013,3.86,1,4,150,150,12,Strategy,N/A
Journey to the Center of the Earth,5.649,6.5,377,40.99,2020,1.75,1,50,20,20,10,N/A,N/A
Piña Pirata,5.649,6.08,851,N/A,2014,1.24,2,6,30,30,7,Family,N/A
7 Days of Westerplatte,5.649,6.54,367,N/A,2013,2.37,1,4,45,60,8,Wargames,N/A
Germantown,5.649,7.44,175,N/A,2010,3.00,2,2,180,180,N/A,Wargames,N/A
Avatar: The Last Airbender – Fire Nation Rising,5.649,7.4,211,40.69,2022,2.00,1,5,60,60,10,Family,N/A
Meeples & Monsters,5.649,6.77,282,26.49,2022,2.60,2,4,45,60,13,N/A,N/A
Penny Papers Adventures: Skull Island,5.649,6.32,483,N/A,2018,1.90,1,99,20,20,8,N/A,N/A
Zoowaboo,5.649,6.32,471,N/A,2009,1.05,2,4,20,30,5,Children's,N/A
Unlock!: Escape Adventures – Temple of Ra,5.649,6.38,419,N/A,2017,3.57,1,6,60,60,N/A,Thematic,N/A
Ivor the Engine,5.649,6.38,392,N/A,2014,1.96,3,5,60,60,8,Family,N/A
Epigo,5.649,6.76,291,N/A,2011,2.48,2,4,15,15,13,Abstract,N/A
Autumn For Barbarossa,5.649,7.5,181,N/A,2017,2.33,2,2,180,360,N/A,Wargames,N/A
NHL Power Play Team-Building Card Game,5.649,6.76,306,29.99,2014,1.94,2,4,30,30,15,Strategy,N/A
Regroup! Chicken Army,5.649,7.65,191,13.95,2023,1.17,2,4,10,20,6,N/A,N/A
AFFLICTION: Salem 1692,5.649,7.17,227,N/A,2017,2.75,2,4,30,60,12,N/A,N/A
Letterpress,5.649,6.8,267,N/A,2020,1.78,1,6,20,20,14,N/A,N/A
Orion Duel,5.649,7.04,248,N/A,2023,1.55,2,2,25,25,12,Abstract,N/A
Greedy Kingdoms,5.649,6.87,260,N/A,2018,1.60,2,2,20,20,10,N/A,N/A
TA-KE,5.649,6.81,272,N/A,2017,2.17,2,2,30,30,10,Abstract,N/A
Rock'n Roll Manager,5.649,7.6,184,N/A,2016,2.50,2,5,90,90,12,Strategy,N/A
Farmageddon,5.649,6.1,779,N/A,2012,1.63,2,4,30,30,14,Family,N/A
GEM,5.648,6.28,467,N/A,2015,2.00,2,4,15,15,10,Abstract,Family
Day of Days: The Invasion of Normandy 1944,5.648,7.5,179,109.99,2015,2.71,2,8,240,2160,12,Wargames,N/A
"Grand Illusion: Mirage of Glory, 1914",5.648,6.94,256,N/A,2004,3.19,2,2,240,240,12,Wargames,N/A
Piou Piou,5.648,6.6,398,N/A,2009,1.04,2,5,10,10,5,Children's,N/A
Mister X,5.648,6.59,378,N/A,2009,2.12,2,6,60,60,10,Family,Thematic
Age of Towers,5.648,6.47,425,19.98,2018,2.15,1,4,45,75,14,N/A,N/A
"The Battle of Fontenoy: 11 May, 1745",5.648,8.65,123,N/A,2012,4.21,1,2,30,360,N/A,Wargames,N/A
Travel Blog,5.648,6.1,675,N/A,2010,1.52,2,6,25,25,8,Family,N/A
Over the Reich,5.648,7.8,179,N/A,1993,3.94,2,10,120,120,12,Wargames,N/A
Tumblin-Dice Jr.,5.648,6.75,260,N/A,2006,1.00,2,2,5,5,6,Family,N/A
Heights of Courage: The Battle for the Golan Heights,5.648,7.34,184,N/A,2013,2.33,1,2,240,900,N/A,Wargames,N/A
Haunt the House,5.648,6.74,304,21.63,2018,2.00,2,5,30,40,8,N/A,N/A
Battle for Stalingrad,5.648,7.43,193,N/A,1980,3.33,2,2,180,720,12,Wargames,N/A
Kinghill,5.648,8.02,142,N/A,2022,3.00,1,2,45,90,13,N/A,N/A
Deckscape: The Curse of the Sphinx,5.648,6.05,726,14.46,2019,1.71,1,6,30,90,12,N/A,N/A
Holiday Fluxx,5.648,6.32,512,19.33,2014,1.13,2,5,20,20,8,Family,N/A
18NewEngland,5.648,7.29,183,N/A,2019,3.42,2,5,180,240,N/A,Strategy,N/A
Italia,5.648,6.71,318,79.99,2006,3.18,3,4,240,240,10,Wargames,N/A
Kairo,5.648,6.52,365,N/A,2012,2.55,2,4,45,45,8,Family,N/A
