Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Jurassic Park Game,5.46,5.27,240,N/A,1993,1.42,2,8,60,60,8,N/A,N/A
Chutes and Ladders VCR,5.46,3.73,45,N/A,1986,1.00,1,4,15,15,N/A,Children's,N/A
Suomi Tietopeli,5.46,4.06,56,N/A,2003,1.00,2,6,30,30,12,N/A,N/A
GolfMania,5.46,5.13,239,N/A,1997,1.24,2,6,20,20,12,Family,N/A
Kreskin's ESP,5.46,3.2,34,N/A,1967,1.00,2,10,10,10,10,N/A,N/A
Looney Tunes Trading Card Game,5.46,3.62,40,N/A,2000,1.00,2,4,20,20,N/A,Customizable,N/A
UFO: Game of Close Encounters,5.46,5.04,158,N/A,1976,1.64,2,2,30,30,12,Wargames,N/A
What The Face?,5.46,4.43,72,N/A,2014,1.00,3,8,30,30,14,N/A,N/A
Covert Action,5.46,5.16,250,N/A,2007,1.34,4,14,20,20,10,Party,N/A
Astrotime,5.46,4.64,89,N/A,1990,1.33,3,6,60,60,18,N/A,N/A
Game Box: Family Feud – Disney Edition,5.46,4.25,61,19.95,2016,1.00,3,99,N/A,N/A,8,N/A,N/A
Tennis,5.46,4.88,125,N/A,1975,1.08,2,4,45,45,8,Abstract,N/A
Bowl and Score,5.46,4.36,71,N/A,1962,1.00,1,8,15,15,8,N/A,N/A
Sybarit,5.46,4.35,72,N/A,2003,1.25,2,8,60,60,14,N/A,N/A
Darkness Falls on Sevinpold,5.46,4.38,71,N/A,2002,1.62,2,7,40,40,9,N/A,N/A
Krumble!,5.46,4.75,102,N/A,2006,1.43,3,6,30,30,8,Family,N/A
Trivial Pursuit: The 1980's,5.46,5.25,246,N/A,1989,1.76,2,6,90,90,16,Party,N/A
Tech Support,5.46,3.32,38,N/A,2005,1.00,2,6,10,10,10,N/A,N/A
Three Men's Morris,5.46,4.41,69,N/A,-1400,1.22,2,2,5,5,5,Abstract,N/A
