Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Iskra,5.541,8.51,39,N/A,2023,2.25,1,3,480,480,16,Wargames,N/A
A Gest of Robin Hood,5.541,7.64,46,N/A,2024,2.60,2,2,45,90,12,Wargames,N/A
The Siege of Constantinople: The End of the Middles Ages 1453 A.D.,5.541,6.0,204,N/A,1978,2.87,2,2,180,180,12,Wargames,N/A
Infantry Attacks: August 1914,5.541,7.05,53,N/A,2010,3.00,2,2,30,30,12,Wargames,N/A
Cyrano,5.541,7.72,38,N/A,2022,1.00,3,9,20,60,10,N/A,N/A
Pop-Tarts Game,5.541,6.06,195,N/A,2020,1.00,2,6,15,15,13,N/A,N/A
Diceland: Ogre,5.541,6.46,98,N/A,2003,2.17,2,2,10,10,10,Thematic,N/A
Ulysses,5.541,6.16,155,N/A,2001,2.08,3,5,45,45,8,N/A,N/A
Command Decision: Test of Battle,5.541,8.13,44,N/A,2006,3.07,2,2,240,240,12,Wargames,N/A
Warhammer Age of Sigmar: Crypt Hunters,5.541,6.98,73,N/A,2020,2.00,2,2,30,60,12,N/A,N/A
Jitters,5.541,6.12,163,N/A,1986,1.30,1,99,30,30,10,Family,N/A
Dorada,5.541,6.13,135,N/A,1988,1.00,2,4,20,20,12,Abstract,Children's
Rok 1920,5.541,7.64,53,N/A,1995,3.62,2,2,120,120,12,Wargames,N/A
Os Incríveis Parques de Miss Liz,5.541,7.18,53,N/A,2018,2.00,2,5,45,60,12,N/A,N/A
The Legend of the Wendigo,5.541,5.93,239,N/A,2017,1.00,2,6,10,10,6,Children's,N/A
The Alamo,5.541,6.19,142,N/A,1981,2.21,1,2,90,90,12,Wargames,N/A
Hot & Cold,5.541,7.09,54,N/A,2021,1.00,3,8,15,30,8,N/A,N/A
Hand and Foot,5.541,5.82,424,N/A,1982,1.92,2,6,120,120,12,Family,N/A
Shiba Inu House,5.541,5.9,257,N/A,2016,1.20,1,5,15,30,6,Children's,Family
Pathways,5.541,6.89,58,N/A,2023,1.00,2,2,5,30,14,N/A,N/A
2491 Planetship,5.541,6.73,90,N/A,2020,2.75,2,5,45,90,14,N/A,N/A
Bag of Dungeon 2: The Cursed Forest,5.541,8.09,41,N/A,2022,1.75,1,4,30,120,7,N/A,N/A
Skora,5.541,6.42,97,N/A,2020,1.75,2,4,15,25,8,N/A,N/A
Terminator Salvation,5.541,7.25,58,N/A,2010,2.20,2,3,40,40,12,Wargames,N/A
Demonworld,5.541,6.87,70,N/A,1999,4.20,2,6,120,120,12,N/A,N/A
End of the Iron Dream,5.541,7.01,66,N/A,1985,2.60,1,4,N/A,N/A,12,Wargames,N/A
Patrol!: Man-to-Man Combat in the 20th Century,5.541,6.31,118,N/A,1974,3.31,1,3,240,240,12,Wargames,N/A
Ace Detective,5.541,5.96,194,N/A,2013,2.20,2,5,60,60,14,Thematic,N/A
5 COLORS,5.541,6.46,85,N/A,2017,1.33,2,5,10,15,7,N/A,N/A
Cocktail,5.541,8.42,49,N/A,2021,1.25,2,9,15,45,14,N/A,N/A
Through Ice and Snow,5.541,7.78,60,N/A,2023,2.89,1,4,45,90,14,N/A,N/A
Cubeo,5.541,6.72,72,N/A,2016,1.67,2,2,5,15,7,Abstract,N/A
Inner Compass,5.541,6.44,111,N/A,2020,2.00,2,4,60,60,14,N/A,N/A
Days of Battle: Golan Heights,5.541,7.08,55,N/A,2013,2.67,2,2,120,120,13,Wargames,N/A
Outlaws: Last Man Standing,5.541,6.0,254,N/A,2018,1.89,2,2,15,20,10,N/A,N/A
Churrascaria: A Cutthroat Game of Gluttony,5.54,7.16,73,N/A,2018,1.75,2,6,25,35,10,N/A,N/A
Double or Nothing,5.54,5.71,506,22.00,2006,1.11,3,6,20,20,10,Family,N/A
Foreign Legion Paratroopers: Rapid Response Force,5.54,7.64,42,N/A,2020,3.17,1,2,N/A,N/A,16,Wargames,N/A
"Las Navas de Tolosa, 1212",5.54,7.33,47,N/A,2005,2.75,2,2,60,60,12,Wargames,N/A
Lords of the Spanish Main,5.54,6.72,73,N/A,2006,3.18,2,8,120,120,12,Thematic,N/A
Bezique,5.54,6.42,91,N/A,1860,2.30,2,2,30,30,10,N/A,N/A
Terrain Vague,5.54,6.65,70,N/A,1993,3.25,2,4,120,120,10,N/A,N/A
Nomad Gods,5.54,7.35,51,N/A,1977,2.75,2,5,300,300,12,Wargames,N/A
Hungarian Nightmare,5.54,7.12,55,N/A,2011,3.42,2,2,300,300,14,Wargames,N/A
Phantom,5.54,6.33,107,N/A,2012,2.00,2,2,30,30,10,Family,N/A
Ctrl,5.54,5.79,403,11.93,2020,1.17,2,4,20,20,7,Abstract,N/A
Loch Ness,5.54,5.79,403,N/A,2010,1.52,2,5,30,45,8,Family,N/A
Quantum,5.54,7.55,41,N/A,1984,2.50,2,4,20,20,8,Abstract,N/A
Holdfast: Pacific 1941-45,5.54,6.65,73,N/A,2017,2.22,1,2,60,150,13,Wargames,N/A
Buurn,5.54,7.45,63,N/A,2021,2.00,3,5,30,40,8,N/A,N/A
Battle of Gods,5.54,7.65,69,N/A,2023,2.00,2,4,30,60,10,N/A,N/A
Guns of the Askari,5.54,7.27,53,N/A,2012,2.70,2,3,360,360,12,Wargames,N/A
Objective: Schmidt,5.54,7.22,60,N/A,1990,3.63,2,2,240,240,15,Wargames,N/A
Rise & Fall,5.54,7.97,45,N/A,2024,3.00,2,4,40,80,14,N/A,N/A
Gangster's Dilemma,5.54,6.66,89,N/A,2020,1.80,3,7,30,45,9,N/A,N/A
"Warhammer 40,000: Kill Team – Into the Dark",5.54,8.31,32,N/A,2022,0.00,2,2,60,60,12,N/A,N/A
New Eden,5.54,6.62,74,N/A,2023,2.63,1,4,45,60,10,N/A,N/A
The Fulda Gap: The Battle for the Center,5.54,7.4,73,N/A,2020,3.60,1,4,120,3000,N/A,Wargames,N/A
Guerra De Mitos III,5.54,7.9,59,N/A,2013,2.33,2,6,20,20,10,N/A,N/A
Mr. Face,5.54,6.01,177,N/A,2018,1.00,3,6,20,20,9,N/A,N/A
Cornucopia,5.54,5.84,265,54.50,2010,1.44,2,5,45,60,8,Family,N/A
Pixel Glory: Light & Shadow,5.54,7.23,74,N/A,2018,1.75,1,4,30,30,13,N/A,N/A
Tute,5.54,6.83,64,N/A,N/A,2.00,2,4,20,20,10,N/A,N/A
Sixis,5.54,6.23,110,N/A,2008,1.43,2,4,15,15,N/A,N/A,N/A
Windup War,5.54,6.61,105,N/A,2017,1.50,2,6,15,30,8,N/A,N/A
