Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Brass: Birmingham,8.421,8.61,41991,84.99,2018,3.89,2,4,60,120,14,Strategy,N/A
Pandemic Legacy: Season 1,8.386,8.53,51950,49.97,2015,2.83,2,4,60,60,13,Strategy,Thematic
Gloomhaven,8.374,8.61,60276,N/A,2017,3.90,1,4,60,120,14,Strategy,Thematic
Ark Nova,8.321,8.53,37020,58.99,2021,3.74,1,4,90,150,14,Strategy,N/A
Twilight Imperium: Fourth Edition,8.242,8.61,22123,126.49,2017,4.31,3,6,240,480,14,Strategy,Thematic
Terraforming Mars,8.222,8.37,94074,79.99,2016,3.26,1,5,120,120,12,Strategy,N/A
Dune: Imperium,8.209,8.42,39629,51.43,2020,3.03,1,4,60,120,14,Strategy,N/A
Gloomhaven: Jaws of the Lion,8.189,8.47,31558,36.97,2020,3.64,1,4,30,120,14,Strategy,Thematic
War of the Ring: Second Edition,8.181,8.53,20119,74.89,2011,4.21,2,4,150,180,13,Thematic,Wargames
Star Wars: Rebellion,8.171,8.42,31079,N/A,2016,3.74,2,4,180,240,14,Thematic,N/A
Spirit Island,8.151,8.35,47542,67.31,2017,4.06,1,4,90,120,13,Strategy,N/A
Gaia Project,8.129,8.39,25780,78.99,2017,4.40,1,4,60,150,12,Strategy,N/A
Twilight Struggle,8.076,8.25,47650,56.18,2005,3.61,2,2,120,180,13,Strategy,Wargames
Through the Ages: A New Story of Civilization,8.074,8.3,30598,69.73,2015,4.44,2,4,120,120,14,Strategy,N/A
Great Western Trail,8.048,8.21,39618,39.99,2016,3.70,2,4,75,150,12,Strategy,N/A
The Castles of Burgundy,8.009,8.13,59824,49.99,2011,2.99,2,4,30,90,12,Strategy,N/A
Scythe,8.006,8.16,79816,65.92,2016,3.44,1,5,90,115,14,Strategy,N/A
7 Wonders Duel,7.972,8.1,89345,21.99,2015,2.23,2,2,30,30,10,Strategy,N/A
Eclipse: Second Dawn for the Galaxy,7.969,8.48,12086,168.88,2020,3.67,2,6,60,200,14,Strategy,N/A
Brass: Lancashire,7.962,8.19,24175,78.99,2007,3.86,2,4,60,120,14,Strategy,N/A
Nemesis,7.961,8.28,28296,199.90,2018,3.46,1,5,90,180,12,Thematic,N/A
A Feast for Odin,7.948,8.18,26895,96.78,2016,3.86,1,4,30,120,12,Strategy,N/A
Clank! Legacy: Acquisitions Incorporated,7.947,8.56,8712,118.97,2019,2.71,2,4,90,120,13,Thematic,N/A
Concordia,7.947,8.1,38871,62.92,2013,2.99,2,5,100,100,13,Strategy,N/A
Wingspan,7.916,8.06,85796,44.99,2019,2.46,1,5,40,70,10,Family,Strategy
Terra Mystica,7.911,8.07,46882,59.97,2012,3.97,2,5,60,150,12,Strategy,N/A
Arkham Horror: The Card Game,7.905,8.13,41392,23.88,2016,3.53,1,2,60,120,14,Customizable,Thematic
Lost Ruins of Arnak,7.896,8.08,39421,39.99,2020,2.91,1,4,30,120,12,Family,Strategy
Root,7.885,8.08,47238,59.94,2018,3.78,2,4,60,90,10,Strategy,Wargames
Great Western Trail: Second Edition,7.883,8.38,10554,61.44,2021,3.72,1,4,75,150,12,Strategy,N/A
Orléans,7.876,8.06,30130,54.28,2014,3.03,2,5,90,90,12,Strategy,N/A
Everdell,7.859,8.04,49662,55.00,2018,2.81,1,4,40,80,13,Family,Strategy
Mage Knight Board Game,7.857,8.09,32608,61.59,2011,4.36,1,4,60,240,14,Strategy,Thematic
Viticulture Essential Edition,7.85,8.0,46331,48.63,2015,2.89,1,6,45,90,13,Strategy,N/A
Barrage,7.85,8.18,16255,N/A,2019,4.10,1,4,60,120,14,Strategy,N/A
The Crew: Mission Deep Sea,7.848,8.19,14710,27.00,2021,2.05,2,5,20,20,10,Family,N/A
Too Many Bones,7.84,8.35,11911,159.95,2017,3.85,1,4,60,120,12,Strategy,Thematic
Food Chain Magnate,7.81,8.07,19542,104.00,2015,4.20,2,5,120,240,14,Strategy,N/A
Pax Pamir: Second Edition,7.801,8.22,12578,78.99,2019,3.84,1,5,45,120,13,Strategy,N/A
Marvel Champions: The Card Game,7.8,8.13,22103,41.99,2019,2.92,1,4,45,90,14,Customizable,N/A
Underwater Cities,7.789,8.07,18303,61.02,2018,3.60,1,4,80,150,12,Strategy,N/A
Puerto Rico,7.787,7.92,69960,N/A,2002,3.27,3,5,90,150,12,Strategy,N/A
Frosthaven,7.785,8.87,5653,199.98,2022,4.34,1,4,30,120,14,Strategy,Thematic
Caverna: The Cave Farmers,7.774,7.96,33888,67.60,2013,3.78,1,7,30,210,12,Strategy,N/A
Blood Rage,7.768,7.94,45373,84.19,2015,2.88,2,4,60,90,14,Strategy,N/A
Cascadia,7.767,7.96,31932,29.99,2021,1.83,1,4,30,45,10,Abstract,Family
