Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Carrera de Mente,5.491,5.37,85,N/A,1985,1.17,2,20,90,90,10,N/A,N/A
Automobile für die Welt,5.491,4.88,31,N/A,1977,2.00,3,6,60,60,16,N/A,N/A
Sinister Six,5.491,5.58,154,N/A,2019,1.67,3,6,30,45,14,N/A,N/A
Rondo,5.491,5.16,53,N/A,1997,1.43,2,6,45,45,12,N/A,N/A
Rapido,5.491,4.99,35,N/A,2005,1.00,2,4,15,15,3,N/A,N/A
Nodwick: The Card Game,5.491,5.51,190,N/A,2002,1.08,3,6,10,10,7,N/A,N/A
Spooky Castle,5.491,5.45,129,N/A,2016,1.00,2,4,20,20,6,N/A,N/A
Monopoly: The Legend of Zelda,5.491,5.62,429,N/A,2014,2.00,2,4,60,180,N/A,N/A,N/A
Coco Crazy,5.491,5.47,333,N/A,1992,1.13,2,8,20,20,7,Children's,N/A
Blitzed!,5.491,5.05,40,N/A,2013,1.00,3,5,15,15,8,N/A,N/A
1 vs. 100 Board Game,5.491,4.88,32,N/A,2006,2.00,2,4,N/A,N/A,12,N/A,N/A
The Nightmare Before Christmas: Making Christmas,5.491,5.13,48,N/A,2021,1.00,2,6,15,15,6,N/A,N/A
Tumbling Tower: Rainbow!,5.491,5.08,40,N/A,N/A,1.00,1,8,5,5,5,N/A,N/A
Doodle Jump,5.491,5.31,47,N/A,2013,1.00,2,4,20,20,8,N/A,N/A
Sixth Fleet: US/Soviet Naval Operations in the Mediterranean in the 1970's,5.491,5.58,146,N/A,1975,2.82,2,2,120,120,12,Wargames,N/A
Bounty,5.491,5.47,93,N/A,2000,1.60,2,8,60,60,8,N/A,N/A
Chicken Out,5.491,5.25,67,N/A,1988,1.20,2,4,20,20,6,Children's,N/A
Coco Capitano,5.491,5.08,32,N/A,2012,1.00,2,4,10,10,5,N/A,N/A
Ballons,5.491,5.33,99,N/A,2003,1.00,2,5,10,10,3,Children's,N/A
Legitimacy,5.491,5.46,97,N/A,2009,1.73,2,6,30,30,10,Family,N/A
Pyramid,5.491,4.95,33,N/A,N/A,1.00,1,1,10,10,5,N/A,N/A
Chicago,5.491,5.46,215,N/A,1986,2.13,2,4,90,120,16,Strategy,N/A
Monopolino,5.491,5.06,35,N/A,1996,1.00,2,4,40,40,5,N/A,N/A
The Great Snowball Battle,5.491,5.46,91,N/A,2014,1.44,2,6,15,15,8,Children's,Family
Müller & Sohn,5.491,5.18,58,N/A,1985,1.00,4,6,45,45,8,N/A,N/A
Food Chain,5.491,5.45,158,N/A,2009,1.23,2,4,30,30,8,N/A,N/A
CSI: Senses,5.491,5.2,43,27.99,2006,1.33,2,4,N/A,N/A,14,N/A,N/A
Scene it? Jr.,5.491,5.29,44,26.49,2003,1.25,2,12,30,30,8,N/A,N/A
Calamity!,5.491,5.14,58,N/A,1983,1.33,2,6,60,60,10,N/A,N/A
Lao Pengh,5.491,5.29,69,N/A,1999,1.77,2,6,20,20,10,N/A,N/A
Space Base Mutiny,5.491,5.34,68,N/A,2016,1.00,2,2,5,15,10,N/A,N/A
Balancing Aliens,5.491,5.26,76,N/A,2003,1.27,2,4,20,20,7,N/A,N/A
Monopoly Hotels,5.491,5.34,113,24.20,2013,1.00,2,2,30,30,8,N/A,N/A
Panda Monium,5.491,5.37,142,N/A,1994,1.00,3,6,20,20,6,Children's,N/A
Dodoresque,5.491,5.34,68,N/A,2018,1.00,2,4,15,30,8,N/A,N/A
Falklands Showdown: The 1982 Anglo-Argentine War,5.491,5.26,49,N/A,2011,2.33,1,2,240,240,10,Wargames,N/A
Battlecards: World Conflict – Western European Campaign – Starter Set,5.491,5.48,161,N/A,2001,1.95,2,8,60,60,8,Wargames,N/A
