Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Stupefy!,5.57,6.38,201,N/A,2022,1.38,4,8,30,30,8,N/A,N/A
Cubed: Next Level Dominoes,5.57,7.07,108,N/A,2023,2.00,1,11,20,120,5,N/A,N/A
Hof Gap: The Nurnberg Pincer,5.57,7.0,118,N/A,1980,3.60,2,2,120,120,12,Wargames,N/A
Vs System 2PCG: A-Force,5.57,7.57,75,N/A,2016,2.00,2,2,30,30,12,N/A,N/A
Tasty Humans,5.57,6.75,128,N/A,2020,2.00,1,4,30,60,10,Strategy,N/A
Speed Colors,5.57,6.36,231,N/A,2017,1.00,2,5,15,20,5,N/A,N/A
Hunt A Killer: Nancy Drew – Mystery at Magnolia Gardens,5.57,7.43,87,N/A,2021,1.33,1,99,60,90,14,N/A,N/A
Otto Game Over,5.57,6.74,167,N/A,2021,1.38,1,4,15,30,8,N/A,N/A
Payoff Pitch Baseball,5.57,8.22,76,N/A,2013,3.00,1,2,25,25,10,N/A,N/A
Magecraft,5.57,6.73,130,N/A,2016,1.89,2,4,30,60,8,N/A,N/A
Silencio,5.57,6.47,170,N/A,2020,2.00,2,4,15,15,10,N/A,N/A
Marrakesh,5.57,6.35,192,N/A,2002,1.26,2,4,20,20,6,Children's,N/A
What's Up,5.57,5.79,913,N/A,2016,1.11,2,4,10,20,8,Family,N/A
Advanced European Theater of Operations,5.57,7.51,95,N/A,2001,4.82,1,5,360,360,15,Wargames,N/A
Dream Cruise,5.57,6.78,127,N/A,2021,1.91,1,4,30,45,8,N/A,N/A
Hanau 1813,5.57,8.17,60,N/A,2013,3.08,2,2,N/A,N/A,N/A,Wargames,N/A
A to Z,5.57,6.14,264,N/A,1992,1.50,2,4,30,30,9,Party,N/A
Tien Len,5.569,6.94,112,N/A,N/A,1.88,2,8,20,20,10,N/A,N/A
Barnyard Roundup,5.569,6.65,175,N/A,2016,1.33,2,6,10,20,6,N/A,N/A
Hokito,5.569,6.56,163,N/A,2020,1.75,2,2,6,20,8,Abstract,N/A
Castellum: Maastricht,5.569,6.72,124,N/A,2018,2.40,2,4,45,45,9,Strategy,Wargames
The Mysterious Forest,5.569,5.89,546,19.69,2016,1.18,2,4,10,25,6,Children's,N/A
Silk Road,5.569,5.89,485,N/A,2006,2.24,3,6,60,60,12,Family,N/A
Toscana,5.569,6.34,205,N/A,2010,2.86,2,5,45,45,10,Family,Strategy
GD '41,5.569,7.01,117,N/A,1996,3.36,1,2,60,2400,N/A,Wargames,N/A
Tough Calls: Dystopia,5.569,7.67,96,N/A,2020,1.00,3,5,45,60,12,Thematic,N/A
Quickity Pickity,5.569,6.62,148,23.00,2022,1.00,2,5,20,20,6,N/A,N/A
The Drifter,5.569,7.67,89,N/A,2019,1.80,1,1,15,80,12,N/A,N/A
Warhammer Underworlds: Harrowdeep,5.569,7.82,71,N/A,2021,3.67,2,2,30,30,12,Wargames,N/A
Snakes of Wrath,5.569,7.64,76,N/A,2022,1.88,2,2,15,30,8,N/A,N/A
Orc-lympics,5.569,6.35,190,N/A,2018,1.50,2,5,10,20,8,N/A,N/A
Covalence: A Molecule Building Game,5.569,6.3,241,N/A,2016,1.70,2,4,15,40,8,Family,N/A
ヒーフー!! (Hii Fuu!!),5.569,7.1,98,N/A,2021,1.33,4,5,20,25,10,N/A,N/A
Europa 1945-2030,5.569,5.98,340,N/A,1998,2.63,3,6,120,120,12,Strategy,N/A
Bluff,5.569,6.54,157,N/A,1973,1.00,2,6,30,30,N/A,N/A,N/A
Rollet,5.569,7.03,102,N/A,2014,1.00,4,4,10,10,7,N/A,N/A
Niña & Pinta,5.569,6.59,142,44.99,2016,3.25,1,4,120,120,14,N/A,N/A
King Frog,5.569,6.73,119,N/A,2016,1.00,2,4,15,15,7,N/A,N/A
HellRail: Third Perdition,5.569,5.84,548,N/A,2001,2.19,3,4,60,60,10,Strategy,N/A
Into the Bastards!: First tank battle,5.569,7.4,80,N/A,2011,2.50,2,2,180,240,N/A,Wargames,N/A
Viceroys,5.569,6.46,184,N/A,1986,3.30,1,7,240,240,12,Strategy,Wargames
Jenga,5.569,5.64,15063,13.99,1983,1.11,1,8,20,20,6,Party,N/A
Unlock!: Short Adventures – Doo-Arann's Dungeon,5.569,6.54,139,N/A,2022,2.00,1,6,N/A,N/A,N/A,N/A,N/A
Rise of Cthulhu,5.569,6.46,206,N/A,2015,1.67,2,2,30,30,14,Strategy,N/A
Deathride: Mars-la-Tour 1870,5.569,7.11,95,N/A,2008,2.50,2,2,180,180,N/A,Wargames,N/A
Noble Treachery: The Last Alliance,5.569,6.71,166,N/A,2014,2.14,4,6,45,45,12,Strategy,N/A
Mystery Mansion,5.569,6.12,366,N/A,1984,1.90,3,4,90,90,8,Children's,Family
Justice League: Hero Dice – Flash,5.569,6.47,165,N/A,2016,2.00,1,4,15,30,10,N/A,N/A
Keep,5.569,6.28,208,N/A,2015,1.38,2,5,10,20,N/A,N/A,N/A
Airfix Battles: The Introductory Wargame,5.569,7.42,108,N/A,2016,2.20,1,4,30,60,10,Wargames,N/A
The Detective Society: The Disappearance of Claire Makova,5.569,7.85,94,N/A,2020,2.67,1,4,80,80,N/A,N/A,N/A
Call of Kilforth: A Fantasy Quest Game,5.569,8.18,65,N/A,2023,3.00,1,4,45,180,13,N/A,N/A
Lipogram,5.569,7.27,87,N/A,2021,1.00,2,10,15,15,10,N/A,N/A
Bulge 20,5.569,7.31,79,N/A,2009,2.32,2,2,75,75,12,Wargames,N/A
Avocado Smash!,5.569,6.1,369,N/A,2018,1.00,2,99,10,10,6,Party,N/A
Stones of Fate,5.569,6.52,211,N/A,2015,1.67,2,4,20,30,12,Family,Strategy
Take Stock,5.569,5.85,539,N/A,2006,1.79,2,6,60,60,10,Family,N/A
Gran Circo,5.569,7.4,80,N/A,2012,2.00,3,5,50,50,10,N/A,N/A
1985: Deadly Northern Lights,5.569,9.17,52,N/A,2020,4.56,2,4,180,5000,N/A,Wargames,N/A
The Guns of August,5.569,5.95,644,N/A,1981,3.41,2,6,360,1080,12,Wargames,N/A
House of Cats,5.569,7.05,97,N/A,2023,1.50,1,6,15,20,10,N/A,N/A
Star Wars Villainous: Scum and Villainy,5.569,7.86,74,N/A,2023,0.00,2,3,50,50,10,N/A,N/A
Magiczny Miecz,5.569,6.26,258,N/A,1993,2.00,2,6,240,240,12,Thematic,N/A
Dinosaur Table Battles,5.569,6.82,117,N/A,2020,1.80,2,2,30,45,N/A,N/A,N/A
Reign of Dragoness,5.569,6.65,132,16.99,2022,1.00,2,8,20,40,8,N/A,N/A
Shibumi,5.569,7.78,71,N/A,2011,2.83,1,8,15,15,6,Abstract,N/A
Circular Reasoning: The Well of Power,5.569,6.54,153,N/A,2015,2.33,2,4,30,30,10,Abstract,N/A
Hoard,5.569,6.42,245,N/A,2014,1.14,2,6,10,45,6,N/A,N/A
Igen?,5.569,6.26,267,N/A,2018,1.00,2,6,30,60,9,N/A,N/A
Speedy Words,5.569,6.11,266,N/A,2014,1.00,1,10,10,15,6,N/A,N/A
Second World War at Sea: Eastern Fleet,5.569,7.16,96,N/A,2001,2.73,2,2,120,120,12,Wargames,N/A
Trench,5.569,7.72,152,N/A,2013,3.48,2,2,45,45,10,Abstract,N/A
Red Poppies: WWI Tactics,5.569,7.35,76,N/A,2010,2.44,2,2,60,90,N/A,Wargames,N/A
Anno Domini: Sport,5.569,6.6,133,N/A,2000,1.40,2,8,30,30,10,N/A,N/A
Photo Party,5.569,6.63,134,N/A,2010,1.00,6,15,20,20,8,N/A,N/A
Damask,5.569,6.96,101,N/A,2022,2.00,1,4,30,60,12,N/A,N/A
Screaming Eagles,5.569,6.03,382,N/A,1987,1.34,2,4,20,20,10,Family,N/A
Rory's Story Cubes: Fright,5.569,6.73,129,N/A,2015,1.00,1,12,20,20,6,N/A,N/A
Advanced Tobruk System Basic Game II: Streets of Stalingrad,5.569,7.11,93,N/A,2005,3.24,2,2,120,120,12,Wargames,N/A
Snap Ships Tactics,5.569,8.29,78,58.39,2023,2.33,1,4,30,120,14,Wargames,N/A
TOKYO JUTAKU,5.569,6.19,221,36.68,2018,1.57,1,8,10,45,14,N/A,N/A
Gipfelkraxler,5.569,6.12,242,N/A,2015,1.36,2,4,30,30,8,N/A,N/A
Khe Sanh '68,5.569,6.62,140,N/A,2015,1.80,1,1,N/A,N/A,N/A,Wargames,N/A
Second World War at Sea: Coral Sea,5.569,7.34,94,N/A,2010,3.07,2,2,30,30,N/A,Wargames,N/A
Black Elephant,5.569,7.57,68,N/A,2004,3.50,2,2,30,30,10,Abstract,N/A
Magnolia,5.569,7.25,83,N/A,2021,1.83,2,5,10,20,10,N/A,N/A
Death Wears White,5.569,7.62,66,N/A,2001,2.17,9,9,300,300,16,Thematic,N/A
Stock Market Game,5.569,6.23,344,N/A,1963,1.95,2,8,180,180,10,N/A,N/A
Ninja All-Stars,5.569,6.13,372,99.99,2015,2.45,2,4,90,90,13,Wargames,N/A
Clue: The Card Game,5.568,5.84,713,N/A,2002,1.56,3,5,45,45,8,Family,N/A
A Spoiled Victory: Dunkirk 1940,5.568,7.38,76,N/A,2014,2.22,1,1,60,60,N/A,Wargames,N/A
Dragons of Kir,5.568,6.59,151,N/A,2005,1.91,2,2,20,20,12,Abstract,N/A
The Blue Lion,5.568,5.95,352,N/A,2011,1.28,2,2,15,15,8,Abstract,N/A
Montgolfiere,5.568,5.85,601,62.50,1992,1.22,2,6,45,45,7,Family,N/A
Upstream,5.568,6.29,246,N/A,2017,1.88,2,5,25,40,8,N/A,N/A
Street Kings,5.568,6.85,150,N/A,2016,2.20,2,6,60,120,8,N/A,N/A
The Battle for Dresden 1813,5.568,7.22,92,N/A,1995,2.91,2,2,300,840,12,Wargames,N/A
Legendary Dungeoneer: Wrath of the Serpent Goddess,5.568,6.71,127,N/A,2007,2.63,2,4,60,60,12,N/A,N/A
The Fellowship of the Ring,5.568,6.17,298,N/A,1983,3.57,2,2,240,240,13,Strategy,Wargames
Gondor: The Siege of Minas Tirith,5.568,6.19,273,N/A,1977,2.71,2,2,120,240,12,Strategy,Wargames
Aces of Valor,5.568,8.14,81,N/A,2022,2.50,1,1,30,30,12,Wargames,N/A
