Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Chaos Isle: Zombi Deck,5.506,6.1,123,N/A,2008,1.85,1,6,30,30,13,Thematic,N/A
Way of the Dragon,5.506,5.64,193,N/A,2010,1.25,2,5,30,75,7,Family,N/A
Polar Smash,5.506,5.84,36,N/A,2017,1.00,2,4,10,15,5,N/A,N/A
Evergreen,5.506,5.53,361,22.99,1999,1.86,2,6,20,30,12,N/A,N/A
They Live: Assault on Cable 54,5.506,6.37,43,N/A,2022,3.67,1,6,120,200,13,N/A,N/A
Barnyard Bunch,5.506,5.85,65,N/A,2019,1.00,2,4,5,15,4,Children's,N/A
Bakerstreet,5.506,5.6,289,N/A,2003,1.74,2,2,30,30,10,N/A,N/A
Time Pirates,5.506,5.56,260,34.99,2000,2.00,3,6,60,60,10,N/A,N/A
Seven Days Battles,5.506,5.75,61,N/A,1993,2.08,2,2,120,120,12,Wargames,N/A
Scavenger Hunt,5.506,5.61,72,N/A,2005,1.38,2,6,30,30,9,N/A,N/A
The Enigma Box,5.506,6.35,78,N/A,2018,3.86,1,4,6000,10000,12,N/A,N/A
Mława 1939,5.506,6.26,34,N/A,1999,2.83,2,2,N/A,N/A,N/A,Wargames,N/A
Dragon Hunt,5.506,5.78,63,N/A,1997,1.33,2,2,10,10,10,N/A,N/A
Bible Taboo,5.506,6.22,36,N/A,2010,1.00,4,10,20,20,10,N/A,N/A
The Looney Bin,5.506,6.26,121,N/A,2008,1.38,3,7,30,30,9,Party,N/A
Cityline,5.506,5.8,38,N/A,2020,1.71,1,99,20,20,8,N/A,N/A
"Downfall: If the U.S. Invaded Japan, 1945",5.506,5.95,45,N/A,2005,2.57,1,2,360,360,14,Wargames,N/A
CLUE: Dungeons & Dragons,5.506,6.43,45,N/A,2019,1.50,2,6,60,60,8,N/A,N/A
Frontier-6,5.506,6.36,38,N/A,1980,1.88,2,6,60,60,10,N/A,N/A
Canosa,5.506,5.68,122,N/A,2020,2.00,2,2,20,20,8,Abstract,N/A
The Malaysian Dream,5.506,6.35,31,N/A,2019,1.00,2,6,20,40,12,N/A,N/A
Omnigon,5.506,5.84,44,N/A,1988,1.80,2,2,10,10,N/A,Abstract,N/A
Too Many Monkeys,5.506,5.68,230,N/A,2009,1.05,2,6,20,20,6,Children's,N/A
Star Wars: The Interactive Video Board Game,5.506,5.75,191,45.85,1996,1.85,3,6,60,60,8,N/A,N/A
Templari,5.506,5.8,46,N/A,2017,1.33,3,5,30,30,10,N/A,N/A
Höchste Eisenbahn,5.506,5.78,44,N/A,2012,1.00,2,6,10,10,5,N/A,N/A
Beutelschneider,5.506,5.87,40,N/A,1997,1.33,3,4,30,30,N/A,N/A,N/A
The Dragon's Wrath,5.506,5.93,38,N/A,1995,1.67,2,2,10,10,10,Customizable,N/A
Moon Base Clavius,5.506,5.96,45,N/A,1982,2.17,2,2,30,60,12,Wargames,N/A
Obsession,5.506,5.79,57,N/A,1977,1.00,2,2,30,30,10,Abstract,N/A
Fat Fish,5.506,5.71,85,N/A,2018,1.00,2,6,20,20,8,N/A,N/A
Fantasy Fantasy Baseball,5.506,5.99,77,N/A,2017,1.50,1,5,20,50,10,N/A,N/A
Roll & Wall,5.506,5.76,70,N/A,2018,1.60,2,5,30,45,7,N/A,N/A
Zomax,5.506,5.83,46,N/A,1988,1.67,2,2,60,60,8,Abstract,Wargames
Numeracy Legends and The Zerda Fox,5.506,5.95,30,N/A,2017,1.00,2,4,10,25,5,N/A,N/A
Immer oben auf!,5.506,5.91,31,N/A,2004,1.00,3,5,20,20,5,N/A,N/A
Rimini,5.506,6.02,35,N/A,1988,1.33,2,4,20,20,8,N/A,N/A
The Jewish War,5.506,5.85,43,N/A,2000,1.73,2,2,45,45,12,Wargames,N/A
I'm Right You're Wrong,5.506,7.15,40,N/A,2021,1.67,2,5,5,15,14,N/A,N/A
Aufbruch ins Abenteuer,5.506,5.85,30,N/A,2013,1.50,2,4,15,15,6,N/A,N/A
Assault on Narvik,5.506,6.32,34,N/A,2005,3.00,2,2,240,240,12,Wargames,N/A
Foodtown Throwdown,5.506,5.93,30,N/A,2015,1.00,2,4,20,20,8,N/A,N/A
Junk Yard,5.506,5.95,30,N/A,2002,2.50,2,6,60,60,9,Abstract,N/A
Ghost Hunt,5.506,5.84,47,N/A,2011,1.20,1,1,10,10,5,N/A,N/A
History of War: Pacific Edition,5.506,6.06,33,N/A,2004,3.00,2,6,45,45,10,Wargames,N/A
Die Safeknacker,5.506,5.87,41,N/A,1996,1.50,3,5,20,20,10,N/A,N/A
Tangram Master,5.506,5.68,87,N/A,2001,1.86,1,4,10,10,8,N/A,N/A
Star Trek Trivia Game,5.506,5.78,52,N/A,2000,2.00,2,4,60,60,12,N/A,N/A
MacGyver: The Escape Room Game,5.506,5.44,183,N/A,2018,1.67,1,4,60,60,12,N/A,N/A
Happy Bunny,5.506,5.89,46,N/A,2018,1.00,1,4,15,15,3,N/A,N/A
The Boy Who Cried Wolf,5.506,5.83,36,N/A,2018,1.00,3,5,15,15,8,N/A,N/A
Mafia,5.506,5.88,42,N/A,1981,1.71,3,5,60,120,13,Strategy,N/A
Ergo,5.506,5.84,71,N/A,1977,1.75,2,2,30,30,10,Abstract,N/A
Wordoku: Fun Spelled Out,5.506,5.94,35,16.99,2016,1.50,1,6,20,30,12,N/A,N/A
