Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Flix,5.521,6.22,57,N/A,1994,1.25,2,2,10,10,7,Abstract,N/A
Armies of Arcana,5.521,7.79,47,N/A,1997,2.67,2,8,120,120,N/A,N/A,N/A
Aether Captains: The Search,5.521,6.45,52,N/A,2011,1.60,2,2,20,20,10,N/A,N/A
Gears of War: The Card Game,5.521,7.32,39,34.22,2023,3.14,2,2,30,60,14,N/A,N/A
Amerigo,5.521,5.79,156,N/A,2008,2.00,2,4,30,30,10,Strategy,N/A
Mustangs and Messerschmitts,5.521,7.47,33,N/A,1977,3.13,2,20,120,120,12,Wargames,N/A
Buck: Legacy (2nd Edition),5.521,7.53,34,N/A,2014,2.00,2,6,60,120,14,N/A,N/A
Fanhunter: Assault,5.521,6.07,122,N/A,2018,1.67,2,6,30,30,13,N/A,N/A
Marine: 2002 – A Game of the First Lunar War,5.521,6.18,89,N/A,1979,2.78,2,6,60,240,12,Wargames,N/A
The Battle of the Little Big Horn,5.521,6.01,90,N/A,1962,1.18,2,2,45,45,8,Children's,Wargames
Scrabble Scramble,5.521,5.86,149,N/A,2005,1.62,2,2,20,20,8,N/A,N/A
Anyways,5.521,6.97,33,N/A,2012,2.00,2,4,50,50,8,N/A,N/A
Shenandoah: A Civil War Game of the Valley Campaigns – 1862 and 1864,5.52,7.19,32,N/A,1975,2.90,2,2,120,120,12,Wargames,N/A
Wild Fun West,5.52,5.86,134,N/A,2012,1.88,4,8,45,45,8,Party,N/A
Line or Colour,5.52,7.08,33,N/A,2014,1.50,2,2,10,10,8,Abstract,N/A
Dice Bazaar,5.52,6.19,79,N/A,2016,1.33,2,4,25,40,6,N/A,N/A
Seasons: The Calendar Rummy Game,5.52,6.21,90,N/A,2004,1.89,2,4,90,90,10,N/A,N/A
Tails on Fire,5.52,6.2,91,15.99,2022,1.50,2,6,20,20,10,N/A,N/A
Tutti Frutti,5.52,5.89,119,N/A,2014,1.00,2,6,10,10,4,N/A,N/A
The Bad Karmas and The Curse of the Zodiac,5.52,7.63,32,N/A,2023,2.00,1,5,40,90,14,N/A,N/A
Jailbreak,5.52,5.96,107,N/A,1982,1.29,2,2,30,30,7,Children's,N/A
Catch Phrase: Uncensored,5.52,6.54,34,N/A,2017,0.00,4,4,5,10,18,N/A,N/A
Rats to Riches,5.52,6.85,54,N/A,2019,2.00,2,5,15,45,8,N/A,N/A
Lucky First Incense,5.52,7.8,41,N/A,2023,1.50,2,5,10,25,8,N/A,N/A
Jenga Maker,5.52,6.85,36,N/A,2022,1.00,2,6,N/A,N/A,8,N/A,N/A
Ice Cream Combo,5.52,6.39,89,N/A,2014,1.00,2,6,10,15,6,N/A,N/A
Donkey: It's a Kick!,5.52,6.74,50,21.99,2011,1.00,3,8,45,45,8,N/A,N/A
Kezao,5.52,6.25,56,N/A,2020,1.00,2,6,20,30,6,N/A,N/A
Bobbidi Boom,5.52,6.29,64,N/A,2017,1.60,3,5,20,30,8,N/A,N/A
Wolkenbruch,5.52,6.86,32,N/A,2020,2.50,1,4,30,45,10,N/A,N/A
Feed the ducks,5.52,6.98,42,N/A,2011,2.00,2,4,20,20,6,Abstract,N/A
Dictionary Dabble,5.52,6.44,42,N/A,1986,1.33,4,14,60,60,10,N/A,N/A
Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,5.52,5.63,856,116.95,2003,1.92,2,4,120,120,18,Family,Party
Taco Cat Goat Cheese Pizza: Demo deck,5.52,6.34,67,N/A,2020,1.00,2,3,5,5,8,N/A,N/A
Seeker Chronicles,5.52,9.43,34,N/A,2024,2.83,2,2,20,40,13,N/A,N/A
The Seals of Cthulhu,5.52,6.28,61,N/A,2019,0.00,2,2,15,20,10,N/A,N/A
Fusion,5.52,5.94,112,N/A,2011,1.00,2,4,10,10,6,N/A,N/A
Spinnentwist,5.52,6.32,49,N/A,2005,2.20,2,2,30,30,10,N/A,N/A
Buru,5.52,6.95,33,N/A,2023,2.00,1,4,60,75,12,N/A,N/A
Classic Statis Pro Baseball,5.52,6.73,46,N/A,1987,1.75,2,2,20,20,N/A,N/A,N/A
What's That on My Head?,5.52,6.48,41,N/A,1963,2.25,3,6,60,60,N/A,N/A,N/A
Allies: Realm of Wonder,5.52,6.22,88,N/A,2015,2.00,2,2,30,30,8,N/A,N/A
"25 Words or Less: People, Places and Things Edition",5.52,6.82,34,N/A,2006,2.00,4,99,30,30,8,N/A,N/A
Stonehenge and the Sun,5.52,6.78,35,N/A,2019,1.00,2,4,20,45,14,N/A,N/A
Collapse,5.52,6.23,70,N/A,2015,2.33,2,4,20,20,8,N/A,N/A
duck! duck! SAFARI!,5.52,6.0,91,N/A,2009,1.50,2,5,15,60,6,Children's,Family
Wir spielen Einkaufen,5.52,6.2,61,N/A,2008,1.50,2,4,30,30,4,N/A,N/A
Outpost 18,5.52,6.31,62,N/A,2019,2.00,2,2,10,15,10,N/A,N/A
Pokémon Trading Figure Game,5.52,6.33,78,N/A,2006,1.36,2,2,10,10,N/A,Customizable,N/A
Bodyguard Overlord,5.52,6.7,40,N/A,1994,2.93,2,2,120,120,N/A,Wargames,N/A
Kensington,5.52,6.62,54,N/A,2019,2.00,2,5,30,30,8,N/A,N/A
DEFCON 1,5.52,7.28,121,100.44,2023,2.89,2,5,90,180,14,Wargames,N/A
Battle Spirits: Trading Card Game,5.52,7.47,41,N/A,2009,1.50,2,4,45,45,10,Customizable,N/A
Soqquadro,5.52,5.93,118,24.27,2014,1.50,2,12,20,20,6,N/A,N/A
Kalifiko,5.52,6.18,59,N/A,2012,1.00,3,8,30,30,8,N/A,N/A
OCEAN: Great Barrier Reef,5.52,7.38,30,N/A,2022,0.00,2,5,25,45,8,N/A,N/A
Cock & Bull,5.52,6.41,71,N/A,2009,1.00,2,2,5,15,10,N/A,N/A
Monster City Planners,5.52,6.27,54,N/A,2013,2.25,2,4,20,20,12,N/A,N/A
7 Dice Wonders,5.52,6.3,54,N/A,2013,1.88,1,4,20,20,7,N/A,N/A
En Pointe Toujours!,5.52,7.18,33,N/A,1997,2.33,2,2,120,120,12,Wargames,N/A
Undead,5.52,5.94,95,N/A,1981,1.67,2,6,240,240,10,N/A,N/A
"Knock, Knock! Dungeon!",5.52,6.18,80,N/A,2020,1.20,1,6,6,6,7,N/A,N/A
Tori Shogi,5.52,7.04,34,N/A,1799,3.50,2,2,60,60,6,Abstract,N/A
Attila: Scourge O'God,5.52,6.67,43,N/A,1997,2.44,2,2,180,180,14,Wargames,N/A
Last One Alive,5.52,6.43,58,21.79,2022,1.50,2,5,15,15,13,N/A,N/A
Roman Disaster at Teutoburg,5.52,7.11,36,N/A,2022,1.50,1,1,N/A,N/A,N/A,Wargames,N/A
In a Flash Firefighters,5.52,6.21,68,N/A,2020,1.00,2,4,15,15,5,N/A,N/A
Murder on the Cosmic Express,5.52,6.15,89,N/A,2019,1.00,3,6,5,10,8,Party,N/A
The Red Burnoose: Algeria 1857,5.52,6.71,36,N/A,2022,3.00,1,4,60,120,14,Strategy,Wargames
Phalanx: Tactical Warfare 500-100 BC,5.52,6.36,48,N/A,1971,2.25,2,2,120,120,12,Wargames,N/A
