Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Welcome to the Moon,7.322,8.0,5756,44.70,2021,2.50,1,6,25,30,10,Family,Thematic
Meadow,7.322,7.77,9439,43.93,2021,2.24,1,4,60,90,10,Family,Strategy
Space Base,7.316,7.55,18065,44.51,2018,2.12,2,5,60,60,14,Family,N/A
Commands & Colors: Ancients,7.316,7.77,8735,55.68,2006,2.69,2,2,60,60,12,Wargames,N/A
Dead of Winter: A Crossroads Game,7.315,7.47,45723,55.99,2014,3.01,2,5,60,120,13,Thematic,N/A
Captain Sonar,7.315,7.52,20847,69.89,2016,2.19,2,8,45,60,14,Party,Thematic
Go,7.315,7.65,17002,30.99,-2200,3.93,2,2,30,180,8,Abstract,N/A
Suburbia,7.315,7.48,24924,66.07,2012,2.77,1,4,60,90,8,Strategy,N/A
Wonderland's War,7.312,8.14,5151,N/A,2022,3.01,2,5,45,125,13,Strategy,N/A
Village,7.309,7.49,23030,139.95,2011,3.07,2,4,60,90,12,Strategy,N/A
Paleo,7.307,7.71,11341,63.99,2020,2.64,1,4,45,60,10,Strategy,Thematic
Modern Art,7.303,7.49,21742,29.99,1992,2.29,3,5,45,45,10,Strategy,N/A
Splendor,7.302,7.42,78152,40.22,2014,1.78,2,4,30,30,10,Family,N/A
Tichu,7.298,7.58,15313,13.53,1991,2.34,4,4,60,60,10,Strategy,N/A
Carcassonne,7.297,7.41,124124,22.67,2000,1.90,2,5,30,45,7,Family,N/A
Star Realms: Colony Wars,7.296,7.8,7993,17.95,2015,1.90,2,2,20,20,12,Strategy,N/A
Ankh: Gods of Egypt,7.293,7.82,8515,69.53,2021,3.09,2,5,90,90,14,Strategy,N/A
Under Falling Skies,7.293,7.69,10540,29.99,2020,2.39,1,1,20,40,12,Strategy,N/A
Near and Far,7.292,7.69,10166,59.60,2017,2.89,2,4,90,120,13,Thematic,N/A
Coimbra,7.292,7.62,11640,47.79,2018,3.25,2,4,60,90,14,Strategy,N/A
Combat Commander: Europe,7.291,7.95,5887,N/A,2006,3.25,2,2,60,180,12,Wargames,N/A
Nations,7.29,7.61,12185,115.75,2013,3.55,1,5,40,200,14,Strategy,N/A
Nidavellir,7.289,7.6,12751,39.99,2020,2.11,2,5,45,45,10,Strategy,N/A
Paths of Glory,7.287,8.06,5138,54.99,1999,3.85,2,2,480,480,14,Wargames,N/A
Calico,7.287,7.55,17602,N/A,2020,2.18,1,4,30,45,10,Abstract,Family
Dinosaur Island,7.285,7.58,15785,51.15,2017,3.04,1,4,90,120,8,Strategy,N/A
YINSH,7.283,7.71,8860,34.56,2003,2.66,2,2,30,60,9,Abstract,N/A
My City,7.281,7.66,10131,34.95,2020,1.99,2,4,30,30,10,Family,Strategy
Ticket to Ride,7.279,7.4,87702,43.97,2004,1.83,2,5,30,60,8,Family,N/A
Aeon's End: Legacy,7.277,8.07,4903,90.13,2019,2.86,1,4,45,90,14,Strategy,Thematic
Cyclades,7.277,7.51,21199,70.56,2009,2.82,2,5,60,90,13,Strategy,N/A
La Granja,7.27,7.61,10901,N/A,2014,3.57,1,4,90,120,12,Strategy,N/A
Codenames: Duet,7.269,7.45,22247,20.99,2017,1.36,2,2,15,30,11,Family,N/A
Secret Hitler,7.269,7.51,27658,40.00,2016,1.74,5,10,45,45,13,Party,N/A
The Taverns of Tiefenthal,7.267,7.58,13488,69.99,2019,2.67,2,4,60,60,12,Strategy,N/A
Blood on the Clocktower,7.266,8.33,4450,N/A,2022,2.96,6,21,30,120,15,Party,Strategy
Legendary: A Marvel Deck Building Game,7.258,7.53,22379,64.99,2012,2.43,1,5,30,60,14,Thematic,N/A
Deception: Murder in Hong Kong,7.258,7.46,22005,31.84,2014,1.58,4,12,20,20,14,Party,N/A
Hanamikoji,7.257,7.49,17670,N/A,2013,1.68,2,2,15,15,10,Family,N/A
Century: Golem Edition,7.256,7.6,11823,39.99,2017,1.69,2,5,30,45,8,Family,Strategy
Great Western Trail: Argentina,7.255,8.43,3104,57.99,2022,3.90,1,4,75,150,12,Strategy,N/A
MicroMacro: Crime City,7.253,7.52,14903,47.51,2020,1.11,1,4,15,45,12,Family,N/A
Zombicide: Black Plague,7.251,7.62,15880,109.99,2015,2.49,1,6,60,180,14,Thematic,N/A
KLASK,7.248,7.63,9759,59.99,2014,1.06,2,2,10,10,8,Family,Party
Fantasy Realms,7.248,7.52,14359,22.92,2017,1.80,2,6,20,20,14,Family,N/A
Roll Player,7.247,7.46,19930,46.74,2016,2.43,1,4,60,90,10,Strategy,N/A
Clash of Cultures: Monumental Edition,7.245,8.38,3461,121.77,2021,3.66,2,4,180,240,14,Strategy,N/A
Sushi Go Party!,7.245,7.4,33700,19.99,2016,1.30,2,8,20,20,8,Family,N/A
The Princes of Florence,7.245,7.51,15405,65.00,2000,3.24,1,5,75,100,12,Strategy,N/A
7 Wonders (Second Edition),7.244,7.87,6720,59.99,2020,2.29,3,7,30,30,10,Family,Strategy
"Unmatched: Battle of Legends, Volume One",7.244,7.75,8438,N/A,2019,1.93,2,4,20,40,9,Strategy,N/A
Flamme Rouge,7.243,7.5,17530,62.99,2016,1.68,2,4,30,45,8,Family,N/A
Kanban: Driver's Edition,7.241,7.79,6771,N/A,2014,4.37,2,4,90,120,12,Strategy,N/A
Santorini,7.235,7.37,37855,N/A,2016,1.73,2,4,20,20,8,Abstract,N/A
Isle of Skye: From Chieftain to King,7.235,7.4,24987,42.23,2015,2.25,2,5,30,50,8,Family,Strategy
Goa: A New Expedition,7.235,7.56,11435,N/A,2004,3.37,2,4,90,90,12,Strategy,N/A
Detective: A Modern Crime Board Game,7.234,7.67,10325,42.49,2018,2.74,1,5,120,180,16,Thematic,N/A
