Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Caves of Rwenzori,5.504,7.15,47,N/A,2021,2.50,1,5,45,60,8,N/A,N/A
The Gang,5.504,5.76,31,N/A,2011,1.50,2,5,15,30,8,N/A,N/A
La vallée de la mort,5.504,5.74,71,N/A,2006,3.00,2,2,240,240,12,Wargames,N/A
BrewMaster: The Craft Beer Game,5.504,5.6,164,N/A,2001,1.62,2,5,60,60,16,N/A,N/A
RPGQuest: The Knights Templar,5.504,8.32,41,N/A,2005,1.71,4,12,30,30,12,N/A,N/A
Monopoly: Game of Thrones,5.504,5.64,192,34.99,2018,1.33,2,6,N/A,N/A,N/A,N/A,N/A
Top Gun: The Game of Modern Fighter Combat,5.504,5.89,101,N/A,1986,1.71,2,6,60,60,12,Wargames,N/A
Ring-A-Ding-Ding,5.504,5.57,133,N/A,2011,1.00,2,6,10,10,4,N/A,N/A
Code Sudoku,5.504,5.76,48,N/A,2005,2.71,1,4,N/A,N/A,7,N/A,N/A
Zoomaka,5.504,6.78,99,N/A,2018,1.60,2,5,25,45,14,N/A,N/A
Diceland,5.504,5.53,213,N/A,2002,1.95,2,2,30,30,10,Abstract,Strategy
Shit Happens:  Full of Shit,5.504,5.98,32,N/A,2016,0.00,2,8,20,60,18,N/A,N/A
The High Crusade,5.504,6.0,30,N/A,1983,2.80,2,2,45,45,12,Wargames,N/A
Pilfering Pandas,5.504,5.82,30,N/A,2022,2.00,1,4,20,30,10,N/A,N/A
Giant UNO,5.504,5.69,69,N/A,2015,1.00,2,10,N/A,N/A,7,N/A,N/A
Nautic Miles,5.504,6.0,35,N/A,1977,1.60,2,6,60,60,N/A,Wargames,N/A
Stadt-Land-anders,5.504,5.84,34,N/A,2016,1.00,2,99,15,40,8,N/A,N/A
Faras,5.504,5.63,60,N/A,2014,1.57,2,5,30,30,6,N/A,N/A
Awesome Kingdom: Mines & Labyrinths,5.504,5.96,38,N/A,2016,2.50,2,4,30,45,12,N/A,N/A
Foxy,5.504,5.65,48,N/A,1977,1.25,2,2,10,10,8,Abstract,N/A
Matchi,5.504,5.97,36,N/A,2020,1.00,2,2,15,30,8,Abstract,N/A
Blood Royals,5.504,5.8,41,N/A,2017,1.00,2,2,30,30,12,N/A,N/A
Astronauts: The Ultimate Space Game,5.504,5.72,76,N/A,2011,1.17,2,5,45,45,9,N/A,N/A
Laser Attack,5.504,5.78,76,N/A,1978,1.14,2,4,20,20,7,Children's,N/A
Artifact Stack,5.504,5.85,36,N/A,2017,1.25,2,4,20,20,10,N/A,N/A
Sushi Draft,5.504,5.59,255,N/A,2012,1.40,3,5,15,15,8,Family,N/A
Bubble Jungle,5.504,5.56,49,N/A,2017,1.00,2,4,10,10,5,N/A,N/A
Zulu Attack,5.504,6.18,30,N/A,1982,2.17,2,2,90,90,12,Wargames,N/A
Starship Duel I,5.504,6.27,31,N/A,1984,1.50,1,2,30,30,12,Wargames,N/A
Jalan-Jalan,5.504,6.06,30,N/A,2018,1.00,3,5,30,45,14,N/A,N/A
Antietam Campaign,5.504,5.86,32,N/A,1995,2.56,1,2,N/A,N/A,12,Wargames,N/A
Galaxy Command,5.504,5.7,63,N/A,2015,1.60,1,4,10,45,10,N/A,N/A
Slasher: The Final Cut,5.504,5.72,63,N/A,1994,1.67,3,6,60,60,12,N/A,N/A
Granny's House,5.504,5.78,37,N/A,1985,1.00,1,6,30,30,4,Children's,N/A
Gentleman's Deal,5.504,5.89,69,N/A,2016,1.00,5,9,30,60,12,N/A,N/A
Finale,5.504,5.7,39,N/A,2005,1.00,2,2,15,15,8,Abstract,N/A
Cards Against Disney,5.504,5.77,79,N/A,2018,1.00,4,20,30,60,17,N/A,N/A
Qwordie,5.504,5.79,46,N/A,2015,1.00,2,8,30,30,12,Family,N/A
Arcadia: The Wyld Hunt,5.504,5.7,158,N/A,1996,2.14,1,5,30,30,10,Customizable,N/A
El Zorro del Desierto: Norte de Africa 1941-1942,5.504,5.96,37,N/A,1987,3.29,2,4,180,180,12,Wargames,N/A
Atari's Missile Command,5.504,5.76,73,24.99,2018,2.00,3,6,30,45,14,N/A,N/A
King Fridge,5.504,6.32,32,N/A,2021,0.00,2,6,20,30,7,N/A,N/A
Bear Stare Down: The Card Game,5.504,5.66,39,N/A,2021,1.33,2,4,20,30,7,N/A,N/A
DMZ: The Next Korean War,5.504,5.7,45,N/A,2010,2.38,1,2,60,120,N/A,Wargames,N/A
Kalesia: the card game,5.504,5.74,32,N/A,2012,1.00,2,5,20,30,8,N/A,N/A
Race For Tunis,5.504,5.77,42,N/A,1986,2.50,2,2,180,180,12,Wargames,N/A
Meow! The Cult of Cat,5.504,5.91,30,N/A,2019,1.00,3,12,15,20,8,N/A,N/A
Poo Pocalypse,5.504,5.66,46,N/A,2020,1.33,2,4,15,30,7,N/A,N/A
Crystallized,5.504,5.85,70,N/A,2021,1.33,2,4,15,30,8,N/A,N/A
Moscow Burning: The Next Russian Civil War,5.504,5.83,51,N/A,1996,2.43,2,2,120,120,12,Wargames,N/A
Scene It? Music,5.504,5.71,113,43.99,2005,1.22,2,12,30,30,13,N/A,N/A
Batman: Gotham City Mystery,5.504,5.71,75,N/A,2003,1.00,2,5,45,45,8,N/A,N/A
Bullwinkle and Rocky Role Playing Party Game,5.504,5.67,73,N/A,1988,1.00,2,10,90,90,12,N/A,N/A
Kuhno,5.504,5.67,48,N/A,2016,1.00,2,5,15,20,8,N/A,N/A
Space Junk,5.504,5.76,108,N/A,2014,1.43,2,6,60,60,8,N/A,N/A
Putin Strikes: The Coming War for Eastern Europe,5.504,6.24,39,N/A,2016,2.67,2,2,120,240,12,Wargames,N/A
Dice Trip: Deutschland,5.504,5.71,36,N/A,2021,2.00,1,4,30,30,8,N/A,N/A
Yarmuk,5.504,6.02,43,N/A,1997,2.56,2,2,N/A,N/A,12,Wargames,N/A
Ocean Pods,5.504,6.42,37,N/A,2023,1.50,2,5,30,45,11,N/A,N/A
Gem Dealer,5.504,5.55,392,N/A,2008,1.25,3,5,30,30,8,Family,N/A
