Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Man-Eater!,5.513,6.29,45,N/A,1976,1.17,2,5,30,30,N/A,N/A,N/A
Thieves,5.513,6.33,83,N/A,2018,2.00,2,2,30,30,8,N/A,N/A
Monopoly Bid,5.513,5.74,264,N/A,2020,1.09,2,5,15,20,7,N/A,N/A
Sonic the Hedgehog: Dice Rush,5.513,6.18,44,N/A,2019,1.50,2,4,15,20,8,N/A,N/A
Gates of Niflheim,5.513,8.17,35,N/A,2024,3.33,1,2,20,60,14,N/A,N/A
Rugby World,5.513,6.23,33,N/A,2007,3.20,2,8,120,120,14,N/A,N/A
Blood Berets,5.513,5.76,139,N/A,1993,3.00,2,4,60,60,12,Thematic,N/A
Dungeons Of Draggmar,5.513,6.55,110,N/A,2022,2.00,1,4,10,45,13,N/A,N/A
TEG Independencia,5.513,7.13,30,N/A,2010,3.00,2,6,240,240,14,Wargames,N/A
"Hooker and Lee: The Battle of Chancellorsville, May 2-3, 1863",5.513,6.2,44,N/A,1975,2.14,2,2,90,90,12,Wargames,N/A
Córdoba,5.513,5.65,184,N/A,2008,1.19,2,2,20,20,N/A,Family,N/A
Dien Bien Phu 1954,5.513,6.45,32,N/A,2000,2.17,2,2,120,120,12,Wargames,N/A
"Jena-Auerstadt: The Battle for Prussia, 14 October 1806",5.513,5.99,74,N/A,1975,2.10,2,2,150,150,12,Wargames,N/A
Adventure Gaming,5.513,6.44,31,N/A,1981,2.67,1,7,60,60,10,Wargames,N/A
The Game of Life: Card Game,5.513,5.74,185,N/A,2002,1.55,2,4,30,30,9,Family,N/A
True Messiah,5.513,7.18,32,N/A,2018,3.25,2,4,60,120,13,N/A,N/A
Aquanauts,5.513,6.26,43,N/A,2023,2.50,2,4,45,60,10,N/A,N/A
Sushi Bar,5.513,6.24,33,N/A,2005,1.00,1,1,10,10,N/A,N/A,N/A
Princess,5.513,5.93,93,N/A,1986,1.11,2,4,20,20,4,Children's,N/A
Paddle Pool,5.513,6.02,47,N/A,1970,1.00,2,4,10,10,7,N/A,N/A
"Four pints, please",5.513,6.4,39,N/A,2018,1.00,2,8,15,25,16,N/A,N/A
Jurassic Jumble,5.512,6.28,36,N/A,2004,1.33,3,9,10,10,6,N/A,N/A
Monopoly: Deadpool,5.512,6.52,44,N/A,2017,1.00,2,6,60,240,16,N/A,N/A
30 Years War,5.512,5.97,63,N/A,1995,2.83,2,4,120,120,12,Wargames,N/A
Spring Fever,5.512,5.77,102,N/A,2011,1.20,3,6,20,20,8,N/A,N/A
Quinto Império,5.512,6.34,46,N/A,2013,1.50,2,4,40,90,8,N/A,N/A
The Card Game of Oz,5.512,6.07,72,N/A,2014,1.33,1,4,20,20,14,Customizable,Thematic
Planetopia,5.512,6.06,41,N/A,2019,2.00,2,5,30,45,8,N/A,N/A
Strata 5,5.512,5.76,127,N/A,1984,2.33,2,4,60,60,10,Abstract,N/A
