Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Corrupted Kingdoms,5.501,5.58,127,N/A,2016,1.33,2,6,20,60,14,N/A,N/A
Leaps and Ledges,5.501,5.78,32,N/A,2014,1.60,2,4,20,40,8,N/A,N/A
Chez Guevara,5.501,5.54,208,N/A,2006,1.59,2,5,45,60,12,N/A,N/A
Muses,5.501,5.54,41,N/A,2013,1.10,1,1,5,5,N/A,N/A,N/A
Table Soccer,5.501,5.64,50,N/A,1965,1.00,2,2,30,30,N/A,N/A,N/A
Animal Express,5.501,5.53,52,N/A,2007,1.13,2,5,20,20,5,Family,N/A
Bugs,5.501,5.52,161,N/A,2010,1.25,3,6,30,30,10,Family,N/A
Super 3,5.501,5.55,82,N/A,1978,1.00,2,2,20,20,7,Abstract,N/A
Pennant Race,5.501,5.61,97,N/A,1983,1.86,1,12,10,10,12,N/A,N/A
Maccabees,5.501,6.77,34,N/A,2009,1.33,2,4,30,30,8,N/A,N/A
Espada Negra: Juego de Mesa – Edición Dormenia,5.501,5.72,30,N/A,2014,1.50,2,6,4,4,14,N/A,N/A
Bim Bamm!,5.501,5.53,41,N/A,2012,1.00,2,5,10,10,6,N/A,N/A
Pain Doctors: The Game of Recreational Surgery,5.501,5.82,48,N/A,1996,1.50,2,6,60,60,14,N/A,N/A
Pun Intended,5.501,5.55,66,N/A,2018,1.25,4,12,60,60,13,N/A,N/A
Scorpion,5.501,5.58,35,N/A,1983,2.33,2,4,20,20,10,N/A,N/A
Dead Stop!,5.501,5.54,39,N/A,1979,1.60,2,2,30,30,8,N/A,N/A
Groovy Pips,5.501,5.59,49,N/A,2014,1.20,2,6,25,25,8,N/A,N/A
Vege Tables,5.501,5.68,73,N/A,2012,1.50,2,5,15,15,10,N/A,N/A
Shark Alarm!!!,5.501,5.53,230,N/A,2008,1.13,2,5,10,15,8,N/A,N/A
Ponder,5.501,5.53,67,N/A,2010,1.00,2,4,45,45,7,N/A,N/A
Marshals,5.501,6.08,36,N/A,2021,2.00,2,4,20,40,8,N/A,N/A
