Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Rally Fally,5.497,5.33,40,N/A,2012,1.00,2,4,20,20,5,N/A,N/A
Ovo,5.497,5.53,103,N/A,2013,1.50,2,4,20,20,8,Abstract,N/A
Glory Road: The First Battle of Bull Run,5.497,5.45,37,N/A,1986,2.43,2,2,120,120,12,Wargames,N/A
Crash!,5.497,5.32,35,N/A,2021,1.33,2,6,10,60,6,N/A,N/A
Taki,5.497,5.61,210,N/A,1985,1.00,2,10,30,30,6,N/A,N/A
Die Seidenstraße,5.497,5.5,94,N/A,1998,1.78,2,7,60,60,10,N/A,N/A
Famous Forehand: The World's Smallest Tennis Game,5.497,5.32,75,N/A,2012,1.13,2,2,30,30,13,N/A,N/A
Mall World,5.497,5.5,323,9.99,2004,2.82,3,5,80,80,12,Strategy,N/A
No Peeking!,5.497,5.39,57,N/A,1977,1.00,1,4,15,15,3,Children's,N/A
Ready! Set! Spaghetti!,5.497,5.59,137,N/A,1989,1.00,2,4,10,10,6,Children's,N/A
Dragons,5.497,5.57,64,N/A,2016,1.33,2,4,20,20,8,N/A,N/A
Barbarossa: Game of the Russo-German War 1941-45,5.497,5.43,83,N/A,1986,3.64,2,2,150,1200,12,Wargames,N/A
Tooor!,5.497,5.44,88,N/A,2005,1.44,2,2,20,20,12,Family,N/A
King Arthur,5.497,5.35,43,N/A,2014,1.33,1,4,30,45,8,Family,N/A
UNO: UNOcorns,5.497,5.38,41,N/A,2017,1.00,2,10,N/A,N/A,7,N/A,N/A
Imperator,5.497,5.51,102,N/A,1992,2.10,1,5,180,180,12,Strategy,Wargames
Mario Party-e,5.497,5.61,37,N/A,2003,1.00,2,4,30,30,7,N/A,N/A
Wollmilchsau,5.497,5.3,32,N/A,2011,1.00,2,6,20,20,8,N/A,N/A
PJ Masks: Night Sight,5.497,5.28,32,N/A,2016,1.00,2,3,N/A,N/A,3,N/A,N/A
Olustee,5.497,5.44,31,N/A,1993,2.25,2,2,N/A,N/A,N/A,Wargames,N/A
Trivial Pursuit: Genus IV – Canadian Edition,5.497,5.2,30,N/A,1997,1.00,2,6,N/A,N/A,12,N/A,N/A
Hoagie,5.497,5.8,35,N/A,2015,1.25,2,5,15,20,5,N/A,N/A
Cock Block,5.497,5.49,38,N/A,2018,1.67,2,4,15,15,13,N/A,N/A
Defcon,5.497,6.79,50,43.00,2023,2.00,2,4,60,90,10,Wargames,N/A
