Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Rise to Nobility,6.196,6.97,1995,34.00,2018,3.30,1,6,25,150,14,Strategy,N/A
Neta-Tanka: Deluxe Edition,6.196,7.18,1468,N/A,2019,2.82,1,5,60,90,14,Strategy,N/A
Rush M.D.,6.196,7.48,1158,43.80,2020,2.38,1,4,30,45,14,Family,N/A
Dice Throne: Season Two – Tactician v. Huntress,6.196,7.8,945,N/A,2018,2.27,2,2,20,40,8,N/A,N/A
Relic,6.195,6.76,3321,89.86,2013,2.47,2,4,60,120,14,Thematic,N/A
Rear Window,6.195,7.5,1102,17.29,2022,1.59,3,5,40,40,13,Family,N/A
Cthulhu Realms,6.194,6.69,3225,N/A,2015,2.08,2,4,25,45,14,Strategy,N/A
Risk: Europe,6.194,7.4,1534,73.95,2015,2.70,2,4,45,180,14,Wargames,N/A
Vaalbara,6.194,7.25,1402,N/A,2022,1.71,2,5,20,20,10,Family,N/A
Village Green,6.194,6.96,1901,N/A,2020,1.90,1,5,30,30,14,Family,Strategy
Atlantic Chase: The Kriegsmarine Against the Home Fleet 1939-1942,6.194,8.4,716,98.00,2021,3.28,1,2,30,120,14,Wargames,N/A
Picture Perfect,6.194,7.02,1729,34.25,2020,1.84,2,4,50,90,10,Family,N/A
Archaeology: The Card Game,6.193,6.66,3214,N/A,2007,1.34,2,4,20,20,8,Family,N/A
Ascension: Realms Unraveled,6.193,7.51,1152,N/A,2014,2.16,1,4,30,30,13,Strategy,N/A
Thunderstone Advance: Numenera,6.193,7.26,1362,109.99,2013,2.74,1,5,60,90,12,Strategy,Thematic
Kolejka,6.193,6.66,3753,N/A,2011,2.03,2,5,60,60,12,Family,N/A
Bios: Genesis,6.193,7.11,1658,N/A,2016,4.38,1,4,60,120,12,Thematic,N/A
Hamster Roll,6.192,6.81,2258,70.45,2000,1.07,2,4,30,40,7,Family,N/A
Show Manager,6.192,6.99,1801,N/A,1996,2.09,2,6,60,60,10,Family,Strategy
Boss Monster 2: The Next Level,6.192,6.71,3785,21.22,2015,1.84,2,4,20,30,13,Family,Strategy
Harbour,6.192,6.49,5170,N/A,2015,2.07,1,4,30,60,10,Family,Strategy
Cutthroat Caverns,6.192,6.52,5034,N/A,2007,2.08,3,6,90,90,12,Thematic,N/A
Castellion,6.192,6.9,2069,N/A,2015,2.09,1,2,30,30,10,Strategy,N/A
Assassin's Creed: Brotherhood of Venice,6.192,8.36,933,47.27,2021,3.10,1,4,30,90,12,N/A,N/A
You're Bluffing!,6.192,6.57,4272,N/A,1985,1.63,3,5,45,45,10,Family,N/A
Rommel in the Desert,6.19,7.55,1071,89.98,1982,3.40,2,2,150,150,12,Wargames,N/A
Warhammer Underworlds: Nightvault,6.19,7.74,992,N/A,2018,2.47,2,2,30,60,12,Thematic,Wargames
Chronicles of Crime: 2400,6.19,7.73,1131,34.58,2021,2.00,1,4,60,90,12,Thematic,N/A
Pit,6.19,6.38,9387,14.99,1903,1.16,3,8,30,90,7,Family,Party
Beyond Baker Street,6.189,6.82,2189,27.49,2016,2.17,2,4,30,30,10,Family,N/A
Race! Formula 90,6.189,7.93,876,N/A,2013,3.51,2,6,90,270,14,Strategy,Thematic
Serenissima,6.189,6.86,2307,N/A,1996,3.04,2,4,120,120,12,Strategy,N/A
Taco Cat Goat Cheese Pizza,6.189,6.62,4886,9.84,2018,1.02,2,8,10,30,8,Party,N/A
Horus Heresy,6.188,7.05,1718,N/A,2010,3.77,2,2,135,135,13,Thematic,Wargames
Fast Sloths,6.188,7.1,1509,N/A,2019,2.16,2,5,45,45,8,Family,N/A
Spades,6.188,6.79,2486,N/A,1938,2.02,4,4,60,60,10,Family,N/A
Gaslands: Post-Apocalyptic Vehicular Combat,6.188,8.07,825,N/A,2017,2.60,2,8,45,90,11,Thematic,Wargames
Set & Match,6.187,7.39,1180,N/A,2017,1.15,2,4,15,30,7,Family,N/A
Riff Raff,6.187,6.92,1944,N/A,2012,1.19,2,4,30,30,8,Family,N/A
The Hanging Gardens,6.187,6.78,2320,N/A,2008,1.94,2,4,45,45,8,Family,N/A
HeroQuest Advanced Quest,6.187,7.31,1695,N/A,1990,2.18,2,5,90,90,10,Thematic,N/A
Dungeon Mayhem: Monster Madness,6.187,7.48,1284,24.99,2020,1.13,2,6,10,10,8,N/A,N/A
Sorcerer,6.187,7.57,1545,44.00,2019,2.91,2,4,30,90,14,Customizable,Strategy
Ribbit,6.186,6.77,2682,N/A,2004,1.09,2,5,20,20,5,Children's,Family
Um Reifenbreite,6.186,6.79,2374,N/A,1979,1.96,2,4,60,90,8,Family,Strategy
Townsfolk Tussle,6.186,7.66,1120,N/A,2022,2.68,2,5,40,200,14,Family,Wargames
Legends of Andor: The Last Hope,6.185,7.85,954,39.95,2017,3.17,2,4,60,90,10,Thematic,N/A
KeyForge: Worlds Collide,6.184,7.47,1192,N/A,2019,3.03,2,2,15,45,N/A,Customizable,Strategy
Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,6.184,7.46,1183,37.49,2015,3.05,1,4,120,120,13,Customizable,Thematic
Conquest of the Empire,6.184,6.73,3056,N/A,2005,3.07,2,6,180,240,10,Thematic,Wargames
Terra,6.183,6.8,2266,N/A,2014,1.50,2,6,45,45,10,Family,N/A
Mafia de Cuba,6.183,6.53,4289,N/A,2015,1.47,6,12,10,20,10,Party,N/A
Hornet Leader: Carrier Air Operations,6.183,7.88,923,69.99,2010,2.83,1,1,60,60,12,Wargames,N/A
Fun Facts,6.182,7.06,1583,17.49,2022,1.06,4,8,30,30,8,Party,N/A
2 de Mayo,6.182,6.88,1978,N/A,2008,2.17,2,2,20,20,12,Strategy,Wargames
Red Outpost,6.181,6.94,1985,27.95,2019,2.50,1,4,30,60,10,Strategy,N/A
Star Trek Panic,6.181,6.97,1872,95.00,2016,2.00,1,6,90,90,13,Thematic,Wargames
Keltis,6.181,6.42,6432,42.00,2008,1.64,2,4,30,30,10,Family,N/A
The Thing: Infection at Outpost 31,6.181,7.25,1652,79.98,2017,2.33,4,8,60,120,17,Thematic,N/A
Bob Ross: Art of Chill Game,6.18,6.75,2635,24.36,2017,1.73,2,4,30,30,12,Family,N/A
Silver,6.18,7.05,1726,24.95,2019,1.79,2,4,30,60,8,Family,N/A
Compounded,6.18,6.71,2777,N/A,2013,2.42,2,5,30,90,13,Strategy,N/A
Dice Throne: Season Two – Seraph v. Vampire Lord,6.18,7.84,886,24.99,2018,2.09,2,2,20,40,8,N/A,N/A
Guilds of London,6.179,6.79,2287,38.99,2016,3.04,1,4,45,90,10,Strategy,N/A
MicroMacro: Crime City – All In,6.179,7.94,791,35.34,2022,1.17,1,4,15,45,12,Family,Thematic
Funfair,6.179,7.43,1143,32.20,2021,2.15,2,4,30,60,14,N/A,N/A
Bravo!,6.179,7.23,1334,N/A,2019,1.80,1,6,20,20,8,Family,N/A
Lotus,6.179,6.68,2953,29.99,2016,1.46,2,4,30,30,8,Family,N/A
Impulse,6.179,6.81,2145,N/A,2013,3.04,2,6,30,60,13,Strategy,N/A
Catan Histories: Settlers of America – Trails to Rails,6.178,6.78,2469,69.99,2010,2.68,3,4,120,120,12,Strategy,N/A
Balderdash,6.178,6.47,6202,50.00,1984,1.41,2,6,60,60,12,Party,N/A
Tiny Epic Defenders (Second Edition),6.178,7.02,1719,22.49,2018,2.02,1,4,30,60,14,Strategy,N/A
Marvel Dice Masters: Age of Ultron,6.178,7.18,1406,22.98,2015,2.46,2,2,60,60,14,Customizable,N/A
March of the Ants,6.178,7.18,1499,N/A,2015,2.68,1,5,60,90,13,Strategy,N/A
Exit: The Game – Theft on the Mississippi,6.177,7.12,1454,14.95,2019,2.75,1,4,45,90,12,Thematic,N/A
City of Horror,6.177,6.68,3113,N/A,2012,2.43,3,6,90,90,13,Thematic,N/A
Too Many Bones: Unbreakable,6.177,8.89,524,N/A,2023,3.78,1,4,60,180,12,N/A,N/A
Stop Thief!,6.176,6.97,1839,N/A,2017,1.50,1,4,30,60,10,Family,N/A
The Dresden Files Cooperative Card Game,6.176,7.0,1842,34.03,2017,2.16,1,5,30,30,13,Thematic,N/A
Covert,6.176,7.06,1600,90.00,2016,3.00,2,4,45,90,13,Strategy,N/A
Four Against Darkness,6.176,7.51,1547,13.24,2016,2.08,1,1,45,75,N/A,Thematic,N/A
Lifeboats,6.176,6.58,3626,N/A,1993,1.78,3,6,90,90,12,Family,Strategy
Razzia!,6.175,6.86,1995,N/A,2004,1.97,2,5,45,45,12,Family,Strategy
Palastgeflüster,6.175,6.78,2378,N/A,2007,1.65,3,5,45,45,10,Family,N/A
Lignum (Second Edition),6.174,7.67,911,N/A,2017,4.14,2,4,90,120,12,Strategy,N/A
Hearts,6.174,6.5,4501,N/A,1850,1.75,3,7,30,30,8,Family,N/A
Dragonwood,6.174,6.58,4499,16.90,2015,1.34,2,4,20,20,8,Family,N/A
DungeonQuest,6.173,6.76,2834,N/A,1985,1.92,1,4,20,60,10,Thematic,N/A
Ardennes '44: The Battle of the Bulge,6.173,8.01,807,N/A,2003,3.68,2,2,360,360,12,Wargames,N/A
My City: Roll & Build,6.173,7.15,1437,19.93,2022,1.46,1,6,30,30,10,Family,N/A
Shadows of Brimstone: Forbidden Fortress,6.173,8.55,725,109.85,2018,3.58,1,4,120,120,12,Thematic,N/A
XenoShyft: Dreadmire,6.173,7.2,1392,25.00,2017,2.62,1,4,30,60,14,Strategy,Thematic
Kepler-3042,6.172,7.29,1291,N/A,2016,3.42,1,4,60,120,14,Strategy,Thematic
PUSH,6.171,6.84,2093,N/A,2018,1.02,2,6,20,25,8,Family,Party
