Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,5.706,7.38,281,N/A,1979,3.53,1,8,120,120,12,Wargames,N/A
Waterloo 1815: Fallen Eagles,5.706,8.23,206,N/A,2015,3.00,1,3,60,720,14,Wargames,N/A
Goblin Vaults,5.706,7.26,274,24.95,2023,2.25,1,5,30,45,14,N/A,N/A
Mammoth Hunters,5.706,6.12,1043,N/A,2003,2.35,3,5,90,90,10,Strategy,N/A
Bios: Mesofauna,5.706,7.62,257,N/A,2022,3.55,1,4,90,120,14,N/A,N/A
Cranium: Hoopla,5.706,6.19,986,24.97,2002,1.27,2,99,20,20,13,Party,N/A
The Wars of Marcus Aurelius,5.706,7.53,246,N/A,2018,2.39,1,1,30,90,12,Wargames,N/A
Mars Attacks: The Miniatures Game,5.706,7.19,330,N/A,2014,2.20,2,2,120,120,12,Wargames,N/A
Crossing Oceans,5.706,7.02,314,51.03,2022,2.29,2,4,60,90,14,N/A,N/A
Can't Stop Express,5.706,6.09,1104,N/A,1989,1.25,1,4,30,30,10,Family,N/A
Siberia,5.706,6.77,385,N/A,2011,2.42,2,4,60,60,10,Strategy,N/A
Mag·Blast (Second Edition),5.706,6.34,704,N/A,2002,1.55,2,8,20,20,10,Thematic,N/A
Atlanta Is Ours,5.706,8.63,157,N/A,2018,3.67,1,2,60,7920,N/A,Wargames,N/A
Jutland,5.705,6.7,523,N/A,1967,2.91,2,10,60,360,12,Wargames,N/A
Satori,5.705,7.77,227,N/A,2023,3.29,1,4,25,100,14,Strategy,N/A
The Swarm,5.705,6.32,632,54.95,2008,2.54,2,4,75,75,12,Strategy,Thematic
Trax,5.705,6.48,563,N/A,1980,2.13,2,2,10,10,8,Abstract,N/A
Dungeon Draft,5.705,6.92,370,28.99,2017,1.85,2,5,30,45,8,N/A,N/A
Gearworks,5.705,6.73,460,25.99,2018,2.00,1,4,30,45,10,N/A,N/A
The New Science,5.705,6.41,658,51.76,2013,2.62,2,5,90,90,12,Strategy,N/A
Paper Safari,5.705,6.75,452,N/A,2008,1.25,2,5,30,30,N/A,N/A,N/A
Truck Off: The Food Truck Frenzy,5.705,6.64,526,24.99,2017,1.33,2,6,20,30,8,N/A,N/A
Dobble: Free Demo Version,5.705,6.42,794,N/A,2013,1.03,2,8,5,5,6,Children's,Family
Top Ten 18+,5.705,7.38,253,N/A,2021,1.00,4,9,20,40,18,N/A,N/A
Tomb: Cryptmaster,5.705,6.47,600,104.80,2009,2.86,2,6,120,120,12,Thematic,N/A
Lost Battles: Forty Battles & Campaigns of the Ancient World,5.705,7.94,200,N/A,2011,3.18,1,4,140,140,12,Wargames,N/A
Brutal Kingdom,5.704,6.59,514,N/A,2016,1.92,3,4,30,30,12,Strategy,N/A
Amateurs to Arms!,5.704,7.86,205,101.97,2012,3.24,2,2,150,150,12,Wargames,N/A
Bohemian Villages,5.704,6.26,748,N/A,2016,1.91,2,5,30,30,8,Family,N/A
Pixel Tactics 5,5.704,7.15,302,N/A,2015,2.50,2,2,45,45,12,N/A,N/A
Pocket Battles: Macedonians vs. Persians,5.704,6.79,397,N/A,2012,1.92,2,2,30,30,13,Wargames,N/A
Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,5.704,6.51,641,N/A,2017,1.56,2,6,30,30,15,N/A,N/A
The Warp,5.704,8.1,242,N/A,2023,3.47,1,4,90,180,12,Strategy,N/A
Kayanak,5.704,6.46,570,N/A,1999,1.20,2,4,15,15,4,Children's,N/A
DC Deck-Building Game: Confrontations,5.704,7.43,267,N/A,2017,1.75,2,4,30,30,15,N/A,N/A
1828,5.704,7.95,177,N/A,2018,4.17,3,5,210,420,16,N/A,N/A
Scharfe Schoten,5.704,6.92,334,N/A,2014,2.13,3,4,30,30,10,N/A,N/A
Bastion,5.704,6.63,499,44.95,2015,2.39,1,4,45,90,10,N/A,N/A
Kreus,5.704,6.62,476,N/A,2016,2.00,3,6,20,30,10,N/A,N/A
Paco Ŝako,5.704,7.67,218,N/A,2017,2.90,2,2,15,60,4,Abstract,N/A
Mage Knight,5.704,6.2,985,N/A,2000,2.39,2,4,60,60,10,Customizable,N/A
Tajuto,5.704,6.6,487,N/A,2019,2.06,2,4,45,60,10,Family,N/A
Battles of Napoleon: The Eagle and the Lion,5.704,7.29,310,N/A,2010,3.67,2,2,90,90,12,Wargames,N/A
Arctic Front: Battle for Norway,5.704,7.28,282,N/A,1985,3.47,2,2,240,240,12,Wargames,N/A
Warhammer: Battle For Skull Pass,5.704,6.76,425,N/A,2006,3.54,2,2,180,360,12,Wargames,N/A
The A.R.T. Project,5.703,7.29,310,36.01,2023,2.13,1,6,40,40,12,N/A,N/A
Herrlof,5.703,6.66,459,N/A,2020,1.37,2,3,30,45,10,N/A,N/A
Urbania,5.703,6.46,554,N/A,2012,2.35,2,5,45,45,10,Family,N/A
Fire in the Library,5.703,6.58,537,N/A,2019,1.38,1,6,15,30,8,N/A,N/A
Knit Wit,5.703,6.05,1222,34.99,2016,1.74,2,8,15,15,8,Party,N/A
Sergeants Miniatures Game: Day of Days,5.703,7.65,248,N/A,2011,2.60,2,6,60,180,10,Wargames,N/A
Da ist der Wurm drin,5.703,6.4,631,N/A,2011,1.00,2,4,15,20,4,Children's,N/A
Munchkin X-Men,5.703,7.0,401,N/A,2017,2.20,3,4,60,120,10,N/A,N/A
UND1C1,5.703,8.26,203,N/A,2022,2.57,2,4,45,60,11,N/A,N/A
Quirky Circuits: Penny & Gizmo's Snow Day!,5.703,7.07,300,18.49,2022,1.25,2,4,15,30,7,N/A,N/A
Ka-Ching!,5.703,6.45,569,N/A,2001,1.48,2,4,20,20,8,Family,N/A
Maiden's Quest,5.703,6.52,581,N/A,2018,2.40,1,5,10,30,14,Strategy,N/A
Cover Your Kingdom,5.703,6.76,468,26.99,2019,1.80,2,8,25,40,10,Family,N/A
Siege Storm,5.703,6.46,618,N/A,2019,2.64,1,2,15,30,10,N/A,N/A
Jupiter Rescue,5.703,6.66,437,33.90,2013,1.88,2,7,30,60,15,N/A,N/A
Genesis: Empires and Kingdoms of the Ancient Middle East,5.703,7.17,287,N/A,2015,3.11,1,5,450,600,12,Wargames,N/A
