Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Brass: Birmingham,8.419,8.6,43011,74.27,2018,3.89,2,4,60,120,14,Strategy,N/A
Pandemic Legacy: Season 1,8.386,8.53,52397,71.99,2015,2.83,2,4,60,60,13,Strategy,Thematic
Gloomhaven,8.369,8.6,60844,N/A,2017,3.90,1,4,60,120,14,Strategy,Thematic
Ark Nova,8.326,8.54,38948,58.99,2021,3.74,1,4,90,150,14,Strategy,N/A
Twilight Imperium: Fourth Edition,8.241,8.61,22599,126.71,2017,4.31,3,6,240,480,14,Strategy,Thematic
Terraforming Mars,8.22,8.37,95518,63.90,2016,3.26,1,5,120,120,12,Strategy,N/A
Dune: Imperium,8.214,8.43,41220,53.18,2020,3.04,1,4,60,120,14,Strategy,N/A
Gloomhaven: Jaws of the Lion,8.182,8.46,32337,34.97,2020,3.64,1,4,30,120,14,Strategy,Thematic
War of the Ring: Second Edition,8.181,8.53,20435,104.90,2011,4.21,2,4,150,180,13,Thematic,Wargames
Star Wars: Rebellion,8.172,8.42,31460,86.25,2016,3.74,2,4,180,240,14,Thematic,N/A
Spirit Island,8.149,8.35,48627,71.24,2017,4.06,1,4,90,120,13,Strategy,N/A
Gaia Project,8.125,8.39,26153,78.99,2017,4.40,1,4,60,150,12,Strategy,N/A
Twilight Struggle,8.074,8.25,47940,56.18,2005,3.61,2,2,120,180,13,Strategy,Wargames
Through the Ages: A New Story of Civilization,8.07,8.3,30898,69.95,2015,4.44,2,4,120,120,14,Strategy,N/A
Great Western Trail,8.042,8.21,39955,49.99,2016,3.70,2,4,75,150,12,Strategy,N/A
The Castles of Burgundy,8.011,8.14,60435,48.08,2011,2.98,2,4,30,90,12,Strategy,N/A
Scythe,8.002,8.15,80875,80.99,2016,3.44,1,5,90,115,14,Strategy,N/A
7 Wonders Duel,7.972,8.1,90906,21.99,2015,2.23,2,2,30,30,10,Strategy,N/A
Eclipse: Second Dawn for the Galaxy,7.969,8.47,12469,185.49,2020,3.67,2,6,60,200,14,Strategy,N/A
Brass: Lancashire,7.962,8.19,24384,67.00,2007,3.86,2,4,60,120,14,Strategy,N/A
Nemesis,7.958,8.28,28884,279.99,2018,3.46,1,5,90,180,12,Thematic,N/A
Concordia,7.948,8.1,39312,45.46,2013,2.99,2,5,100,100,13,Strategy,N/A
Clank! Legacy: Acquisitions Incorporated,7.947,8.55,8923,110.00,2019,2.72,2,4,90,120,13,Thematic,N/A
A Feast for Odin,7.945,8.17,27307,91.19,2016,3.87,1,4,30,120,12,Strategy,N/A
Wingspan,7.913,8.06,88112,47.99,2019,2.46,1,5,40,70,10,Family,Strategy
Terra Mystica,7.907,8.07,47189,59.97,2012,3.97,2,5,60,150,12,Strategy,N/A
Arkham Horror: The Card Game,7.904,8.13,41867,23.47,2016,3.53,1,2,60,120,14,Customizable,Thematic
Lost Ruins of Arnak,7.899,8.08,40835,39.99,2020,2.91,1,4,30,120,12,Family,Strategy
Great Western Trail: Second Edition,7.887,8.37,11058,55.99,2021,3.72,1,4,75,150,12,Strategy,N/A
Root,7.885,8.07,48349,68.69,2018,3.79,2,4,60,90,10,Strategy,Wargames
Orléans,7.875,8.06,30445,56.11,2014,3.03,2,5,90,90,12,Strategy,N/A
Mage Knight Board Game,7.857,8.09,32787,70.82,2011,4.36,1,4,60,240,14,Strategy,Thematic
Everdell,7.855,8.04,51185,60.00,2018,2.81,1,4,40,80,10,Family,Strategy
Barrage,7.851,8.18,16643,N/A,2019,4.11,1,4,60,120,14,Strategy,N/A
Too Many Bones,7.851,8.35,12276,159.95,2017,3.85,1,4,60,120,12,Strategy,Thematic
The Crew: Mission Deep Sea,7.848,8.18,15504,14.95,2021,2.04,2,5,20,20,10,Family,N/A
Viticulture Essential Edition,7.847,8.0,46993,48.63,2015,2.89,1,6,45,90,13,Strategy,N/A
Frosthaven,7.824,8.86,6075,196.72,2022,4.34,1,4,30,120,14,Strategy,Thematic
